Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA
57,14:00-14:15,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,1.764

58,14:15-14:30,0,42.392196,9.9925,0,0,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,13.363,5.124,0,37.8,0,0,0,32.88,44.388,6.028,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,1.764

59,14:30-14:45,0,42.392196,9.9925,0,0,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,25.564,5.124,0,37.8,0,0,0,52.608,26.304,4.384,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

60,14:45-15:00,0,42.392196,9.9925,0,15.561,9.4164,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,25.564,5.124,0,37.8,0,0,0,52.608,26.304,4.384,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

61,15:00-15:15,0,42.392196,9.9925,0,15.561,9.4164,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,6.5208,25.564,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

62,15:15-15:30,0,42.392196,9.9925,0,15.561,9.4164,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,8.832,0,0,0,25.564,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,22.263,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

63,15:30-15:45,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,22.078,12.1695,0,26.25,0,0,0,52.608,26.304,4.384,0,32.58,31.494,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

64,15:45-16:00,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,22.078,12.1695,0,26.25,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

65,16:00-16:15,0,42.392196,9.9925,0,46.683,10.089,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,49.68,0,0,0,22.078,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

66,16:15-16:30,0,42.392196,9.9925,0,46.683,10.089,26.39091,341.564563,16.478852,0,0,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,22.078,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

67,16:30-16:45,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,22.078,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,135.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

68,16:45-17:00,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,92,103.5,0,123.665625,0.59303,6.624,0,0,0,22.078,5.124,0,26.25,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,134.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

69,17:00-17:15,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,16.478852,0,20.834,26.2683,0,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,15.106,5.124,0,37.8,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,128.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

70,17:15-17:30,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,16.478852,0,39.3952,26.2683,9.136036,20.1852,0,0,653.1525,8.874,56.7,0,3.1825,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,15.106,5.124,0,37.8,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,123.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,19.321,20.0018,2.646

71,17:30-17:45,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,16.478852,0,56.82,26.2683,18.272072,20.1852,0,0,653.1525,8.874,56.7,0,6.365,0,82,103.5,5.27868,123.665625,0.59303,6.624,8.69,0,0,13.363,6.405,0,37.8,0,0,0,52.608,26.304,4.384,0,43.44,20.634,0,0,0,0,0,0,0,0,0,0,119.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

72,17:45-18:00,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,32.957704,0,75.76,26.2683,27.408108,20.1852,0,0,653.1525,17.748,56.7,13.17004,32.700824,0,82,103.5,10.55736,123.665625,0.59303,6.624,13.983,0,0,13.363,6.405,0,37.8,0,0,0,52.608,26.304,4.384,0,43.983,20.634,0,0,0,0,0,0,0,0,0,0,117.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

73,18:00-18:15,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,104.17,26.2683,27.3447,20.1852,9.67784,0,653.1525,26.622,56.7,26.34008,32.700824,0,82,103.5,10.55736,123.665625,0.59303,6.624,31.6,0,0,13.363,6.405,0,37.8,0,0,0,52.608,26.304,4.384,0,43.983,20.634,0,0,0,0,0,0,0,0,0,0,79.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

74,18:15-18:30,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,19.374781,0,653.1525,39.0456,56.7,39.51012,32.700824,0,82,103.5,15.804048,123.665625,0.59303,6.624,42.14808,0,19.5624,13.363,6.405,0,38.85,0,0,0,52.608,26.304,4.384,0,43.983,20.634,0,0,0,0,0,0,0,0,0,0,80.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

75,18:30-18:45,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,19.374781,0,653.1525,39.0456,56.7,39.51012,32.700824,0,82,103.5,15.804048,123.665625,0.59303,13.248,42.14808,0,19.5624,13.363,6.405,0,38.85,0,0,0,52.608,26.304,4.384,0,43.983,20.634,0,0,0,0,0,0,0,0,0,0,79.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

76,18:45-19:00,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,19.374781,0,653.1525,39.0456,56.7,39.51012,32.700824,0,82,103.5,15.804048,123.665625,0.59303,49.68,42.14808,0,19.5624,20.916,6.405,0,38.85,0,0,0,52.608,26.304,4.384,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,103.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

77,19:00-19:15,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,19.374781,0,653.1525,39.0456,56.7,39.51012,32.700824,0,82,103.5,15.804048,123.665625,0.59303,49.68,30.336,0,19.5624,70.882,6.405,0,38.85,0,0,0,53.704,26.304,3.288,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,118.02,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

78,19:15-19:30,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,9.67784,0,653.1525,39.0456,56.7,39.51012,3.819,0,82,103.5,15.804048,123.665625,0.59303,8.832,28.124,0,19.5624,70.882,6.405,0,38.85,0,0,0,53.704,26.304,3.288,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

79,19:30-19:45,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,9.67784,0,653.1525,39.0456,56.7,39.51012,0,0,82,103.5,15.804048,123.665625,0.59303,6.624,28.0924,0,6.5208,70.882,6.405,0,38.85,0,0,0,53.704,26.304,3.288,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

80,19:45-20:00,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,9.67784,0,653.1525,39.0456,56.7,39.51012,0,0,82,103.5,15.804048,123.665625,0.59303,6.624,28.09872,0,6.5208,70.882,6.405,0,38.85,0,0,0,53.704,26.304,3.288,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

81,20:00-20:15,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,20.1852,9.67784,0,653.1525,39.0456,56.7,39.51012,0,0,82,103.5,15.804048,123.665625,0.59303,6.624,28.09872,0,6.5208,19.754,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,44.526,21.177,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

82,20:15-20:30,0,42.392196,9.9925,0,62.244,10.089,26.39091,341.564563,32.8448,0,104.17,26.2683,25.099,20.1852,9.67784,0,653.1525,26.622,56.7,26.34008,0,0,82,103.5,15.804048,123.665625,0.59303,6.624,13.983,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,44.526,21.72,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

83,20:30-20:45,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,16.4224,0,75.76,26.2683,18.494,20.1852,0,0,653.1525,17.748,56.7,13.17004,0,0,82,103.5,10.55736,123.665625,0.59303,49.68,8.69,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

84,20:45-21:00,0,42.392196,9.9925,0,62.244,13.452,26.39091,341.564563,16.4224,0,56.82,26.2683,9.1149,20.1852,0,0,653.1525,17.748,56.7,13.17004,0,0,82,103.5,10.55736,123.665625,0.59303,49.68,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

85,21:00-21:15,0,42.392196,9.9925,0,62.244,14.7972,26.39091,341.564563,16.4224,0,37.88,26.2683,1.321,20.1852,0,0,653.1525,17.748,56.7,13.17004,0,0,82,103.5,3.7324,123.665625,0.59303,11.04,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

86,21:15-21:30,0,42.392196,9.9925,0,62.244,14.7972,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,13.17004,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

87,21:30-21:45,0,42.392196,9.9925,0,62.244,14.7972,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,13.17004,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

88,21:45-22:00,0,42.392196,9.9925,0,49.707,14.7972,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,13.17004,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

89,22:00-22:15,0,42.392196,9.9925,0,46.62,14.7972,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,11.997,0,0,82,103.5,0,123.665625,0.59303,49.68,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

90,22:15-22:30,0,42.392196,9.9925,0,46.62,10.089,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,11.04,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

91,22:30-22:45,0,42.392196,9.9925,0,34.02,9.4164,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

92,22:45-23:00,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,12.782,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

93,23:00-23:15,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,2.324,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

94,23:15-23:30,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,2.324,6.405,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

95,23:30-23:45,0,42.392196,9.9925,0,31.122,9.4164,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,2.324,5.124,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

96,23:45-24:00,0,42.392196,9.9925,0,31.122,10.7616,26.39091,341.564563,16.4224,0,20.834,26.2683,1.321,20.1852,0,0,653.1525,8.874,56.7,0,0,0,82,103.5,0,123.665625,0.59303,6.624,0,0,0,2.324,5.124,0,38.85,0,0,0,53.704,27.4,4.384,0,0,66.246,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,45.2215,20.7249,20.0018,2.646

