Column1,Time,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/10/01/9582,NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/3642,GNA/NR/2024/10/01/6101,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/8106,GNA/NR/2024/10/01/9072,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/08032047/L_NR_2021_14,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2024/10/10/3960
23,05:30-05:45,236.27,192.08,12.49,26.92,0,67.91,0,3.54,31.29,37.47,37.47,88.4,3.16,0,70.73,2.65,6.39,26.92,12.49,37.47,0,0,0,6.66,7.33,0,22,7,0,0,14,7.34,0,14,0,0,0,0,0,145.52

24,05:45-06:00,207.16,198.87,12.49,26.92,0,67.91,0,3.54,31.29,37.47,37.47,88.4,3.16,0,70.73,2.65,6.39,26.92,12.49,37.47,0,0,0,6.66,7.33,0,22,7,0,0,14,7.34,0,14,0,0,0,0,0,145.52

25,06:00-06:15,207.16,205.66,12.49,26.92,0,67.91,0,3.45,31.29,37.47,37.47,88.4,3.16,0,70.73,2.65,6.3,26.92,12.49,37.47,0,0,0,6.66,7.33,0,22,7,3.71,0,14,7.34,0,14,8.33,8.33,0,0,1,145.52

26,06:15-06:30,207.16,215.36,12.49,26.92,0,67.91,0,3.45,31.29,37.47,37.47,88.4,3.16,0,70.73,2.65,6.3,26.92,12.49,37.47,0,0,0,6.66,7.33,0,22,7,9.89,0,14,7.34,1,14,17.84,17.84,0.08,1,2,145.52

27,06:30-06:45,207.16,195.96,12.49,26.92,0.4,67.91,0.39,3.45,31.29,37.47,37.47,88.4,3.16,0.39,70.73,2.65,6.3,26.92,12.49,37.47,1,2,0.09,6.66,7.33,0.46,22,7,13.6,2,14,7.34,4,14,29.71,29.71,3.48,3,5,145.52

28,06:45-07:00,207.16,176.56,12.49,26.92,0.72,67.91,0.7,3.45,31.29,37.47,37.47,88.4,3.16,0.7,70.73,2.65,6.3,26.92,12.49,37.47,3,3,0.45,6.66,7.33,2.28,22,7,17.3,3,14,7.34,7,14,33,33,8.41,4,8,145.52

29,07:00-07:15,207.16,157.16,12.49,26.92,1.2,67.91,1.17,3.45,31.29,37.47,37.47,85.76,3.16,1.17,70.73,2.65,6.3,26.92,12.49,37.47,6,5,1.6,6.66,7.33,8.03,22,7,21.01,7,14,7.34,14,14,33,33,14.5,5,10,145.52

30,07:15-07:30,191.73,154.25,12.49,26.92,1.88,67.91,1.84,3.45,31.29,37.47,37.47,85.76,3.16,1.84,70.73,2.65,6.3,26.92,12.49,37.47,10,7,3.16,6.66,7.33,15.8,22,7,29.66,10,14,7.34,25,14,33,33,21.35,7,15,145.52

31,07:30-07:45,188.82,154.25,12.49,26.92,2.87,67.91,2.79,3.45,31.29,37.47,37.47,85.76,3.16,2.79,70.73,2.65,6.3,26.92,12.49,37.47,15,8,6.3,6.66,7.33,31.52,22,7,32.67,15,14,7.34,35,14,32.66,32.67,30.18,9,18,145.52

32,07:45-08:00,191.73,154.25,12.49,26.92,3.53,67.91,3.45,3.45,31.29,37.47,37.47,85.76,3.16,3.45,70.73,2.65,6.3,26.92,12.49,37.47,21,12,9.86,6.66,7.33,49.29,22,7,33,19,14,7.34,49,14,33,33,38.18,12,25,145.52

33,08:00-08:15,172.33,154.25,12.49,26.92,4.52,67.91,4.41,3.45,31.29,37.47,37.47,101.07,3.08,4.41,70.73,2.65,6.3,26.92,12.49,37.47,28,17,13.4,8.66,7.33,67,22,7,33,25,14,7.34,67,14,33,33,46.19,15,32,145.52

34,08:15-08:30,172.33,154.25,12.49,26.92,5.59,57.91,5.44,3.45,31.29,37.47,37.47,63.06,3.08,5.44,70.73,2.65,6.3,26.92,12.49,37.47,34,20,17.29,8.66,7.33,86.47,22,7,33,34,14,7.34,81,14,33,33,54.27,19,39,145.52

35,08:30-08:45,172.33,154.25,12.49,26.92,6.6,67.91,6.44,3.45,31.29,37.47,37.47,67.91,3.08,6.44,70.73,2.65,6.3,26.92,12.49,37.47,40,24,21.07,8.66,7.33,105.34,22,7,33,43,14,7.34,95,14,33,33,62.43,22,46,145.52

36,08:45-09:00,172.33,154.25,12.49,26.92,7.63,67.91,7.44,3.45,31.29,37.47,37.47,53.36,3.08,7.44,70.73,2.65,6.3,26.92,12.49,37.47,46,27,24.6,8.34,7.33,122.98,22,7,33,50,14,7.34,109,14,33,33,70.37,25,53,145.52

37,09:00-09:15,172.33,154.25,12.49,26.93,8.54,67.91,8.33,3.45,31.29,37.47,37.47,63.06,3.08,8.33,70.73,3.12,6.3,26.93,12.49,37.47,52,30,28.31,8.34,7.33,141.54,22,7,33,59,14,7.34,123,14,33,33,67.59,28,60,145.52

38,09:15-09:30,172.33,174.62,12.49,26.93,9.44,67.91,9.22,3.45,31.29,37.47,37.47,72.76,3.08,9.22,70.73,3.12,6.3,26.93,12.49,37.47,58,33,31.5,8,7.33,157.48,22,7,33,66,14,7.34,137,14,33,33,75.22,32,66,145.52

39,09:30-09:45,228.54,194.02,12.49,26.93,10.34,67.91,10.09,3.45,31.29,37.47,37.47,67.91,3.08,10.09,70.73,3.12,6.3,26.93,12.49,37.47,64,36,34.32,7.66,10,171.61,30,7,33,73,15.33,10,151,15.33,33,33,82.68,35,72,145.52

40,09:45-10:00,228.54,215.36,12.49,26.93,11.5,67.91,11.21,3.45,31.29,37.47,37.47,67.91,3.08,11.21,70.73,3.12,6.3,26.93,12.49,37.47,69,38,37.37,7.66,9.67,186.84,29,7,33,78,15.33,9.66,161,15.33,33,33,90.07,37,77,145.52

41,10:00-10:15,228.54,234.76,12.49,26.93,12.13,67.91,11.83,3.36,31.29,37.47,37.47,97.01,3.4,11.83,70.73,3.12,6.3,26.93,12.49,37.47,73,41,40.18,7.34,9.33,200.91,28,7,33,83,15.33,9.34,172,15.33,33,33,96.02,39,83,145.52

42,10:15-10:30,228.54,241.55,12.49,26.93,13.26,67.91,12.93,3.36,31.29,37.47,37.47,101.07,3.4,12.93,70.73,3.12,6.3,26.93,12.49,37.47,78,42,42.8,7.34,8.67,214.03,26,7,33,86,15.67,8.66,182,15.67,33,33,100.28,41,87,145.52

43,10:30-10:45,228.54,248.35,12.49,26.93,13.76,67.91,13.43,3.36,31.29,37.47,37.47,101.07,3.4,13.43,70.73,3.12,6.3,26.93,12.49,37.47,81,44,44.47,7,8.17,222.37,24.5,7,33,90,15.67,8.16,189,15.67,33,33,84.06,43,90,145.52

44,10:45-11:00,228.54,255.14,12.49,26.93,14.68,67.91,14.32,3.36,31.29,37.47,37.47,101.07,3.4,14.32,70.73,3.12,6.3,26.93,12.49,37.47,82,45,46,7,8,230,24,7,33,91,15.67,8,193,15.67,33,33,85.56,44,93,145.52

45,11:00-11:15,228.54,255.14,12.49,26.93,14.96,67.91,14.6,3.36,31.29,37.47,37.47,101.07,3.4,14.6,70.73,3.12,6.3,26.93,12.49,37.47,83,46,46,6.66,7.83,230,23.5,7,33,91,16,7.84,195,16,33,33,86.49,45,95,145.52

46,11:15-11:30,228.54,255.14,12.49,26.93,15.66,67.91,15.28,3.36,31.29,37.47,37.47,101.07,3.4,15.28,70.73,3.12,6.3,26.93,12.49,37.47,83,47,46,6.66,7.67,230,23,7,33,91,16,7.66,195,16,33,33,86.9,45,95,145.52

47,11:30-11:45,180.03,232.82,12.49,26.93,15.66,67.91,15.28,3.36,31.29,37.47,37.47,75.67,3.4,15.28,70.73,3.51,6.3,26.93,12.49,37.47,83,47,46,6.66,7.5,230,22.5,7,33,91,16,7.5,195,16,33,33,90.26,45,95,145.52

48,11:45-12:00,172.33,213.42,12.49,26.93,15.66,67.91,15.28,3.36,31.29,37.47,37.47,73.73,3.4,15.28,70.73,3.51,6.3,26.93,12.49,37.47,83,47,46,6.66,7.5,230,22.5,7,33,91,15.67,7.5,195,15.67,33,33,93.42,45,95,145.52

49,12:00-12:15,172.33,194.02,12.49,26.93,15.66,67.91,15.28,3.45,31.29,37.47,37.47,76.64,3.24,15.28,70.73,3.51,6.21,26.93,12.49,37.47,83,47,46,6.66,7.33,230,22,7,33,91,19,7.34,195,19,33,33,87.13,45,95,145.52

50,12:15-12:30,172.33,194.02,12.49,26.93,15.66,67.91,15.28,3.45,31.29,37.47,37.47,80.52,3.24,15.28,70.73,3.51,6.21,26.93,12.49,37.47,83,47,46,6.66,7.33,230,22,7,33,91,19,7.34,195,19,33,33,89.26,45,95,145.52

51,12:30-12:45,172.33,194.02,12.49,26.93,15.66,67.91,15.28,3.45,31.29,37.47,37.47,85.37,3.24,15.28,70.73,3.51,6.21,26.93,12.49,37.47,83,47,46,6.66,7.33,230,22,7,33,91,18.67,7.34,195,18.67,33,33,91.99,45,95,145.52

52,12:45-13:00,172.33,194.02,12.49,26.93,15.66,67.91,15.28,3.45,31.29,37.47,37.47,85.37,3.24,15.28,70.73,3.51,6.21,26.93,12.49,37.47,83,47,46,6.66,7.33,230,22,7,33,91,18,7.34,195,18,33,33,94.27,45,95,145.52

53,13:00-13:15,172.33,213.42,12.49,26.93,15.66,67.91,15.28,3.54,31.29,37.47,37.47,77.61,3.4,15.28,70.73,3.67,6.21,26.93,12.49,37.47,85,47,46,6.66,7.33,230,22,7,33,91,17,7.34,197,17,33,33,95.08,45,95,145.52

54,13:15-13:30,172.33,213.42,12.49,26.93,15.66,67.91,15.28,3.54,31.29,37.47,37.47,77.61,3.4,15.28,70.73,3.67,6.21,26.93,12.49,37.47,84,46,46,6.66,7.33,230,22,7,33,91,16,7.34,196,16,33,33,94.05,45,95,145.52

55,13:30-13:45,220.83,213.42,12.49,26.93,15.66,67.91,15.28,3.54,31.29,37.47,37.47,101.07,3.4,15.28,70.73,3.67,6.21,26.93,12.49,37.47,82,45,46,6.66,7.33,230,22,7,33,91,13.33,7.34,193,13.33,33,33,91.59,43,90,145.52

56,13:45-14:00,243.09,232.82,12.49,26.93,14.96,67.91,14.6,3.54,31.29,37.47,37.47,101.07,3.4,14.6,70.73,3.67,6.21,26.93,12.49,37.47,81,44,46,6.66,7.33,230,22,7,33,91,13.33,7.34,189,13.33,33,33,85.74,42,88,145.52

57,14:00-14:15,204.34,252.23,12.49,26.93,14.76,67.91,14.4,3.64,31.29,37.47,37.47,101.07,3.47,14.4,70.73,3.82,6.21,26.93,12.49,37.47,81,42,46,6.66,7.33,230,22,7,33,91,13.33,7.34,189,13.33,33,33,79.75,40,84,145.52

58,14:15-14:30,207.16,274.3,12.49,26.93,14.36,67.91,14.01,3.64,31.29,37.47,37.47,101.07,3.47,14.01,70.73,3.82,6.21,26.93,12.49,37.47,78,41,46,6.66,7.33,230,22,7,33,90,13.33,7.34,182,13.33,33,33,73.07,38,80,145.52

59,14:30-14:45,207.16,274.3,12.49,29.43,13.98,67.91,13.64,3.64,31.29,37.47,37.47,101.07,3.47,13.64,70.73,3.82,6.21,29.43,12.49,37.47,76,38,42.98,6.66,7.33,214.9,22,7,33,78,13.33,7.34,179,13.33,33,33,66.68,36,76,145.52

60,14:45-15:00,207.16,274.3,12.49,29.43,13.31,67.91,12.99,3.64,31.29,37.47,37.47,101.07,3.47,12.99,70.73,3.82,6.21,29.43,12.49,37.47,72,36,39.83,6.66,7.33,199.17,22,7,33,77,13.33,7.34,168,13.33,33,33,60.3,34,72,145.52

61,15:00-15:15,207.16,274.3,12.49,28.3,12.41,67.91,12.1,3.73,31.29,37.47,37.47,101.07,3.78,12.1,70.73,4.06,6.3,28.3,12.49,37.47,67,34,36.21,6.66,7.33,181.05,22,7,33,73,13.33,7.34,158,13.33,33,33,42.89,33,68,145.52

62,15:15-15:30,207.16,274.3,12.49,28.3,11.49,67.91,11.2,3.73,31.29,37.47,37.47,101.07,3.78,11.2,70.73,4.06,6.3,28.3,12.49,37.47,63,31,33.62,6.66,7.33,168.11,22,7,33,67,13.67,7.34,147,13.67,33,33,38.69,30,62,145.52

63,15:30-15:45,207.16,274.3,12.49,28.3,10.57,67.91,10.31,3.73,31.29,37.47,37.47,101.07,3.78,10.31,69.3,4.06,6.3,28.3,12.49,37.47,57,29,30.1,6.66,7.33,150.53,22,7,33,60,12.67,7.34,133,12.67,33,33,34.95,27,56,145.52

64,15:45-16:00,207.16,274.3,12.49,28.3,9.66,67.91,9.43,3.73,31.29,37.47,37.47,101.07,3.78,9.43,65.03,4.06,6.3,28.3,12.49,37.47,51,26,27.16,6.66,7.33,135.8,22,7,33,53,12.67,7.34,119,12.67,33,33,30.94,24,49,145.52

65,16:00-16:15,255.67,274.3,12.49,28.3,8.58,67.91,8.37,3.92,31.29,37.47,37.47,101.07,3.86,8.37,58.19,3.59,6.39,28.3,12.49,37.47,45,22,23.99,6.66,7.33,119.95,22,11,33,47,12.67,7.34,105,12.67,33,33,26.9,20,43,145.52

66,16:15-16:30,263.38,274.3,12.49,28.3,7.71,67.91,7.53,3.92,31.29,37.47,37.47,101.07,3.86,7.53,58.19,3.59,6.39,28.3,12.49,37.47,38,18,21.16,6.66,7.33,105.81,22,11.2,33,42,12.67,7.34,90,12.67,33,33,22.8,17,36,145.52

67,16:30-16:45,263.38,274.3,12.49,28.3,6.8,67.91,6.64,3.82,31.29,37.47,37.47,101.07,3.86,6.64,58.19,3.59,6.39,28.3,12.49,37.47,31,17,17.48,6.66,7.33,87.43,22,11.41,33,37,12.67,7.34,74,12.67,33,33,14.46,14,29,145.52

68,16:45-17:00,263.38,274.3,12.49,28.3,5.79,67.91,5.64,3.82,31.29,37.47,37.47,101.07,3.86,5.64,58.19,3.59,6.39,28.3,12.49,37.47,25,12,13.69,6.66,7.33,68.45,22,11.2,24.72,28,12.67,7.34,60,12.67,33,33,11.65,11,22,145.52

69,17:00-17:15,263.38,274.3,12.49,23.58,4.81,67.91,4.7,3.82,31.29,39.77,39.77,84.09,3.86,4.7,58.19,3.67,6.48,23.58,12.49,39.77,19,9,10.77,6.66,7.33,53.88,22,11,17.3,20,12.67,7.34,46,12.67,29.1,28.64,8.68,8,17,145.52

70,17:15-17:30,263.38,274.3,12.49,23.58,3.93,67.91,3.84,3.82,31.29,39.77,39.77,84.09,3.86,3.84,58.19,3.67,6.48,23.58,12.49,39.77,13,7,7.68,6.66,7.33,38.38,22,11,8.65,15,12.67,7.34,32,12.67,13.04,12.26,5.56,5,10,145.52

71,17:30-17:45,263.38,274.3,12.49,33.5,3,67.91,2.92,3.82,31.29,39.77,39.77,84.09,3.86,2.92,58.19,3.67,6.48,34,12.49,39.77,7,5,4.13,6.66,7.33,20.66,22,7,2.47,10,12.67,7.34,18,12.67,2.13,1.13,2.09,3,5,145.52

72,17:45-18:00,263.38,274.3,12.49,33.5,2.16,67.91,2.11,3.82,31.29,39.77,39.77,84.09,3.86,2.11,58.19,3.67,6.48,34,12.49,39.77,3,5,2.32,6.66,7.33,11.62,22,7.2,0,8,12.67,7.34,7,12.67,0,0,0,1,1,145.52

73,18:00-18:15,263.38,274.3,12.49,34,1.65,67.91,1.6,3.82,31.29,39.77,39.77,84.09,4.02,1.6,58.19,3.74,6.58,34,12.49,39.77,1,3,1.03,6.66,7.33,5.17,22,7.4,0,4,13.33,7.34,4,13.33,0,0,0,0,0,145.52

74,18:15-18:30,263.38,274.3,12.49,34,1.17,67.91,1.15,3.82,31.29,39.77,39.77,84.09,4.02,1.15,58.19,3.74,6.58,34,12.49,39.77,1,2,0.26,6.66,7.33,1.29,22,7.6,0,2,15.33,7.34,2,15.33,0,0,0,0,0,145.52

75,18:30-18:45,263.38,274.3,12.49,34,0.59,67.91,0.58,3.82,31.29,39.77,39.77,84.09,4.02,0.58,58.19,3.74,6.58,34,12.49,39.77,0,0,0,6.66,7.33,0,22,7.8,0,0,17.67,7.34,0,17.67,0,0,0,0,0,145.52

76,18:45-19:00,263.38,274.3,12.49,34,0.22,67.91,0.21,3.82,31.29,39.77,39.77,84.09,4.02,0.21,58.19,3.74,6.58,34,12.49,39.77,0,0,0,6.66,7.33,0,22,8.2,0,0,19.33,7.34,0,19.33,0,0,0,0,0,145.52

77,19:00-19:15,263.38,274.3,12.49,31.5,0,67.91,0,3.82,31.29,39.77,39.77,84.09,4.02,0,58.19,3.67,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,9.4,0,0,19,7.34,0,19,0,0,0,0,0,145.52

78,19:15-19:30,263.38,274.3,12.49,31.5,0,67.91,0,3.82,31.29,39.77,39.77,84.09,4.02,0,58.19,3.67,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,9.6,0,0,18.33,7.34,0,18.33,0,0,0,0,0,145.52

79,19:30-19:45,263.38,274.3,12.49,31.5,0,67.91,0,3.82,31.29,39.77,39.77,84.09,4.02,0,58.19,3.67,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,17.67,7.34,0,17.67,0,0,0,0,0,145.52

80,19:45-20:00,263.38,274.3,12.49,31.5,0,67.91,0,3.82,31.29,39.77,39.77,84.09,4.02,0,58.19,3.67,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,17,7.34,0,17,0,0,0,0,0,145.52

81,20:00-20:15,263.38,274.3,12.49,31.5,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.86,0,58.19,3.59,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,30,7.34,0,30,0,0,0,0,0,145.52

82,20:15-20:30,263.38,274.3,12.49,31.5,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.86,0,58.19,3.59,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,28.67,7.34,0,28.67,0,0,0,0,0,145.52

83,20:30-20:45,263.38,274.3,12.49,24.27,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.86,0,58.19,3.59,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,16.67,7.34,0,16.67,0,0,0,0,0,145.52

84,20:45-21:00,263.38,274.3,12.49,24.27,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.86,0,58.19,3.59,6.58,31.5,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,16,7.34,0,16,0,0,0,0,0,145.52

85,21:00-21:15,263.38,274.3,12.49,26.58,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.63,0,31.37,3.51,6.58,26.58,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,15.67,7.34,0,15.67,0,0,0,0,0,145.52

86,21:15-21:30,263.38,274.3,12.49,25.26,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.63,0,31.37,3.51,6.58,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.67,7.34,0,14.67,0,0,0,0,0,145.52

87,21:30-21:45,214.88,274.3,12.49,25.26,0,67.91,0,3.73,31.29,39.77,39.77,84.09,3.63,0,31.37,3.51,6.58,25.26,12.49,39.77,0,0,0,6.66,7.33,0,22,7,0,0,14.33,7.34,0,14.33,0,0,0,0,0,145.52

