Block,Time,MAPS,NJPC,UNCHAHAR3,AURY_LF,CHAMERA1,KGSU3AND4,KHSTPP-I,RAPPC,SASAN,SEWA2,ANTA_CRF,AURY_GF,KKNP,RSTPSU7,TALST2,UNCHAHAR2,UNCHAHAR4,DADRI_GF,DULHASTI,NAPP,NTPL,PARBATI3,RAPPB,RIHAND2,TANAKPUR,TEHRI,DADRI_LF,DADRI_RF,CHAMERA3,DADRT2,KGSU1AND2,KHSTPP-II,KOLDAM,NLCIIST2,SIMHST2,SINGRAULI,SINGRAULI_HYDRO,TEHRIPSP,URI2,ANTA_GF,ANTA_LF,ANTA_RF,BSIUL,CHAMERA2,JHAJJAR,KOTESHWR,NLCTS2EXP,NNTPP,RAMPUR,RIHAND3,UNCHAHAR1,URI,VALLURNTECL,AURY_CRF,DADRI_CRF,BRBCL,KISHANGANGA,KKNPPU2,NLCEXP,NLCIIST1,RAPPD,RSTPSU1TO6,SALAL,SIMHST1,TALA,DHAULIGNGA,FSTPP I & II,KUDGI,PARBATI2,RIHAND1,TANDA2,TelanganaSTPP,AURY_RF
55,13:30-13:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.39

56,13:45-14:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.39

57,14:00-14:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,19.56,47.12,667.25,10.14,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.39

58,14:15-14:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,56.49,0,125.27,11.91,0,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,19.56,47.12,667.25,20.29,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,22.72,42.46,20.15,0,37.29,48.09,5.73,0,80.39

59,14:30-14:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,19.05,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,13.04,47.12,667.25,30.43,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.34,42.46,20.15,0,37.29,48.09,5.73,0,80.39

60,14:45-15:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,38.09,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,49.06,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.34,42.46,20.15,0,37.29,48.09,5.73,0,80.39

61,15:00-15:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,57.14,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.55,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.79,42.46,20.15,0,37.29,48.09,5.73,0,80.39

62,15:15-15:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.55,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.79,42.46,20.15,0,37.29,48.09,5.73,0,80.39

63,15:30-15:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.55,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.58,42.46,20.15,0,37.29,48.09,5.73,0,80.39

64,15:45-16:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.55,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.34,42.46,20.15,0,37.29,48.09,5.73,0,80.39

65,16:00-16:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.04,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.34,42.46,20.15,0,37.29,48.09,5.73,0,80.39

66,16:15-16:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.04,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.17,42.46,20.15,0,37.29,48.09,5.73,0,80.39

67,16:30-16:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.04,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,26.01,42.46,20.15,0,50.66,48.09,5.73,0,80.39

68,16:45-17:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,48.04,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,25.97,42.46,20.15,0,50.66,48.09,5.73,0,80.39

69,17:00-17:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,24.84,42.46,19.46,0,50.66,48.09,5.73,0,80.39

70,17:15-17:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,24.66,42.46,19.46,0,50.66,48.09,5.73,0,80.26

71,17:30-17:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,24.22,42.46,19.46,0,50.66,48.09,5.73,0,80.26

72,17:45-18:00,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,2.32,0,0,0,24.52,0,80.18,0,23.92,42.46,19.46,0,50.66,48.09,5.73,0,80.26

73,18:00-18:15,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,33.12,0,0,0,24.99,4.64,0,0,0,24.52,0,80.18,0,23.81,42.46,19.46,0,50.66,48.09,5.73,0,80.26

74,18:15-18:30,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,3.22,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.53,13.04,47.12,667.25,40.57,0,0,5.67,130.84,21.65,33.12,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,23.69,42.46,19.46,0,50.66,48.09,5.73,0,80.26

75,18:30-18:45,0,175.79,27.69,0,42.15,0,45.53,65.42,348.98,12.22,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,11.91,76.18,0,104.07,33.94,689.38,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.28,19.56,47.12,667.25,40.57,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,23.55,42.46,19.46,0,50.66,48.09,5.73,0,80.26

76,18:45-19:00,0,177.44,27.69,0,42.35,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,104.07,35.69,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,47.28,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,37.53,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.4,44.81,19.46,0,55.74,48.09,5.73,0,80.65

77,19:00-19:15,0,177.44,27.69,0,42.35,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,104.07,35.69,689,0,98.87,8.62,0,0,113.75,0,88.59,37.42,0,0,47.28,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,37.53,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.28,44.81,19.46,0,55.74,48.09,5.73,0,80.65

78,19:15-19:30,0,177.44,27.69,0,42.35,0,45.53,65.42,348.98,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,104.07,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,37.42,0,0,47.28,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,37.53,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.14,44.81,19.46,0,55.74,48.09,5.73,0,80.65

79,19:30-19:45,0,177.44,27.69,0,42.35,0,45.53,65.42,360,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,104.07,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,47.79,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,52.36,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.37,44.81,19.46,0,55.74,48.09,5.73,0,80.65

80,19:45-20:00,0,177.44,27.69,0,42.35,0,45.53,65.42,371.25,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,104.07,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,47.79,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,52.36,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.45,44.81,19.46,0,55.74,48.09,5.73,0,80.65

81,20:00-20:15,0,177.44,27.69,0,42.35,0,45.53,65.42,376.88,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,48.55,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,52.36,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.57,44.81,19.46,0,55.74,48.09,5.73,0,80.65

82,20:15-20:30,0,177.44,27.69,0,42.35,0,45.53,65.42,382.5,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,11.91,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,48.55,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,37.53,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,23.9,44.81,19.46,0,55.74,48.09,5.73,0,80.65

83,20:30-20:45,0,177.44,27.69,0,42.35,0,45.53,65.42,388.12,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,9.86,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,48.55,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,30.91,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,24.04,44.81,19.46,0,55.74,48.09,5.73,0,80.65

84,20:45-21:00,0,175.79,27.69,0,42.15,0,45.53,65.42,393.75,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,48.55,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.19,42.46,19.46,0,50.66,48.09,5.73,0,80.65

85,21:00-21:15,0,175.79,27.69,0,42.15,0,45.53,65.42,399.38,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,49.31,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.19,42.46,19.46,0,50.66,48.09,5.73,0,80.65

86,21:15-21:30,0,175.79,27.69,0,42.15,0,45.53,65.42,405,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,49.31,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.25,42.46,19.46,0,50.66,48.09,5.73,0,80.65

87,21:30-21:45,0,177.44,27.69,0,42.35,0,45.53,65.42,410.62,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,9.86,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,50.06,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,30.91,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,24.31,44.81,19.46,0,55.74,48.09,5.73,0,80.65

88,21:45-22:00,0,177.44,27.69,0,42.35,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,9.86,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,50.06,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,30.91,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,24.34,44.81,19.46,0,55.74,48.09,5.73,0,80.65

89,22:00-22:15,0,177.44,27.69,0,42.35,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,9.86,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,177.18,23.38,0,0,50.57,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,30.91,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,24.4,44.81,19.46,0,55.74,48.09,5.73,0,80.65

90,22:15-22:30,0,177.44,27.69,0,42.35,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.44,24.48,0,57.98,0,125.27,9.86,76.18,0,106.04,35.69,689,0,98.87,8.62,0,0,113.75,0,88.59,23.38,0,0,50.57,20.46,49.59,667.25,44.64,0,0,5.84,130.84,21.65,30.91,0,0,0,24.99,7.18,0,0,0,24.52,0,80.18,0,24.55,44.81,19.46,0,55.74,48.09,5.73,0,80.65

91,22:30-22:45,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.82,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.55,42.46,19.46,0,50.66,48.09,5.73,0,81.17

92,22:45-23:00,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,50.82,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.61,42.46,19.46,0,50.66,48.09,5.73,0,81.17

93,23:00-23:15,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.63,42.46,19.46,0,50.66,48.09,5.73,0,81.17

94,23:15-23:30,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,45,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.59,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,37.53,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.63,42.46,19.46,0,50.66,48.09,5.73,0,81.17

95,23:30-23:45,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,38.02,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.84,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.63,42.46,19.46,0,50.66,48.09,5.73,0,81.17

96,23:45-24:00,0,175.79,27.69,0,42.15,0,45.53,65.42,418.77,18.34,0,0,0,0,0,38.02,2.76,0,38.31,24.48,0,57.24,0,125.27,9.86,76.18,0,106.04,33.94,689,0,98.87,8.62,0,0,113.75,0,0,23.38,0,0,51.84,19.56,47.12,667.25,42.83,0,0,5.67,130.84,21.65,30.91,0,0,0,24.99,6.96,0,0,0,24.52,0,80.18,0,24.63,42.46,19.46,0,50.66,48.09,5.73,0,81.17

