Time,Block,WR/2023/20256/A/1096,NR/2023/18025/C,NR/2023/17901/A/1061,NR/2023/18024/C,WR/2023/18560/A,WR/2023/18560/A/II,NR/2023/16187/A,WR/2023/20254/A/1095,NR/2023/17905/A/1057,NR/2023/17064/A,Total
18,04:15-04:30,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

19,04:30-04:45,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

20,04:45-05:00,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

21,05:00-05:15,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

22,05:15-05:30,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

23,05:30-05:45,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

24,05:45-06:00,0.000000,0,0.430000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.18

25,06:00-06:15,0.000000,0,0.430000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.3

26,06:15-06:30,0.000000,0,0.430000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.3

27,06:30-06:45,0.000000,0,0.430000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.3

28,06:45-07:00,0.000000,0.11,0.430000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.41

29,07:00-07:15,0.000000,0.43,0.580000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.88

30,07:15-07:30,0.000000,0.76,0.580000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,206.21

31,07:30-07:45,0.000000,1.14,0.580000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,206.59

32,07:45:08:00,0.000000,1.58,0.580000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,207.03

33,08:00-08:15,0.000000,2.01,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,157.84

34,08:15-08:30,0.000000,2.49,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,158.32

35,08:30-08:45,0.000000,2.96,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,158.79

36,08:45:09:00,0.000000,3.46,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,159.29

37,09:00:09:15,0.000000,3.9,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,159.73

38,09:15-09:30,0.000000,4.34,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,160.17

39,09:30-09:45,0.000000,4.73,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,160.56

40,09:45-10:00,0.000000,5.06,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,160.89

41,10:00-10:15,0.000000,5.36,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,161.19

42,10:15-10:30,0.000000,5.65,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,161.48

43,10:30-10:45,0.000000,5.8,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,161.63

44,10:45-11:00,0.000000,6.04,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,50.000000,161.87

45,11:00-11:15,0.000000,6.23,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.06

46,11:15-11:30,0.000000,6.38,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.21

47,11:30-11:45,0.000000,6.67,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.5

48,11:45-12:00,0.000000,6.72,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.55

49,12:00-12:15,0.000000,6.8,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.63

50,12:15-12:30,0.000000,6.91,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.74

51,12:30-12:45,0.000000,6.76,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.59

52,12:45-13:00,0.000000,6.57,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.4

53,13:00-13:15,0.000000,6.43,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.26

54,13:15-13:30,0.000000,6.23,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,212.06

55,13:30-13:45,0.000000,5.99,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,211.82

56,13:45-14:00,0.000000,5.81,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,211.64

57,14:00-14:15,0.000000,5.43,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,211.26

58,14:15-14:30,0.000000,5.11,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,210.94

59,14:30-14:45,0.000000,4.59,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,210.42

60,14:45-15:00,0.000000,4.25,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,210.08

61,15:00-15:15,0.000000,3.76,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,209.59

62,15:15-15:30,0.000000,3.37,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,209.2

63,15:30-15:45,0.000000,2.87,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,208.7

64,15:45-16:00,0.000000,2.41,0.960000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,208.24

65,16:00-16:15,0.000000,1.95,0.630000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,207.45

66,16:15-16:30,0.000000,1.52,0.630000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,207.02

67,16:30-16:45,0.000000,1.13,0.630000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,206.63

68,16:45-17:00,0.000000,0.79,0.630000,2.940000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,206.29

69,17:00-17:15,0.000000,0.51,0.580000,3.040000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,206.06

70,17:15-17:30,0.000000,0.27,0.580000,3.040000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.82

71,17:30-17:45,0.000000,0,0.580000,3.040000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.55

72,17:45-18:00,0.000000,0,0.580000,3.040000,0.000000,100.000000,0.000000,0.000000,1.930000,100.000000,205.55

73,18:00-18:15,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

74,18:15-18:30,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

75,18:30-18:45,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

76,18:45-19:00,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

77,19:00-19:15,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

78,19:15-19:30,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

79,19:30-19:45,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

80,19:45-20:00,25.000000,0,0.630000,3.040000,100.000000,0.000000,0.000000,55.000000,1.930000,100.000000,285.6

81,20:00-20:15,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

82,20:15-20:30,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

83,20:30-20:45,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

84,20:45-21:00,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

85,21:00-21:15,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

86,21:15-21:30,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

87,21:30-21:45,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

88,21:45-22:00,25.000000,0,0.580000,2.940000,100.000000,0.000000,0.000000,55.000000,1.930000,0.000000,185.45

89,22:00-22:15,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,55.000000,1.930000,0.000000,237.33

90,22:15-22:30,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,55.000000,1.930000,0.000000,237.33

91,22:30-22:45,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,55.000000,1.930000,0.000000,237.33

92,22:45-23:00,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,55.000000,1.930000,0.000000,237.33

93,23:00-23:15,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.33

94,23:15-23:30,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.33

95,23:30-23:45,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.33

96,23:45-24:00,0.000000,0,0.580000,2.940000,100.000000,0.000000,76.880000,0.000000,1.930000,0.000000,182.33

