Block,Time Block,CHAMERA1,BSIUL,BRBCL,KKNPPU2,NLCEXP,NJPC,PARBATI3,NTPL,PARBATI2,DADRT2,CHAMERA3,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,SASAN,SIMHST1,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,SIMHST2,SINGRAULI,KHSTPP-I,KGSU3AND4,KHSTPP-II,KKNP,KISHANGANGA,KOLDAM,KOTESHWR,TALA,TALST2,TANAKPUR,KUDGI,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,VALLURNTECL,NAPP,MAPS,UNCHAHAR3,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,ANTA_LF,ANTA_GF,AURY_CRF,ANTA_CRF,ANTA_RF,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,URI,URI2,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,AURY_RF,DADRI_LF,DADRI_RF,RAPPB,RAMPUR,RAPPC,RIHAND2,RIHAND1,RSTPSU1TO6,RAPPD,RIHAND3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,40.62,0,19.9,0,0,169.43,0,0,23.74,104.53,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.65,0,11.48,0,0,0,0,5.35,0,23.73,0,20.78,32.18,16.36,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

56,13:45-14:00,40.62,0,19.38,0,0,169.43,0,0,23.74,104.53,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,21.65,0,11.48,0,0,0,0,5.35,0,23.73,0,23.19,32.78,16.36,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

57,14:00-14:15,40.62,0,17.8,0,0,169.43,3.59,0,23.74,152.72,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.32,0,11.48,0,0,0,0,5.35,0,23.73,0,23.18,37.74,18.09,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

58,14:15-14:30,40.62,0,18.99,0,0,169.43,17.91,0,23.74,200.91,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.32,0,11.48,0,0,0,0,5.35,0,23.73,0,23.18,37.74,18.09,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

59,14:30-14:45,40.62,0,21.05,0,0,169.43,35.82,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.4,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

60,14:45-15:00,40.62,0,17.67,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.32,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

61,15:00-15:15,40.62,0,16.97,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.04,0,3.71,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

62,15:15-15:30,40.62,0,22.62,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,19.04,0,3.71,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

63,15:30-15:45,40.62,0,21.76,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.95,0,3.71,0,0,0,0,5.35,0,23.73,0,26,42.64,20.59,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

64,15:45-16:00,40.62,0,19.72,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.95,0,11.48,0,0,0,0,5.35,0,23.73,0,26,42.64,20.59,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

65,16:00-16:15,40.62,0,17.3,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.98,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

66,16:15-16:30,40.62,0,18.79,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,250.2,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.98,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

67,16:30-16:45,40.62,0,18.77,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,260.89,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.52,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

68,16:45-17:00,40.62,0,18.49,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.52,0,11.48,0,0,0,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,42.56,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

69,17:00-17:15,40.62,0,23.47,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.39,0,11.48,0,0,16.5,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

70,17:15-17:30,40.62,0,22.59,0,0,169.43,54.45,0,23.74,249.1,0,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.24,0,11.48,0,0,32.99,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

71,17:30-17:45,40.62,0,19.23,0,0,169.43,54.45,0,23.74,287.66,10.9,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,18.11,0,11.48,0,0,32.99,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

72,17:45-18:00,40.62,0,22.61,0,0,169.43,54.45,0,23.74,331.03,10.9,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,9.77,17.99,0,11.48,0,0,49.49,0,5.35,0,23.73,0,26.69,43.37,20.87,3.1,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

73,18:00-18:15,40.62,0,21.88,0,0,169.43,54.45,0,23.74,317.23,21.78,0,40.92,16.08,53.38,290.88,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,19.56,17.85,0,11.48,0,0,65.99,0,4.97,0,23.73,0,26.02,42.03,20.46,3.07,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

74,18:15-18:30,40.62,0,18.5,0,0,169.43,54.45,0,23.74,388.31,21.78,0,40.92,16.08,53.38,339.01,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,29.33,17.85,0,11.48,0,0,65.99,0,4.97,0,23.73,0,26.02,42.03,20.46,2.78,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

75,18:30-18:45,40.62,0,20.91,0,0,169.43,54.45,0,23.74,401.85,32.71,15.13,40.92,16.08,53.38,392.02,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,17.57,0,11.48,0,85.38,65.99,0,4,0,23.73,0,26.02,42.03,20.46,2.49,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

76,18:45-19:00,40.82,0,17.3,0,0,171.02,55.88,0,27.13,363.29,34.4,47.79,43.19,16.08,55.58,449.84,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.44,0,11.48,0,170.77,68.66,0,4,0,23.73,0,26.02,42.03,20.46,2.49,0,0,0,0,0,0,0,0,0,44.69,31.55,0,0,0,0,0,0,0,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

77,19:00-19:15,40.82,0,17.86,0,0,171.02,55.88,0,27.13,448.05,34.4,47.79,43.19,16.08,55.58,355.87,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.44,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,2.06,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

78,19:15-19:30,40.82,0,19.1,0,0,171.02,55.88,0,27.13,559.5,34.4,47.79,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.57,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.75,0,0,0,0,0,0,0,0,0,46.81,31.55,0,0,0,0,0,0,0,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

79,19:30-19:45,40.82,0,22.07,0,0,171.02,55.88,0,27.13,611.49,34.4,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.57,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,15.86,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,0,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

80,19:45-20:00,40.82,0,22.28,0,0,171.02,55.88,0,27.13,611.49,34.4,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.71,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,15.86,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,0,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

81,20:00-20:15,40.82,0,22.33,0,0,171.02,0,0,27.13,611.49,34.4,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.85,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.12,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

82,20:15-20:30,40.82,0,20.41,0,0,171.02,0,0,27.13,611.49,34.4,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.85,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.12,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

83,20:30-20:45,40.82,0,24.09,0,0,171.02,0,0,27.13,611.49,34.4,0,43.19,16.08,55.58,447.61,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,17.99,0,11.48,0,170.77,68.66,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.12,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

84,20:45-21:00,40.62,0,23.49,0,0,169.43,0,0,23.74,611.49,32.71,0,40.92,16.08,53.38,447.61,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,18.14,0,11.48,0,170.77,66.89,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.12,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

85,21:00-21:15,40.62,0,19.55,0,0,169.43,0,0,23.74,611.49,32.71,0,40.92,16.08,53.38,447.61,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,18.27,0,11.48,0,170.77,66.89,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.37,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

86,21:15-21:30,40.62,0,20.24,0,0,169.43,0,0,23.74,611.49,32.71,0,40.92,16.08,53.38,447.61,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,18.27,0,11.48,0,170.77,66.89,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.37,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

87,21:30-21:45,40.82,0,18.38,0,0,171.02,0,0,27.13,611.49,10.9,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,18.42,0,11.48,0,170.77,69.56,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.63,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

88,21:45-22:00,40.82,0,20.21,0,0,171.02,0,0,27.13,611.49,0,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,18.56,0,11.48,0,170.77,69.56,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,16.63,0,0,0,0,44.69,31.55,0,0,0,0,25.95,0,33.14,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

89,22:00-22:15,40.82,0,17.04,0,0,171.02,0,0,27.13,611.49,0,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,18.7,0,11.48,0,170.77,69.56,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.38,0,0,0,0,44.69,31.55,0,0,0,0,6.67,0,9.04,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

90,22:15-22:30,40.82,0,18.81,0,0,171.02,0,0,27.13,611.49,0,0,43.19,16.08,55.58,428.33,0,403.61,0,0,0,18.78,0,0,87.73,43.88,0,94.01,0,6.92,8.31,43.02,18.84,0,11.48,0,170.77,69.56,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.38,0,0,0,0,44.69,31.55,0,0,0,0,6.67,0,9.04,0,5.63,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

91,22:30-22:45,40.62,0,21.99,0,0,169.43,0,0,23.74,611.49,0,0,40.92,16.08,53.38,428.33,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.32,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.39,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

92,22:45-23:00,40.62,0,22.09,0,0,169.43,0,0,23.74,611.49,0,0,40.92,16.08,53.38,428.33,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.39,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

93,23:00-23:15,40.62,0,22.01,0,0,169.43,0,0,23.74,611.49,0,0,40.92,16.08,53.38,428.33,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.46,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

94,23:15-23:30,40.62,0,19.28,0,0,169.43,0,0,23.74,611.49,0,0,40.92,16.08,53.38,428.33,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.46,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

95,23:30-23:45,40.62,0,16.42,0,0,169.43,0,0,23.74,611.49,0,0,40.92,16.08,53.38,496.25,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.48,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

96,23:45-24:00,40.62,0,17.22,0,0,169.43,0,0,23.74,654.62,0,0,40.92,16.08,53.38,469.12,0,403.61,0,0,0,17.68,0,0,87.73,43.88,0,94.01,0,6.71,8.31,39.1,19.04,0,11.48,0,170.77,65.99,0,5.35,0,23.73,0,26.02,42.03,20.46,1.71,0,0,0,0,4.48,0,0,0,0,44.69,31.55,0,0,0,0,6.71,0,9.04,0,5.49,63.05,120.74,94.76,0,23.45,126.1,0,0,0,0,0

