Block,Time Block,CHAMERA3,BRBCL,CHAMERA2,CHAMERA1,BSIUL,KUDGI,TALST2,SINGRAULI_HYDRO,TALA,TANDA2,SINGRAULI,TANAKPUR,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,KHSTPP-I,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,URI,AURY_CRF,AURY_RF,DADRI_LF,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_LF,KOTESHWR,FSTPP I & II,DHAULIGNGA,DULHASTI,DADRT2,UNCHAHAR2,TelanganaSTPP,UNCHAHAR1,UNCHAHAR4,TEHRI,UNCHAHAR3,RAPPB,SALAL,SEWA2,RIHAND3,RIHAND1,RIHAND2,RAPPC,SASAN,SIMHST1,RSTPSU1TO6,SIMHST2,RSTPSU7,RAMPUR,NJPC,MAPS,NAPP,NLCIIST1,PARBATI3,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,NLCEXP,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,10.32,0,0,295.27,36.19,0,17.64,0,59.86,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,19.24,0,0,0,0,0,0,0,0,121.16,3.08,231.91,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,0,295.27,36.19,0,17.64,0,59.86,22.79,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,19.24,0,0,0,0,0,0,0,0,121.16,1.72,283.54,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,0,392.41,40.78,0,17.64,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,19.24,0,0,0,0,0,0,0,0,121.16,1.72,376.06,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,0,392.41,40.78,0,17.64,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,19.24,0,0,0,0,0,0,0,0,121.16,1.72,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,454.23,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,22.5,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,19.24,3.2,0,0,0,0,0,0,0,121.16,1.72,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,0,15.85,610.96,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,44.99,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,19.24,12.67,0,0,0,0,0,0,0,121.16,1.72,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,7.75,15.85,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,59.21,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,19.24,12.67,11.4,1.06,0,0,0,0,0,121.16,1.72,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,8.53,11.25,15.54,15.85,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,76.06,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,9.31,19.24,25.33,11.4,6.27,0,0,0,0,0,121.16,1.72,442.25,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,25.6,11.25,15.78,31.7,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,95.63,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,1.72,442.25,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,38.31,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,134.98,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,1.72,442.25,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,1.07,0,0,0,0,0,0,0,38.31,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,134.98,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,1.72,420.89,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,4.24,0,0,0,0,0,0,0,38.31,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,134.98,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,1.72,442.25,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,38.31,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,134.98,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,1.72,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,38.31,11.25,35.15,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,134.98,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,27.95,19.24,25.33,27.03,12.54,0,0,0,0,0,121.16,0.49,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,25.48,0,0,0,0,0,0,0,38.31,11.25,23.63,47.54,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,112.48,0,40.16,0,3.67,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,6.12,19.24,25.33,25.92,6.27,0,0,0,0,0,121.16,0.49,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,6.38,0,0,0,0,0,0,0,18.97,11.25,15.5,31.7,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,89.99,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,19.24,25.33,11.4,1.06,0,0,0,0,0,121.16,0.49,419.34,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,4.24,0,0,0,0,0,0,0,8.53,11.25,7.75,15.85,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,67.49,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,19.24,12.67,11.4,0,0,0,0,0,0,121.16,0.49,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,4.24,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.99,40.78,0,19.77,0,59.86,25.38,0,1.35,5.07,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,41.9,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,4.24,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,15.92,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,422.23,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,657.04,40.78,0,19.77,0,59.86,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,3.06,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,372.75,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,10.02,0,15.85,652.85,37.08,0,18.05,0,59.86,22.79,0,8.94,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,19.24,0,0,0,0,0,0,0,0,121.16,2.46,308.74,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.85,35.14,0,17.03,0,59.86,21.87,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,19.24,0,0,0,0,0,0,0,0,121.16,1.97,270.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.85,40.78,0,19.77,0,44.91,25.38,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,19.24,0,0,0,0,0,0,0,0,121.16,1.97,270.27,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,652.85,40.78,0,19.77,0,44.91,25.38,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,595.51,35.14,0,17.03,0,44.91,21.87,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,11.25,0,15.85,595.51,35.14,0,17.03,0,44.91,21.87,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,9.7,0,15.85,595.51,35.14,0,17.03,0,29.94,21.87,0,40.23,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,10.62,0,0,0,0,0,0,0,8.53,9.7,0,15.85,595.51,35.14,0,17.03,0,29.94,21.87,0,8.94,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,6.38,0,0,0,0,0,0,0,8.53,9.7,0,15.85,565.07,35.14,0,17.03,0,29.94,21.87,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,19.24,0,0,0,0,0,0,0,0,121.16,1.6,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,6.38,0,0,0,0,0,0,0,8.53,11.25,0,15.85,527.31,40.78,0,19.77,0,29.94,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,19.24,0,0,0,0,0,0,0,0,121.16,0.99,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,6.38,0,0,0,0,0,0,0,8.53,11.25,0,15.85,451.09,40.78,0,19.77,0,9.99,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,19.24,0,0,0,0,0,0,0,0,121.16,0.99,252.95,0,0,95.09,0,0,0,0,43.49,0,4.27,0,0,0,0,0,6.38,0,0,0,0,0,0,0,8.53,11.25,0,15.85,385.21,40.78,0,19.77,0,0,25.38,0,1.35,0,119.57,88.49,114.22,51.99,351.65,0,0,0,0,0,0,0,40.16,0,0,0,0,0,0,0,0,0,0,0,0

