Time,Block,NR/2024/18720/C,NER/2024/2023/A/5965,WR/2024/21710/A/5987,NR/2024/18691/A/5989,WR/2024/21675/A/5968,NR/2024/18388/A/5785,WR/2024/21740/A/5985,SR/2024/11930/C,Total
,,NVVNL,APPCPL,MANIKARAN,MANIKARAN,APPCPL,ITCLH,MANIKARAN,HPXL,Total

,,NA,DELHI,DELHI,DELHI,DELHI,ANDHRA PRADESH,DELHI,DELHI,
,,SOLAPUR_SOLAR,BRPL,BRPL,BRPL,BRPL,ITCWIND,BYPL,BYPL,
,,DELHI,MANIPUR,GOA,HIMACHAL PRADESH,GOA,DELHI,MAHARASHTRA,TAMIL NADU,
,,MES (Delhi),Manipur_Ben,GOA_Beneficiary,HP,GOA_Beneficiary,ITCLH,AEML,TANGEDCO,
,,West-North,North-East-North East,North-West,North-North,North-West,South-West-North,North-West,North-East-South,
1,00:00-00:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

2,00:15-00:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

3,00:30-00:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

4,00:45-01:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

5,01:00-01:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

6,01:15-01:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

7,01:30-01:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,12.00,137.39

8,01:45-02:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

9,02:00-02:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

10,02:15-02:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

11,02:30-02:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

12,02:45-03:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

13,03:00-03:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

14,03:15-03:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

15,03:30-03:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

16,03:45-04:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

17,04:00-04:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

18,04:15-04:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

19,04:30-04:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

20,04:45-05:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

21,05:00-05:15,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,0.00,125.39

22,05:15-05:30,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

23,05:30-05:45,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

24,05:45-06:00,0,25.000000,0.000000,0.000000,0.000000,0.390000,100.000000,100.00,225.39

25,06:00-06:15,0,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,308.19

26,06:15-06:30,0,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,308.19

27,06:30-06:45,0,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,308.19

28,06:45-07:00,0,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,308.19

29,07:00-07:15,0.22,25.000000,0.000000,182.660000,0.000000,0.580000,100.000000,0.00,308.46

30,07:15-07:30,0.55,25.000000,0.000000,182.660000,0.000000,0.580000,100.000000,0.00,308.79

31,07:30-07:45,0.98,25.000000,0.000000,182.660000,0.000000,0.580000,100.000000,0.00,309.22

32,07:45:08:00,1.49,25.000000,0.000000,182.660000,0.000000,0.580000,100.000000,0.00,309.73

33,08:00-08:15,2.06,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,310.68

34,08:15-08:30,2.72,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,311.34

35,08:30-08:45,3.04,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,311.66

36,08:45:09:00,3.94,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,312.56

37,09:00:09:15,4.51,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,313.13

38,09:15-09:30,5.03,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,313.65

39,09:30-09:45,5.54,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,314.16

40,09:45-10:00,6.04,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,314.66

41,10:00-10:15,6.46,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.08

42,10:15-10:30,6.85,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.47

43,10:30-10:45,6.72,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.34

44,10:45-11:00,7.31,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.93

45,11:00-11:15,7.96,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.58

46,11:15-11:30,6.8,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.42

47,11:30-11:45,8.06,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.68

48,11:45-12:00,8.1,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.72

49,12:00-12:15,8.59,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,317.21

50,12:15-12:30,8.27,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.89

51,12:30-12:45,8.11,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.73

52,12:45-13:00,8.95,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,317.57

53,13:00-13:15,7.9,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.52

54,13:15-13:30,8.1,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.72

55,13:30-13:45,7.44,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,316.06

56,13:45-14:00,6.78,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,315.4

57,14:00-14:15,4.71,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,313.33

58,14:15-14:30,5.55,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,314.17

59,14:30-14:45,5.56,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,314.18

60,14:45-15:00,3.56,25.000000,0.000000,182.660000,0.000000,0.960000,100.000000,0.00,312.18

61,15:00-15:15,6.16,25.000000,0.000000,182.660000,0.000000,0.770000,100.000000,0.00,314.59

62,15:15-15:30,6.48,25.000000,0.000000,182.660000,0.000000,0.770000,100.000000,0.00,314.91

63,15:30-15:45,5.89,25.000000,0.000000,182.660000,0.000000,0.770000,100.000000,0.00,314.32

64,15:45-16:00,5.11,25.000000,0.000000,182.660000,0.000000,0.770000,100.000000,0.00,313.54

65,16:00-16:15,4.5,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,312.69

66,16:15-16:30,3.86,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,312.05

67,16:30-16:45,3.34,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,311.53

68,16:45-17:00,2.71,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,310.9

69,17:00-17:15,2.08,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,310.27

70,17:15-17:30,1.52,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,309.71

71,17:30-17:45,0.98,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,309.17

72,17:45-18:00,0.57,25.000000,0.000000,182.660000,0.000000,0.530000,100.000000,0.00,308.76

73,18:00-18:15,0.26,25.000000,25.000000,102.010000,57.760000,0.530000,100.000000,0.00,310.56

74,18:15-18:30,0.1,25.000000,25.000000,102.010000,57.760000,0.530000,100.000000,0.00,310.4

75,18:30-18:45,0,25.000000,25.000000,102.010000,57.760000,0.530000,100.000000,0.00,310.3

76,18:45-19:00,0,25.000000,25.000000,102.010000,57.760000,0.530000,100.000000,0.00,310.3

77,19:00-19:15,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

78,19:15-19:30,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

79,19:30-19:45,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

80,19:45-20:00,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

81,20:00-20:15,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

82,20:15-20:30,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

83,20:30-20:45,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

84,20:45-21:00,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

85,21:00-21:15,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

86,21:15-21:30,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

87,21:30-21:45,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

88,21:45-22:00,0,25.000000,25.000000,102.010000,57.760000,0.630000,100.000000,0.00,310.4

89,22:00-22:15,0,25.000000,0.000000,0.000000,57.760000,0.530000,100.000000,0.00,183.29

90,22:15-22:30,0,25.000000,0.000000,0.000000,57.760000,0.530000,100.000000,0.00,183.29

91,22:30-22:45,0,25.000000,0.000000,0.000000,57.760000,0.530000,100.000000,0.00,183.29

92,22:45-23:00,0,25.000000,0.000000,0.000000,57.760000,0.530000,100.000000,0.00,183.29

93,23:00-23:15,0,25.000000,0.000000,0.000000,0.000000,0.480000,100.000000,0.00,125.48

94,23:15-23:30,0,25.000000,0.000000,0.000000,0.000000,0.480000,100.000000,0.00,125.48

95,23:30-23:45,0,25.000000,0.000000,0.000000,0.000000,0.480000,100.000000,0.00,125.48

96,23:45-24:00,0,25.000000,0.000000,0.000000,0.000000,0.480000,100.000000,0.00,125.48

