Block,Time,CHAMERA3,MAPS,NAPP,NLCTS2EXP,RIHAND1,RSTPSU1TO6,SALAL,SIMHST2,SINGRAULI,KUDGI,PARBATI2,RAPPC,RAPPD,RIHAND2,SIMHST1,TelanganaSTPP,UNCHAHAR4,URI2,ANTA_LF,ANTA_RF,AURY_CRF,AURY_LF,CHAMERA2,KHSTPP-II,KISHANGANGA,KOLDAM,NLCEXP,PARBATI3,SINGRAULI_HYDRO,TANAKPUR,UNCHAHAR1,URI,VALLURNTECL,KGSU3AND4,KKNPPU2,NTPL,SASAN,UNCHAHAR2,DADRI_GF,FSTPP I & II,KKNP,NLCIIST2,RSTPSU7,TALST2,TANDA2,TEHRI,DADRI_RF,CHAMERA1,DHAULIGNGA,KGSU1AND2,KOTESHWR,RAPPB,RIHAND3,SEWA2,AURY_RF,DADRI_CRF,BRBCL,BSIUL,DADRT2,JHAJJAR,KHSTPP-I,NJPC,NNTPP,ANTA_GF,AURY_GF,DULHASTI,NLCIIST1,RAMPUR,TALA,TEHRIPSP,UNCHAHAR3,ANTA_CRF,DADRI_LF
56,13:45-14:00,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

57,14:00-14:15,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

58,14:15-14:30,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,348.98,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,23.97,0,27.69,0,0

59,14:30-14:45,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,371.25,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.76,0,27.69,0,0

60,14:45-15:00,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.06,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,41.95,0,0,0,0,382.5,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.76,0,27.69,0,0

61,15:00-15:15,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,44.16,0,0,0,0,390.94,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.55,0,27.69,0,0

62,15:15-15:30,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,44.16,0,0,0,0,399.38,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.55,0,27.69,0,0

63,15:30-15:45,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.4,0,27.69,0,0

64,15:45-16:00,33.94,0,24.48,0,98.32,0,72.05,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,47.12,98.87,4.7,8.62,0,0,0,11.91,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,689.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.4,0,27.69,0,0

65,16:00-16:15,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.04,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.4,0,27.69,0,0

66,16:15-16:30,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.04,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.4,0,27.69,0,0

67,16:30-16:45,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.04,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.26,0,27.69,0,0

68,16:45-17:00,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,48.04,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.26,0,27.69,0,0

69,17:00-17:15,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,0,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.11,0,27.69,0,0

70,17:15-17:30,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,16.96,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.96,0,27.69,0,0

71,17:30-17:45,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,33.93,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.67,0,27.69,0,0

72,17:45-18:00,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,50.88,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.52,0,27.69,0,0

73,18:00-18:15,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,67.85,102.75,42.15,42.46,0,10.14,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,20.37,0,27.69,0,0

74,18:15-18:30,33.94,0,24.48,0,98.32,0,69.72,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.53,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,68.47,102.75,42.15,42.46,0,20.29,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,19.9,0,27.69,0,0

75,18:30-18:45,33.94,0,24.48,0,98.32,0,66.82,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.28,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,68.47,102.75,42.15,42.46,0,30.43,0,130.84,18.34,79.48,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,19.35,0,27.69,0,0

76,18:45-19:00,33.94,0,24.48,0,98.32,0,66.82,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.28,0,0,47.12,98.87,4.7,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,68.47,102.75,42.15,42.46,0,40.57,0,130.84,18.34,79.87,0,24.99,6.52,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,19.35,0,27.69,0,0

77,19:00-19:15,33.94,0,24.48,0,98.32,0,66.82,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,47.28,0,0,47.12,98.87,6.96,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,68.47,102.75,42.15,42.46,0,40.57,0,130.84,18.34,79.87,0,24.99,13.04,548.45,474.84,45.53,175.79,0,0,0,55.38,0,5.7,19.19,0,27.69,0,0

78,19:15-19:30,35.69,0,24.48,0,98.32,0,66.82,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,47.28,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,102.75,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.82,45.53,177.44,0,0,0,57.67,0,5.84,19.19,0,27.69,0,0

79,19:30-19:45,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,47.79,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,102.75,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.19,0,27.69,0,0

80,19:45-20:00,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,47.79,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,102.75,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.19,0,27.69,0,0

81,20:00-20:15,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.19,88.59,27.69,0,0

82,20:15-20:30,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.78,177.18,27.69,0,0

83,20:30-20:45,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.78,177.18,27.69,0,0

84,20:45-21:00,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,48.55,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,48.57,0,0,0,0,405,45,0,18.76,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.78,177.18,27.69,0,0

85,21:00-21:15,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,49.31,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.84,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,19.78,177.18,27.69,0,0

86,21:15-21:30,33.94,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,49.31,0,0,47.12,98.87,6.97,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.15,42.46,0,40.57,0,130.84,18.34,79.87,0,24.99,19.56,548.45,474.84,45.53,175.79,0,0,0,55.38,0,5.7,20.37,177.18,27.69,0,0

87,21:30-21:45,33.94,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,50.06,0,0,47.12,98.87,6.97,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.15,42.46,0,40.57,0,130.84,18.34,79.87,0,24.99,19.56,548.45,474.84,45.53,175.79,0,0,0,55.38,0,5.7,20.37,177.18,27.69,0,0

88,21:45-22:00,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,50.06,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,20.37,177.18,27.69,0,0

89,22:00-22:15,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,50.57,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,20.93,177.18,27.69,0,0

90,22:15-22:30,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,50.57,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,46.37,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,79.87,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,20.93,177.18,27.69,0,0

91,22:30-22:45,35.69,0,24.48,0,98.32,0,60.43,0,98.76,0,28.15,65.1,24.33,125.27,0,0,3.22,31.17,0,50.82,0,0,49.59,98.87,7.18,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,70.63,105.39,42.27,44.81,0,44.64,0,130.84,19.49,80.26,0,24.99,20.46,548.45,474.84,45.53,177.44,0,0,0,57.67,0,5.84,21.46,177.18,27.69,0,0

92,22:45-23:00,33.94,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,50.82,0,0,47.12,98.87,7.05,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,40.57,0,130.84,18.34,80.26,0,24.99,19.56,548.45,627.64,45.53,175.79,0,0,0,55.38,0,5.7,21.46,177.18,27.69,0,0

93,23:00-23:15,22.6,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,51.59,0,0,31.4,98.87,7.05,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,40.57,0,130.84,18.34,80.26,0,24.99,0,548.45,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,177.18,27.69,0,0

94,23:15-23:30,11.45,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,51.59,0,0,15.7,98.87,7.05,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,40.57,0,130.84,18.34,80.26,0,24.99,0,548.45,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,88.59,27.69,0,0

95,23:30-23:45,0,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,51.84,0,0,0,98.87,7.05,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,40.57,0,130.84,18.34,80.26,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,88.59,27.69,0,0

96,23:45-24:00,0,0,24.48,0,98.32,0,60.43,0,98.76,0,24.63,65.1,24.33,125.27,0,0,3.22,31.17,0,51.84,0,0,0,98.87,7.05,8.62,0,0,0,9.86,21.65,44.16,0,0,0,0,405,45,0,15.29,0,0,0,0,5.73,67.23,105.39,42.15,42.46,0,40.57,0,130.84,18.34,80.26,0,24.99,0,549.38,667.25,45.53,175.79,0,0,0,55.38,0,5.7,21.61,0,27.69,0,0

