Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/06/9700,GNA/NR/2024/12/01/3428,GNA/NR/2024/12/01/2197,NR/01102023/31052040/LT-31,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,GNA/NR/2024/12/01/1475,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/12/01/1766,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/06/7927,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,GNA/SR/2024/12/01/6968,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08
14,03:15-03:30,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.22,0,24.73,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,7,15.33,15.34,0,6.83,20.51,0,0,5.67

15,03:30-03:45,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.22,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,7,17,17,0,6.83,20.51,0,0,5.67

16,03:45-04:00,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.22,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,6.83,7,18.33,18.34,0,6.83,20.51,0,0,5.67

17,04:00-04:15,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,9.67,7,23.33,23.34,0,9.67,28.99,0,0,7.33

18,04:15-04:30,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,9.17,7,25.33,25.34,0,9.17,27.49,0,0,7.33

19,04:30-04:45,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,8.83,7,26.33,26.34,0,8.83,26.51,0,0,7

20,04:45-05:00,0,114.9,1.61,74.6,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,8.5,7,26.67,26.66,0,8.5,25.5,0,0,6.67

21,05:00-05:15,0,114.9,1.61,94.74,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.73,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,8.17,7,26.33,26.34,0,8.17,24.49,0,0,6.67

22,05:15-05:30,0,114.9,1.61,114.89,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.73,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,7.83,7,26.33,26.34,0,7.83,23.51,0,0,6.67

23,05:30-05:45,0,114.9,1.61,134.49,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.73,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,7.5,7,26,26,0,7.5,22.5,0,0,6.67

24,05:45-06:00,0,114.9,1.61,134.49,76.29,31.71,0,8.63,25.9,0,8.63,95.13,25.9,2.01,0,25.9,0,0,1.14,0,24.22,0,0,0,34.98,0.93,0,150,0,0,0,0,0,0,0,0,7.17,7,25.33,25.34,0,7.17,21.49,0,0,6.67

25,06:00-06:15,0,114.9,1.61,134.49,76.29,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.14,0,24.22,0,0,0,32.9,0.93,0,150,0,0,0,0,0,0,0,0,6.83,7,24,24,0.86,6.83,20.51,0.01,0,6.67

26,06:15-06:30,0,130.22,1.61,134.49,86.53,0,0,8.63,25.9,0,8.63,0,25.9,2.11,0,25.9,0,0,1.14,0,24.22,0,0,0,32.9,0.93,0,150,0,0,0,0,0,0,0,0,6.83,7,22.67,22.66,1.39,6.83,20.51,3.81,0,6.33

27,06:30-06:45,1,130.22,1.61,134.49,86.53,0,0,8.63,28.78,0.11,8.63,0,25.9,2.11,0.11,28.78,0,0,1.14,0,24.22,0,0,0,32.9,0.93,0.11,150,0,0,0,0,0,0,0,0,6.83,7,15,15,2.86,6.83,20.51,9.95,0,5.67

28,06:45-07:00,5,130.22,1.61,134.49,86.53,0,0,8.63,28.78,0.23,8.63,0,25.9,2.11,0.23,28.78,0,0,1.14,0,23.22,0,0,0,32.9,0.93,0.23,150,0,0,0,0,0,0,0,0,6.83,7,15,15,9.15,6.83,20.51,16.56,0.55,5.67

29,07:00-07:15,10,130.22,1.61,134.49,86.53,0,0,8.63,28.78,0.54,8.63,0,25.9,2.01,0.55,28.78,0,0,1.14,0,22.21,0,0,0,32.9,0.93,0.54,150,0,2,0,0,0.2,1,0.99,1,6.83,7,15,15,18.46,6.83,20.51,25.83,5.97,5.67

30,07:15-07:30,16,130.22,1.61,134.49,86.53,0,0,8.63,28.78,0.93,8.63,0,25.9,2.01,0.95,28.78,0,0,1.14,0,22.21,0,0,0,32.9,0.93,0.93,150,1,3,1,1,0.91,2,4.56,4,6.83,7,15,15,30.46,6.83,20.51,31.69,15.2,5.67

31,07:30-07:45,22,130.22,1.61,134.49,86.53,0,0,8.63,28.78,1.32,8.63,0,33.58,2.01,1.35,28.78,0,0,1.14,0,22.21,0,0,0,32.9,0.93,1.32,150,3,6,3,2,2.32,5,11.59,7,6.83,7,15,15,32.35,6.83,20.51,32.35,23.86,5.67

32,07:45-08:00,28,130.22,1.61,134.49,86.53,0,0,8.63,28.78,1.77,8.63,0,34.53,2.01,1.8,28.78,0,0,1.14,0,22.21,0,0,0,32.9,0.93,1.77,150,4,8,4,4,4.13,8,20.66,11,6.83,7,15,15,30.35,6.83,20.51,30.35,33.08,5.67

33,08:00-08:15,31.07,130.22,1.56,134.49,86.53,0,0,8.63,31.66,2.4,8.63,0,38.37,2.01,2.46,31.66,0,0,1.14,0,22.21,0,0,0,32.9,0.93,2.4,150,8,11,7,6,6.45,17,32.28,18,6.83,7,14,14,31.07,6.83,20.51,31.06,44.21,5.67

34,08:15-08:30,31.4,130.22,1.56,134.49,86.53,0,0,8.63,31.66,3.08,8.63,0,43.17,2.01,3.15,31.66,0,0,1.14,0,21.19,0,0,0,32.9,0.93,3.08,150,12,17,12,11,10.81,23,54.08,28,6.83,7,14,14,31.4,6.83,20.51,31.4,56.47,5.67

35,08:30-08:45,31.4,130.22,1.56,134.49,86.53,0,0,8.63,31.66,3.84,8.63,0,43.17,2.01,3.93,31.66,0,0,1.14,0,20.69,0,0,0,32.9,0.77,3.84,150,16,23,30,15,15.04,31,75.23,70,6.83,7,14,14,31.4,6.83,20.51,31.4,68.58,5.67

36,08:45-09:00,32.47,130.22,1.56,134.49,86.53,0,0,8.63,31.66,4.67,8.63,0,43.17,2.01,4.78,31.66,0,0,1.14,0,20.69,0,0,0,32.9,0.77,4.67,150,21,32,36,19,18.68,42,93.43,84,6.83,7,14,14,32.47,6.83,20.51,32.46,79.7,5.67

37,09:00-09:15,32.47,130.22,1.56,134.49,86.53,0,0,8.63,25.9,7.32,8.63,0,25.9,2.01,7.51,25.9,0,0,1.14,0,20.69,0,0,0,32.9,0.77,7.32,150,25,42,43,23,22.17,50,110.84,102,6.83,7,14,14,32.47,6.83,20.51,32.46,89.66,5.67

38,09:15-09:30,32.47,130.22,1.56,134.49,86.53,0,0,8.63,25.9,8.2,8.63,0,25.9,2.01,8.4,25.9,0,0,1.14,0,20.69,0,0,0,32.9,0.77,8.2,150,28,47,49,26,25.5,57,127.49,116,6.83,7,14,14,32.47,6.83,20.51,32.46,98.68,5.67

39,09:30-09:45,32.47,130.22,1.56,134.49,86.53,0,0,8.63,25.9,9.23,8.63,0,25.9,2.01,9.46,25.9,0,0,1.14,0,20.69,0,0,0,32.9,0.77,9.23,150,32,59,55,29,28.67,63,143.36,130,6.83,6.8,14,14,32.47,6.83,20.51,32.46,106.76,5

40,09:45-10:00,32.47,130.22,1.56,134.49,86.53,0,0,8.63,25.9,10.56,8.63,0,25.9,2.01,10.83,25.9,0,0,1.14,0,21.19,0,0,0,32.9,0.77,10.56,150,35,65,61,31,31.72,69,158.61,144,6.83,6.8,14,14,32.47,6.83,20.51,32.46,113.95,5

41,10:00-10:15,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,11.49,8.63,0,25.9,2.01,11.78,25.9,0,0,1.22,0,21.19,0,0,0,32.9,0.77,11.49,150,37,70,67,33,34.43,73,172.14,158,6.83,6.8,14,14,32.47,6.83,20.51,32.46,120.09,5

42,10:15-10:30,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,12.25,8.63,0,25.9,2.01,12.56,25.9,0,0,1.22,0,21.19,0,0,0,32.9,0.77,12.25,150,39,73,70,35,36.83,77,184.14,165,6.83,6.8,14,14,32.47,6.83,20.51,32.46,125.06,5

43,10:30-10:45,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,12.93,8.63,0,25.9,2.01,13.26,25.9,0,0,1.3,0,21.19,0,0,0,32.9,0.77,12.93,150,40,79,73,36,38.93,80,194.67,172,6.83,6.8,14,14,32.47,6.83,20.51,32.46,129.24,5

44,10:45-11:00,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,13.51,8.63,0,25.9,2.01,13.86,25.9,0,0,1.3,0,21.19,0,0,0,32.9,0.77,13.51,150,42,83,76,38,40.82,85,204.11,179,6.83,6.8,14,14,32.47,6.83,20.51,32.46,132.63,5

45,11:00-11:15,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,13.91,8.63,0,25.9,2.11,14.26,25.9,0,0,0,0,21.19,0,0,0,32.9,0,13.91,150,43,88,79,39,42.33,87,211.67,186,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,135.3,5

46,11:15-11:30,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,14.32,8.63,0,25.9,2.11,14.67,25.9,0,0,0,0,20.69,0,0,0,32.9,0,14.32,150,45,89,82,39,43.52,90,217.63,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,137.37,5

47,11:30-11:45,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.69,0,0,0,32.9,0,14.33,150,45,89,82,40,44.42,90,222.12,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,138.73,5

48,11:45-12:00,32.47,114.9,1.61,134.49,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.18,0,0,0,32.9,0,14.33,150,45,90,82,40,45.12,90,225.63,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,139.49,5

49,12:00-12:15,32.47,114.9,1.66,115.12,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.18,0,0,0,32.9,0,14.33,150,45,90,82,41,45.65,90,228.27,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,140.13,5

50,12:15-12:30,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.18,0,0,0,32.9,0,14.33,150,45,90,82,41,45.86,90,229.29,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,139.27,5

51,12:30-12:45,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.18,0,0,0,34.98,0.93,14.33,150,45,91,82,42,45.86,90,229.32,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,137.75,5

52,12:45-13:00,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,14.33,8.63,0,25.9,2.11,14.69,25.9,0,0,0,0,20.18,0,0,0,34.98,0.93,14.33,150,45,91,82,42,45.65,90,228.27,190,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,135.39,5

53,13:00-13:15,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,14.32,8.63,0,25.9,2.11,14.67,25.9,0,0,1.37,0,20.18,0,0,0,34.98,0.93,14.32,150,45,91,81,42,45.57,90,227.86,189,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,132.41,5

54,13:15-13:30,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,14.23,8.63,0,25.9,2.11,14.58,25.9,0,0,1.37,0,20.18,0,0,0,34.98,0.93,14.23,150,45,91,78,41,44.95,90,224.76,182,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,128.69,5

55,13:30-13:45,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,13.96,8.63,0,25.9,2.11,14.32,25.9,0,0,1.37,0,20.18,0,0,0,34.98,0.93,13.96,150,44,89,73,41,43.97,88,219.86,172,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,124.59,6.33

56,13:45-14:00,32.47,114.9,1.66,94.2,76.29,0,0,8.63,25.9,13.81,8.63,0,25.9,2.11,14.16,25.9,0,0,1.37,0,20.18,0,0,0,34.98,0.93,13.81,150,43,88,69,38,42.75,86,213.77,161,6.83,6.8,13.33,13.34,32.47,6.83,20.51,32.46,119.43,6.33

57,14:00-14:15,32.47,114.9,1.71,94.2,76.29,0,0,8.63,25.9,13.34,8.63,0,25.9,2.01,13.68,25.9,0,0,1.45,0,20.18,0,0,0,34.98,0.93,13.34,150,42,83,75,37,41.38,83,206.93,175,6.83,7,13.33,13.34,32.47,6.83,20.51,32.46,113.4,6.33

58,14:15-14:30,32.47,114.9,1.71,94.2,76.29,0,0,8.63,25.9,12.61,8.63,0,25.9,2.01,12.92,25.9,0,0,1.45,0,20.18,0,0,0,34.98,0.93,12.61,150,40,79,72,34,39.78,80,198.91,168,6.83,7.4,13.33,13.34,32.47,6.83,20.51,32.46,106.46,6.33

59,14:30-14:45,32.47,114.9,1.71,115.12,76.29,0,0,8.63,25.9,11.91,8.63,0,25.9,2.01,12.2,25.9,0,0,1.45,0,20.18,0,0,0,34.98,0.93,11.91,150,37,77,67,31,37.96,75,189.83,158,6.83,7.4,13.33,13.34,32.47,6.83,20.51,32.46,98.77,6.33

60,14:45-15:00,32.47,114.9,1.71,134.49,76.29,0,0,8.63,25.9,10.87,8.63,0,25.9,2.01,11.14,25.9,0,0,1.45,0,21.19,0,0,0,34.98,0.93,10.87,150,35,70,63,29,35.63,70,178.17,147,6.83,7.4,13.33,13.34,32.47,6.83,20.51,32.46,90.25,6.33

61,15:00-15:15,32.47,114.9,1.76,134.49,76.29,0,0,8.63,25.9,10.07,8.63,0,25.9,2.01,10.32,25.9,0,0,1.45,0,22.21,0,0,0,34.98,1.16,10.07,150,32,66,57,26,32.78,63,163.9,133,6.83,7.4,13.33,13.34,32.47,6.83,20.51,32.46,80.85,6.33

62,15:15-15:30,32.47,114.9,1.76,134.49,76.29,0,0,8.63,25.9,8.99,8.63,0,25.9,2.01,9.21,25.9,0,0,1.45,0,23.22,0,0,0,34.98,1.16,8.99,150,28,59,51,24,29.83,57,149.13,119,6.83,7.6,13.33,13.34,32.47,6.83,20.51,32.46,70.74,6.33

63,15:30-15:45,30,114.9,1.76,134.49,76.29,0,0,8.63,25.9,7.96,8.63,0,25.9,2.01,8.16,25.9,0,0,1.45,0,24.22,0,0,0,32.9,1.16,7.96,150,25,55,45,22,26.67,50,133.36,105,6.83,8,13.33,13.34,33,6.83,20.51,33,60.04,6.33

64,15:45-16:00,24,130.22,1.76,134.49,86.53,0,0,8.63,25.9,6.93,8.63,0,25.9,2.01,7.11,25.9,0,0,1.45,0,24.73,0,0,0,32.9,1.16,6.93,150,21,47,37,20,23.3,41,116.48,88,6.83,8.6,13.33,13.34,33,6.83,20.51,33,48.28,6.33

65,16:00-16:15,18,130.22,1.71,134.49,86.53,0,0,8.63,25.9,5.89,8.63,0,25.9,2.01,6.04,25.9,0,0,1.53,0,24.73,0,0,0,32.9,1.16,5.89,150,17,42,30,15,19.83,33,99.13,70,6.83,9.6,13.33,13.34,32.8,6.83,20.51,33,36.23,6.33

66,16:15-16:30,12,130.22,1.71,134.49,86.53,0,0,8.63,25.9,4.78,8.63,0,25.9,2.01,4.91,25.9,0,0,1.53,0,25.23,0,0,0,32.9,1.16,4.78,150,13,32,24,9,15.89,27,79.43,56,6.83,10.4,13.33,13.34,21.28,6.83,20.51,29.21,24.92,6.33

67,16:30-16:45,6,130.22,1.71,134.49,74.83,0,0,8.63,30.7,3.68,8.63,0,30.7,2.01,3.76,30.7,0,0,1.53,0,25.74,0,0,0,41.36,1.16,3.68,150,8,22,16,7,11.93,17,59.66,39,6.83,10.6,13.33,13.34,12.38,6.83,20.51,19.58,16.08,6.33

68,16:45-17:00,1,130.22,1.71,134.49,74.83,0,0,8.63,30.7,2.58,8.63,0,30.7,2.01,2.65,30.7,0,0,1.53,0,25.74,0,0,0,57.54,1.16,2.58,150,5,15,10,5,7.63,10,38.17,25,6.83,11.21,13.33,13.34,5.56,6.83,20.51,11.07,10.48,6.33

69,17:00-17:15,0,130.22,1.71,134.49,74.83,0,0,8.63,34.53,1.82,8.63,0,43.17,2.01,1.87,34.53,0,0,1.6,0,26.24,0,0,0,57.54,1.16,1.82,150,3,11,4,2,3.44,6,17.18,11,6.83,11.41,13.33,13.34,1.37,6.83,20.51,4.27,6.42,6.33

70,17:15-17:30,0,130.22,1.71,134.49,74.83,0,0,8.63,34.53,1.24,8.63,0,43.17,2.01,1.27,34.53,0,191.86,1.6,0,26.75,0,0,0,57.54,1.16,1.24,150,1,7,1,1,1.93,2,9.67,4,6.83,11.41,13.33,13.34,1.58,6.83,20.51,0.72,1.91,6.33

71,17:30-17:45,0,130.22,1.71,134.49,74.83,0,0,8.63,34.53,0.77,8.63,0,43.17,2.01,0.79,34.53,0,191.86,1.6,0,27.25,0,0,0,57.54,1.16,0.77,150,0,3,0,0,0.86,1,4.29,1,6.83,8.4,13.33,13.34,0.93,6.83,20.51,0.28,0,6.33

72,17:45-18:00,0,130.22,1.71,134.49,74.83,0,0,8.63,34.53,0.43,8.63,0,43.17,2.01,0.44,34.53,0,191.86,1.6,0,27.25,0,0,0,57.54,1.16,0.43,150,0,2,0,0,0.09,0,0.46,0,6.83,8,13.33,13.34,0.61,6.83,20.51,0.03,0,6.33

73,18:00-18:15,0,130.22,1.71,134.49,74.83,0,47.96,8.63,34.53,0.25,8.63,0,43.17,2.11,0.25,34.53,0,191.86,1.53,0,26.75,50,150,0,57.54,1.08,0.25,150,0,0,0,0,0,0,0,0,6.83,7.6,13.33,13.34,0,6.83,20.51,0,0,6.33

74,18:15-18:30,0,130.22,1.71,134.49,74.83,0,47.96,8.63,34.53,0,8.63,0,43.17,2.11,0,34.53,0,191.86,1.53,0,26.75,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7.2,13.33,13.34,0,6.83,20.51,0,0,6.33

75,18:30-18:45,0,130.22,1.71,134.49,74.83,0,47.96,8.63,34.53,0,8.63,0,43.17,2.11,0,34.53,0,191.86,1.53,0,26.75,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

76,18:45-19:00,0,130.22,1.71,134.49,74.83,0,47.96,8.63,34.53,0,8.63,0,43.17,2.11,0,34.53,0,191.86,1.53,0,26.75,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

77,19:00-19:15,0,130.22,1.66,134.49,74.83,0,0,8.63,34.53,0,8.63,0,43.17,2.11,0,34.53,0,0,1.53,0,26.75,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

78,19:15-19:30,0,130.22,1.66,134.49,74.83,0,0,8.63,34.53,0,8.63,0,43.17,2.11,0,34.53,0,0,1.53,0,26.24,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

79,19:30-19:45,0,130.22,1.66,134.49,74.83,0,0,8.63,25.9,0,8.63,0,43.17,2.11,0,25.9,0,0,1.53,0,26.24,50,150,0,57.54,1.08,0,150,0,0,0,0,0,0,0,0,6.83,7,13.33,13.34,0,6.83,20.51,0,0,6.33

