Column1,Time,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/22052037/LT-59,GNA/NR/2024/11/01/5474,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/9042,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/11/01/5428,NR/01102023/06022042/L_NR_2012_02,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/1868,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/5444,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/9061,GNA/NR/2024/11/01/3646,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_36,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06
14,03:15-03:30,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.2,1.09,142.69,1.45,17.29,57.34,25.93,110.45,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,70.02,0,52.82,0

15,03:30-03:45,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.2,1.09,142.69,1.45,17.29,57.34,25.93,110.45,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,70.02,0,52.82,0

16,03:45-04:00,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.2,1.09,142.69,1.45,17.29,57.34,25.93,110.45,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,70.02,0,52.82,0

17,04:00-04:15,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.2,1.09,142.69,1.45,17.29,57.34,25.93,153.8,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,68.61,0,52.82,0

18,04:15-04:30,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.2,1.09,142.69,1.45,17.29,57.34,25.93,170.61,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,64.38,0,52.82,0

19,04:30-04:45,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.09,142.69,1.45,17.29,57.34,25.93,170.61,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,60.14,0,52.82,0

20,04:45-05:00,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.09,142.69,1.45,17.29,57.34,25.93,170.61,2.3,8.64,0,74.68,25.93,25.23,25.93,47.56,1.71,0,8.64,0,40.67,0,52.82,0

21,05:00-05:15,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,142.69,1.37,17.29,57.34,25.93,170.61,2.3,8.64,0,96.04,25.93,25.23,25.93,47.56,1.71,0,8.64,0,32.94,0,52.82,0

22,05:15-05:30,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,142.69,1.37,17.29,57.34,25.93,170.61,2.3,8.64,0,115.25,25.93,25.23,25.93,47.56,1.71,0,8.64,0,32.94,0,52.82,0

23,05:30-05:45,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,142.69,1.37,17.29,57.34,25.93,170.61,2.3,8.64,0,115.25,25.93,25.23,25.93,47.56,1.71,0,8.64,0,32.94,0,52.82,0

24,05:45-06:00,0,0,0,0,6.67,6.67,0,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,142.69,1.37,17.29,57.34,25.93,199.42,2.3,8.64,0,134.33,25.93,24.73,25.93,47.56,1.71,0,8.64,0,32.94,0,52.82,0

25,06:00-06:15,0,0,0,0.01,6.67,6.67,0.89,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,0,1.37,17.29,57.34,25.93,226.25,2.3,8.64,0,134.33,25.93,0,25.93,0,1.66,0,8.64,0,32.94,0,76.83,0

26,06:15-06:30,0,0,2,4,6.67,6.67,1.43,19.99,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7.14,1.01,0,1.37,17.29,67.74,25.93,260.75,2.3,8.64,0,134.33,25.93,0,25.93,0,1.66,0,8.64,0,32.94,0,100.05,0

27,06:30-06:45,0,0,7,10.45,6.67,6.67,2.94,19.99,6.67,13.33,0,0,0,0,0.01,0,13.34,0,0,0,7.14,1.01,0,1.37,17.29,86.63,25.93,260.75,2.3,8.64,0,134.33,25.93,0,25.93,0,1.66,0.11,8.64,0.11,32.94,0.11,100.05,0

28,06:45-07:00,0,0,11,17.41,6.67,6.67,9.37,19.99,6.67,13.33,0,0,0,0,0.19,0,13.34,0,0.1,0.04,7.14,1.01,0,1.37,17.29,86.63,25.93,260.75,2.3,8.64,0,134.33,25.93,0,25.93,0,1.66,0.22,8.64,0.23,57.6,0.22,100.05,0

29,07:00-07:15,0,0,16,27.14,6.67,6.67,18.9,19.99,6.67,13.33,1,1,0,0,0.28,0,13.34,2,5.37,0.05,7.14,1.01,0,1.37,17.29,86.63,31.69,260.75,2.3,8.64,0,134.33,31.69,0,31.69,0,1.66,0.53,8.64,0.54,57.6,0.53,100.05,0

30,07:15-07:30,0,0,22,30.56,6.67,6.67,30.55,19.99,6.67,13.33,2,4,1,1,2.43,1,13.34,5,12.77,0.48,7.14,1.01,0,1.37,17.29,86.63,31.69,260.75,2.3,8.64,0,134.33,31.69,0,31.69,0,1.66,0.92,8.64,0.94,57.6,0.92,100.05,0

31,07:30-07:45,0,0,29,30.6,6.67,6.67,30.6,19.99,6.67,13.33,5,11,3,4,10.03,2,13.34,7,21.35,2,7.14,1.01,0,1.37,17.29,86.63,31.69,260.75,2.3,8.64,0,134.33,31.69,0,31.69,0,1.66,1.31,8.64,1.34,57.6,1.31,100.05,0

32,07:45-08:00,0,0,30.4,30.4,6.67,6.67,30.4,19.99,6.67,13.33,8,25,4,10,20.37,4,13.34,9,30.01,4.07,7.14,1.01,0,1.37,17.29,86.63,31.69,260.75,2.3,8.64,0,134.33,31.69,0,31.69,0,1.66,1.75,8.64,1.79,57.6,1.75,100.05,0

33,08:00-08:15,0,0,31.9,31.9,6.67,6.67,31.9,19.99,6.67,13.33,17,40,8,17,35.18,7,13.34,15,38.87,7.04,6.49,1.01,0,1.3,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,0,36.5,0,1.66,2.38,8.64,2.44,57.6,2.38,100.05,0

34,08:15-08:30,0,0,31.9,31.9,6.67,6.67,31.9,19.99,6.67,13.33,23,56,12,24,51.97,11,13.34,23,48.05,10.39,6.49,1.01,0,1.3,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,0,36.5,0,1.66,3.05,8.64,3.12,57.6,3.05,100.05,0

35,08:30-08:45,0,0,32.07,32.07,6.67,6.67,32.06,19.99,6.67,13.33,33,70,17,30,69.65,15,13.34,33,56.52,13.93,6.49,1.01,0,1.3,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,0,36.5,0,1.66,3.8,8.64,3.9,57.6,3.8,100.05,0

36,08:45-09:00,0,0,32.67,32.67,6.67,6.67,32.66,19.99,6.67,13.33,40,84,20,36,88.65,19,13.34,42,64.75,17.73,6.49,1.01,0,1.3,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,0,36.5,0,1.66,4.62,8.64,4.74,57.6,4.62,100.05,0

37,09:00-09:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,47,98,23,42,107.24,22,13.34,48,75.48,21.45,6.49,1.01,0,1.3,19.21,86.63,28.81,260.75,2.2,9.6,0,134.33,28.81,0,28.81,0,1.66,5.74,9.6,5.88,57.6,5.74,100.05,0

38,09:15-09:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,53,112,27,48,125.7,25,13.34,55,82.95,25.14,6.49,1.01,0,1.3,19.21,86.63,28.81,260.75,2.2,9.6,0,134.33,28.81,0,28.81,0,1.66,7.14,9.6,7.32,57.6,7.14,100.05,0

39,09:30-09:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,60,126,30,54,142.98,27,13.34,62,89.78,28.6,6.49,1.01,0,1.3,19.21,86.63,28.81,260.75,2.2,9.6,0,134.33,28.81,0,28.81,0,1.66,8.54,9.6,8.75,47.06,8.54,100.05,0

40,09:45-10:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,67,140,33,60,159.27,29,13.34,67,95.89,31.85,6.49,1.01,0,1.3,19.21,86.63,28.81,260.75,2.2,9.6,0,134.33,28.81,0,28.81,0,1.66,10.23,9.6,10.49,47.06,10.23,100.05,0

41,10:00-10:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,72,151,36,64,174.62,32,13.34,72,101.26,34.92,6.96,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,11.27,9.6,11.55,42.82,11.27,71.24,0

42,10:15-10:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,77,161,38,69,187.33,34,13.34,78,105.38,37.47,6.96,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,12.01,9.6,12.31,38.59,12.01,52.82,0

43,10:30-10:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,81,168,41,72,211.45,35,13.34,82,106.7,42.29,6.4,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,12.68,9.6,13,34.35,12.68,52.82,0

44,10:45-11:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,85,175,43,75,221.18,37,13.34,85,109.9,44.24,6.4,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,13.26,9.6,13.59,32.94,13.26,52.82,0

45,11:00-11:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,88,182,44,78,229.8,40,13.34,88,112.63,45.96,6.4,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,13.65,9.6,13.98,35.02,13.65,62.43,0

46,11:15-11:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,90,186,45,79,233.33,40,13.34,88,115.03,46.67,6.4,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,14.07,9.6,14.42,35.02,14.07,62.43,0

47,11:30-11:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,90,189,45,81,233.33,41,13.34,89,116.79,46.67,6.4,1.09,0,1.3,19.21,76.15,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.71,14.4,9.6,14.75,35.02,14.4,62.43,0

48,11:45-12:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,90,189,45,81,233.33,41,13.34,89,118.35,46.67,6.4,1.09,0,1.3,19.21,57.34,28.81,178.23,2.2,9.6,0,115.25,28.81,0,28.81,0,1.71,14.51,9.6,14.87,35.02,14.51,62.43,0

49,12:00-12:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,97,189,48,81,233.33,41,13.34,89,124.49,46.67,6.4,1.16,0,1.45,19.21,57.34,28.81,199.42,2.2,9.6,0,134.33,28.81,0,28.81,0,1.57,14.62,9.6,14.98,35.02,14.62,52.82,0

50,12:15-12:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,97,189,48,81,233.33,41,13.34,89,124.02,46.67,6.4,1.16,0,1.45,19.21,57.34,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.57,14.58,9.6,14.95,35.02,14.58,52.82,0

51,12:30-12:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,97,189,48,81,233.33,41,13.34,89,122.88,46.67,6.4,1.16,0,1.45,19.21,57.34,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.57,14.63,9.6,14.99,35.02,14.63,52.82,0

52,12:45-13:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,97,189,48,81,233.33,41,13.34,88,121.17,46.67,6.4,1.16,0,1.45,19.21,57.34,28.81,226.25,2.2,9.6,0,134.33,28.81,0,28.81,0,1.57,14.54,9.6,14.9,35.02,14.54,52.82,0

53,13:00-13:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,97,189,48,81,233.33,41,13.34,88,118.29,46.67,6.4,1.32,0,1.53,19.21,57.34,28.81,148.86,2.2,9.6,0,115.25,28.81,0,28.81,0,1.66,14.25,9.6,14.61,35.02,14.25,52.82,0

54,13:15-13:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,93,186,47,79,233.33,40,13.34,88,114.24,46.67,6.6,1.32,0,1.53,19.21,57.34,28.81,110.45,2.2,9.6,0,96.04,28.81,0,28.81,0,1.66,13.94,9.6,14.3,35.02,13.94,52.82,0

55,13:30-13:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,90,182,45,78,233.33,40,13.34,87,112.52,46.67,6.8,1.32,0,1.53,19.21,57.34,28.81,110.45,2.2,9.6,0,115.25,28.81,0,28.81,0,1.66,13.69,9.6,14.04,35.02,13.69,52.82,0

56,13:45-14:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,87,175,43,75,226.36,38,13.34,86,106.6,45.27,6.8,1.32,0,1.53,19.21,57.34,28.81,110.45,2.2,9.6,0,115.25,28.81,0,28.81,0,1.66,13.54,9.6,13.88,35.02,13.54,52.82,0

57,14:00-14:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,81,172,41,73,217.14,36,13.34,80,100.63,43.43,6.8,1.39,0,1.53,19.21,57.34,31.69,110.45,2.2,9.6,0,115.25,31.69,0,31.69,0,1.71,13.08,9.6,13.41,35.02,13.08,52.82,0

58,14:15-14:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,77,161,38,69,207.95,33,13.34,77,94.22,41.59,7,1.39,0,1.53,19.21,57.34,31.69,110.45,2.2,9.6,0,115.25,31.69,0,31.69,0,1.71,12.37,9.6,12.67,35.02,12.37,52.82,0

59,14:30-14:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,71,151,35,64,198.23,31,13.34,73,87.25,39.64,7,1.39,0,1.53,19.21,57.34,31.69,148.86,2.2,9.6,0,115.25,31.69,0,31.69,0,1.71,11.68,9.6,11.97,35.02,11.68,52.82,0

60,14:45-15:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,64,140,32,60,186.47,29,13.34,70,80.38,37.29,7,1.39,0,1.53,19.21,57.34,31.69,175.41,2.2,9.6,0,115.25,31.69,0,31.69,0,1.71,10.87,9.6,11.14,35.02,10.87,52.82,0

61,15:00-15:15,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,59,126,29,54,173.03,26,13.34,63,80.34,34.61,7,1.55,0,1.76,19.21,57.34,34.57,180.21,2.2,9.6,0,115.25,34.57,0,34.57,0,1.76,10.08,9.6,10.32,35.02,10.08,52.82,0

62,15:15-15:30,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,52,112,26,48,157.9,24,13.34,57,71.29,31.58,7,1.55,0,1.76,19.21,57.34,34.57,170.61,2.2,9.6,0,115.25,34.57,0,34.57,0,1.76,8.99,9.6,9.21,35.02,8.99,52.82,0

63,15:30-15:45,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,45,98,23,42,140.99,22,13.34,49,62.05,28.2,7,1.55,0,1.76,19.21,76.15,36.5,226.25,2.2,9.6,0,134.33,36.5,0,36.5,0,1.76,7.96,9.6,8.17,32.94,7.96,0,0

64,15:45-16:00,0,0,32.67,32.67,0,0,32.66,0,6.67,13.33,38,84,19,36,122.88,20,13.34,45,52.74,24.57,7,1.55,0,1.76,19.21,76.15,36.5,226.25,2.2,9.6,0,134.33,36.5,0,36.5,0,1.76,6.93,9.6,7.11,32.94,6.93,0,0

65,16:00-16:15,0,0,25,33,0,0,33,0,6.67,13.33,31,70,15,30,104.36,15,13.34,35,42.27,20.87,7,1.55,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,25.23,36.5,0,1.76,5.89,8.64,6.04,32.94,5.89,0,0

66,16:15-16:30,0,0,17,30.68,0,0,21.79,0,6.67,13.33,23,53,12,22,85.39,9,13.34,28,31.26,17.08,7,1.55,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,25.74,36.5,0,1.76,4.78,8.64,4.91,37.18,4.78,0,0

67,16:30-16:45,0,0,10,20.56,0,0,12.68,0,6.67,13.33,16,35,8,15,65.9,7,13.34,21,20.6,13.18,7,1.55,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.24,36.5,0,1.76,3.68,8.64,3.76,41.41,3.68,0,0

68,16:45-17:00,0,0,5,11.62,0,0,5.7,0,6.67,13.33,10,21,5,9,46.55,5,13.34,14,13.28,9.31,7,1.55,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,36.5,0,1.76,2.58,8.64,2.65,57.6,2.58,0,0

69,17:00-17:15,0,0,1,4.49,0,0,1.41,0,6.67,13.33,6,11,3,4,27.49,2,13.34,10,5.29,5.5,7,1.55,0,1.99,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.25,36.5,0,1.76,1.83,8.64,1.88,57.6,1.83,0,0

70,17:15-17:30,0,0,0,0.76,0,0,1.6,0,6.67,13.33,2,4,1,1,13.72,1,13.34,7,0,2.74,7,1.55,0,1.99,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,28.26,36.5,0,1.76,1.25,8.64,1.28,57.6,1.25,0,0

71,17:30-17:45,0,0,0,0.29,0,0,0.95,0,6.67,13.33,1,1,0,0,4.63,0,13.34,3,0,0.92,7,1.55,0,1.99,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,28.26,36.5,0,1.76,0.77,8.64,0.79,57.6,0.77,0,0

72,17:45-18:00,0,0,0,0.03,0,0,0.61,0,6.67,13.33,0,0,0,0,0.43,0,13.34,2,0,0.08,7,1.55,0,1.99,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,28.26,36.5,0,1.76,0.43,8.64,0.44,57.6,0.43,0,0

73,18:00-18:15,50,150,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.91,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,28.26,36.5,0,1.71,0.25,8.64,0.25,57.6,0.25,0,0

74,18:15-18:30,50,150,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.91,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.76,36.5,0,1.71,0,8.64,0,57.6,0,0,0

75,18:30-18:45,50,150,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.91,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.76,36.5,0,1.71,0,8.64,0,57.6,0,0,0

76,18:45-19:00,50,150,0,0,0,0,0,0,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.91,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.76,36.5,0,1.71,0,8.64,0,57.6,0,0,0

77,19:00-19:15,50,150,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.76,36.5,0,1.71,0,8.64,0,32.94,0,0,0

78,19:15-19:30,50,150,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.25,36.5,0,1.71,0,8.64,0,32.94,0,0,0

79,19:30-19:45,50,150,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,27.25,36.5,0,1.71,0,8.64,0,32.94,0,0,0

80,19:45-20:00,50,150,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.39,0,1.83,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,36.5,0,1.71,0,8.64,0,32.94,0,0,0

81,20:00-20:15,50,200,0,0,6.66,6.67,0,20,6.67,13.33,0,0,0,0,0,0,13.34,0,0,0,7,1.32,0,1.76,17.29,86.63,36.5,260.75,2.3,8.64,0,134.33,36.5,26.75,34.57,0,1.71,0,8.64,0,35.02,0,85.38,0

