Block,Time Block,KUDGI,ANTA_CRF,NAPP,NTPL,RAPPB,PARBATI3,NLCEXP,MAPS,NLCIIST1,NLCIIST2,NJPC,RAMPUR,NLCTS2EXP,NNTPP,VALLURNTECL,TANDA2,UNCHAHAR1,UNCHAHAR4,URI2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,CHAMERA1,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,KHSTPP-I,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,ANTA_GF,DADRI_CRF,DADRI_RF,AURY_CRF,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SEWA2,SINGRAULI,SALAL,RIHAND2,RIHAND3,TALA,RIHAND1,RAPPC,SASAN,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,0,13.57,12.59,20.64,19.31,21.61,39.01,13.67,34.99,364.4,0,2.35,0,111.15,24.64,0,9.33,0,52.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.44,76.66,88.03,100.39,11.81,75.7,58.16,266.82,0,0,0,0,0

58,14:15-14:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,0,21.58,12.59,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,2.35,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.44,76.66,88.03,100.39,11.79,75.7,58.16,315.11,0,0,0,0,0

59,14:30-14:45,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,0,21.58,12.59,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,2.35,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.44,76.66,88.03,100.39,11.79,75.7,58.16,334.42,0,0,0,0,0

60,14:45-15:00,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,0,27.14,12.59,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,2.35,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.44,76.66,88.03,100.39,11.79,75.7,58.16,394.03,0,0,0,0,0

61,15:00-15:15,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,0,27.14,12.59,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.89,76.66,103.86,100.39,11.79,87.43,58.16,394.03,0,0,0,0,0

62,15:15-15:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,21.4,14.6,10.88,0,23.22,8.53,16.42,27.14,12.59,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,90.89,76.66,103.86,100.39,11.79,87.43,58.16,394.03,0,0,0,0,0

63,15:30-15:45,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,29.97,14.6,10.88,0,23.22,8.53,33.12,27.14,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,0,111.15,31.8,0,9.33,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,90.89,76.66,103.86,100.39,8.97,87.43,58.16,394.03,0,0,0,0,0

64,15:45-16:00,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,29.97,14.6,10.88,0,23.22,8.53,33.12,27.14,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,90.89,76.66,103.86,100.39,8.97,87.43,58.16,394.03,0,0,0,0,0

65,16:00-16:15,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.6,10.88,0,23.22,8.53,34.22,27.14,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,90.89,76.66,103.86,100.39,8.84,87.43,58.16,394.03,0,0,0,0,0

66,16:15-16:30,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,25.69,14.6,10.88,0,23.22,8.53,34.22,27.14,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,90.89,76.66,103.86,100.39,8.65,87.43,58.16,394.03,0,0,0,0,0

67,16:30-16:45,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,29.97,14.6,10.88,0,23.22,8.53,34.22,40.7,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,91.14,76.66,103.86,100.39,8.65,87.43,58.16,394.03,0,0,0,0,0

68,16:45-17:00,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,11.82,0,29.97,14.6,10.88,0,23.22,8.53,34.22,40.7,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,91.14,76.66,103.86,100.39,8.65,87.43,58.16,394.03,0,0,0,0,0

69,17:00-17:15,0,0,43.68,0,0,3.8,0,0,0,0,161.37,3.42,0,0,0,0,13.01,0,25.69,19.23,10.88,0,29.7,8.53,34.22,40.7,6.3,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,91.14,77.99,103.86,100.39,8.52,87.43,58.16,394.03,0,0,0,0,0

70,17:15-17:30,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,13.01,0,25.69,19.23,10.88,0,30.48,8.53,34.22,40.7,11.53,20.64,19.31,21.61,39.01,15.1,34.99,364.4,0,3.52,1.39,111.15,31.8,0,18.66,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,91.14,77.99,103.86,100.39,8.52,87.43,58.16,394.03,0,0,0,0,0

71,17:30-17:45,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,12.89,0,25.69,19.08,10.88,0,30.25,8.53,34.22,40.7,6.3,20.64,19.31,21.61,39.01,14.99,34.99,364.4,0,5.17,1.39,111.15,31.8,0,27.99,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,92.58,77.99,103.86,100.39,8.52,87.43,58.16,394.03,0,0,0,0,0

72,17:45-18:00,0,0,43.68,0,0,14.93,0,0,0,0,161.37,3.42,0,0,0,0,12.89,0,25.69,19.08,10.88,0,30.25,8.53,51.34,40.7,6.3,20.64,19.31,21.61,39.01,14.99,34.99,364.4,0,5.17,1.39,111.15,31.8,0,27.99,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59,92.58,77.99,103.86,100.39,8.43,87.43,58.16,394.03,0,0,0,0,0

73,18:00-18:15,0,0,43.68,0,0,6.79,0,0,0,0,161.37,3.42,0,0,0,2.7,12.89,0,28.55,19.08,10.88,0,30.87,8.53,51.34,40.7,1.06,20.64,19.31,42.7,39.01,14.99,34.99,410.42,0,5.17,1.39,111.15,31.8,0,27.99,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18,92.58,77.99,117.54,123.22,8.54,87.43,58.16,394.03,0,0,0,0,0

74,18:15-18:30,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,2.7,12.89,0,28.55,19.08,10.88,0,30.87,8.53,51.34,40.7,1.06,30.98,19.31,42.7,39.01,14.99,34.99,410.42,0,5.17,2.78,111.15,31.8,0,37.31,0,69.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.18,92.58,77.99,117.54,123.22,8.3,87.43,58.16,394.03,0,0,0,0,0

75,18:30-18:45,0,0,43.68,0,0,35.29,0,0,0,0,161.37,3.42,0,0,0,2.7,12.86,0,28.55,18.96,10.88,0,30.68,21.32,51.34,40.7,1.06,30.98,19.31,42.7,39.01,14.89,34.99,410.42,0,5.17,2.78,111.15,31.6,0,37.31,0,69.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,91.62,77.99,117.54,123.22,7.97,87.43,58.16,394.03,0,0,0,0,0

76,18:45-19:00,0,0,43.68,0,0,35.29,0,0,0,0,162.87,3.5,0,0,0,2.7,12.86,0,28.55,18.96,10.88,0,30.68,21.32,68.44,40.7,19.52,32.58,19.31,44.08,40,14.89,35.54,410.42,0,5.17,4.17,111.15,37.52,0,41.05,0,82.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,91.62,77.99,117.54,123.22,7.8,87.43,58.16,394.03,0,0,0,0,0

77,19:00-19:15,0,0,43.68,0,0,35.29,0,0,0,0,162.87,3.5,0,0,0,2.7,12.86,0,28.55,18.96,10.88,0,30.68,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,14.89,35.54,458.71,0,5.17,4.17,111.15,37.72,0,41.05,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,91.62,77.99,117.54,123.22,7.74,87.43,58.16,394.03,0,0,0,0,0

78,19:15-19:30,0,0,43.68,0,0,35.29,0,0,0,0,162.87,3.5,0,0,0,2.7,12.86,0,28.55,18.96,10.88,0,30.68,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,14.89,35.54,458.71,0,5.17,4.17,111.15,37.72,0,41.05,0,82.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,91.62,77.99,117.54,123.22,7.67,87.43,58.16,394.03,0,0,0,0,0

79,19:30-19:45,0,0,43.68,0,0,35.29,0,0,0,0,162.87,3.5,0,0,0,2.7,12.86,0,28.55,18.96,10.88,0,30.68,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,17.19,35.54,458.71,0,5.17,4.17,111.15,42.52,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,100.29,77.99,117.54,123.22,8.13,87.43,58.16,394.03,0,0,0,0,0

80,19:45-20:00,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,15.72,0,28.55,22.62,10.88,0,36.58,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,458.71,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,8.28,87.43,58.16,394.03,0,0,0,0,0

81,20:00-20:15,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,15.72,0,28.55,22.62,10.88,0,36.58,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,458.71,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,8.48,87.43,58.16,394.03,0,0,0,0,0

82,20:15-20:30,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,458.71,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,8.72,87.43,58.16,394.03,0,0,0,0,0

83,20:30-20:45,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.61,0,28.55,22.74,10.88,0,36.77,8.53,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,506.99,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,8.77,87.43,58.16,394.03,0,0,0,0,0

84,20:45-21:00,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.61,0,28.55,22.74,10.88,0,36.77,8.53,68.44,40.7,3.19,30.98,19.31,42.7,39.01,20.09,35.11,506.99,0,5.17,4.17,111.15,42.79,0,37.31,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.03,87.43,58.16,394.03,0,0,0,0,0

85,21:00-21:15,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,28.79,68.44,40.7,3.19,30.98,19.31,42.7,39.01,20.09,35.11,458.71,0,5.17,4.17,111.15,42.79,0,37.31,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.13,87.43,58.16,394.03,0,0,0,0,0

86,21:15-21:30,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,28.79,68.44,40.7,3.19,30.98,19.31,42.7,39.01,20.09,35.11,410.42,0,5.17,4.17,111.15,42.79,0,37.31,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.09,87.43,58.16,394.03,0,0,0,0,0

87,21:30-21:45,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,18.13,68.44,40.7,3.19,30.98,19.31,42.7,39.01,20.09,35.11,364.4,0,5.17,4.17,111.15,42.79,0,37.31,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.16,87.43,58.16,394.03,0,0,0,0,0

88,21:45-22:00,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,18.13,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,364.4,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.31,87.43,58.16,394.03,0,0,0,0,0

89,22:00-22:15,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,31.98,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,364.4,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.49,87.43,58.16,394.03,0,0,0,0,0

90,22:15-22:30,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.71,0,28.55,22.88,10.88,0,36.98,31.98,68.44,40.7,19.52,32.58,19.31,44.08,40,20.09,35.54,386.12,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.63,87.43,58.16,394.03,0,0,0,0,0

91,22:30-22:45,0,0,43.68,0,0,20.36,0,0,0,0,162.87,3.5,0,0,0,2.7,17.71,0,31.39,22.88,10.88,0,36.98,37.85,68.44,40.7,19.52,32.58,18.16,44.08,40,20.09,35.54,458.71,0,5.17,4.17,111.15,42.79,0,41.05,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.61,87.43,58.16,394.03,0,0,0,0,0

92,22:45-23:00,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,31.39,22.88,10.88,0,36.98,37.85,68.44,40.7,6.3,30.98,19.31,42.7,39.01,20.09,34.99,506.99,0,5.17,2.78,111.15,42.79,0,37.31,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.65,87.43,58.16,394.03,0,0,0,0,0

93,23:00-23:15,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,31.39,22.88,10.88,0,36.98,31.98,49.26,40.7,6.3,30.98,19.31,42.7,39.01,20.09,34.99,555.28,0,5.17,1.39,111.15,42.79,0,28.2,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.51,87.43,58.16,394.03,0,0,0,0,0

94,23:15-23:30,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.71,0,31.39,22.88,10.88,0,36.98,31.98,49.26,40.7,6.3,30.98,19.31,42.7,39.01,20.09,34.99,583.87,0,5.17,1.39,111.15,42.79,0,18.66,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.51,87.43,58.16,394.03,0,0,0,0,0

95,23:30-23:45,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.52,0,31.39,22.49,4.95,0,36.4,28.79,49.26,40.7,6.3,30.98,19.31,42.7,39.01,20.09,34.99,583.87,0,5.17,1.39,111.15,42.79,0,18.66,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.51,87.43,58.16,394.03,0,0,0,0,0

96,23:45-24:00,0,0,43.68,0,0,20.36,0,0,0,0,161.37,3.42,0,0,0,2.7,17.52,0,31.39,22.49,4.95,0,36.4,28.79,49.26,40.7,6.3,30.98,18.26,42.7,39.01,20.09,34.99,583.87,0,5.17,1.39,111.15,42.79,0,18.66,0,95.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.77,121.88,77.99,117.54,123.22,9.51,87.43,58.16,394.03,0,0,0,0,0

