Block,Time Block,BSIUL,BRBCL,CHAMERA1,ANTA_RF,ANTA_CRF,ANTA_LF,ANTA_GF,DADRI_CRF,AURY_CRF,AURY_RF,DADRI_LF,DADRI_RF,AURY_LF,DADRI_GF,AURY_GF,VALLURNTECL,UNCHAHAR4,TANAKPUR,TelanganaSTPP,URI2,UNCHAHAR2,UNCHAHAR3,TEHRI,UNCHAHAR1,URI,TANDA2,RAMPUR,RIHAND2,SASAN,TALST2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPC,SIMHST2,TALA,RSTPSU7,SINGRAULI,SALAL,SEWA2,RIHAND3,RAPPB,NLCTS2EXP,NNTPP,NTPL,NLCIIST1,PARBATI3,NLCIIST2,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,MAPS,NAPP,NJPC,NLCEXP,KKNP,KISHANGANGA,KHSTPP-II,KOTESHWR,KUDGI,KKNPPU2,KOLDAM,CHAMERA3,CHAMERA2,DADRT2,KHSTPP-I,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
61,15:00-15:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,19.96,31.63,234.56,0,40.27,19.99,0,0,0,142.31,8.51,0,0,0,0,2.3,286.74,42.52,0,0,0,0,0,0,0

62,15:15-15:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,30.34,18.8,0,14.42,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,0,19.96,31.63,234.56,0,40.27,44.89,0,0,0,142.31,8.51,0,0,0,0,2.3,286.74,42.52,0,0,0,0,0,0,0

63,15:30-15:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,30.34,18.8,0,14.42,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,234.56,0,40.27,44.89,0,0,0,142.31,8.51,0,0,0,0,2.3,286.74,42.52,0,0,0,0,0,0,0

64,15:45-16:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,35.14,22.64,0,17.3,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,12.26,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,234.56,0,40.27,44.89,0,0,0,142.31,8.51,0,0,0,0,2.3,286.74,42.52,0,0,0,0,0,0,0

65,16:00-16:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,35.14,22.64,14.33,17.3,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,234.56,0,40.27,44.89,0,0,0,142.31,8.51,0,0,0,9.29,2.3,286.74,42.52,0,0,0,0,0,0,0

66,16:15-16:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,35.14,22.64,28.66,17.3,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,234.56,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,2.3,286.74,42.52,0,0,0,0,0,0,0

67,16:30-16:45,0,19.19,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,35.14,22.64,28.66,17.3,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,280.63,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,2.3,286.74,42.52,0,0,0,0,0,0,0

68,16:45-17:00,0,19.19,13.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,35.14,22.64,44.8,17.3,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,8.74,19.96,31.63,366.99,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,2.3,286.74,42.52,0,0,0,0,0,0,0

69,17:00-17:15,0,19.19,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,39.72,24.69,44.8,19.43,0.75,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,8.74,19.96,47.43,398.66,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,3.84,276.86,42.52,0,0,0,0,0,0,0

70,17:15-17:30,1.06,19.19,26.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,39.72,25.23,59.73,19.43,0.75,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,99.95,2.24,0,119.3,0,0,0,0,0,0,0,17.49,19.96,47.43,439.3,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,7.68,276.86,42.52,0,0,0,0,0,0,0

71,17:30-17:45,3.17,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.72,25.23,59.73,19.43,0.75,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,5.06,119.3,0,0,0,0,0,0,0,26.37,19.96,47.43,369.07,0,40.27,110.87,0,0,0,142.31,8.51,0,0,0,18.58,15.34,303.19,42.52,0,0,0,0,0,0,0

72,17:45-18:00,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.72,25.23,59.73,19.43,0.75,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,13.39,10.11,119.3,0,0,0,0,0,0,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,320.58,42.52,0,0,0,0,0,0,0

73,18:00-18:15,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.72,25.23,59.73,19.43,0.75,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,76.17,10.11,119.3,0,0,0,0,0,0,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,320.58,42.52,0,0,0,0,0,0,0

74,18:15-18:30,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,39.72,25.23,59.73,19.43,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,76.17,10.11,119.3,0,0,0,0,0,0,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,320.58,42.52,0,0,0,0,0,0,0

75,18:30-18:45,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43,0,4.39,39.72,25.23,59.73,19.43,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,76.17,10.11,119.3,0,0,0,0,0,0,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,287,42.52,0,0,0,0,0,0,0

76,18:45-19:00,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,39.72,25.23,59.73,19.43,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,76.17,10.11,119.3,0,0,0,0,0,0,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,282.2,42.52,0,0,0,0,0,0,0

77,19:00-19:15,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.72,25.23,59.73,19.43,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,13.39,10.11,119.3,0,0,0,0,0,3.05,0,36.13,19.96,47.43,417.96,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,258.21,42.52,0,0,0,0,0,0,0

78,19:15-19:30,18.77,19.19,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.72,25.23,59.73,19.43,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,10.11,119.3,0,0,0,0,0,15.88,0,36.13,19.96,47.43,445.75,0,40.27,134.67,0,0,0,142.31,9.46,0,0,0,27.89,37.91,239.02,42.52,0,0,0,0,0,0,0

79,19:30-19:45,1.06,19.19,26.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.26,24.92,59.73,19.2,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,5.06,119.3,0,0,0,0,0,15.88,0,26.37,18.94,47.43,444.09,0,40.27,112.23,0,0,0,142.31,8.51,0,0,0,18.58,25.28,243.82,42.52,0,0,0,0,0,0,0

80,19:45-20:00,0,19.19,11.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,39.26,24.92,59.73,19.2,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,0,119.3,0,0,0,0,0,15.88,0,17.49,18.94,47.43,444.09,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,11.52,243.82,42.52,0,0,0,0,0,0,0

81,20:00-20:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,36.01,22.59,59.73,18.83,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,0,119.3,0,0,0,0,0,15.88,0,8.74,16.72,31.63,378.84,0,40.27,89.78,0,0,0,142.31,8.51,0,0,0,9.29,11.52,282.2,42.52,0,0,0,0,0,0,0

82,20:15-20:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14,0,4.39,34.92,21.39,44.8,16.73,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,0,119.3,0,0,0,0,0,15.88,0,8.74,16.72,31.63,311.67,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,11.52,282.2,42.52,0,0,0,0,0,0,0

83,20:30-20:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,44.8,16.55,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,0,119.3,0,0,0,0,0,15.88,0,8.74,16.72,31.63,275.2,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,11.52,296.59,42.52,0,0,0,0,0,0,0

84,20:45-21:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,44.8,16.55,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,2.24,0,119.3,0,0,0,0,0,2.45,0,8.74,16.72,31.63,275.2,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,11.52,275.96,42.52,0,0,0,0,0,0,0

85,21:00-21:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,28.66,16.55,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,12.26,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,275.2,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,11.52,226.47,42.52,0,0,0,0,0,0,0

86,21:15-21:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,28.66,16.55,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,86.78,12.26,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,268.15,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,11.52,226.47,42.52,0,0,0,0,0,0,0

87,21:30-21:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,28.66,16.55,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,12.26,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,263.35,0,40.27,67.34,0,0,0,142.31,8.51,0,0,0,9.29,2.3,231.26,42.52,0,0,0,0,0,0,0

88,21:45-22:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,28.66,16.55,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,12.26,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,263.35,0,40.27,44.89,0,0,0,142.31,8.51,0,0,0,9.29,2.3,245.66,42.52,0,0,0,0,0,0,0

89,22:00-22:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,4.39,34.92,21.39,14.93,16.55,0.63,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,275.2,0,40.27,19.99,0,0,0,142.31,8.51,0,0,0,9.29,2.3,295.08,42.52,0,0,0,0,0,0,0

90,22:15-22:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,34.92,21.39,14.93,16.55,1.59,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,275.2,0,40.27,19.99,0,0,0,142.31,8.51,0,0,0,9.29,11.52,325.2,42.52,0,0,0,0,0,0,0

91,22:30-22:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,34.92,21.39,0,16.55,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,9.29,11.52,320.3,42.52,0,0,0,0,0,0,0

92,22:45-23:00,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,34.92,21.39,0,16.55,31.78,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,31.63,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,9.29,11.52,306.89,42.52,0,0,0,0,0,0,0

93,23:00-23:15,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,34.92,21.39,0,16.55,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,15.81,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,9.29,2.3,306.89,42.52,0,0,0,0,0,0,0

94,23:15-23:30,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,10.33,34.92,21.39,0,16.55,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,15.81,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,306.89,42.52,0,0,0,0,0,0,0

95,23:30-23:45,0,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,10.33,34.92,21.39,0,16.55,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,15.81,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,306.89,42.52,0,0,0,0,0,0,0

96,23:45-24:00,0,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.92,0,4.39,34.92,21.39,0,16.55,1.07,0,0,113.54,401.85,0,88.06,0,0,0,50.04,0,0,0,84.92,2.24,0,119.3,0,0,0,0,0,0,0,8.74,16.72,15.81,275.2,0,40.27,0,0,0,0,142.31,8.51,0,0,0,0,2.3,306.89,42.52,0,0,0,0,0,0,0

