Block,Time Block,RIHAND2,RAPPC,RIHAND3,RIHAND1,RAPPB,NNTPP,NTPL,RAPPD,PARBATI3,PARBATI2,RAMPUR,KKNP,KKNPPU2,KISHANGANGA,MAPS,TelanganaSTPP,TALST2,SASAN,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,TALA,RSTPSU1TO6,SIMHST2,RSTPSU7,TEHRI,SALAL,SEWA2,SINGRAULI,TANDA2,NJPC,NAPP,NLCIIST2,NLCEXP,NLCIIST1,KOLDAM,KOTESHWR,KUDGI,BSIUL,CHAMERA3,CHAMERA2,BRBCL,CHAMERA1,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KHSTPP-I,NLCTS2EXP,UNCHAHAR4,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,VALLURNTECL,URI2,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
75,18:30-18:45,119.97,66.51,125.95,93.63,0,0,0,20.86,26.6,36.18,6.26,0,0,8.31,0,0,0,331.51,2.96,0,0.94,6.51,0,0,0,30.13,76.44,18.2,107.96,5.32,159.85,24.69,0,0,0,9.24,20.08,0,12.56,33.7,47,14.44,27.06,261.9,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,233.06,0,0,0,0,0

76,18:45-19:00,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,2.96,0,0.94,6.51,0,0,0,30.13,76.44,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,14.44,41.54,348.57,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,328.09,0,0,0,0,0

77,19:00-19:15,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,4.19,0,0.94,6.51,0,0,0,30.13,76.44,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,16.86,41.54,420.29,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,360.84,0,0,0,0,0

78,19:15-19:30,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,4.19,0,0.94,6.51,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.13,41.54,422.44,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,437.88,0,0,0,0,0

79,19:30-19:45,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,1.72,0,0.94,6.51,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,422.44,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,476.4,0,0,0,0,0

80,19:45-20:00,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,1.72,0,0.94,6.51,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,422.44,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,524.93,0,0,0,0,0

81,20:00-20:15,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,1.72,0,0.94,10.76,0,0,0,30.13,61.55,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,422.44,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

82,20:15-20:30,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,331.51,1.72,0,0.94,10.76,0,0,0,30.13,61.55,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,422.44,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

83,20:30-20:45,119.97,66.51,125.95,93.63,0,0,0,20.86,13.3,28.95,6.26,0,0,8.31,0,0,0,344.51,1.72,0,0.94,9.34,0,0,0,30.13,49.24,18.2,107.96,5.32,159.85,24.69,0,0,0,9.24,30.12,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,528.61,0,0,0,0,0

84,20:45-21:00,119.97,66.51,125.95,93.63,0,0,0,20.86,11.83,28.95,6.26,0,0,8.31,0,0,0,360.64,1.72,0,0.94,9.34,0,0,0,30.13,49.24,18.2,107.96,5.32,159.85,24.69,0,0,0,9.24,30.12,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,528.61,0,0,0,0,0

85,21:00-21:15,119.97,66.51,125.95,93.63,0,0,0,20.86,14.78,28.95,6.26,0,0,8.31,0,0,0,374.45,1.72,0,0.94,9.34,0,0,0,30.13,49.24,18.2,107.96,5.32,159.85,24.69,0,0,0,9.24,30.12,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,528.61,0,0,0,0,0

86,21:15-21:30,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,382.04,1.72,0,0.94,9.34,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,51.03,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

87,21:30-21:45,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,388.94,1.72,0,0.94,9.34,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

88,21:45-22:00,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,394.69,1.72,0,0.94,9.34,0,0,0,30.13,49.24,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

89,22:00-22:15,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,395.43,0.49,0,0.94,9.34,0,0,0,30.13,38.61,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

90,22:15-22:30,119.97,66.51,125.95,93.63,0,0,0,20.86,75.91,43.41,6.26,0,0,8.36,0,0,0,395.43,0.49,0,0.94,9.34,0,0,0,30.13,38.61,19.35,107.96,5.32,159.85,24.69,0,0,0,9.24,33.47,0,19.7,35.48,48.53,19.26,41.54,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,58,528.61,0,0,0,0,0

91,22:30-22:45,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,28.95,6.26,0,0,8.31,0,0,0,395.43,1.72,0,0.94,9.34,0,0,0,30.13,38.61,12.14,107.96,5.32,159.85,24.69,0,0,0,9.24,20.08,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,528.61,0,0,0,0,0

92,22:45-23:00,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,21.71,6.26,0,0,8.31,0,0,0,395.43,1.72,0,0.94,9.34,0,0,0,30.13,38.61,6.07,107.96,5.32,159.85,24.69,0,0,0,9.24,10.04,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,42.16,17.4,57.3,528.61,0,0,0,0,0

93,23:00-23:15,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,21.71,6.26,0,0,8.31,0,0,0,395.43,2.35,0,0.94,9.34,0,0,0,30.13,38.61,0,107.96,5.32,159.85,24.69,0,0,0,9.24,10.04,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,31.62,17.4,57.3,528.61,0,0,0,0,0

94,23:15-23:30,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,21.71,6.26,0,0,8.31,0,0,0,395.43,2.35,0,0.94,9.34,0,0,0,30.13,38.61,0,107.96,5.32,159.85,24.69,0,0,0,6.92,10.04,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,21.07,17.4,57.3,528.61,0,0,0,0,0

95,23:30-23:45,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,21.71,6.26,0,0,8.31,0,0,0,395.43,2.35,0,0.94,9.34,0,0,0,30.13,38.61,0,107.96,5.32,159.85,24.69,0,0,0,6.92,10.04,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,10.54,17.4,57.3,528.61,0,0,0,0,0

96,23:45-24:00,119.97,66.51,125.95,93.63,0,0,0,20.86,22.17,21.71,6.26,0,0,8.31,0,0,0,395.43,2.35,0,0.94,9.34,0,0,0,30.13,38.61,0,107.96,5.32,159.85,24.69,0,0,0,5.6,10.04,0,12.56,33.73,47,19.26,40.59,441.7,0,0,142.81,43.85,0,1.64,21.13,42.38,26.66,48.91,0,36.69,0,0,0,0,0,0,0,0,0,0,0,0,10.54,17.4,57.3,528.61,0,0,0,0,0

