Block,Time,NR/01072024/31072024/R2,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/27072024/27072024/IEX_240726-01729,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/19072037/LT-05,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/27072024/27072024/HPX-TAMCTG-270724-01870,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/05012040/L_NR_2020_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,8.830000,30.870000,9.310000,0.000000,12.980000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.310000,14.700000,29.280000,81.990000,27.34,0,35.22,0,81.5,0,69,27.16,0,0,0,0,0,0,0,0,0,27.17,0,69,0

7,01:30-01:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,8.830000,30.870000,9.310000,0.000000,12.980000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.310000,14.700000,29.280000,62.700000,27.34,0,26.01,0,81.5,0,67.67,27.16,0,0,0,0,0,0,0,0,0,27.17,0,67.67,0

8,01:45-02:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,261.890000,14.560000,30.870000,0.000000,12.420000,8.830000,30.870000,9.310000,0.000000,12.980000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.310000,14.700000,29.280000,53.050000,27.34,0,26.01,0,81.5,0,66.33,27.16,0,0,0,0,0,0,0,0,0,27.17,0,66.33,0

9,02:00-02:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,232.060000,14.560000,22.160000,0.000000,12.420000,8.440000,22.160000,8.920000,0.000000,12.800000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.130000,14.700000,29.280000,53.050000,27,0,26.01,0,81.5,0,66,27.16,0,0,0,0,0,0,0,0,0,27.17,0,66,0

10,02:15-02:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,227.240000,14.560000,22.160000,0.000000,12.420000,8.440000,22.160000,8.920000,0.000000,12.800000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.130000,14.700000,29.280000,53.050000,27,0,26.21,0,81.5,0,66,27.16,0,0,0,0,0,0,0,0,0,27.17,0,66,0

11,02:30-02:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,227.240000,14.560000,22.160000,0.000000,12.420000,8.440000,22.160000,8.920000,0.000000,12.800000,33.080000,38.580000,0.000000,76.480000,0.000000,48.230000,6.130000,14.700000,29.280000,53.050000,27,0,32.22,0,89,0,70,29.66,0,0,0,0,0,0,0,0,0,29.67,0,70,0

12,02:45-03:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,227.240000,14.560000,22.160000,0.000000,12.420000,8.440000,22.160000,8.920000,0.000000,12.800000,33.080000,38.580000,0.000000,57.590000,0.000000,48.230000,6.130000,14.700000,29.280000,53.050000,26.66,0,32.22,0,89,0,70,29.66,0,0,0,0,0,0,0,0,0,29.67,0,70,0

13,03:00-03:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,227.240000,14.560000,22.160000,0.000000,12.420000,8.290000,22.160000,8.540000,0.000000,12.800000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.930000,14.700000,30.780000,53.050000,26.66,0,32.22,0,88.5,0,70,29.5,0,0,0,0,0,0,0,0,0,29.5,0,70,0

14,03:15-03:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,227.240000,14.560000,22.160000,0.000000,12.420000,8.290000,22.160000,8.540000,0.000000,12.800000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.930000,14.700000,30.780000,53.050000,26.66,0,32.42,0,88.5,0,70,29.5,0,0,0,0,0,0,0,0,0,29.5,0,70,0

15,03:30-03:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,179.010000,14.560000,22.160000,0.000000,12.420000,8.290000,22.160000,8.540000,0.000000,12.800000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.930000,14.700000,30.780000,53.050000,26.34,0,32.42,0,88,0,70,29.34,0,0,0,0,0,0,0,0,0,29.33,0,70,0

16,03:45-04:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,171.350000,14.560000,22.160000,0.000000,12.420000,8.290000,22.160000,8.540000,0.000000,12.800000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.930000,14.700000,30.780000,53.050000,26.34,0,32.42,0,88,0,69,29.34,0,0,0,0,0,0,0,0,0,29.33,0,69,0

17,04:00-04:15,24.120000,0.000000,231.500000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,171.350000,14.560000,22.160000,0.000000,12.420000,8.050000,22.160000,8.150000,0.000000,12.700000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.750000,14.700000,30.780000,53.050000,26,0,28.01,0,88,0,67.67,29.34,0,0,0,0,0,0,0,0,0,29.33,0,67.67,0

18,04:15-04:30,24.120000,0.000000,231.500000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,171.350000,14.560000,22.160000,0.000000,12.420000,8.050000,22.160000,8.150000,0.000000,12.700000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.750000,14.700000,30.780000,53.050000,25.66,0,28.01,0,88,0,66,29.34,0,0,0,0,0,0,0,0,0,29.33,0,66,0

19,04:30-04:45,24.120000,0.000000,192.920000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,171.350000,14.560000,22.160000,0.000000,12.420000,8.050000,22.160000,8.150000,0.000000,12.700000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.750000,14.700000,31.290000,53.050000,25.66,0,28.01,0,87.5,0,64.33,29.16,0,0,0,0,0,0,0,0,0,29.17,0,64.33,0

20,04:45-05:00,24.120000,0.000000,192.920000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,139.870000,14.560000,22.160000,0.000000,12.420000,8.050000,22.160000,8.150000,0.000000,12.700000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.750000,14.700000,31.290000,53.050000,25.66,0,27.81,0,87.5,0,63,29.16,0,0,0,0,0,0,0,0,0,29.17,0,63,0

21,05:00-05:15,24.120000,0.000000,192.920000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,110.930000,14.560000,22.160000,0.000000,12.420000,7.820000,22.160000,7.760000,0.000000,12.620000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.570000,14.700000,31.290000,53.050000,25.66,0,19.4,0,87.5,0,62,29.16,0,0,0,0,0,0,0,0,0,29.17,0,62,0

22,05:15-05:30,24.120000,0.000000,192.920000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,110.930000,14.560000,22.160000,0.000000,12.420000,7.820000,22.160000,7.760000,0.000000,12.620000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.570000,14.700000,31.290000,53.050000,25.34,0,18.6,0,87.5,0,61,29.16,0,0,0,0,0,0,0,0,0,29.17,0,61,0

23,05:30-05:45,24.120000,0.000000,192.920000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,110.930000,14.560000,22.160000,0.000000,12.420000,7.820000,22.160000,7.760000,0.000000,12.620000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.570000,11.660000,31.290000,53.050000,25,0,18.4,0,87.5,0,60,29.16,0,0,0,0,0,0,0,0,0,29.17,0,60,0

24,05:45-06:00,24.120000,0.000000,231.500000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,110.930000,14.560000,22.160000,0.000000,12.420000,7.820000,22.160000,7.760000,0.000000,12.620000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.570000,11.660000,31.290000,53.050000,24.66,0,17.6,0,87.5,0,59.33,29.16,0,0,0,0,0,0.731325,0,0,0,29.17,0,59.33,0

25,06:00-06:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.000000,159.160000,14.560000,22.160000,0.000000,12.420000,7.670000,22.160000,7.760000,0.000000,12.340000,35.160000,0.000000,0.000000,57.590000,0.000000,48.230000,5.380000,11.660000,31.290000,53.050000,24,0,15.61,6.25,86,1,59.33,28.66,1,0.14,8.3,0.73,1,1.472401,0.82,0,1,28.67,0,59.33,0

26,06:15-06:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.350000,201.470000,14.560000,22.160000,0.350000,12.420000,7.670000,22.160000,7.760000,0.000000,12.340000,35.160000,0.000000,0.000000,63.260000,0.360000,48.230000,5.380000,11.660000,31.290000,81.990000,23.34,2.2,15.01,9.09,85.5,2,59.33,28.5,4,0.58,13.04,2.9,1,2.954553,2.92,0,2,28.5,0,59.33,1

27,06:30-06:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,0.720000,201.470000,14.560000,22.160000,0.720000,12.420000,7.670000,22.160000,10.090000,0.000000,12.340000,35.160000,0.000000,0.000000,63.260000,0.740000,48.230000,5.380000,11.660000,30.280000,100.490000,22.66,5.6,14.81,13.1,85.5,3,59.33,28.5,7,1.3,21.4,6.52,3,5.119275,4.94,0,5,28.5,0,59.33,3

28,06:45-07:00,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,1.030000,201.470000,14.560000,22.160000,1.030000,12.420000,7.670000,22.160000,10.090000,0.000000,12.340000,35.160000,0.000000,0.000000,57.590000,1.060000,48.230000,5.380000,11.660000,30.280000,100.490000,22.34,10,14.21,22.03,85.5,5,59.33,28.5,14,2.32,33,11.6,6,7.742294,7.94,0,8,28.5,0,59.33,4

29,07:00-07:15,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,1.500000,166.830000,14.560000,22.160000,1.500000,12.420000,7.450000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,1.540000,48.230000,5.200000,11.660000,30.280000,71.550000,21.66,17.8,14.61,33,85,7,59.33,28.34,21,3.62,33,18.12,9,10.891867,11,0,10,28.33,0,59.33,5

30,07:15-07:30,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,2.020000,166.830000,14.560000,22.160000,2.020000,12.420000,7.450000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,2.070000,48.230000,5.200000,11.660000,30.280000,53.050000,21,28.9,15.01,33,84.5,9.5,60.33,28.16,28,5.37,33,26.83,12,14.519239,14,0,12,28.17,0,60.33,6

31,07:30-07:45,24.120000,0.000000,272.740000,96.460000,0.000000,72.340000,96.460000,0.000000,2.590000,166.830000,14.560000,22.160000,2.590000,12.420000,7.450000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,2.650000,48.230000,5.200000,4.680000,30.280000,53.050000,20.34,32.67,29.01,32.67,68,13.5,61.67,22.66,39,7.82,32.66,39.08,16,21.25718,17,0,15,22.67,0,61.67,7

32,07:45:08:00,24.120000,0.000000,231.500000,96.460000,0.000000,72.340000,96.460000,0.000000,3.370000,118.600000,14.560000,22.160000,3.370000,12.420000,7.450000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,3.460000,48.230000,5.200000,4.680000,30.280000,53.050000,19.66,32.67,29.61,32.67,66,16.5,63.33,22,49,9.96,32.66,49.8,21,25.898656,21,0,20,22,0,63.33,10

33,08:00-08:15,0.000000,0.000000,192.920000,0.000000,0.000000,0.000000,0.000000,0.000000,4.170000,110.930000,14.560000,22.160000,4.170000,12.420000,7.290000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,4.280000,0.000000,5.200000,4.680000,30.280000,53.050000,19.66,33,30.21,33,65,20.5,64,21.66,53,13.45,33,67.27,22,30.939923,25,0,27,21.67,0,64,13

34,08:15-08:30,0.000000,0.000000,163.980000,0.000000,0.000000,0.000000,0.000000,0.000000,4.970000,110.930000,14.560000,22.160000,4.970000,12.420000,7.290000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,5.090000,0.000000,5.200000,4.680000,30.280000,53.050000,19.66,33,30.81,33,64,23.5,64.67,21.34,67,16.3,33,81.51,28,36.254218,31,0,34,21.33,0,64.67,16

35,08:30-08:45,0.000000,0.000000,192.920000,0.000000,0.000000,0.000000,0.000000,0.000000,5.780000,110.930000,14.560000,22.160000,5.780000,12.420000,7.290000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,5.920000,0.000000,5.200000,4.680000,30.780000,53.050000,19.66,33,31.01,33,74,27,50,24.66,81,18.49,33,92.43,34,42.12432,38,0,38,24.67,0,50,18

36,08:45:09:00,0.000000,0.000000,192.920000,0.000000,0.000000,0.000000,0.000000,0.000000,6.550000,110.930000,14.560000,22.160000,6.550000,12.420000,7.290000,22.160000,10.090000,0.000000,12.150000,35.160000,0.000000,0.000000,57.590000,6.710000,0.000000,5.200000,4.680000,30.780000,53.050000,19.66,33,30.81,33,74.5,30,50.67,24.84,95,21.74,33,108.73,40,48.199193,45,0,45,24.83,0,50.67,21

37,09:00:09:15,0.000000,0.000000,192.920000,0.000000,0.000000,0.000000,0.000000,0.000000,7.240000,110.930000,14.560000,22.160000,7.240000,12.420000,7.140000,22.160000,9.690000,0.000000,11.970000,35.160000,0.000000,0.000000,57.590000,7.420000,0.000000,5.010000,4.680000,29.780000,53.050000,19.66,33,17.01,33,75,32,64.33,25,109,25.12,33,125.59,46,54.342323,53,0,51,25,0,64.33,24

38,09:15-09:30,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,7.910000,110.930000,14.560000,22.160000,7.910000,12.420000,7.140000,22.160000,9.690000,0.000000,11.970000,35.160000,0.000000,0.000000,57.590000,8.110000,0.000000,5.010000,4.680000,30.280000,53.050000,19.66,33,17.61,33,75,34,64.33,25,119,27.98,33,139.93,51,60.436698,59,0,56,25,0,64.33,27

39,09:30-09:45,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,8.540000,110.930000,14.560000,22.160000,8.540000,12.420000,7.140000,22.160000,9.690000,0.000000,11.970000,35.160000,0.000000,0.000000,57.590000,8.750000,0.000000,5.010000,4.680000,28.250000,53.050000,23.66,33,20.61,33,75,38,64.67,25,130,30.62,33,153.1,55,57.862434,63,0,61,25,0,64.67,29

40,09:45-10:00,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,9.130000,110.930000,14.560000,22.160000,9.130000,12.420000,7.140000,22.160000,9.690000,0.000000,11.970000,35.160000,0.000000,0.000000,57.590000,9.360000,0.000000,5.010000,4.680000,28.250000,53.050000,24,33,20.81,33,75,39,64.67,25,140,33.12,33,165.62,60,54.303319,68,0,66,25,0,64.67,31

41,10:00-10:15,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,9.990000,110.930000,14.560000,22.160000,9.990000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,35.160000,0.000000,0.000000,57.590000,10.240000,0.000000,5.010000,3.710000,26.240000,53.050000,24.66,33,26.01,33,75,40,65.67,25,147,38.11,33,190.55,63,50.354164,72,0,71,25,0,65.67,34

42,10:15-10:30,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,12.660000,110.930000,14.560000,22.160000,12.660000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,35.160000,0.000000,0.000000,57.590000,12.980000,0.000000,5.010000,3.710000,26.240000,53.050000,25,33,28.01,33,74.5,42,66.67,24.84,154,40.17,33,200.88,66,46.941314,77,0,76,24.83,0,66.67,37

43,10:30-10:45,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,13.370000,110.930000,14.560000,22.160000,13.370000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,13.700000,0.000000,5.010000,3.710000,25.230000,53.050000,24.66,33,36.01,33,73.5,43.5,67.67,24.5,161,42.34,33,211.69,69,55.229664,82,0,80,24.5,0,67.67,38

44,10:45-11:00,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.080000,110.930000,14.560000,22.160000,14.080000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,14.420000,0.000000,5.010000,3.710000,25.230000,53.050000,25,33,37.02,33,72,43.5,68,24,168,44.52,33,222.58,72,64.512616,85,0,86,24,0,68,41

45,11:00-11:15,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.480000,110.930000,14.560000,22.160000,14.480000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,14.840000,0.000000,4.820000,3.710000,25.230000,53.050000,25.66,33,38.02,33,89,44.5,67.67,29.66,175,45.83,33,229.17,75,74.30262,87,0,88,29.67,0,67.67,42

46,11:15-11:30,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.620000,110.930000,14.560000,22.160000,14.620000,12.420000,6.910000,22.160000,9.310000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,14.980000,0.000000,4.820000,3.710000,25.230000,53.050000,26.34,33,39.02,33,89.5,44.5,67.67,29.84,179,45.83,33,229.17,76,83.683082,87,0,89,29.83,0,67.67,43

47,11:30-11:45,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.740000,110.930000,14.560000,22.160000,14.740000,12.420000,6.910000,22.160000,8.540000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.110000,0.000000,4.820000,3.710000,25.230000,53.050000,26.66,33,40.02,33,90,45.5,73.33,30,182,45.83,33,229.17,78,94.467688,88,0,90,30,0,73.33,43

48,11:45-12:00,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.850000,110.930000,14.560000,22.160000,14.850000,12.420000,6.910000,22.160000,8.540000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.220000,0.000000,4.820000,3.710000,25.230000,53.050000,26.66,33,41.02,33,90.5,45.5,74,30.16,182,45.83,33,229.17,78,104.462463,89,0,90,30.17,0,74,43

49,12:00-12:15,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.860000,110.930000,14.560000,22.160000,14.860000,12.420000,7.060000,22.160000,8.920000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.230000,0.000000,4.820000,3.710000,28.260000,53.050000,27.34,33,31.01,33,91,45.5,74.67,30.34,189,45.83,33,229.17,81,114.47674,89,0,90,30.33,0,74.67,43

50,12:15-12:30,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.890000,110.930000,14.560000,22.160000,14.890000,12.420000,7.060000,22.160000,8.920000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.260000,0.000000,4.820000,3.710000,28.260000,53.050000,27.66,33,31.41,33,91.5,45.5,75.33,30.5,189,45.83,33,229.17,81,123.145379,89,0,90,30.5,0,75.33,43

51,12:30-12:45,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.890000,110.930000,14.560000,22.160000,14.890000,12.420000,7.060000,22.160000,8.920000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.260000,0.000000,4.820000,3.710000,28.260000,53.050000,28.66,33,33.01,33,92,45.5,76,30.66,189,45.83,33,229.17,81,126.129185,89,0,90,30.67,0,76,43

52,12:45-13:00,0.000000,0.000000,272.740000,0.000000,0.000000,0.000000,0.000000,0.000000,14.890000,110.930000,14.560000,22.160000,14.890000,12.420000,7.060000,22.160000,8.920000,0.000000,11.790000,33.080000,0.000000,0.000000,57.590000,15.260000,0.000000,4.820000,3.710000,28.260000,53.050000,29.34,33,34.01,33,92,45.5,76,30.66,189,45.83,33,229.17,81,128.90822,89,0,90,30.67,0,76,43

53,13:00-13:15,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.900000,110.930000,14.560000,22.160000,14.900000,12.420000,7.370000,22.160000,9.310000,0.000000,12.070000,33.080000,0.000000,0.000000,57.590000,15.270000,0.000000,4.820000,3.710000,28.760000,53.050000,29.34,33,35.01,33,92.5,44.5,67.67,30.84,182,45.83,33,229.17,78,129.356766,88,0,90,30.83,0,67.67,43

54,13:15-13:30,0.000000,0.000000,231.500000,0.000000,0.000000,0.000000,0.000000,0.000000,14.840000,110.930000,14.560000,22.160000,14.840000,12.420000,7.370000,22.160000,9.310000,0.000000,12.070000,33.080000,0.000000,0.000000,57.590000,15.210000,0.000000,4.820000,3.710000,28.760000,53.050000,29.66,33,36.01,33,94,44.5,68.33,31.34,182,45.83,33,229.17,78,127.845361,88,0,90,31.33,0,68.33,43

