Block,Time Block,KOTESHWR,KOLDAM,NLCTS2EXP,PARBATI2,RIHAND1,RAPPB,RAPPD,RAMPUR,NLCIIST1,NNTPP,RAPPC,NLCIIST2,NTPL,PARBATI3,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,JHAJJAR,KHSTPP-I,KISHANGANGA,KGSU1AND2,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,DADRT2,BRBCL,URI2,UNCHAHAR3,TEHRI,TelanganaSTPP,ANTA_CRF,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TEHRIPSP,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,SASAN,TALA,SIMHST1,RSTPSU1TO6,TANDA2,RSTPSU7,SALAL,SEWA2,SINGRAULI_HYDRO,RIHAND3,SIMHST2,TALST2,TANAKPUR,SINGRAULI,RIHAND2,NAPP,NLCEXP,KUDGI,MAPS,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
54,13:15-13:30,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,235.11,29.99,4.48,0,45.4,40.61,18.85,32.71,274.74,22.16,24.04,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,291.96,4.36,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

55,13:30-13:45,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,22.16,22.54,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49,25.55,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

56,13:45-14:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,22.54,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49,25.55,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

57,14:00-14:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,22.54,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49,25.55,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

58,14:15-14:30,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,22.54,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49,25.55,0,0,1.38,0,72.76,17.67,0,69.33,0,0,11.48,60.28,66.39,23.35,0,0,0,0,0,0,0,0,0

59,14:30-14:45,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,22.54,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,283.49,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,3.71,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

60,14:45-15:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,29.99,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,22.54,14.51,73.41,0,0,23.6,27.66,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,305.23,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,3.71,60.28,90.74,23.35,0,0,0,0,0,0,0,0,0

61,15:00-15:15,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,22.16,22.54,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,326.2,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,3.71,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

62,15:15-15:30,29.32,8.32,0,47.47,26.2,0,32.47,0,0,0,63.04,0,0,55.15,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,22.54,14.51,73.41,0,0,23.6,25.52,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,351.14,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

63,15:30-15:45,29.32,8.32,0,47.47,26.2,0,32.47,0,0,0,63.04,0,0,73.06,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,22.54,14.51,73.41,0,0,23.6,36.16,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,374.43,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

64,15:45-16:00,29.32,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,73.06,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,22.54,14.51,73.41,0,0,23.6,36.16,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,373.39,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

65,16:00-16:15,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,73.06,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,30.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,373.39,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

66,16:15-16:30,39.1,8.32,0,47.47,26.05,0,32.47,0,0,0,63.04,0,0,73.06,40.91,12.77,36.92,0,52.4,0,0,244.65,24.59,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,30.04,14.51,73.41,0,0,23.6,50.45,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,373.39,25.55,0,0,1.38,0,72.76,17.67,0,101.35,0,0,11.48,60.28,90.28,23.35,0,0,0,0,0,0,0,0,0

67,16:30-16:45,39.1,8.32,0,47.47,39.78,0,32.47,0,0,0,63.04,0,0,60.16,40.91,12.77,36.92,0,68.81,0,0,244.65,32.58,2.24,0,45.4,40.61,18.85,32.71,274.74,18.41,30.04,14.51,73.41,0,0,23.6,29.78,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,373.39,20.51,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,92.78,104.9,23.35,0,0,0,0,0,0,0,0,0

68,16:45-17:00,39.1,8.32,0,47.47,39.78,0,32.47,0,0,0,63.04,0,0,60.16,40.91,12.77,36.92,0,68.81,0,0,244.65,32.58,2.24,0,45.4,40.61,18.85,32.71,274.74,19.06,30.04,14.51,73.41,0,0,23.6,29.78,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,373.39,20.51,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,95.45,104.9,23.35,0,0,0,0,0,0,0,0,0

69,17:00-17:15,39.1,8.32,0,47.47,46.3,0,32.47,0,0,0,63.04,0,0,60.16,40.91,12.77,36.92,0,84.89,0,0,244.65,44.16,2.24,0,45.4,40.61,18.85,32.71,274.74,23.12,30.04,14.51,73.41,0,0,23.6,36.16,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.7,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

70,17:15-17:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,60.16,40.91,12.77,36.92,0,95.26,0,0,244.65,44.16,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,30.04,14.51,73.41,0,0,23.6,36.16,11.88,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.59,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

71,17:30-17:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,14.56,36.92,0,95.26,0,0,244.65,44.16,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,27.04,14.51,73.41,0,0,23.6,36.16,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.69,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

72,17:45-18:00,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,16.73,36.92,0,95.26,0,0,244.65,44.16,2.24,0,45.4,40.61,18.85,32.71,274.74,24.08,27.04,14.51,73.41,0,0,23.6,36.16,11.88,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.57,0,0,2.51,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

73,18:00-18:15,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,252.43,44.16,4.48,0,45.4,40.61,18.85,32.71,277.93,24.08,27.04,17.63,73.41,0,0,27.32,36.16,14.4,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.55,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

74,18:15-18:30,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,252.43,44.16,4.48,0,45.4,40.61,18.85,32.71,297.2,23.12,27.04,17.76,73.41,0,0,28.95,36.16,14.4,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.3,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

75,18:30-18:45,39.1,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,287.64,44.16,6.72,0,45.4,40.61,18.85,32.71,318.4,19.72,27.04,24.09,73.41,0,0,42.9,29.78,20.86,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.14,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

76,18:45-19:00,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,361.25,44.16,6.92,0,47.79,40.8,19.71,34.39,338.63,17.54,27.04,26.38,73.41,0,0,42.9,29.78,20.86,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.06,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

77,19:00-19:15,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.81,17.84,27.04,25.8,73.41,0,0,41.64,29.78,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.06,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

78,19:15-19:30,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.81,18.98,27.04,25.8,73.41,0,0,41.64,29.78,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.12,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

79,19:30-19:45,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.81,24.08,29.29,25.8,73.41,0,0,41.64,50.45,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.34,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

80,19:45-20:00,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.81,24.08,29.29,25.8,73.41,0,0,41.64,50.45,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,22.49,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

81,20:00-20:15,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.81,24.08,29.29,25.8,73.41,0,0,41.64,38.3,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.25,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

82,20:15-20:30,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,24.08,29.29,25.8,73.41,0,0,41.64,38.3,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.36,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

83,20:30-20:45,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,22.16,29.29,25.8,73.41,0,0,41.64,38.3,17.82,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.14,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

84,20:45-21:00,41.28,8.32,0,48.83,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,406.41,44.16,6.72,0,45.4,40.61,18.85,32.71,359.83,23.12,29.29,25.8,73.41,0,0,41.64,38.3,20.47,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.25,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

85,21:00-21:15,41.28,8.32,0,48.83,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,406.41,44.16,6.72,0,45.4,40.61,18.85,32.71,359.83,21.2,29.29,25.8,73.41,0,0,41.64,38.3,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,16.4,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

86,21:15-21:30,41.28,8.32,0,48.83,46.33,0,32.47,0,0,0,63.04,0,0,55.15,40.91,19.3,36.92,0,95.26,0,0,406.41,44.16,6.72,0,45.4,40.61,18.85,32.71,359.83,24.08,29.29,26.38,73.41,0,0,42.9,38.3,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,16.48,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

87,21:30-21:45,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,24.08,29.29,26.38,73.41,0,0,42.9,42.55,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,16.63,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

88,21:45-22:00,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,55.86,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,21.58,29.29,26.38,73.41,0,0,42.9,42.55,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,16.76,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

89,22:00-22:15,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,37.25,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,21.76,29.29,25.8,73.41,0,0,41.64,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,16.91,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

90,22:15-22:30,43,8.32,0,53.71,46.33,0,32.47,0,0,0,63.04,0,0,37.25,43.18,19.3,37.05,0,95.26,0,0,406.41,44.16,6.92,0,47.79,40.8,19.71,34.39,359.83,17.63,29.29,25.8,73.41,0,0,41.64,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.04,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

91,22:30-22:45,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,406.41,44.16,6.72,0,45.4,40.61,18.85,32.71,359.83,20.13,29.29,25.8,73.41,0,0,41.64,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.19,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

92,22:45-23:00,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,406.41,44.16,6.72,0,45.4,40.61,18.85,32.71,359.83,19.77,29.29,25.8,73.41,0,0,41.64,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.28,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

93,23:00-23:15,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,348.6,44.16,6.72,0,45.4,40.61,18.85,32.71,325.14,19.67,29.29,26.38,73.41,0,0,42.9,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.28,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

94,23:15-23:30,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,290.79,44.16,6.72,0,45.4,40.61,18.85,32.71,318.4,17.1,29.29,26.38,73.41,0,0,42.9,36.16,20.86,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.28,0,0,2.92,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

95,23:30-23:45,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,290.79,44.16,6.72,0,45.4,40.61,18.85,32.71,318.4,15.69,27.04,26.38,73.41,0,0,42.9,38.3,20.86,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.28,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

96,23:45-24:00,41.28,8.32,0,47.47,46.33,0,32.47,0,0,0,63.04,0,0,36.54,40.91,19.3,36.92,0,95.26,0,0,271.41,44.16,6.72,0,45.4,40.61,18.85,32.71,318.4,17.45,27.04,26.38,73.41,0,0,42.9,38.3,20.86,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,403.48,17.28,0,0,5.35,0,72.76,17.67,0,126.06,0,0,9.5,109.6,120.7,23.35,0,0,0,0,0,0,0,0,0

