Block,Time Block,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,BRBCL,JHAJJAR,KGSU3AND4,KGSU1AND2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,TALST2,TANAKPUR,TALA,TANDA2,ANTA_CRF,ANTA_RF,AURY_RF,DADRI_RF,URI,ANTA_LF,DADRI_CRF,AURY_GF,DADRI_GF,DADRI_LF,VALLURNTECL,ANTA_GF,AURY_CRF,AURY_LF,URI2,TEHRIPSP,UNCHAHAR4,TEHRI,TelanganaSTPP,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,PARBATI3,PARBATI2,RIHAND2,SASAN,RIHAND1,RAPPB,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,RAPPD,SIMHST2,RSTPSU7,SALAL,SEWA2,SINGRAULI,RIHAND3,RAMPUR,RAPPC,NLCIIST1,NLCIIST2,NLCTS2EXP,MAPS,NNTPP,NJPC,NLCEXP,NTPL,NAPP,KHSTPP-I,KOLDAM,KISHANGANGA,KOTESHWR,KHSTPP-II,KUDGI,KKNP,KKNPPU2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,18.85,40.61,32.71,45.4,23.12,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.72,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,185.54,0.8,36.7,0,28.7,17.07,14.11,55.15,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,64.11,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

54,13:15-13:30,18.85,40.61,32.71,45.4,24.08,235.11,0,0,40.91,12.96,36.92,168.61,0,11.48,26.72,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,185.54,0.8,73.41,0,28.7,17.07,14.11,55.15,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,64.11,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,44.4,0,0,0,0,0,0,0,0

55,13:30-13:45,18.85,40.61,32.71,45.4,23.12,235.11,0,0,40.91,12.96,36.92,174.54,0,11.48,26.34,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,185.54,0.8,73.41,0,28.7,17.07,14.11,51.58,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,83.21,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

56,13:45-14:00,18.85,40.61,32.71,45.4,23.12,235.11,0,0,40.91,12.96,36.92,174.54,0,11.48,26.28,1.38,0,0,0,0,38.3,0,0,0,0,0,0,0,0,0,30.04,0,0.8,73.41,0,28.7,17.07,14.11,51.58,37.3,91.16,403.48,28.9,0,0,0,0,32.47,0,0,78.37,17.67,83.21,89.27,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,29.91,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

57,14:00-14:15,18.85,40.61,32.71,45.4,24.08,291.86,0,0,40.91,12.96,36.92,174.54,0,3.71,26.15,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

58,14:15-14:30,18.85,40.61,32.71,45.4,24.08,349.67,0,0,40.91,12.96,36.92,174.54,0,3.71,26.15,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

59,14:30-14:45,18.85,40.61,32.71,45.4,19.07,349.67,0,0,40.91,12.96,36.92,174.54,0,3.71,26.57,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

60,14:45-15:00,18.85,40.61,32.71,45.4,20.83,349.67,0,0,40.91,12.96,36.92,174.54,0,11.48,26.57,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,38.51,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

61,15:00-15:15,18.85,40.61,32.71,45.4,21.13,349.67,0,0,40.91,12.96,36.92,174.54,0,11.48,26.57,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

62,15:15-15:30,18.85,40.61,32.71,45.4,24.08,349.67,0,0,40.91,12.96,36.92,174.54,0,11.48,26.57,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

63,15:30-15:45,18.85,40.61,32.71,45.4,24.08,400.74,0,0,40.91,12.96,36.92,174.54,0,11.48,26.99,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

64,15:45-16:00,18.85,40.61,32.71,45.4,24.08,400.74,0,0,40.91,15.09,36.92,174.54,0,11.48,26.99,1.38,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,0.8,55.05,0,28.7,17.07,14.11,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,0,41.28,47.63,0,0,0,0,0,0,0,0

65,16:00-16:15,18.85,40.61,32.71,45.4,24.08,408.16,0,0,40.91,17.56,36.92,174.54,0,11.48,26.99,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,1.22,73.41,0,33.56,20.21,17.28,51.58,37.3,117.37,403.48,43.98,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.74,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,2.24,19.76,47.63,0,0,0,0,0,0,0,0

66,16:15-16:30,18.85,40.61,32.71,45.4,21.8,408.16,0,0,40.91,20.04,36.92,174.54,0,11.48,26.99,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,2.24,19.55,47.63,0,0,0,0,0,0,0,0

67,16:30-16:45,18.85,40.61,32.71,45.4,19.4,408.16,0,0,40.91,20.04,36.92,174.54,0,11.48,26.97,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,90.91,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,19.55,47.63,0,0,0,0,0,0,0,0

68,16:45-17:00,18.85,40.61,32.71,45.4,18.67,408.16,0,0,40.91,20.04,36.92,174.54,0,11.48,24.27,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,0,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,86.3,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,4.48,19.55,47.63,0,0,0,0,0,0,0,0

69,17:00-17:15,18.85,40.61,32.71,45.4,23.2,408.16,0,0,40.91,19.41,36.92,178.61,0,11.48,23.43,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,185.54,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,86.3,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

70,17:15-17:30,18.85,40.61,32.71,45.4,22.92,408.16,0,0,40.91,19.41,36.92,178.61,0,11.48,23.13,2.51,0,0,0,0,42.55,0,0,0,0,0,0,0,0,0,30.04,185.54,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,86.3,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

71,17:30-17:45,18.85,40.61,32.71,45.4,22.83,408.16,0,0,40.91,19.41,36.92,178.61,0,11.48,22.8,2.51,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,86.3,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

72,17:45-18:00,18.85,40.61,32.71,45.4,23.93,408.16,0,0,40.91,19.41,36.92,178.61,0,11.48,22.72,2.51,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,1.46,73.41,0,36.13,22.23,17.28,51.58,37.3,116.74,403.48,44.32,0,0,0,0,32.47,0,0,78.37,17.67,86.3,122.79,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

73,18:00-18:15,18.85,40.61,32.71,45.4,23.61,415.93,0,0,40.91,19.41,36.92,189.5,0,11.48,22.41,3.19,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,1.97,73.41,0,40.66,24.81,19.21,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

74,18:15-18:30,18.85,40.61,32.71,45.4,18.5,415.93,0,0,40.91,19.41,36.92,237.68,0,11.48,22.15,4.36,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.04,73.41,0,42.9,26.38,20.86,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,19.55,47.63,0,0,0,0,0,0,0,0

75,18:30-18:45,18.85,40.61,32.71,45.4,22.32,415.16,0,0,40.91,19.41,36.92,281.79,0,11.48,22.01,5.32,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,29.32,47.63,0,0,0,0,0,0,0,0

76,18:45-19:00,19.71,40.8,34.39,47.79,21.57,415.16,0,0,43.18,19.41,37.05,281.79,0,11.48,21.93,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

77,19:00-19:15,19.71,40.8,34.39,47.79,19.9,438.09,0,0,43.18,19.41,37.05,334.99,0,11.48,21.51,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

78,19:15-19:30,19.71,40.8,34.39,47.79,20.47,438.09,0,0,43.18,19.41,37.05,334.99,0,11.48,21.51,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

79,19:30-19:45,19.71,40.8,34.39,47.79,21.3,438.09,0,0,43.18,19.41,37.05,334.99,0,11.48,21.64,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

80,19:45-20:00,19.71,40.8,34.39,47.79,24.08,438.09,0,0,43.18,19.41,37.05,334.99,0,11.48,21.78,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

81,20:00-20:15,19.71,40.8,34.39,47.79,24.08,438.09,0,0,43.18,19.41,37.05,361.69,0,11.48,21.84,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

82,20:15-20:30,19.71,40.8,34.39,47.79,24.08,438.09,0,0,43.18,19.41,37.05,361.97,0,11.48,21.96,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,3.11,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

83,20:30-20:45,19.71,40.8,34.39,47.79,24.08,438.09,0,0,43.18,19.41,37.05,366.79,0,11.48,22.3,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

84,20:45-21:00,18.85,40.61,32.71,45.4,24.08,438.09,0,0,40.91,19.41,36.92,371.6,0,11.48,22.41,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

85,21:00-21:15,18.85,40.61,32.71,45.4,23.83,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,22.55,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

86,21:15-21:30,18.85,40.61,32.71,45.4,22.77,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,22.64,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

87,21:30-21:45,19.71,40.8,34.39,47.79,22.12,438.09,0,0,43.18,18.75,37.05,332.12,0,11.48,22.78,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

88,21:45-22:00,19.71,40.8,34.39,47.79,21.03,438.09,0,0,43.18,18.75,37.05,332.12,0,11.48,22.91,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,403.48,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

89,22:00-22:15,19.71,40.8,34.39,47.79,21.09,438.09,0,0,43.18,18.75,37.05,332.12,0,11.48,23.06,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

90,22:15-22:30,19.71,40.8,34.39,47.79,21.53,438.09,0,0,43.18,18.75,37.05,332.12,0,3.71,23.2,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,55.86,40.27,57.63,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.64,63.04,0,0,0,0,0,170.97,0,0,23.47,43.87,8.32,6.92,43.43,47.63,0,0,0,0,0,0,0,0

91,22:30-22:45,18.85,40.61,32.71,45.4,17.56,438.09,0,0,40.91,18.75,36.92,332.12,0,3.71,23.35,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,67.37,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

92,22:45-23:00,18.85,40.61,32.71,45.4,19.37,438.09,0,0,40.91,18.75,36.92,332.12,0,3.71,23.43,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,30.04,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,80.12,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

93,23:00-23:15,18.85,40.61,32.71,45.4,22.61,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,23.43,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,31.54,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,83.24,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

94,23:15-23:30,18.85,40.61,32.71,45.4,22.33,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,23.43,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,31.54,185.54,2.83,73.41,0,42.9,26.38,20.86,51.58,37.3,88.95,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

95,23:30-23:45,18.85,40.61,32.71,45.4,21.88,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,23.43,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,31.54,185.54,2.83,73.41,0,42.9,26.38,20.86,31.52,37.3,89.64,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

96,23:45-24:00,18.85,40.61,32.71,45.4,18.39,438.09,0,0,40.91,18.75,36.92,332.12,0,11.48,23.43,5.35,0,0,0,0,44.68,0,0,0,0,0,0,0,0,0,31.54,185.54,2.83,73.41,0,42.9,26.38,20.86,31.52,37.3,95.41,399.97,45.56,0,0,0,0,32.47,0,0,78.37,17.67,95.16,126.06,5.47,63.04,0,0,0,0,0,169.38,0,0,23.47,43.87,8.32,6.72,41.28,47.63,0,0,0,0,0,0,0,0

