Block,Time,ANTA_CRF,RAPPC,UNCHAHAR3,DADRT2,KISHANGANGA,CHAMERA3,TANAKPUR,UNCHAHAR2,RIHAND3,DADRI_GF,CHAMERA1,URI,AURY_GF,SINGRAULI,RIHAND2,SEWA2,DADRI_CRF,DULHASTI,TANDA2,BSIUL,RIHAND1,NJPC,CHAMERA2,AURY_RF,NAPP,PARBATI3,ANTA_GF,RAPPB,KOTESHWR,SALAL,URI2,JHAJJAR,TEHRI,RAMPUR,AURY_LF,AURY_CRF,ANTA_RF,KOLDAM,DHAULIGNGA,DADRI_RF,DADRI_LF,ANTA_LF,UNCHAHAR4,UNCHAHAR1,SINGRAULI_HYDRO,FSTPP I & II,TALA,KHSTPP-II,BRBCL,KHSTPP-I,SASAN,KUDGI,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
1,00:00-00:15,5.793603,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,31.287886,630.355162,60.071684,0.000000,0.000000,6.163543,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.699788,25.536546,142.367330,14.476493,22.270879,402.808612,79.09,0,0,0,0,0

2,00:15-00:30,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,31.287886,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.061125,402.808612,90.48,0,0,0,0,0

3,00:30-00:45,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,31.287886,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

4,00:45-01:00,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,31.287886,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

5,01:00-01:15,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

6,01:15-01:30,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,15.252487,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

7,01:30-01:45,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,10.188908,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

8,01:45-02:00,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,133.183800,114.002438,10.188908,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

9,02:00-02:15,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,134.448081,114.002438,10.188908,23.364685,31.698516,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

10,02:15-02:30,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,134.448081,114.002438,10.188908,23.364685,47.711220,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

11,02:30-02:45,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,134.448081,114.002438,10.188908,23.364685,47.711220,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

12,02:45-03:00,0.000000,49.355890,25.469086,662.811337,0.000000,28.048516,10.879379,40.910686,119.349695,0.000000,41.171166,40.487875,0.000000,134.448081,114.002438,5.017265,23.364685,47.711220,0.000000,6.293224,88.789200,148.242641,38.131217,0.000000,37.518456,0.000000,0.000000,0.000000,34.257190,82.987019,30.898410,630.355162,60.071684,0.000000,0.000000,0.000000,0.000000,0.000000,35.314650,0.000000,0.000000,0.000000,0.000000,18.732591,0.923118,13.752675,25.536546,142.367330,14.476493,26.361706,402.808612,90.48,0,0,0,0,0

