Time,Block,NR/2023/17263/F,NR/2023/17402/F,NR/2023/17496/F,NR/2023/17165/A,NR/2023/17344/F,NR/2023/14875/A,NR/2023/17510/F,NR/2023/17720/C,WR/2023/19090/A,NR/2023/17719/C,Total
,,APPCPL,MANIKARAN,IEXL,NVVNL,ITCLH,APPCPL,GBHHPL,TPDDL,TPTCL,NVVNL,Total

,,DELHI,DELHI,KARNATAKA,NA,ANDHRA PRADESH,DELHI,HIMACHAL PRADESH,HIMACHAL PRADESH,DELHI,NA,
,,BRPL,BRPL,NSLSUGAR,SKS Raigarh,ITCWIND,BYPL,GBHHPL,CHANJUII,BYPL,SOLAPUR_SOLAR,
,,HIMACHAL PRADESH,HIMACHAL PRADESH,DELHI,DELHI,DELHI,HIMACHAL PRADESH,DELHI,DELHI,MAHARASHTRA,DELHI,
,,HP,HP,MES (Delhi),NDMC,ITCLH,HP,DIAPL,TPDDL,TPC MSEB,MES (Delhi),
,,North-North,North-North,South-East-North,West-North,South-West-North,North-North,North-North,North-North,North-West,West-North,
1,00:00-00:15,159.210000,0.000000,6.780000,62.910000,0.580000,68.340000,1.010000,6.280000,0.000000,0,305.11

2,00:15-00:30,159.210000,0.000000,6.780000,62.910000,0.580000,68.340000,1.010000,6.280000,0.000000,0,305.11

3,00:30-00:45,159.210000,0.000000,6.780000,62.910000,0.580000,68.340000,1.010000,6.280000,0.000000,0,305.11

4,00:45-01:00,159.210000,0.000000,6.780000,62.910000,0.580000,68.340000,1.010000,6.280000,0.000000,0,305.11

5,01:00-01:15,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

6,01:15-01:30,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

7,01:30-01:45,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

8,01:45-02:00,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

9,02:00-02:15,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

10,02:15-02:30,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

11,02:30-02:45,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

12,02:45-03:00,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

13,03:00-03:15,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

14,03:15-03:30,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

15,03:30-03:45,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

16,03:45-04:00,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

17,04:00-04:15,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

18,04:15-04:30,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

19,04:30-04:45,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

20,04:45-05:00,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.190000,0.000000,0,304.97

21,05:00-05:15,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.100000,0.000000,0,304.88

22,05:15-05:30,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.100000,0.000000,0,304.88

23,05:30-05:45,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.100000,0.000000,0,304.88

24,05:45-06:00,159.210000,0.000000,6.780000,62.910000,0.530000,68.340000,1.010000,6.100000,0.000000,0,304.88

25,06:00-06:15,0.000000,161.300000,6.780000,62.910000,0.580000,0.000000,1.010000,6.100000,0.000000,0,238.68

26,06:15-06:30,0.000000,161.300000,6.780000,62.910000,0.580000,0.000000,1.010000,6.100000,0.000000,0,238.68

27,06:30-06:45,0.000000,161.300000,6.780000,62.910000,0.580000,0.000000,1.010000,6.100000,0.000000,0.13,238.81

28,06:45-07:00,0.000000,161.300000,6.780000,62.910000,0.580000,0.000000,1.010000,6.100000,0.000000,0.47,239.15

29,07:00-07:15,0.000000,161.300000,6.780000,62.910000,0.680000,0.000000,1.010000,6.100000,0.000000,0.86,239.64

30,07:15-07:30,0.000000,161.300000,6.780000,62.910000,0.680000,0.000000,1.010000,6.100000,0.000000,1.35,240.13

31,07:30-07:45,0.000000,161.300000,6.780000,62.910000,0.680000,0.000000,1.010000,6.100000,0.000000,1.91,240.69

32,07:45:08:00,0.000000,161.300000,6.780000,62.910000,0.680000,0.000000,1.010000,6.100000,0.000000,2.51,241.29

