Column1,Time,GNA/NR/2025/06/01/9719,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/4444,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/8964,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/06/16/6051,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/26/5163,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,GNA/NR/2025/06/01/9257,GNARE/SR/2025/01/13/4532,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/06/01/7762,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/06/01/5280,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/01/4973,GNA/NR/2025/04/01/8510,GNA/NR/2025/06/01/2868,NR/01102023/25072045/L_NR_2021_15,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10
8,01:45-02:00,20.54,0,0,26.5,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,30.28,26.5,20.54,41.62,0,7,0,0,0,0,7,2.67,0,21,0,20.54,109.65,273.25,14.61,11.92,7.22,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

9,02:00-02:15,20.54,0,164.29,26.5,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.5,20.54,41.62,0,7,0,0,0,0,7,2.67,0,21,0,20.54,102.88,273.25,14.61,11.92,6.18,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

10,02:15-02:30,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,41.62,0,7,0,0,0,0,7,2.67,0,21,0,20.54,102.88,273.25,14.61,11.92,6.18,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

11,02:30-02:45,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,39.22,0,7,0,0,0,0,7,2.67,0,21,0,20.54,102.88,273.25,14.61,11.92,6.18,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

12,02:45-03:00,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,39.22,0,7,0,0,0,0,7,2.67,0,21,0,20.54,102.88,273.25,14.61,11.92,6.18,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

13,03:00-03:15,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,38.42,0,7,0,0,0,0,7,2.67,0,21,0,20.54,102.88,273.25,14.61,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

14,03:15-03:30,20.54,0,164.29,26.93,10.63,3.96,80.72,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,37.82,0,7,0,0,0,0,7,2.67,0,21,0,20.54,130.75,273.25,14.61,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

15,03:30-03:45,20.54,0,164.29,26.93,10.63,1.1,79.76,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,35.81,0,7,0,0,0,0,7,1,0,21,0,20.54,130.75,273.25,14.61,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

16,03:45-04:00,20.54,0,164.29,26.93,10.63,1.34,79.76,19.33,10.6,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,35.21,0,7,0,0,0,0,7,1,0,21,0,20.54,130.75,273.25,14.61,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

17,04:00-04:15,20.54,0,164.29,26.93,10.63,1.67,87.17,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,35.01,0,7,0,0,0,0,7,0.33,0,21,0,20.54,130.75,273.25,12.3,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

18,04:15-04:30,20.54,0,164.29,26.93,10.63,2.01,87.17,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,34.21,0,7,0,0,0,0,7,0.33,0,21,0,20.54,130.75,273.25,12.3,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

19,04:30-04:45,20.54,0,164.29,26.93,10.63,2.3,87.17,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,27.81,0,7,0,0,0,0,7,0.33,0,21,0,20.54,130.75,273.25,12.3,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

20,04:45-05:00,20.54,0,164.29,26.93,10.63,2.93,75.89,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,27.21,0,7,0,0,0,0,7,0.33,0,21,0,20.54,130.75,273.25,12.3,11.92,5.9,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

21,05:00-05:15,20.54,0,164.29,26.93,10.63,4,67.19,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,30.81,0,7,0,0,0,0,7,0.33,0,21,0,20.54,125.11,273.25,12.3,11.92,5.71,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

22,05:15-05:30,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.45,0,5.81,0,70.46,100.68,0,29.26,26.93,20.54,30.01,0,7,0,0,0,0,7,0.33,0,21,0,20.54,107.71,273.25,12.3,11.92,5.71,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

23,05:30-05:45,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.45,0,5.81,0,70.46,100.68,0,29.27,26.93,20.54,24.61,0.15,7,0,0,0,0,7,0.33,0,21,0,20.54,102.88,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0,0,0,0,0,0,0

24,05:45-06:00,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.45,0,5.81,0,70.46,100.68,0,29.27,26.93,20.54,24.01,1.2,7,0,0,0,0,7,0.33,0,21,0,20.54,102.88,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,0,0.4,0,0,0,0,0,1

25,06:00-06:15,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.28,0,5.81,0,70.46,100.68,0,29.27,26.93,20.54,20.01,3.5,7,12.11,0,0,7.71,7,0.33,0,21,0.19,20.54,102.88,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,1,1.05,1,1,0,0.95,0,1

26,06:15-06:30,20.54,0,164.29,26.93,10.63,3.96,67.19,19.33,10.28,0,5.81,0,70.46,100.68,0,29.27,26.93,20.54,20.41,6.66,7,19.69,0,0,12.25,7,0.33,0,21,0.51,20.54,102.88,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,2,1.7,2,2,1,2.52,0,3

27,06:30-06:45,20.54,1.33,164.29,26.93,10.63,3.96,49.2,19.33,10.28,1.71,3.24,1.71,70.46,100.68,0,28.77,26.93,20.54,20.61,9.9,7,29.02,0,3,18.19,7,0.33,0,21,0.92,20.54,102.88,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,3,4.57,3,3,2,4.58,0,5

28,06:45-07:00,20.54,1.68,164.29,26.93,10.63,3.96,64.66,19.33,10.28,2.18,3.24,2.18,70.46,100.68,0,29.77,26.93,20.54,21.01,13.56,7,33,0,6,26.32,7,0.33,0,21,3.09,20.54,130.75,273.25,12.3,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,15.33,29.06,4,6.44,6,7,3,15.45,0,6

29,07:00-07:15,20.54,2.23,164.29,26.93,10.63,2.17,38.66,19.33,10.28,2.89,3.24,2.89,70.46,100.68,0,29.77,26.93,20.54,20.01,17.24,7,33,0,10,33,7,0.33,0,21,4.43,20.54,70.88,234.59,12.3,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,5,8.89,11,13,7,22.16,0,9

30,07:15-07:30,20.54,2.8,164.29,26.93,10.63,2.17,38.66,19.33,10.28,3.62,3.24,3.62,70.46,100.68,0,30.28,26.93,20.54,20.61,20.69,7,33,0,16,33,7,0.33,0,21,5.77,20.54,70.88,195.94,12.3,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,6,11.36,14,17,8,28.87,0,12

31,07:30-07:45,20.54,3.35,164.29,26.93,10.63,2.17,38.66,19.33,10.28,4.34,3.24,4.34,70.46,72.48,0,31.28,26.93,20.54,21.21,28.07,7,33,0,22,33,7,0.33,0,21,7.29,20.54,52.19,157.28,12.3,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,9,13.88,18,10,5,36.42,0,7

32,07:45-08:00,20.54,3.91,164.29,26.93,10.63,2.17,38.66,19.33,10.28,5.06,3.24,5.06,70.46,51.22,0,31.28,26.93,20.54,21.61,33.24,7,33,0,30,33,7,0.33,0,21,8.93,20.54,52.19,150.28,12.3,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,12,16.68,23,12,6,44.62,0,10

33,08:00-08:15,20.54,4.62,164.29,26.93,10.63,2.17,38.66,19.33,10.13,5.98,3.24,5.98,70.46,51.22,0,31.29,26.93,20.54,17.01,38.51,7,33,0,33,33,7,0.33,0,21,10.72,20.54,52.19,150.28,15.54,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,16,36.06,30,13,7,53.62,0,12

34,08:15-08:30,20.54,5.34,164.29,26.93,10.63,2.17,38.66,19.33,10.13,6.9,3.24,6.9,70.46,51.22,0,31.29,26.93,20.54,18.01,43.86,7,33,0,33,33,7,0.33,0,21,12.63,20.54,52.19,150.28,15.54,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,19,42.53,33,15,8,63.16,0,13

35,08:30-08:45,20.54,6.05,164.29,26.93,10.18,2.17,38.66,19.33,10.13,7.83,3.24,7.83,70.46,51.22,0,31.28,26.93,20.54,28.01,49.73,7,33,0,33,33,7,0.33,0,21,14.62,20.54,52.19,150.28,15.54,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,21,48.88,37,22,11,73.12,0,19

36,08:45-09:00,20.54,6.77,164.29,26.93,10.18,2.17,38.66,19.33,10.13,8.76,3.24,8.76,70.46,51.22,0,31.28,26.93,20.54,28.81,76.08,7,33,0,33,33,7,0.33,0,21,16.52,20.54,52.19,150.28,15.54,11.92,4.97,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,23,54.99,41,25,12,82.58,0,22

37,09:00-09:15,20.54,7.15,164.29,26.95,10.18,2.17,38.66,19.33,9.82,9.25,3.24,9.25,70.46,51.22,0,31.28,26.95,20.54,29.61,85.71,7,33,0,33,33,7,0.33,0,21,18.39,20.54,52.19,150.28,15.44,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,25,60.76,47,32,16,91.94,0,33

38,09:15-09:30,20.54,7.48,164.29,26.95,10.18,2.17,38.66,19.33,9.82,9.67,3.24,9.67,70.46,51.22,0,31.28,26.95,20.54,30.61,91.68,7,33,0,33,33,7,0.33,0,21,20.15,20.54,52.19,188.94,15.44,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,4.35,29.06,27,66.14,52,37,18,100.75,0,37

39,09:30-09:45,20.54,7.82,164.29,26.95,10.18,3.96,56.65,19.33,9.82,10.11,5.81,10.11,70.46,51.22,0,31.29,26.95,20.54,33.01,96.99,7,33,0,33,33,7,0.33,0,21,24.12,20.54,84.19,198.97,15.44,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,32,71.11,49,33,17,120.6,0,31

40,09:45-10:00,20.54,8.51,164.29,26.95,10.18,3.96,56.65,19.33,9.82,11.02,5.81,11.02,70.46,51.22,0,31.29,26.95,20.54,34.01,102.34,7,33,0,33,33,7,0.33,0,21,26.06,20.54,84.19,237.63,15.44,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,27,75.67,51,35,18,130.32,0,34

41,10:00-10:15,20.54,7.14,164.29,26.95,10.4,3.96,56.65,19.33,9.35,9.24,5.81,9.24,70.46,51.22,0,31.29,26.95,20.54,34.01,103.63,7,33,0,33,33,7,0.33,0,21,33.46,20.54,93.86,273.25,15.36,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,27,71.83,53,43,22,167.28,0,42

42,10:15-10:30,20.54,7.47,164.29,26.95,10.4,3.96,56.65,19.33,9.35,9.66,5.81,9.66,70.46,51.22,0,31.29,26.95,20.54,36.82,106.37,7,33,0,33,33,7,0.33,0,21,34.84,20.54,96.76,273.25,15.36,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,30,75.18,57,47,23,174.19,0,45

43,10:30-10:45,20.54,7.79,164.29,26.95,10.4,3.96,56.65,19.33,9.35,10.08,5.81,10.08,70.46,51.22,0,31.29,26.95,20.54,39.62,116.97,7,33,0,33,33,7,0.33,0,21,35.89,20.54,98.69,273.25,15.36,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,78.1,57,50,25,179.47,0,45

44,10:45-11:00,20.54,7.96,164.29,26.95,10.4,3.96,56.65,19.33,9.35,10.29,5.81,10.29,70.46,51.22,0,31.29,26.95,20.54,42.22,117.43,7,33,0,33,33,7,0.33,0,21,36.84,20.54,99.66,273.25,15.36,11.92,4.77,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,27,80.53,60,51,25,184.21,0,46

45,11:00-11:15,20.54,8.12,164.29,26.95,10.4,2.17,38.66,19.33,9.66,10.51,5.81,10.51,70.46,51.22,0,31.29,26.95,20.54,44.82,117.74,7,33,0,33,33,7,0.33,0,21,39.28,20.54,67.65,273.25,15.26,11.92,3.75,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,27,82.39,57,54,27,196.42,0,48

46,11:15-11:30,20.54,8.28,164.29,26.95,10.4,2.17,38.66,19.33,9.66,10.72,5.81,10.72,70.46,51.22,0,31.29,26.95,20.54,45.42,117.26,7,33,0,33,33,7,0.33,0,21,40.19,20.54,68.61,273.25,15.26,11.92,3.75,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,27,83.67,53,56,28,200.97,0,48

47,11:30-11:45,20.54,7.39,164.29,26.95,10.4,4.03,56.65,19.33,9.66,9.56,5.81,9.56,70.46,51.22,0,31.29,26.95,20.54,44.62,118.98,7,33,0,33,33,7,0.33,0,21,40.73,20.54,100.62,273.25,15.26,11.92,3.75,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.45,50,53,27,203.67,0,48

48,11:45-12:00,20.54,7.51,164.29,26.95,10.4,4.03,56.65,19.33,9.66,9.71,5.81,9.71,70.46,51.22,0,31.29,26.95,20.54,44.82,120.23,7,33,0,33,33,7,0.33,0,21,40.73,20.54,102.55,273.25,15.26,11.92,3.75,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.83,50,53,27,203.67,0,48

49,12:00-12:15,20.54,7.54,164.29,26.97,10.63,4.03,56.65,19.33,9.66,9.76,5.81,9.76,70.46,51.22,0,30.28,26.97,20.54,38.02,121.08,7,33,0,33,33,7,0.33,0,21,40.73,20.54,102.55,273.25,15.17,11.92,4.97,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.96,44,53,27,203.67,0,48

50,12:15-12:30,20.54,7.57,164.29,26.97,10.63,4.03,56.65,19.33,9.66,9.8,5.81,9.8,70.46,51.22,0,30.28,26.97,20.54,39.02,123.18,7,33,0,33,33,7,0.33,0,21,40.73,20.54,103.52,273.25,15.17,11.92,4.97,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.96,45,53,27,203.67,0,48

51,12:30-12:45,20.54,7.57,164.29,26.97,10.63,4.03,56.65,19.33,9.66,9.81,5.81,9.81,70.46,51.22,0,30.28,26.97,20.54,40.02,123.06,7,33,0,33,33,7,0.33,0,21,35,20.54,104.49,273.25,15.17,11.92,4.97,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.93,40,63,32,175,0,57

52,12:45-13:00,20.54,7.56,164.29,26.97,10.63,4.03,56.65,19.33,9.66,9.79,5.81,9.79,70.46,51.22,0,30.28,26.97,20.54,41.02,122.49,7,33,0,33,33,7,0.33,0,21,35,20.54,103.52,273.25,15.17,11.92,4.97,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.6,29.06,25,84.88,40,63,32,175,0,57

53,13:00-13:15,20.54,7.36,164.29,26.97,10.63,4.03,56.65,19.33,10.13,9.53,5.81,9.53,70.46,51.22,0,30.28,26.97,20.54,41.02,120.33,7,33,0,33,33,7,0.33,0,21,35,20.54,99.66,273.25,15.17,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,27,84.74,63,53,27,175,0,49

54,13:15-13:30,20.54,6.96,164.29,26.97,10.63,4.03,56.65,19.33,10.13,9.02,5.81,9.02,70.46,51.22,0,30.28,26.97,20.54,41.02,116.19,7,33,0,33,33,7,0.33,0,21,35,20.54,99.66,273.25,15.17,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,27,84.43,63,52,26,175,0,48

55,13:30-13:45,20.54,6.39,164.29,26.97,10.63,4.03,57.62,19.33,10.28,8.28,5.81,8.28,64.4,89.88,0,30.28,26.97,20.54,41.02,101.36,7,33,0,33,33,7,0.33,0,21,35,20.54,120.28,273.25,15.17,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,25,83.87,63,63,32,175,0,40

56,13:45-14:00,20.54,5.82,164.29,26.97,10.63,4.03,57.62,19.33,10.28,7.53,5.81,7.53,64.4,100.68,0,30.28,26.97,20.54,41.02,98.96,7,33,0,33,33,7,0.33,0,21,35,20.54,122.21,273.25,15.17,11.92,5.15,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,38,82.99,63,53,27,175,0,40

57,14:00-14:15,20.54,9.74,164.29,26.97,10.63,4.03,67.19,19.33,10.52,12.61,5.81,12.61,64.4,100.68,0,30.28,26.97,20.54,41.02,96.17,7,33,0,33,33,7,0.33,0,21,35,20.54,105.78,273.25,15.36,11.92,5.43,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,37,82.27,75,47,23,175,0,39

58,14:15-14:30,20.54,9.7,164.29,26.97,10.63,4.03,67.19,19.33,10.52,12.56,5.81,12.56,64.4,100.68,0,30.28,26.97,20.54,41.02,93,7,33,0,33,33,7,0.33,0,21,35,20.54,114.48,273.25,15.36,11.92,5.43,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,36,79.95,70,47,23,175,0,39

59,14:30-14:45,20.54,9.7,164.29,26.97,10.63,4.03,67.19,19.33,10.52,12.56,5.81,12.56,64.4,100.68,0,30.28,26.97,20.54,41.02,88.73,7,33,0,33,33,7,0.33,0,21,34.17,20.54,115.45,273.25,15.36,11.92,5.43,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,32,73.37,65,47,23,170.83,0,33

60,14:45-15:00,20.54,9.73,164.29,26.97,10.63,4.03,67.19,19.33,10.52,12.6,5.81,12.6,64.4,100.68,0,30.28,26.97,20.54,41.02,84.26,7,33,0,33,33,7,0.33,0,21,33.33,20.54,115.45,273.25,15.36,11.92,5.43,41.07,-0,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,30,70.54,62,47,23,166.67,0,33

61,15:00-15:15,20.54,9.5,164.29,26.97,10.79,4.03,49.2,19.33,10.6,12.3,5.81,12.3,64.4,100.68,0,31.29,26.97,20.54,41.02,72.19,7,33,0,33,33,7,0.33,0,21,32.33,20.54,116.41,273.25,15.54,11.92,5.9,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,29,67.17,55,43,22,161.67,0,33

62,15:15-15:30,20.54,8.96,164.29,26.97,10.79,4.03,49.2,19.33,10.6,11.59,5.81,11.59,64.4,100.68,0,31.29,26.97,20.54,41.02,65.57,7,33,0,33,33,7,0.33,0,21,30.56,20.54,115.45,273.25,15.54,11.92,5.9,41.07,-82.2,20.85,15.32,53.39,41.07,11.91,41.07,8.63,29.06,28,63.33,53,42,21,152.8,0,33

