Block,Time,ANTA_CRF,SALAL,UNCHAHAR2,KOTESHWR,SINGRAULI_HYDRO,URI,UNCHAHAR3,TANDA2,BSIUL,RAPPB,RIHAND2,RAPPC,AURY_CRF,NJPC,TEHRI,SEWA2,CHAMERA1,ANTA_RF,KOLDAM,UNCHAHAR1,DULHASTI,DADRI_RF,RIHAND3,RIHAND1,CHAMERA2,JHAJJAR,ANTA_LF,UNCHAHAR4,KISHANGANGA,DHAULIGNGA,DADRI_GF,SINGRAULI,TANAKPUR,RAMPUR,DADRI_LF,ANTA_GF,AURY_LF,URI2,NAPP,DADRT2,AURY_GF,PARBATI3,AURY_RF,CHAMERA3,DADRI_CRF,SASAN,KHSTPP-I,FSTPP I & II,TALA,BRBCL,KHSTPP-II,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
8,01:45-02:00,0.000000,67.876603,10.533600,8.497742,0.567886,4.757357,4.788000,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.872800,15.780149,0.000000,118.422202,80.438400,0.000000,112.039200,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,7.973456,0.000000,0.000000,0.000000,0.000000,6.440818,0.000000,336.117600,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,92.887200,0,0,0,0,0

9,02:00-02:15,0.000000,67.876603,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,0.000000,0.000000,118.422202,80.438400,0.000000,112.039200,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,7.973456,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,65.559261,0,0,0,0,0

10,02:15-02:30,0.000000,12.240043,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,0.000000,0.000000,118.422202,58.194501,0.000000,112.039200,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,7.973456,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,10.533600,3.830400,0.000000,14.364024,45.964800,0,0,0,0,0

11,02:30-02:45,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,0.000000,0.000000,118.422202,51.491301,0.000000,112.039200,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,7.973456,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,10.533600,3.830400,0.000000,14.364024,45.964800,0,0,0,0,0

12,02:45-03:00,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,0.000000,0.000000,118.422202,49.576101,0.000000,112.039200,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,7.973456,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,10.533600,3.830400,0.000000,14.364024,45.964800,0,0,0,0,0

13,03:00-03:15,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,53.406501,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,10.533600,3.830400,0.000000,14.364024,45.964800,0,0,0,0,0

14,03:15-03:30,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,60.328800,0,0,0,0,0

15,03:30-03:45,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,67.032000,0,0,0,0,0

16,03:45-04:00,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,74.692800,0,0,0,0,0

17,04:00-04:15,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,77.565600,0,0,0,0,0

18,04:15-04:30,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,2.208034,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,92.887200,0,0,0,0,0

19,04:30-04:45,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,92.887200,0,0,0,0,0

20,04:45-05:00,0.000000,1.335277,10.533600,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,336.079296,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,3.830400,0.000000,14.364024,92.887200,0,0,0,0,0

21,05:00-05:15,0.000000,1.335277,24.531510,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,342.782496,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,8.586895,0.000000,14.364024,92.887200,0,0,0,0,0

22,05:15-05:30,0.000000,1.335277,24.531510,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,18.136944,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,0.000000,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,400.504181,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,20.381750,8.586895,0.000000,14.364024,99.590400,0,0,0,0,0

23,05:30-05:45,0.000000,1.335277,24.531510,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,36.273888,29.802427,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,12.611630,111.637008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,463.440096,0.000000,0.000000,0.000000,9.267500,0.000000,401.014152,28.690462,8.586895,0.000000,14.364024,133.106400,0,0,0,0,0

24,05:45-06:00,0.000000,1.335277,24.531510,8.497742,0.567886,4.757357,4.711392,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,54.410832,44.703641,0.000000,0.000000,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,12.611630,111.637008,0.000000,0.000000,0.000000,6.135200,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,527.599296,0.000000,3.657074,0.000000,9.267500,0.000000,401.014152,33.323819,8.586895,0.000000,14.364024,140.259768,0,0,0,0,0

25,06:00-06:15,0.000000,1.335277,30.054084,16.995485,0.567886,4.757357,4.711392,0.000000,2.106720,0.000000,113.116500,52.010320,0.000000,72.547776,44.703641,3.829442,6.732886,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,25.223261,113.552208,0.000000,0.000000,0.000000,16.065368,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,565.534620,0.000000,15.657155,0.000000,18.534999,0.000000,401.014152,33.323819,8.586895,0.000000,14.364024,140.259768,0,0,0,0,0

26,06:15-06:30,0.000000,1.335277,24.330414,25.493227,0.567886,4.757357,4.711392,0.000000,18.732954,0.000000,113.116500,52.010320,0.000000,108.821664,44.703641,10.089304,26.477640,0.000000,0.000000,2.786616,47.340446,0.000000,118.422202,80.438400,25.223261,113.552208,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,565.534620,0.000000,15.657155,0.000000,19.510525,0.000000,401.014152,33.323819,12.999133,0.000000,14.364024,140.259768,0,0,0,0,0

27,06:30-06:45,0.000000,1.335277,29.779897,25.493227,0.567886,4.757357,10.626008,0.000000,18.732954,0.000000,113.116500,52.010320,0.000000,126.958608,44.703641,10.089304,26.477640,0.000000,0.000000,4.162879,47.340446,0.000000,118.422202,80.438400,25.223261,146.110608,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,578.365407,0.000000,15.657155,0.000000,19.510525,0.000000,401.014152,33.323819,14.770641,0.000000,14.364024,140.259768,0,0,0,0,0

28,06:45-07:00,0.000000,1.335277,36.142796,25.493227,0.567886,4.757357,10.626008,0.000000,12.488636,0.000000,113.116500,52.010320,0.000000,131.492844,44.703641,10.089304,26.477640,0.000000,0.000000,4.162879,47.340446,0.000000,118.422202,80.438400,25.223261,177.156000,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,578.365407,0.000000,15.657155,0.000000,19.510525,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

29,07:00-07:15,0.000000,1.335277,40.587684,25.493227,0.567886,38.058854,7.792183,0.000000,12.488636,0.000000,113.116500,52.010320,0.000000,134.394755,44.703641,10.089304,26.477640,0.000000,0.000000,5.386269,47.340446,0.000000,118.422202,80.438400,25.223261,209.714400,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,623.372607,0.000000,15.657155,0.000000,19.510525,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

30,07:15-07:30,0.000000,1.335277,40.587684,25.493227,0.567886,38.058854,7.792183,0.000000,12.488636,0.000000,113.116500,52.010320,0.000000,134.394755,44.703641,10.089304,26.477640,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,25.223261,209.714400,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,653.564569,0.000000,15.657155,0.000000,19.510525,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

31,07:30-07:45,0.000000,1.335277,40.587684,25.493227,0.567886,8.457523,7.792183,0.000000,12.488636,0.000000,113.116500,52.010320,0.000000,113.355900,44.703641,10.089304,26.477640,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,25.223261,209.714400,0.000000,0.000000,0.000000,26.246004,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,5.152654,0.000000,653.877172,0.000000,3.657074,0.000000,19.510525,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

32,07:45:08:00,0.000000,1.335277,40.587684,9.441936,0.567886,6.343142,7.792183,0.000000,6.244318,0.000000,113.116500,52.010320,0.000000,83.701997,44.703641,4.722979,13.453667,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,25.146672,209.714400,0.000000,0.000000,0.000000,17.497336,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,5.152654,0.000000,653.877172,0.000000,0.000000,0.000000,9.267500,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

33,08:00-08:15,0.000000,1.335277,40.587684,8.497742,0.567886,6.343142,7.792183,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,72.547776,44.703641,0.000000,8.321544,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,12.611630,209.714400,0.000000,0.000000,0.000000,7.589938,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,653.877172,0.000000,0.000000,0.000000,9.267500,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

34,08:15-08:30,0.000000,1.335277,40.587684,8.497742,0.567886,6.343142,7.792183,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,36.273888,44.703641,0.000000,0.000000,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,12.611630,209.714400,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,653.877172,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

35,08:30-08:45,0.000000,12.240043,40.587684,8.497742,0.567886,38.058854,7.792183,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,22.399126,44.703641,0.000000,0.000000,0.000000,0.000000,3.222132,47.340446,0.000000,118.422202,80.438400,0.000000,209.714400,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,653.877172,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

36,08:45:09:00,0.000000,67.876603,40.587684,8.497742,0.567886,38.058854,7.792183,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,18.408998,44.703641,0.000000,0.000000,0.000000,0.000000,3.222132,31.560297,0.000000,118.422202,80.438400,0.000000,209.714400,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,623.154370,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

37,09:00:09:15,0.000000,67.876603,40.587684,8.497742,0.567886,4.757357,7.792183,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.000000,3.222132,31.560297,0.000000,118.422202,80.438400,0.000000,209.714400,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,629.118207,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

38,09:15-09:30,0.000000,67.876603,40.587684,8.497742,0.567886,4.757357,7.135748,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.000000,2.720350,31.560297,0.000000,118.422202,80.438400,0.000000,197.821008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,7.084899,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

39,09:30-09:45,0.000000,67.876603,40.587684,8.497742,0.567886,4.757357,7.135748,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.000000,2.720350,15.780149,0.000000,118.422202,80.438400,0.000000,197.821008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,9.017145,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

40,09:45-10:00,0.000000,12.240043,40.587684,8.497742,0.567886,4.757357,7.135748,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.000000,2.720350,15.780149,0.000000,118.422202,80.438400,0.000000,197.821008,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,14.169799,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,33.323819,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

41,10:00-10:15,0.000000,1.335277,40.587684,8.497742,0.567886,4.757357,7.135748,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.000000,4.162879,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,14.169799,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

42,10:15-10:30,0.000000,1.335277,34.864014,8.497742,0.567886,4.757357,7.135748,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.000000,4.162879,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,14.169799,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

43,10:30-10:45,0.000000,1.335277,34.864014,8.497742,0.567886,4.757357,10.626008,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.000000,4.162879,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,14.169799,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

44,10:45-11:00,0.000000,1.335277,34.864014,8.497742,0.567886,4.757357,10.626008,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.000000,4.162879,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,14.169799,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

45,11:00-11:15,0.000000,1.335277,34.864014,0.000000,0.567886,4.757357,10.626008,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,7.239456,0.000000,0.000000,0.000000,0.000000,4.162879,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,9.017145,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

46,11:15-11:30,0.000000,1.335277,34.864014,0.000000,0.567886,5.285952,10.208016,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.021920,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,9.017145,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

47,11:30-11:45,0.000000,1.335277,34.864014,0.000000,0.567886,4.757357,10.208016,0.000000,0.000000,0.000000,113.116500,52.010320,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.021920,15.780149,0.000000,118.422202,80.438400,0.000000,195.905808,0.000000,0.000000,0.000000,0.000000,0.000000,118.143900,3.066714,0.000000,0.000000,0.000000,0.000000,5.152654,0.000000,573.577407,0.000000,0.000000,0.000000,0.000000,0.000000,401.014152,22.215880,17.370960,0.000000,14.364024,140.259768,0,0,0,0,0

