Block,Time,RAPPC,DHAULIGNGA,CHAMERA2,UNCHAHAR1,PARBATI3,JHAJJAR,UNCHAHAR4,CHAMERA1,ANTA_RF,DADRI_CRF,ANTA_LF,DADRI_RF,ANTA_GF,TANDA2,AURY_GF,NAPP,RIHAND1,SALAL,RIHAND3,CHAMERA3,KISHANGANGA,SEWA2,KHSTPP-II,SASAN,FSTPP I & II,TALA,KHSTPP-I,BRBCL,RAPPB,DADRI_LF,TEHRI,KOLDAM,DADRI_GF,AURY_RF,TANAKPUR,AURY_LF,BSIUL,UNCHAHAR3,SINGRAULI,DULHASTI,DADRT2,SINGRAULI_HYDRO,URI,RIHAND2,ANTA_CRF,KOTESHWR,UNCHAHAR2,RAMPUR,NJPC,AURY_CRF,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,67.876603,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,12.948770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

7,01:30-01:45,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,13.352774,118.422202,0.000000,0.000000,0.000000,46.922400,401.014152,4.788000,0.000000,20.381750,13.038726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.973456,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

8,01:45-02:00,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,40.219200,401.014152,4.788000,0.000000,20.381750,13.885236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.973456,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

9,02:00-02:15,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,52.668000,401.014152,4.788000,0.000000,20.381750,12.838544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.973456,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

10,02:15-02:30,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,46.922400,401.014152,4.788000,0.000000,20.381750,13.639775,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.973456,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

11,02:30-02:45,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,80.438400,401.014152,4.788000,0.000000,20.381750,11.922550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

12,02:45-03:00,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,81.396000,401.014152,4.788000,0.000000,20.381750,12.599838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,0.000000,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

13,03:00-03:15,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,73.735200,401.014152,4.788000,0.000000,20.381750,12.764623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

14,03:15-03:30,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,78.523200,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

15,03:30-03:45,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

16,03:45-04:00,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

17,04:00-04:15,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

18,04:15-04:30,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

19,04:30-04:45,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,4.788000,0.000000,20.381750,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,13.406400,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

20,04:45-05:00,52.010320,0.000000,0.000000,2.872800,0.000000,225.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,88.856470,401.014152,9.544495,0.000000,20.381750,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,0.000000,337.075200,0.567886,4.228762,113.116500,0.000000,8.497742,25.489110,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

21,05:00-05:15,52.010320,0.000000,0.000000,2.872800,0.000000,223.120800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,101.111359,401.014152,9.544495,0.000000,20.381750,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,15.780149,369.633600,0.567886,3.700166,113.116500,0.000000,8.497742,25.489110,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

22,05:15-05:30,52.010320,0.000000,0.000000,2.872800,0.000000,223.120800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,107.501038,401.014152,9.544495,0.000000,20.381750,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,15.780149,429.004800,0.567886,3.700166,113.116500,0.000000,8.497742,25.489110,0.000000,18.136944,0.000000,5.152654,0,0,0,0,0

23,05:30-05:45,52.010320,0.000000,0.000000,2.872800,0.000000,223.120800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,107.501038,401.014152,9.544495,0.000000,25.015768,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,15.780149,502.740000,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,36.273888,0.000000,5.152654,0,0,0,0,0

24,05:45-06:00,52.010320,6.135200,12.611630,2.872800,3.657074,227.222584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,9.267500,0.000000,0.000000,141.260962,401.014152,12.958722,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,2.453371,0.000000,0.000000,3.830400,118.143900,31.560297,566.530524,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,54.410832,0.000000,5.152654,0,0,0,0,0

25,06:00-06:15,52.010320,0.000000,12.611630,2.872800,15.657155,241.586584,0.000000,6.732886,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,18.534999,0.000000,3.829442,141.260962,401.014152,12.958722,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,2.453371,0.000000,1.053360,3.830400,118.143900,47.340446,566.530524,0.567886,3.700166,113.116500,0.000000,18.883872,19.287979,0.000000,72.547776,0.000000,5.152654,0,0,0,0,0

26,06:15-06:30,52.010320,0.000000,25.223261,2.872800,15.657155,294.254584,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,401.014152,16.061924,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,2.453371,0.000000,12.488636,3.830400,118.143900,47.340446,566.530524,0.567886,3.700166,113.116500,0.000000,25.493227,19.287979,0.000000,108.821664,0.000000,5.152654,0,0,0,0,0

27,06:30-06:45,52.010320,0.000000,25.223261,4.717365,15.657155,382.820518,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,401.014152,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.490674,0.000000,12.488636,5.801319,118.143900,47.340446,611.970049,0.567886,3.700166,113.116500,0.000000,25.493227,19.287979,0.000000,126.958608,0.000000,5.152654,0,0,0,0,0

28,06:45-07:00,52.010320,0.000000,25.223261,5.526405,15.657155,416.972556,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,401.014152,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.490674,0.000000,12.488636,9.351936,118.143900,47.340446,653.877172,0.567886,3.700166,113.116500,0.000000,25.493227,19.287979,0.000000,131.492844,0.000000,5.152654,0,0,0,0,0

29,07:00-07:15,52.010320,0.000000,25.223261,3.222132,15.657155,416.972556,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.490674,0.000000,12.488636,7.359635,118.143900,47.340446,653.877172,0.567886,3.700166,113.116500,0.000000,25.493227,19.287979,0.000000,134.394755,0.000000,5.152654,0,0,0,0,0

30,07:15-07:30,52.010320,0.000000,25.223261,3.222132,15.657155,416.972556,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.490674,0.000000,12.488636,7.359635,118.143900,47.340446,653.877172,0.567886,3.700166,113.116500,0.000000,25.493227,19.287979,0.000000,134.394755,0.000000,5.152654,0,0,0,0,0

31,07:30-07:45,52.010320,0.000000,25.223261,3.222132,3.657074,416.972556,0.000000,26.477640,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,19.510525,0.000000,10.089304,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,12.488636,7.359635,118.143900,47.340446,653.877172,0.567886,38.058854,113.116500,0.000000,25.493227,19.287979,0.000000,113.355900,0.000000,5.152654,0,0,0,0,0

32,07:45:08:00,52.010320,0.000000,25.223261,3.222132,0.000000,416.972556,0.000000,13.453667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,18.534999,0.000000,4.722979,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,38.058854,113.116500,0.000000,16.995485,19.287979,0.000000,83.701997,0.000000,5.152654,0,0,0,0,0

33,08:00-08:15,52.010320,0.000000,12.509512,3.222132,0.000000,416.972556,0.000000,8.321544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,9.267500,0.000000,0.000000,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,4.228762,113.116500,0.000000,8.497742,19.287979,0.000000,72.547776,0.000000,5.152654,0,0,0,0,0

34,08:15-08:30,52.010320,0.000000,0.000000,3.222132,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,12.240043,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,36.273888,0.000000,5.152654,0,0,0,0,0

35,08:30-08:45,52.010320,0.000000,0.000000,3.222132,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,67.876603,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,22.399126,0.000000,5.152654,0,0,0,0,0

36,08:45:09:00,52.010320,0.000000,0.000000,3.222132,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,67.876603,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.371184,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,6.010759,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

37,09:00:09:15,52.010320,0.000000,0.000000,3.222132,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,67.876603,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,38.058854,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

38,09:15-09:30,52.010320,0.000000,0.000000,3.222132,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,67.876603,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,44.703641,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,7.359635,118.143900,31.560297,653.877172,0.567886,38.058854,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

39,09:30-09:45,52.010320,7.589938,0.000000,0.000000,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,12.240043,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,7.359635,118.143900,15.780149,653.877172,0.567886,4.228762,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

40,09:45-10:00,52.010320,17.456856,0.000000,0.000000,0.000000,416.972556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,29.802427,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,7.359635,118.143900,15.780149,653.877172,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,6.440818,0,0,0,0,0

41,10:00-10:15,52.010320,17.456856,0.000000,0.000000,0.000000,406.760518,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,4.486835,118.143900,0.000000,609.622524,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,23.702209,0,0,0,0,0

42,10:15-10:30,52.010320,7.589938,0.000000,0.000000,0.000000,351.710584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,0.736011,0.000000,0.000000,2.872800,118.143900,0.000000,566.530524,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,23.702209,0,0,0,0,0

43,10:30-10:45,52.010320,7.589938,0.000000,0.000000,0.000000,351.710584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,2.698708,0.000000,0.000000,2.872800,118.143900,0.000000,566.530524,0.567886,3.700166,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,23.702209,0,0,0,0,0

44,10:45-11:00,52.010320,0.000000,0.000000,0.000000,0.000000,322.982584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,14.901214,0.000000,0.000000,0.000000,2.698708,0.000000,0.000000,3.830400,118.143900,0.000000,566.530524,0.567886,38.058854,113.116500,0.000000,8.497742,19.287979,0.000000,0.000000,0.000000,23.702209,0,0,0,0,0

45,11:00-11:15,52.010320,0.000000,0.000000,0.000000,0.000000,322.982584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,12.488062,0.000000,0.000000,0.000000,2.698708,0.000000,0.000000,3.830400,118.143900,0.000000,566.530524,0.567886,38.058854,113.116500,0.000000,8.497742,19.175461,0.000000,0.000000,0.000000,23.702209,0,0,0,0,0

46,11:15-11:30,52.010320,0.000000,0.000000,0.000000,0.000000,322.982584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.698708,0.000000,0.000000,3.830400,118.143900,0.000000,566.530524,0.567886,4.228762,113.116500,0.000000,8.497742,19.175461,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

47,11:30-11:45,52.010320,0.000000,0.000000,0.000000,0.000000,322.982584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,84.268800,2.225462,118.422202,0.000000,0.000000,0.000000,141.260962,393.214500,17.370960,0.000000,33.323819,14.363958,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.698708,0.000000,0.000000,3.830400,118.143900,0.000000,566.530524,0.567886,4.228762,113.116500,0.000000,8.497742,19.175461,0.000000,0.000000,0.000000,5.152654,0,0,0,0,0

