Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2020_06,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/31052040/LT-31,GNA/NR/2025/05/16/9317,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/05/01/4138,GNA/NR/2025/05/01/7902,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/05/01/9252,GNA/NR/2025/05/01/5800,GNA/NR/2025/05/21/1963,GNA/NR/2025/05/01/9395,GNA/NR/2025/05/01/7791,GNA/NR/2025/05/01/2069,GNA/NR/2025/05/01/6160,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/05/01/3877,GNA/NR/2025/05/01/6957,GNA/NR/2025/05/01/8068,GNA/NR/2025/05/01/6363,GNA/NR/2025/05/01/2474,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8456,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/05/16/1698,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8510,GNA/NR/2025/05/21/7672,GNA/NR/2025/05/01/8954
6,01:15-01:30,56.51,48.33,0,0,13,0,18.83,0,48.33,18.83,0,0,0,33.01,0,0,0,0,0,0,0,96.6,0,0,28.98,7.3,13.52,67.62,88.87,0,0,0,0,0,273.14,5.84,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.89,7.17,87.13,10.46,31.29,18.57,30,30,261.4,100.64,15.54,0,5.8

7,01:30-01:45,51,43.33,0,0,13,0,17,0,43.33,17,0,0,0,34.01,0,0,0,0,0,0,0,96.6,0,0,28.98,7.3,13.52,67.62,88.87,0,0,0,0,0,273.14,5.84,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.89,7.17,87.13,10.46,31.29,18.57,30,30,261.4,100.64,15.54,0,5.8

8,01:45-02:00,52.5,44,0,0,13,0,17.5,0,44,17.5,0,0,0,33.61,0,0,0,0,0,0,0,96.6,0,0,28.98,7.3,13.52,67.62,88.87,0,0,0,0,0,273.14,5.84,28.98,193.2,10.63,14.49,29.1,115.51,7.25,14.89,7.17,87.13,10.46,31.29,18.57,30,30,261.4,100.64,15.54,0,5.8

9,02:00-02:15,53.5,44.33,0,0,12.33,0,17.84,0,44.33,17.83,0,0,0,33.01,0,0,0,0,0,0,0,96.6,0,0,0,7.12,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.7,7.01,87.13,10.46,31.29,18.57,25.4,30,261.4,100.64,15.54,0,0

10,02:15-02:30,53.5,45.33,0,0,12.33,0,17.84,0,45.33,17.83,0,0,0,32.41,0,0,0,0,0,0,0,96.6,0,0,0,7.12,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.7,7.01,87.13,10.46,31.29,18.57,25.4,30,261.4,100.64,15.54,0,0

11,02:30-02:45,53.5,45.67,0,0,12,0,17.84,0,45.67,17.83,0,0,0,32.01,0,0,0,0,0,0,0,96.6,0,0,0,7.12,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.7,7.01,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

12,02:45-03:00,53.5,46,0,0,11.67,0,17.84,0,46,17.83,0,0,0,31.01,0,0,0,0,0,0,0,96.6,0,0,0,7.12,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.7,7.01,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

13,03:00-03:15,53,51.67,0,0,11,0,17.66,0,51.67,17.67,0,0,0,29.01,0,0,0,0,0,0,0,96.6,0,0,0,6.93,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.42,6.86,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

14,03:15-03:30,52,51.67,0,0,10.67,0,17.34,0,51.67,17.33,0,0,0,27.01,0,0,0,0,0,0,0,96.6,0,0,0,6.93,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.42,6.86,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

15,03:30-03:45,51.5,51.67,0,0,10,0,17.16,0,51.67,17.17,0,0,0,29.01,0,0,0,0,0,0,0,96.6,0,0,0,6.93,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.42,6.86,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

16,03:45-04:00,50,51.67,0,0,9.67,0,16.66,0,51.67,16.67,0,0,0,28.61,0,0,0,0,0,0,0,96.6,0,0,0,6.93,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,115.51,7.25,14.42,6.86,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

17,04:00-04:15,60,57.33,0,0,13.33,0,20,0,57.33,20,0,0,0,28.01,0,0,0,0,0,0,0,96.6,0,0,0,6.69,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,14.14,6.78,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

18,04:15-04:30,60,56.67,0,0,12.67,0,20,0,56.67,20,0,0,0,27.01,0,0,0,0,0,0,0,96.6,0,0,0,6.69,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,14.14,6.78,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

19,04:30-04:45,61.01,56,0,0,12.33,0,20.33,0,56,20.33,0,0,0,26.41,0,0,0,0,0,0,0,96.6,0,0,0,6.69,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,14.14,6.78,87.13,10.46,31.29,18.57,26.5,26.5,261.4,100.64,15.54,0,0

20,04:45-05:00,61.5,55,0,0,11.67,0,20.5,0,55,20.5,0,0,0,26.21,0,0,0,0,0,0,0,96.6,0,0,0,6.69,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,14.14,6.78,87.13,10.46,30.28,18.57,26.5,26.5,261.4,100.64,15.54,0,0

21,05:00-05:15,61.01,54.67,0,0,11.33,0,20.33,0,54.67,20.33,0,0,0,31.01,0,0,0,0,0,0,0,96.6,0,0,0,6.56,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,13.78,6.7,58.61,10.46,30.28,20.6,26.5,26.5,225.97,100.64,15.54,0,0

22,05:15-05:30,61.01,54.33,0,0,11.33,0,20.33,0,54.33,20.33,0,0,0,30.41,0,0,0,0.02,0,0,0,96.6,0,0,0,6.56,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,13.78,6.7,58.61,10.46,30.28,20.6,26.5,26.5,225.97,100.64,15.54,0,0

23,05:30-05:45,60.49,54,0,0,11.33,0,20.17,0,54,20.17,0,0,0,29.01,0,0.15,0,0.11,0,0,0,96.6,0,0,0,6.56,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,13.78,6.7,58.61,10.46,31.29,20.6,26.5,26.5,165.85,100.64,15.54,0,0

24,05:45-06:00,60,53.67,0,0,11,0,20,0,53.67,20,0,0,0,28.41,0,1.65,0,0.13,0,0,0,96.6,0,0,0,6.56,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.78,6.7,58.61,7.58,31.29,20.6,26.5,26.5,165.85,100.64,11.01,0,0

25,06:00-06:15,67.5,52,2.23,1,11.67,0,22.5,0,52,22.5,0,4.45,5.2,27.61,1,3.57,0.45,0.67,0,1,0,96.6,0,0,0,6.41,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.41,6.32,58.61,7.58,31.29,20.6,26.5,26.5,198.97,100.64,11.01,0,0

26,06:15-06:30,66.49,51.67,3.72,2,11.67,0,22.17,1,51.67,22.17,0,11.99,15.3,27.01,2,7.47,0.75,1.41,1,2,0,96.6,0,0,0,6.41,13.52,0,0,0,0,96.6,0,0,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.41,6.32,58.61,7.58,30.27,20.6,26.5,26.5,198.97,100.64,11.01,0,0

27,06:30-06:45,64.99,51.67,10.65,3,11.67,0,21.67,3,51.67,21.67,3,27.14,28,24.01,3,12.42,2.13,4.68,2,3,0.73,96.6,0.73,0,0,6.41,13.52,0,0,0,0,96.6,0,0.55,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.41,6.32,58.61,7.58,30.27,20.6,26.5,26.5,165.85,100.64,11.01,0,0

28,06:45-07:00,64.99,52,18.14,6,11.33,0,21.67,6,52,21.67,6,33,33,23.61,7,18.57,3.63,7.81,3,5,1.36,96.6,1.36,0,0,6.41,13.52,0,0,0,0,96.6,0,1.04,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.41,6.32,46.37,7.58,30.27,20.6,26.5,26.5,134.27,53.13,11.01,0,0

29,07:00-07:15,63,55,28.76,9,14,0,21,10,55,21,10,33,33,27.01,16,25.75,5.75,11.75,8,9,2.16,96.6,2.16,0,0,6.56,13.52,0,0,0,0,96.6,0,1.67,231.84,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.22,6.32,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

30,07:15-07:30,61.01,54.33,41.27,13,14,0,20.33,15,54.33,20.33,12,33,33,27.01,20,33.56,8.26,16.85,10,12,3.09,96.6,3.09,0,0,6.56,13.52,0,0,0,0,96.6,0,2.4,193.2,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.22,6.32,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

31,07:30-07:45,40.99,53.33,55.22,20,8.33,0,13.67,22,53.33,13.67,18,33,33,31.02,28,41.7,11.04,22.91,14,15,4.23,96.6,4.23,0,0,6.56,13.52,0,0,0,0,96.6,0,3.27,150.22,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.22,6.32,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

32,07:45-08:00,40.99,52.67,71.94,26,8.33,0,13.67,28,52.67,13.67,25,33,33,30.82,37,49.83,14.39,29.65,18,19,5.42,96.6,5.42,0,0,6.56,13.52,0,0,0,0,96.6,0,4.19,150.22,5.69,28.98,193.2,10.63,0,29.1,66.28,5.28,13.22,6.32,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

33,08:00-08:15,40.99,40,91.49,37,8.33,0,13.67,36,40,13.67,33,33,33,30.42,43,58.05,18.3,36.89,22,23,6.47,96.6,6.47,0,0,6.41,13.52,0,0,0,0,0,0,4.99,150.22,5.45,28.98,193.2,10.63,0,29.1,70.45,5.28,13.13,6.24,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

34,08:15-08:30,40.99,39.33,110.15,42,8.33,0,13.67,42,39.33,13.67,33,33,33,29.62,49,66.16,22.03,44.19,25,26,7.66,96.6,7.66,0,0,6.41,13.52,0,0,0,0,0,0,5.91,150.22,5.45,28.98,193.2,10.63,0,29.1,70.45,5.28,13.13,6.24,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

35,08:30-08:45,41.51,39,128.08,52,8.33,0,13.83,48,39,13.83,33,33,33,29.01,56,74.02,25.62,51.47,28,29,8.81,96.6,8.81,0,0,6.41,13.52,0,0,0,0,0,0,6.8,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,13.13,6.24,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

36,08:45-09:00,39,38.33,145.35,58,8.33,0,13,52,38.33,13,33,33,33,28.41,63,90.4,29.07,58.9,31,32,9.85,96.6,9.85,0,0,6.41,13.52,0,0,0,0,0,0,7.61,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,13.13,6.24,46.37,7.58,31.29,20.6,26.5,26.5,134.27,53.13,11.01,0,0

37,09:00-09:15,36.49,38,162.96,63,8.33,0,12.17,58,38,12.17,33,33,33,27.61,68,98.68,32.59,66.11,34,34,10.98,96.6,10.98,0,0,6.41,13.52,0,0,0,0,0,0,8.48,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.94,6.16,46.37,7.58,31.29,20.6,26.61,26.61,134.27,53.13,11.01,0,0

38,09:15-09:30,34.5,38.33,179.07,67,8.33,0,11.5,64,38.33,11.5,33,33,33,27.01,74,106.08,35.82,72.26,37,37,11.95,96.6,11.95,0,0,6.41,13.52,0,0,0,0,0,0,9.23,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.94,6.16,46.37,7.58,31.29,20.6,26.61,26.61,134.27,53.13,11.01,0,0

39,09:30-09:45,40.5,38.67,193.17,73,11,0,13.5,69,38.67,13.5,33,33,33,36.01,79,113,38.63,78.16,39,39,12.75,96.6,12.75,0,0,6.41,13.52,0,0,0,0,0,0,9.85,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.94,5.78,46.37,7.58,31.29,20.6,26.61,26.61,134.27,53.13,11.01,0,0

40,09:45-10:00,39,38.33,206.49,79,11,0,13,73,38.33,13,33,33,33,37.22,82,119.81,41.3,83.74,41,41,13.7,96.6,13.7,0,0,6.41,13.52,0,0,0,0,0,0,10.59,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.94,5.78,46.37,7.58,31.29,20.6,26.61,26.61,134.27,53.13,11.01,0,0

41,10:00-10:15,34.99,38.33,224.13,84,11,0,11.67,78,38.33,11.67,33,33,33,38.42,88,125.95,44.83,88.76,44,43,14.47,96.6,14.47,0,0,6.23,13.52,0,0,0,0,0,0,11.17,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.76,5.78,46.37,7.58,30.28,20.6,26.61,26.61,134.27,53.13,11.01,0,0

42,10:15-10:30,34.5,38.33,236.89,87,11,0,11.5,81,38.33,11.5,33,33,33,40.02,91,127.31,47.38,93.42,46,44,15.23,96.6,15.23,0,0,6.23,13.52,0,0,0,0,0,0,11.77,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.76,5.78,46.37,7.58,30.28,20.6,26.61,26.61,134.27,53.13,11.01,0,0

43,10:30-10:45,34.01,38,244.03,90,10.67,0,11.33,84,38,11.33,33,33,33,40.02,95,131.7,48.81,97.58,48,45,16.23,96.6,16.23,0,0,6.23,13.52,0,0,0,0,0,0,12.53,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.76,5.78,46.37,7.58,30.28,20.6,26.61,26.61,134.27,53.13,11.01,0,0

44,10:45-11:00,33.49,38,246.5,93,10.67,0,11.17,87,38,11.17,33,33,33,40.02,97,135.98,49.3,100,48,46,17.67,96.6,17.67,0,0,6.23,13.52,0,0,0,0,0,0,13.65,150.22,5.06,28.98,193.2,10.63,0,29.1,70.45,5.28,12.76,5.78,46.37,7.58,30.28,20.6,26.61,26.61,134.27,53.13,11.01,0,0

45,11:00-11:15,34.01,38.67,246.5,95,10.67,0,11.33,88,38.67,11.33,33,33,33,40.02,97,139.1,49.3,100,48,46,18.11,96.6,18.11,0,0,6.23,13.52,0,0,0,0,0,0,13.99,150.22,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.58,5.85,46.37,10.2,29.27,20.6,26.61,26.61,134.27,53.13,15.54,0,0

46,11:15-11:30,34.5,39.33,246.5,97,10.67,0,11.5,88,39.33,11.5,33,33,33,40.02,97,140.56,49.3,100,48,46,18.41,96.6,18.41,0,0,6.23,13.52,0,0,0,0,0,0,14.23,193.2,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.58,5.85,46.37,10.2,29.27,20.6,26.61,26.61,134.27,53.13,15.54,0,0

47,11:30-11:45,34.99,40.33,246.5,97,11,0,11.67,88,40.33,11.67,33,33,33,40.02,97,141.83,49.3,100,48,46,18.91,96.6,18.91,0,0,6.23,13.52,0,0,0,0,0,0,14.61,231.84,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.58,5.85,64.35,10.2,31.29,20.6,26.61,26.61,194.39,53.13,15.54,0,0

48,11:45-12:00,36,41.33,246.5,97,11,0,12,88,41.33,12,33,33,33,40.02,97,139.49,49.3,100,48,46,18.91,96.6,18.91,0,0,6.23,13.52,0,0,0,0,0,0,14.61,273.14,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.58,5.85,64.35,10.2,31.29,20.6,26.61,26.61,194.39,53.13,15.54,0,0

49,12:00-12:15,37.01,40.67,246.5,97,12.33,0,12.33,88,40.67,12.33,33,33,33,40.02,97,139.88,49.3,100,48,46,18.91,96.6,18.91,0,0,6.09,13.52,0,0,0,0,0,0,14.61,273.14,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.38,6.01,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

50,12:15-12:30,38.51,42.33,246.5,97,12.67,0,12.83,88,42.33,12.83,33,33,33,40.02,97,144.17,49.3,100,48,46,18.91,96.6,18.91,0,0,6.09,13.52,0,0,0,0,0,0,14.61,273.14,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.38,6.01,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

51,12:30-12:45,39,44,246.5,95,13,0,13,88,44,13,33,33,33,40.02,97,143.39,49.3,100,48,46,18.91,96.6,18.91,0,0,6.09,13.52,0,0,0,0,0,0,14.61,273.14,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.38,6.01,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

52,12:45-13:00,40.5,45.33,246.5,95,13.33,0,13.5,88,45.33,13.5,33,33,33,40.02,97,142.41,49.3,100,48,46,18.91,96.6,18.91,0,0,6.09,13.52,0,0,0,0,0,0,14.61,273.14,4.91,28.98,193.2,10.63,0,29.1,70.45,7.25,12.38,6.01,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

53,13:00-13:15,34.58,45.67,246.5,95,11.57,0,11.53,88,45.67,11.53,33,33,33,40.02,95,140.66,49.3,100,48,46,18.91,96.6,18.91,0,0,6.09,13.52,0,0,0,0,0,0,14.61,273.14,5.29,28.98,193.2,10.63,0,29.1,70.45,7.25,12.2,6.16,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

54,13:15-13:30,35.73,46,246.5,93,12.1,0,11.92,88,46,11.92,33,33,33,40.02,93,131.85,49.3,100,47,46,18.83,96.6,18.83,0,0,6.09,13.52,0,0,0,0,0,0,14.55,273.14,5.29,28.98,193.2,10.63,0,29.1,70.45,7.25,12.2,6.16,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

55,13:30-13:45,37.77,40.88,246.5,93,12.65,0,12.6,88,40.88,12.6,33,33,33,40.02,93,128.5,49.3,100,47,45,18.59,96.6,18.59,0,0,6.09,13.52,0,0,0,0,0,0,14.36,273.14,5.29,28.98,193.2,10.63,0,29.1,70.45,7.25,12.2,6.16,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

56,13:45-14:00,40.22,42.64,246.5,92,13.22,0,13.4,87,42.64,13.4,33,33,33,40.02,93,124.26,49.3,100,47,45,18.26,96.6,18.26,0,0,6.09,13.52,0,0,0,0,0,0,14.11,273.14,5.29,28.98,193.2,10.63,0,29.1,70.45,7.25,12.2,6.16,64.35,10.2,31.29,20.6,26.7,26.7,194.39,53.13,15.54,0,0

57,14:00-14:15,50.12,44.07,246.5,91,15.72,0,16.7,82,44.07,16.7,33,33,33,40.02,92,120.58,49.3,100,46,44,17.51,96.6,17.51,0,0,6.09,13.52,0,0,0,0,0,0,13.52,273.14,5.45,28.98,193.2,10.63,0,29.1,66.28,7.25,12.02,6.55,76.59,10.2,31.29,20.6,26.7,26.7,224.85,100.64,15.54,0,0

58,14:15-14:30,51.76,45.01,246.5,91,16.33,0,17.26,81,45.01,17.26,33,33,33,40.02,90,117.02,49.3,100,45,44,16.79,96.6,16.79,0,0,6.09,13.52,0,0,0,0,0,0,12.97,273.14,5.45,28.98,193.2,10.63,0,29.1,66.28,7.25,12.02,6.55,76.59,10.2,31.29,20.6,26.7,26.7,224.85,100.64,15.54,0,0

59,14:30-14:45,53.45,45.56,246.5,87,16.97,0,17.81,78,45.56,17.81,33,33,33,40.02,87,112.32,49.3,93.98,43,42,16.42,96.6,16.42,0,0,6.09,13.52,0,0,0,0,0,0,12.68,273.14,5.45,28.98,193.2,10.63,0,29.1,66.28,7.25,12.02,6.55,76.59,10.2,31.29,20.6,26.7,26.7,224.85,100.64,15.54,0,0

60,14:45-15:00,53.26,46.21,233.81,86,17.61,0,17.76,75,46.21,17.76,33,33,33,40.02,83,90.83,46.76,90.28,42,41,15.88,96.6,15.88,0,0,6.09,13.52,0,0,0,0,0,0,12.27,273.14,5.45,28.98,193.2,10.63,0,29.1,66.28,7.25,12.02,6.55,76.59,10.2,31.29,20.6,26.7,26.7,261.4,100.64,15.54,0,0

61,15:00-15:15,54.52,53.17,223.42,82,14.1,0,18.18,72,53.17,18.18,33,33,33,40.02,80,87.1,44.68,86.38,40,40,15.22,96.6,15.22,0,0,6.23,13.52,0,0,0,0,0,0,11.77,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,12.38,6.94,76.59,10.2,31.29,20.6,26.7,26.7,261.4,100.64,15.54,0,0

62,15:15-15:30,55.68,53.93,211.32,78,14.7,0,18.56,67,53.93,18.56,33,33,33,40.02,75,82.11,42.27,81.8,38,39,14.37,96.6,14.37,0,0,6.23,13.52,0,0,0,0,0,0,11.11,273.14,5.69,28.98,193.2,10.63,0,29.1,66.28,7.25,12.38,6.94,76.59,10.2,31.29,20.6,26.7,26.7,261.4,100.64,15.54,0,0

