Block,Time Block,UNCHAHAR3,UNCHAHAR4,DADRI_CRF,ANTA_GF,DADRI_RF,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,UNCHAHAR2,UNCHAHAR1,TANDA2,SINGRAULI,TALA,TANAKPUR,TEHRI,SIMHST1,TelanganaSTPP,SIMHST2,SINGRAULI_HYDRO,TALST2,PARBATI3,RAPPC,PARBATI2,RAMPUR,RIHAND1,RAPPB,RIHAND3,SASAN,RIHAND2,RSTPSU1TO6,RSTPSU7,SALAL,SEWA2,NTPL,NLCEXP,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NAPP,KISHANGANGA,KHSTPP-I,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KUDGI,MAPS,DHAULIGNGA,FSTPP I & II,CHAMERA2,BRBCL,DULHASTI,DADRT2,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
57,14:00-14:15,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,64.63,0,125.85,391.98,95.84,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,29.3,0,0,10.02,94.82,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

58,14:15-14:30,17.27,1.19,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,38.02,0,0,10.02,123.03,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,160.74,6.28,0,0,0,0,0,0

59,14:30-14:45,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,93.34,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,38.02,0,0,10.02,123.03,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,6.28,0,0,0,0,0,0

60,14:45-15:00,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,0,93.34,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,0,0,0,0,49.28,8.24,38.02,0,0,10.02,123.03,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,6.28,0,0,0,0,0,0

61,15:00-15:15,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,1.05,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,26.59,0,0,0,49.28,8.24,38.02,0,0,10.02,140.28,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,6.28,0,0,0,0,0,0

62,15:15-15:30,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,2.1,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,53.19,0,0,0,49.28,8.24,38.02,0,0,10.02,142.26,0,0,0,0,0,10.52,10,0,19.25,38.13,285.04,0,173.25,6.28,0,0,0,0,0,0

63,15:30-15:45,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,3.15,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,79.78,0,0,0,49.28,8.24,44.03,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,0,19.25,38.13,285.04,0,173.25,6.28,0,0,0,0,0,0

64,15:45-16:00,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,28.97,12.97,5.26,144.62,0,0.24,0,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,0,19.25,38.13,285.04,0,240.62,6.28,0,0,0,0,0,0

65,16:00-16:15,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,3.01,144.62,0,0.24,11.88,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,0,19.25,38.13,340.27,0,240.62,6.28,0,0,0,0,0,0

66,16:15-16:30,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,3.01,144.62,0,0.24,11.88,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,3.96,19.25,38.13,362.04,0,240.62,6.28,0,0,0,0,0,0

67,16:30-16:45,17.27,1.75,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.12,12.16,3.01,144.62,0,0.24,24.99,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,15.64,19.25,38.13,381.29,0,288.75,12.55,0,0,0,0,0,0

68,16:45-17:00,17.27,1.21,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,25.92,12.19,3.01,144.62,0,0.24,24.99,0,0,0,0.96,0,4.13,66.35,8.66,3.4,81.79,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,10.52,11.94,15.64,19.25,38.13,429.42,13.08,291.62,12.55,0,0,0,0,0,0

69,17:00-17:15,21.58,1.21,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.74,16.36,3.01,144.62,0,0.24,24.99,0,0,0,0.96,0,4.13,66.35,8.66,3.4,86.61,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,1.85,0,0,10.52,11.94,15.64,19.25,38.13,477.54,27.05,194.42,12.55,0,0,0,0,0,0

70,17:15-17:30,21.58,1.21,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.38,16.36,3.01,144.62,0,0.24,37.48,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.52,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,3.71,0,0,10.52,11.94,15.64,19.25,38.13,524.89,27.05,281.05,12.55,0,0,0,0,0,0

71,17:30-17:45,21.58,1.21,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.38,16.36,3.01,144.62,0,0.24,37.48,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,5.06,0,0,10.52,11.94,31.27,19.25,38.13,522.35,40.57,355.56,6.28,0,0,0,0,0,0

72,17:45-18:00,21.58,1.21,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.38,16.36,3.01,144.62,0,0.24,37.48,0,0,0,0.96,0,4.13,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,5.06,0,0,10.52,11.94,31.27,19.25,38.13,525.01,40.57,355.56,6.28,0,0,0,0,0,0

73,18:00-18:15,21.58,1.25,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.39,16.36,3.01,144.62,0,0.24,37.48,0,0,0,0.96,0,16.23,66.35,8.66,3.4,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,86.14,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,6.93,0,0,10.52,11.94,31.27,19.25,57.2,481.61,40.57,355.56,6.28,11.21,0,0,0,0,0

74,18:15-18:30,21.58,1.25,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,34.39,16.36,3.01,144.62,0,0.24,37.48,0,0,0,0.96,0,23.59,66.35,14.42,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,9.16,0,0,21.04,11.94,46.91,19.25,57.2,479.07,40.57,355.56,6.28,22.43,0,0,0,0,0

75,18:30-18:45,22.11,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.25,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,101.1,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,474.37,40.57,363.13,18.83,33.67,0,0,0,0,0

76,18:45-19:00,22.11,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,101.1,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,522.49,40.57,363.13,18.83,33.67,0,0,0,0,0

77,19:00-19:15,22.11,1.63,0,0,0,0,47.82,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,99.46,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

78,19:15-19:30,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,101.1,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

79,19:30-19:45,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,83.31,0,125.85,391.98,91.24,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

80,19:45-20:00,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,83.31,0,125.85,391.98,91.24,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

81,20:00-20:15,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.47,0,125.85,391.98,115.76,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

82,20:15-20:30,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,91.24,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,18.83,33.67,0,0,0,0,0

83,20:30-20:45,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,8.85,66.35,14.42,4.14,93.54,0,125.85,391.98,91.24,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,10.02,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,373.49,3.18,33.67,0,0,0,0,0

84,20:45-21:00,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,7.38,66.35,14.42,4.14,83.31,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,10.02,142.26,0,0,9.16,0,0,21.04,11.94,46.91,19.25,57.2,592.62,40.57,364.22,3.18,33.67,0,0,0,0,0

85,21:00-21:15,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,7.38,66.35,14.42,4.14,93.38,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,10.02,142.26,0,0,9.16,0,0,21.04,11.94,46.91,19.25,57.2,592.62,40.57,364.22,3.18,33.67,0,0,0,0,0

86,21:15-21:30,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,8.85,66.35,14.42,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,10.02,142.26,0,0,9.16,0,0,21.04,11.94,46.91,19.25,57.2,592.62,40.57,364.22,6.28,33.67,0,0,0,0,0

87,21:30-21:45,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,364.22,18.83,33.67,0,0,0,0,0

88,21:45-22:00,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,364.22,18.83,33.67,0,0,0,0,0

89,22:00-22:15,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,364.22,18.83,33.67,0,0,0,0,0

90,22:15-22:30,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,38.35,66.35,27.4,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,19.32,0,0,0,106.39,0,0,0,49.28,8.29,44.11,0,0,11.14,142.26,0,0,9.16,0,0,42.08,11.94,46.91,19.25,57.2,592.62,40.57,364.22,18.83,33.67,0,0,0,0,0

91,22:30-22:45,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,32.45,66.35,14.42,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,9.16,0,0,21.04,11.94,46.91,19.25,38.13,592.62,40.57,364.22,6.28,22.43,0,0,0,0,0

92,22:45-23:00,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,23.59,66.35,10.82,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,6.93,0,0,10.52,11.94,46.91,19.25,38.13,592.62,40.57,364.22,6.28,22.43,0,0,0,0,0

93,23:00-23:15,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,37.48,0,0,0,0.96,0,16.23,66.35,10.82,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,6.87,0,0,10.52,11.94,46.91,19.25,38.13,592.62,40.57,364.22,6.28,22.43,0,0,0,0,0

94,23:15-23:30,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,24.99,0,0,0,0.96,0,16.23,66.35,10.82,4.14,93.54,0,125.85,391.98,117.48,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,4.58,0,0,10.52,11.94,46.91,19.25,38.13,592.62,40.57,364.22,6.28,22.43,0,0,0,0,0

95,23:30-23:45,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,24.99,0,0,0,0.96,0,16.23,66.35,10.82,4.14,93.54,0,125.85,391.98,101.1,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,2.29,0,0,0,11.94,46.91,19.25,38.13,592.62,27.05,450.61,6.28,22.43,0,0,0,0,0

96,23:45-24:00,22.11,1.63,0,0,0,0,44.63,0,0,0,0,0,0,0,36.62,0,0,34.98,16.69,5.26,144.62,0,0.24,24.99,0,0,0,0.96,0,16.23,66.35,10.82,4.14,93.54,0,125.85,391.98,101.1,0,0,38.59,18.17,0,0,0,106.39,0,0,0,49.28,8.24,44.11,0,0,10.02,142.26,0,0,0,0,0,0,11.94,46.91,16.93,38.13,592.62,27.05,450.61,6.28,22.43,0,0,0,0,0

