Block,Time,TANDA2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,TEHRI,URI2,UNCHAHAR3,DADRT2,DULHASTI,KOLDAM,NJPC,RAPPC,DHAULIGNGA,NAPP,CHAMERA3,KISHANGANGA,JHAJJAR,KOTESHWR,RIHAND2,CHAMERA2,PARBATI3,RAMPUR,RIHAND1,SINGRAULI,SEWA2,RIHAND3,SINGRAULI_HYDRO,URI,CHAMERA1,RAPPB,BSIUL,SALAL,TANAKPUR,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KGSU1AND2,KGSU3AND4,KKNP,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NNTPP,NTPL,MAPS,KHSTPP-II,KHSTPP-I,FSTPP I & II,BRBCL,TALA,SASAN
6,01:15-01:30,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,69.72,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

7,01:30-01:45,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,69.72,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

8,01:45-02:00,0,25.1775,19.985,0,0,13.452,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,69.72,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

9,02:00-02:15,0,25.1775,19.985,0,0,10.089,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,24.402,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

10,02:15-02:30,0,25.1775,19.985,0,0,10.089,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

11,02:30-02:45,0,25.1775,19.985,0,0,10.089,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

12,02:45-03:00,0,25.1775,19.985,0,0,10.089,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,15.456,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

13,03:00-03:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

14,03:15-03:30,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

15,03:30-03:45,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

16,03:45-04:00,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,6.5208,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

17,04:00-04:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,0,13.363,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

18,04:15-04:30,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,0,24.402,7.686,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

19,04:30-04:45,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

20,04:45-05:00,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,17.664,0,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

21,05:00-05:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,32.957704,0,22.728,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,4.2656,123.665625,0.78433,17.664,0,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

22,05:15-05:30,0,25.1775,19.985,0,15.561,16.1424,26.39091,341.564563,32.957704,0,43.1832,26.2683,1.321,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,5.27868,123.665625,0.78433,17.664,0,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

23,05:30-05:45,0,25.1775,19.985,0,31.122,10.089,26.39091,341.564563,32.957704,0,61.555,26.2683,9.1149,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,17.664,8.69,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

24,05:45-06:00,0,25.1775,19.985,0,46.683,10.089,26.39091,341.564563,32.957704,0,85.23,26.2683,18.2298,41.2248,0,0,359.23272,8.874,58.59,13.0634,3.819,0,92,103.5,15.804048,123.665625,0.78433,17.664,8.69,0,0,24.402,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,38.01,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

25,06:00-06:15,0,25.1775,19.985,0,62.244,10.089,26.39091,341.564563,49.436556,0,104.17,26.2683,27.3447,41.2248,9.67784,0,359.23272,17.748,58.59,26.2601,16.350412,0,92,103.5,15.804048,123.665625,0.78433,17.664,28.045,0,3.3,13.363,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

26,06:15-06:30,0,25.1775,19.985,0,62.244,10.089,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,29.062808,0,359.23272,29.58,58.59,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.78433,17.664,42.107,0,19.5624,13.363,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,4.998,418.77

27,06:30-06:45,0,25.1775,19.985,0,62.244,12.1068,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,29.062808,0,359.23272,29.58,58.59,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.78433,17.664,42.107,0,19.5624,13.363,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,418.77

28,06:45-07:00,0,25.1775,19.985,0,62.244,12.1068,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,29.062808,0,359.23272,29.58,58.59,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.78433,44.16,42.107,0,19.5624,13.363,6.6612,0,40.95,0,0,0,32.88,40.004,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,418.77

29,07:00-07:15,0,25.1775,19.985,0,62.244,14.1246,26.39091,341.564563,49.436556,0,140.3454,26.2683,36.544144,41.2248,29.062808,0,359.23272,29.58,58.59,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.78433,44.16,42.107,0,19.5624,13.363,6.6612,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,418.77

30,07:15-07:30,0,25.1775,19.985,0,62.244,14.1246,26.39091,341.564563,32.8448,0,104.17,26.2683,27.3447,41.2248,9.67784,0,359.23272,17.748,58.59,39.51012,16.350412,0,92,103.5,15.804048,123.665625,0.78433,15.456,20.54,0,6.5208,13.363,6.6612,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,418.77

31,07:30-07:45,0,25.1775,19.985,0,62.244,14.1246,26.39091,341.564563,16.4224,0,85.23,26.2683,18.2298,41.2248,0,0,359.23272,8.874,58.59,26.2601,3.819,0,92,103.5,15.804048,123.665625,0.78433,15.456,8.69,0,6.5208,24.402,6.6612,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,401.895

32,07:45:08:00,0,25.1775,19.985,0,62.244,14.1246,26.39091,341.564563,16.4224,0,61.555,26.2683,9.1149,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,6.5208,69.72,6.6612,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,37.467,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,385.02

33,08:00-08:15,0,25.1775,19.985,0,62.244,14.1246,26.39091,341.564563,16.4224,0,42.615,26.2683,9.1149,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,15.804048,123.665625,0.78433,15.456,0,0,6.5208,69.72,5.7645,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

34,08:15-08:30,0,25.1775,19.985,0,46.683,14.1246,26.39091,341.564563,16.4224,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,10.55736,123.665625,0.78433,15.456,0,0,6.5208,69.72,5.7645,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

35,08:30-08:45,0,25.1775,19.985,0,46.683,14.1246,26.39091,341.564563,16.4224,0,22.728,26.2683,9.1149,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,5.27868,123.665625,0.78433,17.664,0,0,6.5208,69.72,5.7645,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,36.924,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

36,08:45:09:00,0,25.1775,19.985,0,31.122,14.1246,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,4.6655,123.665625,0.78433,17.664,0,0,6.5208,24.402,5.7645,0,40.95,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

37,09:00:09:15,0,25.1775,19.985,0,31.122,14.1246,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,0,24.402,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

38,09:15-09:30,0,25.1775,19.985,0,16.884,14.1246,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,0,24.402,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

39,09:30-09:45,0,25.1775,19.985,0,16.884,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,22.08,0,0,0,24.402,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

40,09:45-10:00,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,23.184,0,0,0,24.402,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

41,10:00-10:15,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

42,10:15-10:30,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

43,10:30-10:45,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

44,10:45-11:00,0,25.1775,19.985,0,0,31.897382,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,13.0634,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,39.9,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

45,11:00-11:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,0,25.564,5.7645,0,38.85,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

46,11:15-11:30,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,44.16,0,0,0,25.564,5.7645,0,38.85,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

47,11:30-11:45,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,38.85,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

48,11:45-12:00,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,5.7645,0,38.85,0,0,0,32.88,38.908,7.124,0,21.72,36.381,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

49,12:00-12:15,0,25.1775,19.985,0,0,14.7972,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

50,12:15-12:30,0,25.1775,19.985,0,0,14.7972,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

51,12:30-12:45,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

52,12:45-13:00,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.4224,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,13.248,0,0,0,25.564,12.1695,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

53,13:00-13:15,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,48.576,0,0,0,25.564,5.7645,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

54,13:15-13:30,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,48.576,0,0,0,25.564,5.7645,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625

55,13:30-13:45,0,25.1775,19.985,0,0,16.1424,26.39091,341.564563,16.478852,0,22.728,26.2683,0,41.2248,0,0,359.23272,8.874,58.59,0,0,0,92,103.5,0,123.665625,0.78433,22.08,0,0,0,25.564,5.7645,0,37.8,0,0,0,32.88,38.908,7.124,0,21.72,34.752,5.43,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,0,0,0,0,0,98.34375,43.704,14.2475,20.0018,5.88,347.625
