Block,Time,PARBATI3,KUDGI,RAPPB,TEHRI,DULHASTI,FSTPP I & II,SASAN,TALA,KHSTPP-II,KHSTPP-I,SEWA2,BRBCL,TANAKPUR,RIHAND1,ANTA_RF,SINGRAULI,NAPP,DADRI_GF,AURY_GF,RAPPC,CHAMERA3,NJPC,RIHAND3,AURY_RF,UNCHAHAR4,ANTA_CRF,DADRI_LF,RIHAND2,KOTESHWR,DHAULIGNGA,CHAMERA2,DADRI_CRF,UNCHAHAR1,SINGRAULI_HYDRO,AURY_LF,CHAMERA1,URI2,TANDA2,UNCHAHAR3,URI,ANTA_LF,KISHANGANGA,DADRI_RF,KOLDAM,ANTA_GF,DADRT2,BSIUL,UNCHAHAR2,SALAL,AURY_CRF,RAMPUR,JHAJJAR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
11,02:30-02:45,0.000000,54.01,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,17.106697,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,190.006500,0.000000,12.538500,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

12,02:45-03:00,0.000000,54.01,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,16.257867,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,190.006500,0.000000,12.538500,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

13,03:00-03:15,0.000000,53.05,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,15.799012,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,190.006500,0.000000,12.538500,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

14,03:15-03:30,0.000000,54.01,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,15.279750,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,190.006500,0.000000,12.538500,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

15,03:30-03:45,0.000000,53.05,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,16.139169,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

16,03:45-04:00,0.000000,53.05,0.000000,0.000000,15.893853,4.822500,334.199250,0.000000,75.394290,21.687651,0.000000,15.771682,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

17,04:00-04:15,0.000000,54.01,0.000000,0.000000,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,17.486890,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

18,04:15-04:30,0.000000,54.01,0.000000,0.000000,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,11.677009,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,12.328239,0.000000,0.000000,116.289765,0,0,0,0,0

19,04:30-04:45,0.000000,54.98,0.000000,0.000000,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,10.379563,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,76.558364,0.000000,0.000000,116.289765,0,0,0,0,0

20,04:45-05:00,0.000000,54.98,0.000000,0.000000,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,10.379563,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,188.463300,0.000000,12.538500,76.558364,0.000000,0.000000,116.289765,0,0,0,0,0

21,05:00-05:15,0.000000,57.87,0.000000,0.000000,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,10.379563,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,222.703050,0.000000,12.538500,76.558364,0.000000,0.000000,116.289765,0,0,0,0,0

22,05:15-05:30,0.000000,59.80,0.000000,15.008584,15.893853,10.710387,334.199250,0.000000,75.394290,33.127199,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,36.535260,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,8.680500,0.553527,0.000000,0.000000,10.379563,0.000000,9.645000,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,0.000000,12.538500,76.558364,0.000000,0.000000,116.289765,0,0,0,0,0

23,05:30-05:45,0.000000,61.73,0.000000,15.008584,15.893853,10.710387,334.199250,0.000000,92.145637,43.614690,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,54.802890,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,8.791321,12.702504,0.000000,7.716000,0.553527,0.000000,0.000000,10.379563,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,0.000000,12.538500,12.328239,0.000000,0.000000,116.289765,0,0,0,0,0

24,05:45-06:00,3.683426,64.62,0.000000,30.017169,31.787706,15.788865,334.199250,0.000000,94.848930,43.614690,5.014146,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,73.070520,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,17.117946,8.791321,12.702504,0.000000,7.716000,0.553527,0.000000,6.781400,10.379563,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,0.000000,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

25,06:00-06:15,15.769972,70.41,0.000000,45.025754,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,10.182574,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,100.471965,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,18.068943,17.582642,25.405007,0.000000,7.716000,0.553527,0.000000,13.562799,10.379563,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,2.121900,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

26,06:15-06:30,15.769972,78.12,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,9.334277,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,25.144515,10.379563,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,217.398300,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

27,06:30-06:45,15.769972,83.91,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,9.334277,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,38.097750,10.379563,0.000000,8.680500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,217.398300,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

28,06:45-07:00,15.769972,85.84,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,9.334277,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,38.097750,10.379563,0.000000,8.680500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

29,07:00-07:15,15.769972,88.73,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,14.738332,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,38.097750,10.379563,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,246.333300,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

30,07:15-07:30,15.769972,88.73,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,14.738332,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,25.144515,10.379563,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,284.160990,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

31,07:30-07:45,3.683426,93.56,0.000000,60.034338,47.681558,15.788865,334.199250,0.000000,94.848930,43.614690,15.243004,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,14.738332,127.873410,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,28.187551,26.435120,38.107511,0.000000,7.716000,0.553527,0.000000,12.953235,10.379563,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,283.637170,12.578623,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

32,07:45:08:00,0.000000,95.49,0.000000,60.034338,31.787706,15.788865,334.199250,0.000000,94.848930,43.614690,10.182574,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,109.605780,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,18.068943,17.582642,25.405007,0.000000,7.716000,0.553527,0.000000,0.000000,10.379563,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,283.637170,12.578623,18.100868,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

33,08:00-08:15,0.000000,97.41,0.000000,45.025754,31.787706,15.788865,334.199250,0.000000,94.848930,43.614690,5.091287,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,73.070520,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,8.663911,12.702504,0.000000,7.716000,0.553527,0.000000,0.000000,10.379563,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,247.876500,6.289312,18.100868,2.241498,0.000000,0.000000,116.704500,0,0,0,0,0

34,08:15-08:30,0.000000,104.17,0.000000,45.025754,31.787706,15.788865,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,4.324336,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,54.802890,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,12.702504,0.000000,7.716000,0.553527,0.000000,0.000000,11.677009,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,247.876500,6.289312,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

35,08:30-08:45,0.000000,113.81,0.000000,45.025754,31.787706,15.788865,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,36.535260,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,12.702504,0.000000,7.716000,0.553527,0.000000,0.000000,11.677009,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,275.670058,0.000000,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

36,08:45:09:00,0.000000,120.56,0.000000,43.445902,15.893853,15.788865,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,12.702504,0.000000,7.716000,0.553527,0.000000,0.000000,11.677009,0.000000,8.680500,10.648080,0.000000,0.000000,0.000000,0.000000,0.000000,281.055300,0.000000,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

37,09:00:09:15,0.000000,99.34,0.000000,27.951210,15.893853,15.788865,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,18.267630,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,278.161800,0.000000,18.100868,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

38,09:15-09:30,0.000000,101.27,0.000000,15.008584,15.893853,19.994085,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,282.675081,0.000000,27.750980,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

39,09:30-09:45,0.000000,100.31,0.000000,0.000000,15.893853,19.994085,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,283.639581,0.000000,27.750980,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

40,09:45-10:00,0.000000,101.27,0.000000,0.000000,15.893853,19.994085,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,6.388848,0.000000,0.000000,0.000000,0.000000,0.000000,292.130846,0.000000,27.750980,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

41,10:00-10:15,0.000000,101.27,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,8.518464,0.000000,0.000000,0.000000,0.000000,0.000000,290.391081,0.000000,27.387267,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

42,10:15-10:30,0.000000,103.20,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,7.716000,0.553527,0.000000,0.000000,23.872995,0.000000,8.680500,8.518464,0.000000,0.000000,0.000000,0.000000,0.000000,292.130846,0.000000,27.387267,2.241498,0.000000,0.000000,116.289765,0,0,0,0,0

43,10:30-10:45,0.000000,101.27,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,4.942098,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,6.751500,0.553527,0.000000,0.000000,10.379563,0.000000,6.751500,8.518464,0.000000,0.000000,0.000000,0.000000,0.000000,257.598081,0.000000,26.422767,2.241498,0.000000,0.000000,114.360765,0,0,0,0,0

44,10:45-11:00,0.000000,107.06,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,4.942098,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,6.751500,0.553527,0.000000,0.000000,10.379563,0.000000,6.751500,8.518464,0.000000,0.000000,0.000000,0.000000,0.000000,250.846581,0.000000,26.422767,2.241498,0.000000,0.000000,114.360765,0,0,0,0,0

45,11:00-11:15,0.000000,105.13,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,6.751500,0.553527,0.000000,0.000000,10.379563,0.000000,6.751500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,249.882081,0.000000,26.422767,12.328239,0.000000,0.000000,114.360765,0,0,0,0,0

46,11:15-11:30,0.000000,103.20,0.000000,0.000000,15.893853,19.815267,334.199250,0.000000,94.848930,43.614690,0.000000,19.290037,3.706574,88.734000,0.000000,132.015938,0.000000,0.000000,0.000000,50.181970,0.000000,0.000000,119.275495,0.000000,0.000000,0.000000,0.000000,113.931562,8.558973,0.000000,0.000000,0.000000,6.751500,0.553527,0.000000,0.000000,10.379563,0.000000,6.751500,47.916360,0.000000,0.000000,0.000000,0.000000,0.000000,249.882081,0.000000,26.422767,12.328239,0.000000,0.000000,114.360765,0,0,0,0,0

