Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30102023/30102023/ID20231030NR21522,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07
16,03:45-04:00,0.000000,2.780000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,71.930000,0.000000,237.830000,59.120000,26.100000,26.090000,26.090000,6.67,6,4,0,0,0,20,10,0,6.66,0,10,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,2.780000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,71.930000,0.000000,237.830000,59.120000,26.100000,26.090000,26.090000,6.67,6,4,0,0,0,20,10,0,6.66,0,10,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,2.780000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,71.930000,0.000000,237.830000,59.120000,26.100000,26.090000,26.090000,6.67,6,4,0,0,0,20,10,0,6.66,0,10,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,2.780000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,71.930000,0.000000,237.830000,74.130000,26.100000,26.090000,26.090000,6.67,6,4,0,0,0,20,10,0,6.66,0,10,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,2.780000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,71.930000,0.000000,237.830000,74.130000,26.100000,26.090000,26.090000,6.67,6,7.21,0,0,0,20,13.33,0,6.66,0,13.33,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,117.950000,0.000000,237.830000,74.130000,26.100000,23.470000,23.470000,6.67,7.88,7.21,0,0,0,20,13.33,0,6.66,0,13.33,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,117.950000,0.000000,237.830000,74.130000,26.100000,23.470000,23.470000,6.67,7.57,7.21,0,0,0,20,13.33,0,6.66,0,13.33,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,117.950000,0.000000,237.830000,74.130000,26.100000,15.360000,15.360000,6.67,8.07,7.21,0,0,0,20,13.33,0,6.66,0,13.33,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,117.950000,0.000000,237.830000,74.130000,26.100000,15.360000,15.360000,6.67,7.99,7.21,0,0,0,20,13.33,0,6.66,0,13.33,0,0,0,0,0,0.18,0

25,06:00-06:15,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,117.950000,0.000000,237.830000,74.130000,26.100000,23.470000,23.470000,6.67,7.97,7.21,0,0,0,20,14.42,0,6.66,1,14.42,0,0,0,0,0,0,0

26,06:15-06:30,0.000000,2.750000,101.260000,0.000000,2.330000,132.640000,2.230000,0.000000,0.000000,67.680000,0.000000,237.830000,74.130000,26.100000,23.470000,23.470000,6.67,7.53,7.21,0,0,0,20,12.67,0.029196,6.66,4,12.67,0,0,0,0,0,0,0

27,06:30-06:45,0.020000,2.750000,101.260000,0.020000,2.330000,132.640000,2.230000,0.000000,0.000000,67.680000,0.020000,197.230000,74.130000,26.100000,23.470000,23.470000,6.67,7.3,7.21,0,3,1,20,12.67,3.999852,6.66,10,12.67,0,0,0,0.32,0,0,0

28,06:45-07:00,0.280000,2.750000,101.260000,0.270000,2.330000,132.640000,2.230000,0.000000,0.000000,67.680000,0.270000,197.230000,74.130000,26.100000,23.470000,23.470000,6.67,6.97,7.21,0.04,15,7.64,20,12.67,13.96542,6.66,20,12.67,1.5,1,0.21,1.08,0,0.33,3.5

29,07:00-07:15,0.900000,2.750000,101.260000,0.880000,2.330000,132.640000,2.160000,0.000000,0.000000,67.680000,0.880000,197.230000,74.130000,25.140000,23.470000,23.470000,6.67,7.11,7.21,1.06,30.95,20,20,12.67,23.785008,6.66,30,12.67,3,1,5.28,2.55,1,2.33,7

30,07:15-07:30,1.800000,2.750000,101.260000,1.750000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,1.750000,197.230000,74.130000,25.140000,23.470000,23.470000,6.67,6.87,7.21,3.1,27.65,27.65,20,12.67,33.0888,6.66,27.65,12.67,4.5,5,15.52,5,2,5,10.5

31,07:30-07:45,2.860000,2.750000,101.260000,2.790000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,2.790000,197.230000,74.130000,25.140000,26.090000,26.090000,6.67,6.72,7.21,6.12,29.99,29.98,20,12.67,43.141956,6.66,29.98,12.67,9,13,30.62,9,7,8.75,21

32,07:45:08:00,4.070000,2.750000,101.260000,3.960000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,3.960000,197.230000,74.130000,24.170000,26.090000,26.090000,6.67,6.88,7.21,9.87,30.49,30.48,20,12.67,53.856888,6.66,30.48,12.67,15.6,21,49.37,12,11,15.25,36.4

33,08:00-08:15,5.310000,2.750000,101.260000,5.180000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,5.180000,197.230000,74.130000,24.170000,26.090000,26.090000,6.67,6.85,7.21,13.63,30.99,30.98,20,12.67,64.834584,6.66,30.98,12.67,24.9,29,68.16,17,14,22.33,58.1

34,08:15-08:30,6.620000,2.750000,101.260000,6.460000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,6.460000,197.230000,74.130000,24.170000,26.090000,26.090000,6.67,6.94,7.21,18.15,31.31,31.32,20,12.67,74.946132,6.66,31.32,12.67,31.2,36,90.73,21.5,18,29.73,72.8

35,08:30-08:45,7.850000,2.750000,101.260000,7.660000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,7.660000,197.230000,74.130000,25.140000,26.090000,26.090000,6.67,7.24,7.21,22.24,32.16,32.17,20,12.67,84.210996,6.66,32.17,12.67,38.1,44,111.2,25,22,37.36,88.9

36,08:45:09:00,9.050000,2.750000,101.260000,8.830000,2.330000,132.640000,2.160000,0.000000,0.000000,71.930000,8.830000,197.230000,74.130000,25.140000,26.090000,26.090000,6.67,7.25,7.21,26.24,32.16,32.17,20,12.67,92.775156,6.66,32.17,12.67,46.5,49,131.2,27.8,25,44.87,108.5

37,09:00:09:15,10.170000,2.750000,101.260000,9.920000,2.330000,132.640000,2.160000,0.000000,0.000000,67.680000,9.920000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,3.92,29.86,32.34,32.33,20,13.33,92.561052,6.66,32.33,13.33,52.5,56,149.3,30.5,28,51.79,122.5

38,09:15-09:30,11.210000,2.750000,101.260000,10.940000,2.330000,132.640000,2.160000,0.000000,0.000000,76.380000,10.940000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,3.72,33.31,32.34,32.33,20,13.33,100.181208,6.66,32.33,13.33,58.8,61,166.57,33,31,58.16,137.2

39,09:30-09:45,12.060000,2.750000,101.260000,11.770000,2.330000,132.640000,2.160000,0.000000,0.000000,85.080000,11.770000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,6.61,36.5,32.34,32.33,20,13.33,107.431548,6.66,32.33,13.33,63,65,182.52,36,32,64.29,147

40,09:45-10:00,12.760000,2.750000,101.260000,12.450000,2.330000,132.640000,2.160000,0.000000,0.000000,117.950000,12.450000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,6.61,39.44,32.34,32.33,20,13.33,113.348604,6.66,32.33,13.33,69,69,197.23,37.5,34,69.61,161

41,10:00-10:15,13.320000,2.700000,101.260000,13.000000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,13.000000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,6.61,42.17,32.34,32.33,20,13.33,118.934772,6.66,32.33,13.33,73.5,71,210.87,39,35,74.55,171.5

42,10:15-10:30,13.800000,2.700000,101.260000,13.470000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,13.470000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,8.01,44.69,32.34,32.33,20,13.33,123.829968,6.66,32.33,13.33,77.1,75,223.44,42,37,77.55,179.9

43,10:30-10:45,14.190000,2.700000,101.260000,13.850000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,13.850000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,8.01,46.67,32.34,32.33,20,13.33,126.7593,6.66,32.33,13.33,81,74,233.33,42,37,80.62,189

44,10:45-11:00,14.500000,2.700000,101.260000,14.140000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,8.01,46.67,32.34,32.33,20,13.33,130.204428,6.66,32.33,13.33,81,77,233.33,43,39,83.22,189

45,11:00-11:15,14.500000,2.700000,101.260000,14.140000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,8.01,46.67,32.34,32.33,20,13.33,133.27974,6.66,32.33,13.33,81,78,233.33,43.5,39,85.39,189

46,11:15-11:30,14.500000,2.700000,101.260000,14.140000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,135.576492,6.66,32.33,13.33,81,79,233.33,45,40,87.29,189

47,11:30-11:45,14.500000,2.700000,101.260000,14.140000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,137.36718,6.66,32.33,13.33,81,81,233.33,45,40,88.36,189

48,11:45-12:00,14.500000,2.700000,101.260000,14.140000,2.250000,132.640000,2.160000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,138.359844,6.66,32.33,13.33,81,80,233.33,45,40,88.94,189

49,12:00-12:15,14.500000,2.830000,101.260000,14.140000,2.330000,132.640000,2.310000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,26.100000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,140.121336,6.66,32.33,13.33,81,80,233.33,45,40,89.34,189

50,12:15-12:30,14.500000,2.830000,101.260000,14.140000,2.330000,132.640000,2.310000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,139.381704,6.66,32.33,13.33,81,80,233.33,45,40,89,189

51,12:30-12:45,14.500000,2.830000,101.260000,14.140000,2.330000,132.640000,2.310000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,137.785656,6.66,32.33,13.33,81,78,233.33,45,39,89.22,189

52,12:45-13:00,14.500000,2.830000,101.260000,14.140000,2.330000,132.640000,2.310000,0.000000,0.000000,117.950000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,13.33,134.077764,6.66,32.33,13.33,81,77,233.33,44,39,88.56,189

53,13:00-13:15,14.500000,2.780000,101.260000,14.140000,2.410000,132.640000,2.390000,0.000000,0.000000,71.930000,14.140000,197.230000,59.120000,27.070000,26.090000,26.090000,6.67,6.66,7.21,46.67,32.34,32.33,20,15.47,130.710492,6.66,32.33,15.47,81,77,233.33,43,38,87.53,189

54,13:15-13:30,14.500000,2.780000,101.260000,14.140000,2.410000,132.640000,2.390000,0.000000,0.000000,71.930000,14.140000,197.230000,59.120000,27.070000,26.090000,26.090000,6.67,6.66,7.21,46.67,32.34,32.33,20,15.56,127.820088,6.66,32.33,15.56,81,73,233.33,42,36,86,189

55,13:30-13:45,14.500000,2.780000,101.260000,14.140000,2.410000,0.000000,2.390000,0.000000,0.000000,80.630000,14.140000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,7.21,46.67,32.34,32.33,20,15.62,124.66692,6.66,32.33,15.62,81,71,233.33,41,35,83.98,189

56,13:45-14:00,14.290000,2.780000,101.260000,13.940000,2.410000,0.000000,2.390000,0.000000,0.000000,89.330000,13.940000,197.230000,74.130000,27.070000,26.090000,26.090000,6.67,6.66,7.61,46.67,32.34,32.33,20,15.65,118.9737,6.66,32.33,15.65,81,67,233.33,40,34,82.63,189

57,14:00-14:15,14.110000,2.780000,101.260000,13.760000,2.480000,0.000000,2.390000,0.000000,0.000000,98.030000,13.760000,237.830000,74.130000,27.070000,26.090000,26.090000,6.67,9.21,7.61,46.67,32.34,32.33,20,15.66,112.98852,6.66,32.33,15.66,74.4,59,233.33,39,30,80.52,173.6

58,14:15-14:30,13.780000,2.780000,101.260000,13.440000,2.480000,0.000000,2.390000,0.000000,0.000000,106.730000,13.440000,237.830000,74.130000,28.040000,26.090000,26.090000,6.67,9.18,7.61,44.9,32.34,32.33,20,15.63,105.923088,6.66,32.33,15.63,70.5,57,224.48,38,28,77.66,164.5

59,14:30-14:45,13.350000,2.780000,101.260000,13.030000,2.480000,15.470000,2.390000,0.000000,0.000000,115.440000,13.030000,197.230000,74.130000,28.040000,26.090000,26.090000,6.67,9.21,7.61,38.76,32.34,32.33,20,15.63,98.302932,6.66,32.33,15.63,66.9,73,193.83,36,37,74.11,156.1

60,14:45-15:00,12.820000,2.780000,101.260000,12.500000,2.480000,23.200000,2.390000,0.000000,0.000000,117.950000,12.500000,197.230000,74.130000,28.040000,26.090000,26.090000,6.67,9.21,7.61,35.91,32.34,32.33,20,15.63,90.36162,6.66,32.33,15.63,62.4,68,179.54,34,34,70.35,145.6

61,15:00-15:15,12.160000,2.780000,101.260000,11.860000,2.560000,30.940000,2.390000,0.000000,0.000000,117.950000,11.860000,197.230000,74.130000,28.040000,24.670000,24.670000,6.67,9.23,8.54,32.51,32.5,32.5,20,15.78,81.135684,6.66,32.5,15.78,56.4,63,162.53,31,32,65.34,131.6

62,15:15-15:30,11.470000,2.780000,101.260000,11.190000,2.560000,38.670000,2.390000,0.000000,0.000000,117.950000,11.190000,197.230000,74.130000,28.040000,15.360000,15.360000,6.67,8.79,9,29.11,32.5,32.5,20,16.45,71.569128,6.66,32.5,16.45,51.9,57,145.53,30,29,60,121.1

63,15:30-15:45,10.670000,2.780000,101.260000,10.410000,2.560000,46.410000,2.390000,0.000000,0.000000,117.950000,10.410000,197.230000,74.130000,28.040000,15.360000,15.360000,6.67,8.86,9.26,23.37,32.5,32.5,20,13,61.292136,6.66,32.5,13,45.9,51,116.88,25,26,54.15,107.1

64,15:45-16:00,9.660000,2.780000,101.260000,9.440000,2.560000,54.140000,2.390000,0.000000,0.000000,117.950000,9.440000,197.230000,74.130000,28.040000,15.360000,15.360000,6.67,8.12,9.4,20.37,32.5,32.5,20,13,50.75238,6.66,32.5,13,38.7,44,101.88,23,22,47.86,90.3

65,16:00-16:15,8.560000,2.780000,101.260000,8.360000,1.940000,60.910000,2.390000,0.000000,0.000000,117.950000,8.360000,197.230000,74.130000,28.040000,15.360000,15.360000,6.67,7.45,9.6,16.67,32.66,32.67,20,13,39.940128,6.66,32.67,13,32.4,37,83.33,23,19,41.07,75.6

66,16:15-16:30,7.410000,2.780000,101.260000,7.230000,1.940000,68.640000,2.390000,0.000000,0.000000,117.950000,7.230000,197.230000,74.130000,28.040000,15.360000,15.360000,6.67,7.1,10,13.37,32.66,32.67,20,13,28.096284,6.66,32.67,13,26.4,31,66.88,19,15,34.23,61.6

67,16:30-16:45,6.190000,2.780000,101.260000,6.040000,2.480000,77.340000,2.390000,0.000000,0.000000,117.950000,6.040000,197.230000,74.130000,29.000000,0.000000,30.940000,6.67,6.66,10.5,10.04,24.41,30.27,20,13,20.417736,6.66,33,13,19.5,22,50.21,15,11,26.99,45.5

68,16:45-17:00,4.930000,2.780000,101.260000,4.810000,2.480000,77.340000,2.390000,0.000000,0.000000,117.950000,4.810000,197.230000,74.130000,29.000000,0.000000,30.940000,6.67,6.66,9.9,7.54,12.88,14.06,20,13,12.564012,6.66,28,13,13.5,15,37.71,11,7,20.25,31.5

69,17:00-17:15,3.690000,2.830000,101.260000,3.600000,2.480000,77.340000,2.390000,193.360000,0.000000,117.950000,3.600000,197.230000,74.130000,29.970000,0.000000,29.970000,6.67,6.66,9.66,6.23,0.6,4.85,20,13,5.946252,6.66,14,13,9,10,31.14,8,5,13.15,21

70,17:15-17:30,2.510000,2.830000,101.260000,2.440000,2.480000,77.340000,2.390000,193.360000,0.000000,117.950000,2.440000,197.230000,74.130000,29.970000,0.000000,29.970000,6.67,6.66,9.5,3.85,1,1,20,13,1.84908,6.66,7,13,7.2,3,19.26,5,1,6.7,16.8

71,17:30-17:45,1.500000,2.830000,101.260000,1.470000,2.480000,77.340000,2.390000,193.360000,0.000000,117.950000,1.470000,197.230000,74.130000,29.970000,0.000000,29.970000,6.67,6.66,9.2,2.17,0,0.1,20,13,0.165444,6.66,1,13,3,1,10.83,3,1,1.4,7

72,17:45-18:00,0.730000,2.830000,101.260000,0.710000,2.480000,77.340000,2.390000,193.360000,0.000000,117.950000,0.710000,197.230000,74.130000,29.970000,0.000000,29.970000,6.67,6.66,9,0.77,0,0,20,13,0,6.66,0,13,1.5,1,3.83,1,0,1,3.5

73,18:00-18:15,0.210000,2.830000,101.260000,0.200000,2.480000,77.340000,2.390000,48.340000,0.000000,117.950000,0.200000,197.230000,74.130000,29.970000,0.000000,30.450000,5.83,5.34,8.8,0.24,0,0,17.5,13,0.087588,5.84,0,13,0,0,1.2,0,0,0.33,0

74,18:15-18:30,0.000000,2.830000,101.260000,0.000000,2.480000,77.340000,2.390000,48.340000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,30.450000,5.83,5.34,8.4,0,0,0,17.5,13,0,5.84,0,13,0,0,0,0,0,0,0

75,18:30-18:45,0.000000,2.830000,101.260000,0.000000,2.480000,77.340000,2.390000,48.340000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,30.450000,5.83,5.34,8,0,0,0,17.5,13,0,5.84,0,13,0,0,0,0,0,0,0

76,18:45-19:00,0.000000,2.830000,101.260000,0.000000,2.480000,77.340000,2.390000,48.340000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,30.450000,5.83,5.34,7.86,0,0,0,17.5,13,0,5.84,0,13,0,0,0,0,0,0,0

77,19:00-19:15,0.000000,2.780000,101.260000,0.000000,1.790000,77.340000,2.390000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,0.000000,5.83,5.34,7.7,0,0,0,17.5,13,0,5.84,0,13,0,0,0,0,0,0,0

78,19:15-19:30,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.390000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,0.000000,5.83,5.34,7.6,0,0,0,17.5,13,0,5.84,0,13,0,0,0,0,0,0,0

79,19:30-19:45,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.390000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,0.000000,8.5,5.34,7.5,0,0,0,25.49,13,0,8.49,0,13,0,0,0,0,0,0,0

80,19:45-20:00,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.390000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,0.000000,0.000000,8.38,5.34,7.01,0,0,0,25.12,19.89,0,8.37,0,19.89,0,0,0,0,0,0,0

81,20:00-20:15,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,8.34,7.66,7.01,0,0,0,25.01,19.44,0,8.33,0,19.44,0,0,0,0,0,0,0

82,20:15-20:30,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,8.33,7.66,7.01,0,0,0,24.99,19,0,8.33,0,19,0,0,0,0,0,0,0

83,20:30-20:45,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,18.07,0,6.5,0,18.07,0,0,0,0,0,0,0

84,20:45-21:00,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,17.15,0,6.5,0,17.15,0,0,0,0,0,0,0

85,21:00-21:15,0.000000,2.780000,101.260000,0.000000,2.330000,77.340000,2.310000,0.000000,0.000000,117.950000,0.000000,197.230000,74.130000,29.970000,23.470000,23.470000,6.5,5.34,7.01,0,0,0,19.5,13,0,6.5,0,13,0,0,0,0,0,0,0

