Block,Time,KKNPPU2,KOTESHWR,KUDGI,NJPC,PARBATI2,SEWA2,UNCHAHAR1,ANTA_GF,ANTA_LF,DADRI_CRF,DADRI_RF,CHAMERA1,CHAMERA2,JHAJJAR,KOLDAM,RAMPUR,SALAL,SASAN,TelanganaSTPP,ANTA_RF,AURY_LF,BRBCL,DHAULIGNGA,NAPP,NNTPP,RIHAND1,RIHAND3,TALST2,UNCHAHAR4,AURY_CRF,KGSU3AND4,RAPPB,SIMHST2,KKNP,NLCEXP,RAPPC,RSTPSU1TO6,SIMHST1,TALA,TEHRI,TEHRIPSP,URI,VALLURNTECL,AURY_GF,DADRT2,FSTPP I & II,KGSU1AND2,KHSTPP-II,KISHANGANGA,MAPS,NLCIIST1,NLCIIST2,NLCTS2EXP,RAPPD,RIHAND2,SINGRAULI,TANAKPUR,TANDA2,URI2,ANTA_CRF,DADRI_LF,CHAMERA3,DULHASTI,KHSTPP-I,SINGRAULI_HYDRO,UNCHAHAR2,DADRI_GF,BSIUL,NTPL,PARBATI3,RSTPSU7,UNCHAHAR3,AURY_RF
54,13:15-13:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,14.05,48.9,670.85,10.65,7.04,81.92,410.62,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,46.37,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

55,13:30-13:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,28.1,48.9,670.85,10.65,7.04,81.92,410.62,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

56,13:45-14:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,28.1,48.9,670.85,10.65,7.04,81.92,410.62,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.25,0,0,47.47,0,0,690.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

57,14:00-14:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.28,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

58,14:15-14:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.34,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,53.79,0,27.99,82.27

59,14:30-14:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.44,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

60,14:45-15:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.53,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

61,15:00-15:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.63,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

62,15:15-15:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,81.92,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,32.65,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

63,15:30-15:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,30.19,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

64,15:45-16:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,405,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,31.63,0,0,46.37,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

65,16:00-16:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.99,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.54,0,0,44.16,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

66,16:15-16:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.99,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.54,0,0,44.16,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

67,16:30-16:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.66,0,0,47.47,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

68,16:45-17:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.66,0,0,47.47,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

69,17:00-17:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.54,0,0,47.47,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

70,17:15-17:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.52,0,0,47.47,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

71,17:30-17:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.04,10.53,0,38.64,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,50.72,0,27.99,82.27

72,17:45-18:00,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.91,21.08,0,38.64,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,40.23,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,50.72,0,27.99,82.27

73,18:00-18:15,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.25,21.08,0,44.16,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

74,18:15-18:30,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,399.38,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,27.93,31.61,59.06,44.16,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

75,18:30-18:45,0,10.44,0,181.16,43.73,0,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,388.12,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.01,31.61,59.06,52.36,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,5.76,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

76,18:45-19:00,0,10.44,0,181.16,43.73,6.31,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,388.12,0,47.32,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,27.87,42.46,59.06,52.36,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,5.76,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

77,19:00-19:15,0,20.88,0,181.16,52.78,12.62,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,388.12,0,47.6,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,27.87,42.46,59.06,52.36,0,0,590.85,20.8,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,5.76,5.63,32.18,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

78,19:15-19:30,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.6,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,27.87,42.46,59.06,52.36,0,0,590.85,20.8,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,5.76,5.53,32.18,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

79,19:30-19:45,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,27.96,42.46,59.06,47.47,0,0,590.85,20.8,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,32.18,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

80,19:45-20:00,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.6,42.46,59.06,47.47,0,0,590.85,20.8,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,32.18,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

81,20:00-20:15,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.6,42.46,59.06,44.16,0,0,590.85,20.8,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,32.18,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

82,20:15-20:30,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.6,42.46,59.06,44.16,0,0,590.85,20.8,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,32.18,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

83,20:30-20:45,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.05,42.46,59.06,47.47,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

84,20:45-21:00,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,47.99,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.14,42.46,59.06,47.47,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

85,21:00-21:15,0,34.81,0,182.87,61.07,20.12,21.83,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,48.64,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.14,42.46,59.06,47.47,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

86,21:15-21:30,0,31.32,0,181.16,58.05,12.62,21.83,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,388.12,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.42,42.46,59.06,47.47,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,35.09,58.79,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

87,21:30-21:45,0,31.32,0,181.16,58.05,12.62,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,388.12,0,48.64,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.91,42.46,59.06,38.64,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,35.09,58.79,45.53,1.16,45.62,0,6.52,0,59.18,0,27.99,82.27

88,21:45-22:00,0,34.81,0,182.87,61.07,20.12,20.64,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,388.12,0,48.64,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.91,42.46,59.06,38.64,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

89,22:00-22:15,0,34.81,0,182.87,61.07,20.12,20.64,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,382.5,0,48.91,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.95,42.46,59.06,38.64,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

90,22:15-22:30,0,34.81,0,182.87,61.07,20.12,20.64,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,382.5,0,48.91,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,28.95,42.46,59.06,38.64,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

91,22:30-22:45,0,34.81,0,182.87,61.07,20.12,20.64,0,0,0,58.89,42.27,51.47,670.85,10.65,7.22,82.5,382.5,0,48.91,0,24.99,46.04,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.11,42.46,59.06,41.95,0,0,590.85,18.07,0,148.3,8.87,0,0,0,0,26.14,126.8,155.58,12.81,5.53,33.8,0,0,36.89,59.61,45.53,1.16,45.62,0,20.46,0,59.94,0,27.99,82.27

92,22:45-23:00,0,20.88,0,181.16,58.05,12.62,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,382.5,0,48.91,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.26,42.46,59.06,41.95,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.53,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

93,23:00-23:15,0,10.44,0,181.16,58.05,6.31,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,376.88,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.26,42.46,59.06,39.75,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.43,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

94,23:15-23:30,0,10.44,0,181.16,58.05,0,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,376.88,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.38,42.46,59.06,39.75,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.43,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

95,23:30-23:45,0,10.44,0,181.16,43.73,0,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,376.88,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.38,42.46,59.06,33.12,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.43,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

96,23:45-24:00,0,10.44,0,181.16,43.73,0,20.64,0,0,0,58.89,42.15,48.9,670.85,10.65,7.04,82.5,376.88,0,49.3,0,24.99,43.85,24.89,0,93.3,132.37,0,3.98,0,0,0,0,0,0,68.56,0,0,29.38,42.46,59.06,33.12,0,0,590.85,18.07,0,148.3,8.76,0,0,0,0,26.14,126.8,155.58,11.91,5.43,33.8,0,0,35.09,58.17,45.53,1.16,45.62,0,13.04,0,59.18,0,27.99,82.27

