Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,GNA/NR/2025/04/01/9334,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/1831,GNA/SR/2025/04/01/2597,GNA/NR/2025/04/01/8510,GNA/NR/2025/04/01/6490,GNA/NR/2025/04/01/1333,GNA/NR/2025/04/01/7459,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,GNA/NR/2025/04/01/4565,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/04/01/8964,GNA/NR/2025/04/01/5285,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/04/01/6216,NR/01102023/31052040/LT-31,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/04/01/7960,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/04/01/4420,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/30092023/31122025/SH-07,GNA/NR/2025/04/01/8456
12,02:45-03:00,0,7.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,24.33,0,6.34,0,0,0,0,0,7.17,24.33,3,0,21.49,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.1,26.96,74.58,2.3,0,0,100.21,6.63,0,30.78,2.05,26.96,7.7

13,03:00-03:15,0,7.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,18.33,0,6.34,0,0,0,0,0,7.17,18.33,3,0,21.49,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.1,26.96,74.58,2.22,0,0,100.21,6.58,0,30.78,1.96,26.96,5.71

14,03:15-03:30,0,7.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,17.33,0,6.34,0,0,0,0,0,7.17,17.33,3,0,21.49,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.1,26.96,74.58,2.22,0,0,100.21,6.58,0,30.28,1.96,26.96,5.71

15,03:30-03:45,0,7.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,16.67,0,6.34,0,0,0,0,0,7.17,16.67,3,0,21.49,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.1,26.96,74.58,2.22,0,0,100.21,6.58,0,29.77,1.96,26.96,5.71

16,03:45-04:00,0,7.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,16,0,6.34,0,0,0,0,0,7.17,16,3,0,21.49,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.1,26.96,74.58,2.22,0,0,100.21,6.58,0,29.77,1.96,26.96,5.71

17,04:00-04:15,0,7.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,19.33,0,6.34,0,0,0,0,0,7.67,19.33,3,0,22.99,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.58,0,29.27,1.96,26.96,5.71

18,04:15-04:30,0,8,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,20.33,0,6.34,0,0,0,0,0,8,20.33,3,0,24,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.58,0,29.27,1.96,26.96,5.71

19,04:30-04:45,0,8.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,21.67,0,6.34,0,0,0,0,0,8.33,21.67,3,0,25.01,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.58,0,28.76,1.96,26.96,5.71

20,04:45-05:00,0,9.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23,0,6.34,0,0,0,0,0,9.67,23,3,0,28.99,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.58,0,28.76,1.96,26.96,5.71

21,05:00-05:15,0,10.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23.33,0,6.34,0,0,0,0,0,10.33,23.33,3,0,31.01,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.54,0,28.76,1.96,26.96,5.71

22,05:15-05:30,0,11,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23.67,0,6.34,0,0,0,0,0,11,23.67,3,0,33,0,0,48.1,228.85,0,2.89,0,9.62,0,66,2.02,26.96,74.58,2.22,0,0,100.21,6.54,0,28.76,1.96,26.96,5.71

23,05:30-05:45,0,11.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23.67,0,1.53,0,0,0,0,0,11.67,23.67,3,0,34.99,0,0,48.1,260.29,0,2.89,0,9.62,0,115.01,2.02,26.96,86.76,2.22,0,0,100.21,6.54,0,29.27,1.96,26.96,5.71

24,05:45-06:00,0,12.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23.67,0,1.53,0,0,0,0,0,12.33,23.67,3,0,37.01,0,0,48.1,260.29,0,2.89,0,9.62,0,66,2.02,26.96,86.76,2.22,0,0,100.21,6.54,0,29.27,1.96,26.96,5.71

25,06:00-06:15,0,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23.67,0,0.34,0,0,0,0,0,10,23.67,3,6.49,30,6.26,0,48.1,260.29,0,2.89,0,9.62,0,66,2.02,26.08,86.76,2.15,0,0,100.21,6.54,0,28.76,1.96,26.08,5.71

26,06:15-06:30,0,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,0,0,0,23,0,0.34,0,0,0,0,0,10,23,3,12.48,30,12.43,0.7,48.1,260.29,0,2.89,0,9.62,0,66,2.02,30.5,86.76,2.15,0,0,100.21,6.54,0,28.26,1.96,25.38,5.71

27,06:30-06:45,1,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,1,0,1,22,0.23,0.34,1.15,0,1,0,0.77,10,22,3,18.85,30,18.4,4.61,48.1,260.29,0,2.89,0,9.62,0,66,2.02,30.5,86.76,2.15,0,0,100.21,6.54,0,28.76,1.96,25.38,5.71

28,06:45-07:00,4,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,4,1,3,21,1.33,0.34,6.62,1,2,1,1.25,10,21,3,23.36,30,23.78,9.59,48.1,260.29,0,2.89,0.24,9.62,0.31,66,2.02,30.5,86.76,2.15,0,0.31,100.21,6.54,0,28.26,1.96,26.48,5.71

29,07:00-07:15,9,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,14,6,5,14,3.01,0.34,15.06,7,3,3,3.88,10,14,2.8,25.93,30,27.65,16.75,48.1,260.29,0,2.89,0.69,9.62,0.9,66,2.02,30.5,86.76,2.15,0,0.9,100.21,6.44,0,28.26,1.87,25.38,5.71

30,07:15-07:30,14,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,28,12,7,14,5.5,0.34,27.48,10,8,5,7.95,10,14,2.8,32.91,30,29.61,25.3,48.1,260.29,0,2.89,1.32,9.62,1.71,66,2.02,30.5,86.76,2.15,0,1.71,100.21,6.44,0,28.26,1.87,26.48,5.71

31,07:30-07:45,22,10,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,35,15,12,14,8.99,0.34,44.94,20,13,10,13.84,10,14,2.8,32,30,32,34.55,48.1,260.29,0,2.89,2.12,9.62,2.74,66,2.02,30.5,86.76,2.15,0,2.74,100.21,6.44,0,28.26,1.87,26.48,5.71

32,07:45-08:00,28,10,2.89,250.09,1.92,0,7.68,9.62,2.89,9.62,53,22,16,14,12.95,0.34,64.75,27,19,13,21.25,10,14,2.8,30.5,30,30.5,44.16,48.1,212.2,0,2.89,3.06,9.62,3.96,66,2.02,30.5,64.08,2.15,0,3.96,100.21,6.44,0,28.26,1.87,26.48,5.71

33,08:00-08:15,32.07,10,2.89,230.86,1.92,0,7.68,9.62,2.89,9.62,70,30,21,14,17.16,0.34,85.8,33,30,17,29.71,10,14,2.8,32.07,30,32.06,53.76,48.1,193.56,0,2.89,4.14,9.62,5.35,70.14,2.02,30.5,64.08,2.15,0,5.35,71.35,6.44,0,27.25,1.87,26.48,5.71

34,08:15-08:30,32.67,9.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,88,37,25,14,21.54,0.34,107.72,43,39,22,38.48,9.17,14,2.8,32.67,27.49,32.66,63.34,48.1,193.56,0,2.89,5.36,9.62,6.94,70.14,2.02,30.5,64.08,2.15,0,6.94,52.9,6.44,0,27.25,1.87,25.98,5.71

35,08:30-08:45,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,105,45,29,14,25.83,7,129.14,53,46,27,47.05,7.17,14,2.8,32.67,21.49,32.66,72.38,48.1,193.56,0,2.89,6.59,9.62,8.52,70.14,2.02,30.5,46.17,2.15,0,8.52,52.9,6.44,0,27.25,1.87,25.98,5.71

36,08:45-09:00,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,123,52,32,14,29.99,7,149.96,60,53,30,55.49,7.17,14,2.8,32.67,21.49,32.66,92.31,48.1,152.94,0,2.89,7.54,9.62,9.76,70.14,2.02,30.5,46.17,2.15,0,9.76,52.9,6.44,0,27.25,1.87,25.98,5.71

37,09:00-09:15,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,140,60,34,14,33.99,7,169.96,67,59,33,63.63,7.17,14,2.8,32.67,21.49,32.66,101.95,48.1,138.51,3.43,2.89,8.55,9.62,11.05,70.14,2.02,26.95,46.17,2.22,0,11.05,52.9,6.35,0,27.25,1.87,26.95,5.71

38,09:15-09:30,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,154,66,36,14,37.77,7,188.87,73,66,37,71.2,7.17,14,2.8,32.67,21.49,32.66,110.51,48.1,138.51,0,2.89,9.61,9.62,12.42,70.14,2.02,26.95,46.17,2.22,0,12.42,52.9,6.35,0,27.25,1.87,26.95,5.71

39,09:30-09:45,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,168,72,39,14,41.23,7,206.13,79,73,39,81.47,7.17,14,2.8,32.67,21.49,32.66,118.11,48.1,138.51,0,2.89,10.55,9.62,13.66,70.14,2.02,26.95,46.17,2.22,0,13.66,52.9,6.35,0,27.25,1.87,26.95,5.71

40,09:45-10:00,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,182,78,41,14,44.47,7,222.36,83,79,42,87.64,7.17,14,2.8,32.67,21.49,32.66,125.12,48.1,138.51,0,2.89,11.45,9.62,14.82,70.14,2.02,26.95,46.17,2.22,0,14.82,52.9,6.35,0,27.25,1.87,26.95,5.71

41,10:00-10:15,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,180,77,43,14,47.29,0,236.44,90,83,45,93.59,7.17,14,2.8,32.67,21.49,32.66,131.06,48.1,138.51,0,2.89,11.88,9.62,15.37,70.14,1.94,26.95,46.17,2.3,0,15.37,52.9,6.35,0,27.25,1.77,26.95,5.71

42,10:15-10:30,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,45,14,49.17,0,245.83,93,87,47,99.09,7.17,14,2.8,32.67,21.49,32.66,127.8,48.1,138.51,0,2.89,12.52,9.62,16.21,70.14,1.94,26.95,46.17,2.3,0,16.21,52.9,6.35,0,27.25,1.77,26.95,5.71

43,10:30-10:45,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,48,14,49.17,0,245.83,93,90,47,100,7.17,14,2.8,32.67,21.49,32.66,129.85,48.1,138.51,0,2.89,13.03,9.62,16.86,70.14,1.94,26.95,46.17,2.3,0,16.86,52.9,6.35,0,27.25,1.77,26.95,5.71

44,10:45-11:00,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,48,14,49.17,0,245.83,93,93,47,100,7.17,14,2.8,32.67,21.49,32.66,131.25,48.1,138.51,0,2.89,13.49,9.62,17.46,70.14,1.94,26.95,46.17,2.3,0,17.46,52.9,6.35,0,27.25,1.77,26.95,5.71

45,11:00-11:15,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,49,14,49.17,5.66,245.83,93,97,47,100,7.17,14,2.8,32.67,21.49,32.66,133.17,48.1,138.51,3.92,2.89,13.89,9.62,17.97,70.14,1.94,26.95,46.17,2.3,0,17.97,52.9,6.26,0,27.25,1.77,26.95,5.71

46,11:15-11:30,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,49,14,49.17,5.66,245.83,93,98,47,100,7.17,14,2.8,32.67,21.49,32.66,136.03,48.1,138.51,3.92,2.89,14.21,9.62,18.38,70.14,1.94,26.95,46.17,2.3,0,18.38,52.9,6.26,0,27.25,1.77,26.95,5.71

47,11:30-11:45,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,49,14,49.17,5.66,245.83,93,98,47,100,7.17,14,2.8,32.67,21.49,32.66,137.45,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.3,0,18.49,52.9,6.26,0,27.75,1.77,26.95,5.71

48,11:45-12:00,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,193,82,50,14,49.17,5.66,245.83,93,98,47,100,7.17,14,2.8,32.67,21.49,32.66,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.3,0,18.49,52.9,6.26,0,28.26,1.77,26.95,5.71

49,12:00-12:15,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,98,47,100,7.17,13,2.8,32.67,21.49,32.66,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.26,0,27.25,1.77,26.95,5.71

50,12:15-12:30,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,98,47,100,7.17,13,2.8,32.5,21.49,32.5,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.26,0,27.25,1.77,26.95,5.71

51,12:30-12:45,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,98,47,100,7.17,13,2.8,32.5,21.49,32.5,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.26,0,27.25,1.77,26.95,5.71

52,12:45-13:00,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,98,47,100,7.17,13,2.8,32.5,21.49,32.5,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.26,0,27.25,1.77,26.95,5.71

53,13:00-13:15,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,99,47,100,7.17,13,3,32.5,21.49,32.5,133.4,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.17,0,27.25,1.87,26.95,5.71

54,13:15-13:30,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,13,49.17,5.66,245.83,93,99,47,100,7.17,13,3,32.5,21.49,32.5,134.86,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,1.94,26.95,46.17,2.45,0,18.49,52.9,6.17,0,27.25,1.87,26.95,5.71

55,13:30-13:45,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,50,20,49.17,5.66,245.83,100,99,50,100,7.17,20,3,32.5,21.49,32.5,131.25,48.1,138.51,3.92,2.89,14.29,9.62,18.49,70.14,2.17,26.95,46.17,2.15,0,18.49,52.9,6.17,0,27.75,1.87,26.95,5.71

56,13:45-14:00,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,49,21.33,49.17,5.66,245.83,100,99,50,100,7.17,21.33,3.2,32.5,21.49,32.5,126.09,48.1,138.51,3.92,2.89,14.21,9.62,18.38,70.14,2.17,26.95,46.17,2.15,0,18.38,52.9,6.17,0,27.75,1.87,26.95,5.71

57,14:00-14:15,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,48,20.67,49.17,5.66,245.83,100,98,50,100,7.17,20.67,6,32.5,21.49,32.5,124.54,48.1,138.51,4.59,2.89,13.97,9.62,18.08,70.14,2.17,26.95,46.17,2.22,0,18.08,52.9,6.17,0,23.21,2.05,26.95,7.22

58,14:15-14:30,32.5,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,210,90,48,22.33,49.17,5.66,245.83,100,97,50,100,7.17,22.33,6,32.5,21.49,32.5,118.11,48.1,138.51,4.59,2.89,13.53,9.62,17.51,70.14,2.17,26.95,46.17,2.22,0,17.51,52.9,6.17,0,23.21,2.05,26.95,7.22

59,14:30-14:45,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,186,79,47,24,49.17,5.66,245.83,90,93,45,100,7.17,24,6,32.67,21.49,32.66,111.29,48.1,138.51,4.59,2.89,13.08,9.62,16.92,70.14,2.33,26.95,46.17,2.22,0,16.92,52.9,6.17,0,23.21,2.05,26.95,7.22

60,14:45-15:00,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,179,76,45,25.67,49.17,5.66,245.83,90,92,45,100,7.17,25.67,5.6,32.67,21.49,32.66,97.81,48.1,138.51,4.59,2.89,12.65,9.62,16.38,70.14,2.33,26.95,46.17,2.22,0,16.38,52.9,6.17,0,23.21,2.05,26.95,7.22

61,15:00-15:15,32.67,7.17,2.89,211.62,1.92,0,7.68,9.62,2.89,9.62,168,72,40,27.67,48.42,5.66,242.07,83,88,42,100,7.17,27.67,5.4,32.67,21.49,32.66,90.96,48.1,138.51,4.59,2.89,11.92,9.62,15.42,70.14,2.33,26.95,46.17,2.07,0,15.42,52.9,6.08,0,28.26,2.24,26.95,7.22

62,15:15-15:30,32.67,7.17,2.89,230.86,1.92,0,7.68,9.62,2.89,9.62,158,67,37,27.67,45.9,5.66,229.47,77,85,39,99.19,7.17,27.67,5.2,32.67,21.49,32.66,83.89,48.1,138.51,4.59,2.89,11.44,9.62,14.8,70.14,2.33,26.95,46.17,2.07,0,14.8,52.9,6.08,0,29.27,2.24,26.95,7.22

63,15:30-15:45,32.67,11.33,2.89,250.09,1.92,0,7.68,9.62,2.89,9.62,147,63,35,33.33,43.39,5.66,216.95,70,79,35,93.88,11.33,33.33,4.8,32.67,34.01,32.66,75.8,48.1,152.94,4.59,2.89,10.65,9.62,13.77,70.14,2.33,26.95,46.17,2.07,0,13.77,52.9,6.08,0,30.28,2.24,26.95,7.22

64,15:45-16:00,32.67,12,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,137,58,32,39,40.61,7,203.03,63,73,32,85.23,12,39,4.8,32.67,36,32.66,66.53,48.1,193.56,4.59,2.89,10.1,9.62,13.07,70.14,2.48,26.95,64.08,2.07,0,13.07,52.9,6.08,0,30.78,2.24,26.95,7.22

65,16:00-16:15,32.67,13.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,123,52,30,44,37.41,8,187.03,57,66,28,77.46,13.67,44,4.6,32.67,40.99,32.66,57.74,48.1,193.56,4.59,2.89,9.12,9.62,11.8,70.14,2.48,26.95,64.08,2.15,0,11.8,52.9,6.08,50,29.27,2.42,26.95,7.22

66,16:15-16:30,32.67,14.83,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,109,46,26,45,34.05,8.66,170.27,52,59,26,71.32,14.83,45,4.2,32.67,44.51,32.66,46.73,48.1,193.56,4.59,2.89,8.28,9.62,10.72,70.14,2.48,26.95,64.08,2.15,0,10.72,52.9,6.08,50,29.77,2.42,26.95,7.22

67,16:30-16:45,32.67,16.67,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,95,40,23,48,30.44,9.34,152.21,43,52,22,64.32,16.67,48,4,32.67,49.99,32.66,41.76,48.1,193.56,4.59,2.89,7.55,9.62,9.77,70.14,2.48,26.95,64.08,2.45,0,9.77,52.9,6.08,50,30.28,2.42,26.95,7.22

68,16:45-17:00,32.67,19.17,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,81,34,19,49.67,26.6,11,132.98,39,43,19,56.94,19.17,49.67,3.8,32.67,57.49,32.66,34.89,48.1,193.56,4.59,2.89,6.22,9.62,8.04,70.14,2.48,26.95,64.08,2.45,0,8.04,52.9,6.08,50,30.78,2.42,26.95,7.22

69,17:00-17:15,32,20.33,2.89,271.98,1.92,0,7.68,9.62,2.89,9.62,67,28,16,50,22.61,12.34,113.06,29,37,14,49.06,20.33,50,3.6,33,61.01,33,27.45,48.1,260.29,4.59,2.89,4.59,9.62,5.95,66,1.55,26.95,86.76,1.76,0,5.95,100.21,6.17,50,31.29,2.42,26.95,7.22

