Block,Time,CHAMERA2,KHSTPP-I,KKNPPU2,KUDGI,NLCIIST1,SIMHST1,SINGRAULI,TANDA2,UNCHAHAR2,UNCHAHAR3,ANTA_LF,AURY_RF,BRBCL,NJPC,NLCIIST2,NTPL,RAPPB,SASAN,TALST2,URI,DADRI_CRF,BSIUL,RSTPSU7,SINGRAULI_HYDRO,TANAKPUR,TEHRI,TelanganaSTPP,ANTA_CRF,DULHASTI,KOLDAM,MAPS,NLCTS2EXP,RAMPUR,RIHAND2,SEWA2,FSTPP I & II,NLCEXP,SIMHST2,TALA,ANTA_GF,ANTA_RF,CHAMERA1,DADRT2,DHAULIGNGA,RAPPC,RIHAND1,UNCHAHAR4,AURY_GF,JHAJJAR,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,NNTPP,RIHAND3,RSTPSU1TO6,SALAL,UNCHAHAR1,URI2,VALLURNTECL,AURY_CRF,DADRI_GF,DADRI_LF,DADRI_RF,CHAMERA3,KISHANGANGA,NAPP,PARBATI3,AURY_LF
64,15:45-16:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,35.33,0,6.52,0,0.73,1.54,21.8,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

65,16:00-16:15,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,39.75,0,6.52,0,0.73,1.54,32.7,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,15.11,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

66,16:15-16:30,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,39.75,0,6.52,0,0.73,1.54,32.7,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.95,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,70.88,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

67,16:30-16:45,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,39.75,0,6.52,0,0.73,1.54,32.7,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.74,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,70.88,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

68,16:45-17:00,0,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,39.75,0,6.52,0,0.73,1.54,32.7,0,0,0,0,0,0,0,118.76,9.86,15.99,0,0,0,0,40.74,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,70.88,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

69,17:00-17:15,3.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,23.39,0,0,0,418.77,0,34.23,0,6.52,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,40.74,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,0,0,42.61,0,0

70,17:15-17:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,47.35,0,0,0,418.77,0,34.23,0,6.52,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,40.74,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,15.11,20.85,26.9,0,0,0,0,59.73,9.68,0,42.61,0,0

71,17:30-17:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.48,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,15.11,20.85,26.9,0,0,0,0,59.73,9.68,0,42.61,0,0

72,17:45-18:00,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,104.17,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.37,13.2,683.14,7.92,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,15.11,20.85,26.9,0,0,0,0,59.73,9.68,0,42.61,0,0

73,18:00-18:15,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,116.95,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,32.7,0,0,32.96,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,24.57,683.14,15.85,51.4,92,0,0,559.57,0,0,148.3,0,17.75,0,124.33,0,15.11,20.85,26.9,0,0,0,0,59.73,19.35,0,42.61,0,0

74,18:15-18:30,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,29.06,0,42.61,0,0

75,18:30-18:45,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,36.55,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,29.06,0,42.61,0,0

76,18:45-19:00,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,36.55,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,29.06,0,42.61,0,0

77,19:00-19:15,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,36.55,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,29.06,0,42.61,3.82,0

78,19:15-19:30,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,36.55,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,26.9,0,0,0,0,59.73,29.06,0,42.61,16.54,0

79,19:30-19:45,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,140.35,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,27.41,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,29.06,0,42.61,16.54,0

80,19:45-20:00,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,93.56,0,0,0,418.77,0,34.23,0,19.56,0,0.73,1.54,42.71,0,0,49.43,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,39.05,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,29.06,0,42.61,33.1,0

81,20:00-20:15,39.51,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,42.71,0,0,32.96,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,18.24,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,19.35,0,42.61,33.1,0

82,20:15-20:30,26.34,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,42.71,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,33.1,0

83,20:30-20:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,34.23,0,6.52,0,0.73,1.54,42.71,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,18.27,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,16.54,0

84,20:45-21:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,70.17,0,0,0,418.77,0,34.23,0,6.52,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,41.79,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,3.57,0

85,21:00-21:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,46.78,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,32.7,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,42.52,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

86,21:15-21:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,49.63,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,31.37,0,0,16.48,0,0,0,0,118.76,15.81,15.99,0,0,0,0,42.52,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

87,21:30-21:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,28.41,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,31.37,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,42.52,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

88,21:45-22:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,42.52,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

89,22:00-22:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,10.53,15.99,0,0,0,0,42.73,42.15,683.14,9.14,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

90,22:15-22:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,42.73,42.15,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,26.73,20.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

91,22:30-22:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,42.73,42.15,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,18.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

92,22:45-23:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,5.27,15.99,0,0,0,0,42.73,42.15,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,18.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

93,23:00-23:15,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.73,31.21,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,18.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

94,23:15-23:30,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,20.91,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.73,13.99,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,18.85,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

95,23:30-23:45,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,10.27,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.73,13.99,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,9.71,29.6,0,0,0,0,59.73,9.68,0,42.61,0,0

96,23:45-24:00,13.17,45.83,0,0,0,0,104.15,0,42.39,26.4,0,68.96,20,0,0,0,0,418.77,0,34.23,0,13.04,0,0.73,1.54,10.27,0,0,16.48,0,0,0,0,118.76,0,15.99,0,0,0,0,42.73,0,683.14,0,51.4,92,0,0,559.57,0,0,148.3,0,8.87,0,124.33,0,13.36,9.71,29.6,0,0,0,0,59.73,0,0,42.61,0,0

