Block,Time,BSIUL,CHAMERA2,DULHASTI,NTPL,TANAKPUR,UNCHAHAR1,KGSU1AND2,KGSU3AND4,UNCHAHAR3,CHAMERA1,DADRT2,KHSTPP-I,KKNP,NLCEXP,RAMPUR,SINGRAULI_HYDRO,TALA,UNCHAHAR2,AURY_CRF,DADRI_GF,DADRI_RF,KISHANGANGA,KKNPPU2,MAPS,NLCIIST1,NLCIIST2,TALST2,TelanganaSTPP,URI,ANTA_GF,BRBCL,NJPC,NNTPP,SEWA2,SIMHST1,SINGRAULI,TEHRI,ANTA_RF,AURY_LF,DADRI_LF,FSTPP I & II,KOLDAM,NAPP,RAPPB,TANDA2,URI2,ANTA_CRF,ANTA_LF,AURY_GF,DHAULIGNGA,KHSTPP-II,RIHAND1,RIHAND2,RIHAND3,RSTPSU1TO6,RSTPSU7,SALAL,SASAN,SIMHST2,CHAMERA3,JHAJJAR,KOTESHWR,KUDGI,NLCTS2EXP,PARBATI3,RAPPC,UNCHAHAR4,VALLURNTECL,AURY_RF,DADRI_CRF
59,14:30-14:45,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.75,19.62,0,0,101.73,0,0,0,0,0,0,0,17.67,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,92.77,47.33,121.71,127.6,0,0,51.13,320.62,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

60,14:45-15:00,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,39.52,0,0,2.2,0,11.75,19.62,0,0,101.73,0,0,0,0,0,0,0,17.67,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,328.5,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

61,15:00-15:15,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,16.56,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,336.38,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

62,15:15-15:30,6.52,13.43,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,16.56,0,15,102.23,0,0,0,109.06,37.02,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,343.12,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

63,15:30-15:45,6.52,4.18,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,16.56,0,15,102.23,0,0,0,109.06,57.11,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,343.12,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

64,15:45-16:00,6.52,4.18,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,16.56,0,15,102.23,0,0,0,109.06,58.4,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,343.12,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

65,16:00-16:15,6.52,4.18,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,50.23,0,15,102.23,0,0,0,109.06,58.4,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,360,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

66,16:15-16:30,6.52,4.18,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,11.47,19.62,0,0,101.73,0,0,0,0,0,0,0,50.23,0,15,102.23,0,0,0,109.06,76.9,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

67,16:30-16:45,0,10.74,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,10.58,19.62,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,102.23,0,0,0,109.06,76.9,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

68,16:45-17:00,0,10.74,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.2,0,10.14,19.62,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,102.23,0,0,0,109.06,76.9,4.73,0,0,20.8,2.43,46.18,0,2.89,16.26,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,371.25,0,10.69,663.81,19.32,0,0,0,60.53,1.62,0,77.58,0

69,17:00-17:15,0,10.74,54.53,0,11.78,20.96,0,0,0,0,343.03,44.92,0,0,2.74,0,9.5,18.96,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,127.78,0,0,0,109.06,76.9,4.73,0,0,20.8,2.43,46.18,0,2.89,10.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,371.25,0,10.69,488.91,19.32,0,0,0,60.53,1.62,0,77.58,0

70,17:15-17:30,0,10.74,54.53,0,11.78,20.96,0,0,0,14.05,343.03,44.92,0,0,2.74,0,9.17,18.96,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,127.78,0,0,0,109.06,76.9,11.83,0,0,20.8,2.43,46.18,0,2.89,10.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,376.88,0,10.69,623.81,19.32,0,0,0,60.53,1.62,0,77.58,0

71,17:30-17:45,0,10.74,54.53,0,9.74,20.96,0,0,0,14.05,343.03,44.92,0,0,2.74,0,8.64,18.96,0,0,101.73,0,0,0,0,0,0,0,19.87,0,15,127.78,0,0,0,109.06,76.9,13.01,0,0,20.8,2.43,46.18,0,2.89,10.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,10.69,429.31,19.32,0,0,3.94,60.53,1.46,0,77.58,0

72,17:45-18:00,13.2,13.43,54.53,0,9.74,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,8.21,18.96,0,0,101.73,0.14,0,0,0,0,0,0,19.87,0,15,153.34,0,0,0,109.06,76.9,13.01,0,0,20.8,3.64,46.18,0,2.89,10.35,0,0,0,30.23,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,10.69,429.31,28.98,0,0,5.62,60.53,1.29,0,77.58,0

73,18:00-18:15,19.56,17.91,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.8,18.96,0,0,101.73,1.44,0,0,0,0,0,0,19.87,0,15,153.34,0,5.12,0,109.06,76.9,13.01,0,0,20.8,3.64,46.18,0,2.89,10.35,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,21.37,429.31,38.64,0,0,8.43,60.53,1.29,0,77.58,0

74,18:15-18:30,19.56,17.91,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.41,18.96,0,0,101.73,2.88,0,0,0,0,0,0,19.87,0,15,153.34,0,10.83,0,109.06,76.9,13.01,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,32.08,429.31,38.64,0,0,54.11,60.53,1.29,0,77.58,0

75,18:30-18:45,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.41,18.96,0,0,98.66,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,13.01,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,40.68,365.62,0,33.74,419.01,42.94,0,0,54.11,60.53,1.29,0,77.57,0

76,18:45-19:00,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.41,18.96,0,0,98.66,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,13.01,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,40.68,365.62,0,33.74,419.01,42.94,0,0,54.11,60.53,1.29,0,77.57,0

77,19:00-19:15,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.23,18.96,0,0,98.66,4.32,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,41.83,365.62,0,33.74,429.31,42.94,0,0,54.11,60.53,1.29,0,77.57,0

78,19:15-19:30,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.53,18.96,0,0,98.66,4.32,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,33.74,429.31,42.94,0,0,54.11,60.53,1.29,0,77.57,0

79,19:30-19:45,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.73,18.96,0,0,98.64,4.32,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,33.74,429.31,42.94,0,0,36.54,60.53,1.29,0,77.57,0

80,19:45-20:00,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.91,18.96,0,0,98.64,4.32,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,10.35,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,33.74,429.31,42.94,0,0,5.62,60.53,1.29,0,77.57,0

81,20:00-20:15,6.52,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.08,18.96,0,0,98.66,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,35.46,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.29,0,77.81,0

82,20:15-20:30,6.52,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.29,18.96,0,0,98.66,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,22.47,0,0,20.8,4.01,46.18,0,2.89,35.46,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.46,0,77.81,0

83,20:30-20:45,1.1,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.73,18.96,0,0,98.65,1.72,0,0,0,0,0,0,19.87,0,15,153.34,0,17.37,0,109.06,76.9,24.84,0,0,20.8,3.8,46.18,0,2.89,35.46,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,79.38,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

84,20:45-21:00,1.1,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.73,18.96,0,0,98.65,1.72,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,31.94,0,0,20.8,3.8,46.18,0,2.89,35.46,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

85,21:00-21:15,1.1,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.91,18.96,0,0,98.65,1.72,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,36.66,0,0,20.8,3.8,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

86,21:15-21:30,1.1,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,8.94,18.96,0,0,98.65,1.72,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,3.8,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

87,21:30-21:45,1.1,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.2,18.96,0,0,98.65,1.72,0,0,0,0,0,0,19.87,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,3.8,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

88,21:45-22:00,2.2,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.23,18.96,0,0,98.65,1.86,0,0,0,0,0,0,19.87,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,3.81,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,32.08,429.31,38.64,0,0,3.94,60.53,1.62,0,77.81,0

89,22:00-22:15,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.29,18.96,0,0,98.65,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.62,0,78.06,0

90,22:15-22:30,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.35,18.96,0,0,98.65,4.32,0,0,0,0,0,0,50.23,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,16.26,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,38.93,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.62,0,78.06,0

91,22:30-22:45,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.5,18.96,0,0,98.65,4.32,0,0,0,0,0,0,19.87,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.62,0,78.06,0

92,22:45-23:00,19.56,45.65,55.08,0,10.63,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.58,18.96,0,0,98.65,4.32,0,0,0,0,0,0,16.56,0,15,153.34,0,17.37,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,41.42,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,33.74,429.31,42.94,0,0,3.94,60.53,1.62,0,78.06,0

93,23:00-23:15,6.52,44.22,54.53,0,9.74,20.96,0,0,0,42.15,343.03,44.92,0,0,3.29,0,9.62,18.96,0,0,98.65,2.88,0,0,0,0,0,0,16.56,0,15,153.34,0,11.57,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,32.08,429.31,38.64,0,0,3.51,60.53,1.62,0,78.06,0

94,23:15-23:30,6.52,44.22,54.53,0,9.74,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,9.64,18.96,0,0,98.65,1.44,0,0,0,0,0,0,16.56,0,15,153.34,0,5.71,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,32.08,429.31,28.98,0,0,3.51,60.53,1.62,0,78.06,0

95,23:30-23:45,6.52,44.22,54.53,0,9.74,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,9.79,18.96,0,0,98.65,0.14,0,0,0,0,0,0,16.56,0,15,153.34,0,5.71,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,32.08,429.31,28.98,0,0,3.51,60.53,1.62,0,78.06,0

96,23:45-24:00,6.52,44.22,54.53,0,9.74,20.96,0,0,0,28.1,343.03,44.92,0,0,3.29,0,9.97,18.96,0,0,98.65,0,0,0,0,0,0,0,16.56,0,15,153.34,0,0,0,109.06,76.9,45.53,0,0,20.8,4.01,46.18,0,2.89,14.77,0,0,0,40.4,98.87,47.33,121.71,127.6,0,0,51.13,365.62,0,32.08,429.31,28.98,0,0,3.51,60.53,1.62,0,78.06,0

