Time,Block,NR/2024/18277/C,NR/2024/18281/C,NR/2024/18280/C,NR/2023/18204/A/2663,WR/2023/20914/A/2812,WR/2023/20937/A/2839,NR/2023/18074/A/2652,NR/2023/18183/A/2840,Total
27,06:30-06:45,0,0,0.000000,5.760000,0.000000,0.000000,0.380000,158.480000,164.62

28,06:45-07:00,0,0,0.000000,5.760000,0.000000,0.000000,0.380000,158.480000,164.62

29,07:00-07:15,0,0,0.000000,5.760000,0.000000,0.000000,0.530000,158.480000,164.77

30,07:15-07:30,0.16,0,0.000000,5.760000,0.000000,0.000000,0.530000,158.480000,164.93

31,07:30-07:45,0.38,0,0.000000,5.760000,0.000000,0.000000,0.530000,158.480000,165.15

32,07:45:08:00,0.82,0,0.000000,5.760000,0.000000,0.000000,0.530000,158.480000,165.59

33,08:00-08:15,1.39,0,0.000000,5.760000,0.000000,0.000000,0.860000,158.480000,166.49

34,08:15-08:30,1.54,0,0.000000,5.760000,0.000000,0.000000,0.860000,158.480000,166.64

35,08:30-08:45,1.83,0,0.000000,5.760000,0.000000,0.000000,0.860000,158.480000,166.93

36,08:45:09:00,2.26,0,0.000000,5.760000,0.000000,0.000000,0.860000,158.480000,167.36

37,09:00:09:15,2.69,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,9.31

38,09:15-09:30,3.19,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,9.81

39,09:30-09:45,3.64,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,10.26

40,09:45-10:00,3.78,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,10.4

41,10:00-10:15,3.29,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,9.91

42,10:15-10:30,3.64,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,10.26

43,10:30-10:45,3.67,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,10.29

44,10:45-11:00,5.31,0,0.000000,5.760000,0.000000,0.000000,0.860000,0.000000,11.93

45,11:00-11:15,5.57,0,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,16.51

46,11:15-11:30,5.76,0,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,16.7

47,11:30-11:45,5.87,0,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,16.81

48,11:45-12:00,6.04,0,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,16.98

49,12:00-12:15,6.28,5.76,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,22.98

50,12:15-12:30,6.19,5.76,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,22.89

51,12:30-12:45,6.04,5.76,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,22.74

52,12:45-13:00,6.33,5.76,4.320000,5.760000,0.000000,0.000000,0.860000,0.000000,23.03

53,13:00-13:15,6.13,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,22.74

54,13:15-13:30,6.09,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,22.7

55,13:30-13:45,5.7,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,22.31

56,13:45-14:00,5.53,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,22.14

57,14:00-14:15,5.46,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,22.07

58,14:15-14:30,5.26,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,21.87

59,14:30-14:45,4.94,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,21.55

60,14:45-15:00,4.55,5.76,4.320000,5.760000,0.000000,0.000000,0.770000,0.000000,21.16

61,15:00-15:15,4.02,5.76,4.320000,5.760000,0.000000,0.000000,0.670000,0.000000,20.53

62,15:15-15:30,3.78,5.76,4.320000,5.760000,0.000000,0.000000,0.670000,0.000000,20.29

63,15:30-15:45,3.37,5.76,4.320000,5.760000,0.000000,0.000000,0.670000,0.000000,19.88

64,15:45-16:00,2.88,5.76,4.320000,5.760000,0.000000,0.000000,0.670000,0.000000,19.39

65,16:00-16:15,2.43,3.84,4.320000,5.760000,0.000000,0.000000,0.480000,0.000000,16.83

66,16:15-16:30,1.95,0,4.320000,5.760000,0.000000,0.000000,0.480000,0.000000,12.51

67,16:30-16:45,1.46,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,7.7

68,16:45-17:00,1.07,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,7.31

69,17:00-17:15,0.55,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.79

70,17:15-17:30,0.36,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.6

71,17:30-17:45,0.11,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.35

72,17:45-18:00,0,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.24

73,18:00-18:15,0,0,0.000000,5.760000,55.000000,25.000000,0.480000,0.000000,86.24

74,18:15-18:30,0,0,0.000000,5.760000,55.000000,25.000000,0.480000,0.000000,86.24

75,18:30-18:45,0,0,0.000000,5.760000,55.000000,25.000000,0.480000,0.000000,86.24

76,18:45-19:00,0,0,0.000000,5.760000,55.000000,25.000000,0.480000,0.000000,86.24

77,19:00-19:15,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

78,19:15-19:30,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

79,19:30-19:45,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

80,19:45-20:00,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

81,20:00-20:15,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

82,20:15-20:30,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

83,20:30-20:45,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

84,20:45-21:00,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

85,21:00-21:15,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

86,21:15-21:30,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

87,21:30-21:45,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

88,21:45-22:00,0,0,0.000000,5.760000,55.000000,25.000000,0.580000,158.480000,244.82

89,22:00-22:15,0,0,0.000000,5.760000,55.000000,0.000000,0.480000,0.000000,61.24

90,22:15-22:30,0,0,0.000000,5.760000,55.000000,0.000000,0.480000,0.000000,61.24

91,22:30-22:45,0,0,0.000000,5.760000,55.000000,0.000000,0.480000,0.000000,61.24

92,22:45-23:00,0,0,0.000000,5.760000,55.000000,0.000000,0.480000,0.000000,61.24

93,23:00-23:15,0,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.24

94,23:15-23:30,0,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.24

95,23:30-23:45,0,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.24

96,23:45-24:00,0,0,0.000000,5.760000,0.000000,0.000000,0.480000,0.000000,6.24

