Time,Block,NR/2023/17496/F,NR/2023/17344/F,NR/2023/17165/A,WR/2023/19090/A,NR/2023/17263/F,NR/2023/17402/F,NR/2023/14875/A,NR/2023/17772/C,NR/2023/17771/C,Total
17,04:00-04:15,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.550000,283.97

18,04:15-04:30,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.550000,283.97

19,04:30-04:45,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.550000,283.97

20,04:45-05:00,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.550000,283.97

21,05:00-05:15,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.450000,283.87

22,05:15-05:30,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.450000,283.87

23,05:30-05:45,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.450000,283.87

24,05:45-06:00,6.780000,0.530000,43.560000,0.000000,159.210000,0.000000,68.340000,0,5.450000,283.87

25,06:00-06:15,6.780000,0.580000,43.560000,0.000000,0.000000,161.300000,0.000000,0,5.450000,217.67

26,06:15-06:30,6.780000,0.580000,43.560000,0.000000,0.000000,161.300000,0.000000,0,5.450000,217.67

27,06:30-06:45,6.780000,0.580000,43.560000,0.000000,0.000000,161.300000,0.000000,0.1,5.450000,217.77

28,06:45-07:00,6.780000,0.580000,43.560000,0.000000,0.000000,161.300000,0.000000,0.4,5.450000,218.07

29,07:00-07:15,6.780000,0.680000,43.560000,0.000000,0.000000,161.300000,0.000000,0.71,5.450000,218.48

30,07:15-07:30,6.780000,0.680000,43.560000,0.000000,0.000000,161.300000,0.000000,1.06,5.450000,218.83

31,07:30-07:45,6.780000,0.680000,43.560000,0.000000,0.000000,161.300000,0.000000,1.46,5.450000,219.23

32,07:45:08:00,6.780000,0.680000,43.560000,0.000000,0.000000,161.300000,0.000000,1.9,5.450000,219.67

33,08:00-08:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,2.32,5.450000,220.38

34,08:15-08:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,2.82,5.450000,220.88

35,08:30-08:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.29,5.450000,221.35

36,08:45:09:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.8,5.450000,221.86

37,09:00:09:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,4.28,5.450000,222.34

38,09:15-09:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,4.69,5.450000,222.75

39,09:30-09:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.1,5.450000,223.16

40,09:45-10:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.47,5.450000,223.53

41,10:00-10:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.75,5.360000,223.72

42,10:15-10:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.95,5.360000,223.92

43,10:30-10:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.24,5.360000,224.21

44,10:45-11:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.01,5.360000,223.98

45,11:00-11:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.22,5.360000,224.19

46,11:15-11:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.77,5.360000,223.74

47,11:30-11:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,7.42,5.360000,225.39

48,11:45-12:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.95,5.360000,224.92

49,12:00-12:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,7.45,5.360000,225.42

50,12:15-12:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,7.35,5.360000,225.32

51,12:30-12:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.79,5.360000,224.76

52,12:45-13:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.18,5.360000,224.15

53,13:00-13:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.34,5.360000,221.31

54,13:15-13:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.66,5.360000,221.63

55,13:30-13:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.74,5.360000,224.71

56,13:45-14:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.35,5.360000,223.32

57,14:00-14:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,7.02,5.360000,224.99

58,14:15-14:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,6.66,5.360000,224.63

59,14:30-14:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,4.42,5.360000,222.39

60,14:45-15:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,4.04,5.360000,222.01

61,15:00-15:15,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,5.12,5.450000,223.18

62,15:15-15:30,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,4.39,5.450000,222.45

63,15:30-15:45,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.59,5.450000,221.65

64,15:45-16:00,6.780000,0.970000,43.560000,0.000000,0.000000,161.300000,0.000000,3.44,5.450000,221.5

65,16:00-16:15,6.780000,0.870000,43.560000,0.000000,0.000000,161.300000,0.000000,2.88,5.450000,220.84

66,16:15-16:30,6.780000,0.870000,43.560000,0.000000,0.000000,161.300000,0.000000,2.41,5.450000,220.37

67,16:30-16:45,6.780000,0.870000,43.560000,0.000000,0.000000,161.300000,0.000000,1.87,5.450000,219.83

68,16:45-17:00,6.780000,0.870000,43.560000,0.000000,0.000000,161.300000,0.000000,1.26,5.450000,219.22

69,17:00-17:15,6.780000,0.770000,43.560000,0.000000,0.000000,161.300000,0.000000,0.87,5.550000,218.83

70,17:15-17:30,6.780000,0.770000,43.560000,0.000000,0.000000,161.300000,0.000000,0.58,5.550000,218.54

71,17:30-17:45,6.780000,0.770000,43.560000,0.000000,0.000000,161.300000,0.000000,0.34,5.550000,218.3

72,17:45-18:00,6.780000,0.770000,43.560000,0.000000,0.000000,161.300000,0.000000,0.11,5.550000,218.07

73,18:00-18:15,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.630000,156.7

74,18:15-18:30,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.630000,156.7

75,18:30-18:45,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.630000,156.7

76,18:45-19:00,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.630000,156.7

77,19:00-19:15,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

78,19:15-19:30,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

79,19:30-19:45,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

80,19:45-20:00,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

81,20:00-20:15,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

82,20:15-20:30,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

83,20:30-20:45,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

84,20:45-21:00,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

85,21:00-21:15,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

86,21:15-21:30,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

87,21:30-21:45,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

88,21:45-22:00,6.780000,0.730000,43.560000,100.000000,0.000000,0.000000,0.000000,0,5.730000,156.8

89,22:00-22:15,6.780000,0.680000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.630000,384.2

90,22:15-22:30,6.780000,0.680000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.630000,384.2

91,22:30-22:45,6.780000,0.680000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.630000,384.2

92,22:45-23:00,6.780000,0.680000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.630000,384.2

93,23:00-23:15,6.780000,0.630000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.550000,384.07

94,23:15-23:30,6.780000,0.630000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.550000,384.07

95,23:30-23:45,6.780000,0.630000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.550000,384.07

96,23:45-24:00,6.780000,0.630000,43.560000,100.000000,159.210000,0.000000,68.340000,0,5.550000,384.07

