Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,9.86,49.436556,0,0,9.67784,0,0,61.555,26.34008,0,50.76,40.05,653.1525,19.985,0.86085,123.665625,45.36,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,41.276,147.515625,16.17,17.584,20.73185,274.5

2,00:15-00:30,686.779957,9.86,49.436556,0,0,9.67784,0,0,61.555,26.34008,0,50.76,40.05,653.1525,19.985,0.86085,123.665625,30.24,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,41.276,147.515625,16.17,17.584,20.73185,274.5

3,00:30-00:45,686.779957,9.86,49.436556,0,0,9.67784,0,0,61.555,26.34008,0,50.76,40.05,653.1525,19.985,0.86085,123.665625,15.12,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,41.276,147.515625,16.17,17.584,20.73185,274.5

4,00:45-01:00,686.779957,9.86,49.436556,0,0,9.67784,0,0,61.555,26.34008,0,50.76,40.05,653.1525,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,41.276,147.515625,16.17,17.584,20.73185,274.5

5,01:00-01:15,686.779957,8.874,49.436556,0,0,9.67784,0,0,61.555,26.34008,0,50.76,40.05,589.05,19.985,0.86085,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,41.276,147.515625,16.17,17.584,20.73185,274.5

