Block,Time,CHAMERA1,CHAMERA2,BSIUL,UNCHAHAR4,URI2,SEWA2,SINGRAULI,TANAKPUR,TANDA2,TEHRI,UNCHAHAR2,UNCHAHAR3,UNCHAHAR1,SINGRAULI_HYDRO,URI,KOTESHWR,NAPP,NJPC,RAMPUR,RAPPC,RIHAND1,RIHAND2,SALAL,DADRT2,DHAULIGNGA,JHAJJAR,KISHANGANGA,DULHASTI,RAPPB,RIHAND3,CHAMERA3,PARBATI3,KOLDAM,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
15,03:30-03:45,42.14808,43.63516,0,1.427606,35.360464,17.179062,144.026761,3.0744,2.525983,27.555228,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,40.951052,0.791483,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,31.709734,0,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.780976,2.793398,399.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

16,03:45-04:00,42.14808,43.63516,0,1.427606,35.360464,17.179062,144.026761,3.0744,2.525983,18.370152,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,40.951052,0.791483,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,31.709734,0,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.780976,2.793398,399.375,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

17,04:00-04:15,42.14808,43.63516,0,1.427606,35.360464,17.179062,144.026761,3.0744,2.525983,18.370152,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,31.709734,3.472441,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

18,04:15-04:30,42.14808,43.63516,0,1.427606,35.360464,17.179062,144.026761,3.0744,2.525983,9.185076,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

19,04:30-04:45,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,6.944881,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

20,04:45-05:00,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,3.0744,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,11.11181,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,15.6058,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542468,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

21,05:00-05:15,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.7934,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,18.683,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631035,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

22,05:15-05:30,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.7934,2.525983,0,43.545976,26.963602,22.193777,1.014488,52.992,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,0,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,414,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

23,05:30-05:45,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,1.063965,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.32,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

24,05:45-06:00,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,8.712863,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,2.12793,0,26.824566,19.826854,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

25,06:00-06:15,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,9.915136,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,1.719539,0,26.824566,18.660568,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

26,06:15-06:30,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,61.426578,1.187226,59.009958,79.966942,120.694688,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,54.30897,1.719539,0,26.824566,18.660568,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.009104,0.014864,0,0,0.005274,0,0.015341

27,06:30-06:45,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,61.426578,1.187226,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,6.944881,2.12793,0,26.824566,18.660568,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

28,06:45-07:00,42.14808,43.63516,0,1.427606,32.145876,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,61.426578,1.187226,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,2.12793,0,26.824566,18.660568,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.04,0.45,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.37,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

29,07:00-07:15,42.14808,43.63516,0,1.427606,29.223524,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,75.861824,1.462832,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,1.063965,0,26.824566,17.494282,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.25,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

30,07:15-07:30,42.14808,43.63516,0,1.427606,21.917643,17.179062,144.026761,1.1529,2.525983,0,43.545976,26.963602,22.193777,1.014488,49.128,0,44.386683,101.149098,1.950442,59.009958,79.966942,60.347344,66.234,689.346318,19.830271,661.459879,2.551477,53.905351,0,126.520838,21.118518,3.889133,0,0,26.824566,17.494282,0,0,72.0861,0,0,0,89.995196,0,0,3.03,2.38,1.45,0.44,0.82,0.14,2,1.09,1.62,0,1.84,6.05,1.94,0,7.94,0.24,0.82,1.34,20.0018,20.73185,0,147.515625,43.704,2.319893,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.631065,2.752598,2.793398,418.77,4.2939,3.542468,2.969334,1.341844,0.821304,0,0,0.008919,0.014864,0,0,0.005274,0,0.015341

