Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
29,07:00-07:15,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,108.905,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,15.561,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,19.6614,28.045,48.576,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

30,07:15-07:30,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,108.905,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,6.5208,28.045,13.248,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

31,07:30-07:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,93.5636,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,6.5208,28.045,13.248,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

32,07:45:08:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,85.23,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,6.5208,28.045,13.248,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

33,08:00-08:15,686.779957,8.874,49.436556,0,7.638,9.67784,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,6.5208,28.045,13.248,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

34,08:15-08:30,686.779957,8.874,49.436556,0,11.457,9.67784,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.7616,42.392196,0,6.5208,13.983,17.664,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

35,08:30-08:45,686.779957,8.874,49.436556,0,49.051236,9.67784,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,13.983,48.576,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

36,08:45:09:00,686.779957,8.874,49.436556,0,49.051236,9.67784,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,11.85,48.576,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

37,09:00:09:15,686.779957,8.874,49.436556,0,49.051236,9.67784,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,11.06,13.248,12.1695,36.022,0,83.296,0,0,0,64.617,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,344.25

38,09:15-09:30,686.779957,8.874,49.436556,0,49.051236,0,18.2298,0,61.555,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,9.559,13.248,12.1695,85.988,0,83.296,0,0,0,64.617,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,344.25

39,09:30-09:45,686.779957,8.874,49.436556,0,49.051236,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,85.988,0,83.296,0,0,0,64.617,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,344.25

40,09:45-10:00,686.779957,8.874,49.436556,0,49.051236,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,85.988,0,83.296,0,0,0,64.617,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,344.25

41,10:00-10:15,686.779957,8.874,49.436556,0,5.092,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,85.988,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

42,10:15-10:30,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

43,10:30-10:45,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

44,10:45-11:00,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,6.5208,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

45,11:00-11:15,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

46,11:15-11:30,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,12.51,346.5

47,11:30-11:45,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,15.7209,346.5

48,11:45-12:00,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,48.576,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,18.9318,346.5

49,12:00-12:15,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

50,12:15-12:30,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

51,12:30-12:45,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

52,12:45-13:00,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

53,13:00-13:15,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,16.56,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

54,13:15-13:30,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,16.56,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,346.5

55,13:30-13:45,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,16.56,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,348.975

56,13:45-14:00,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,11.4342,42.392196,0,0,0,16.56,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,348.975

57,14:00-14:15,686.779957,8.874,49.436556,0,0,0,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,14.7972,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,64.074,0,0,0,36.75,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,14.406,14.287,20.73185,348.975

