Block,Time,DADRT2,KOTESHWR,DULHASTI,KOLDAM,PARBATI3,CHAMERA3,DHAULIGNGA,RAMPUR,NJPC,CHAMERA2,KISHANGANGA,RAPPC,NAPP,JHAJJAR,UNCHAHAR1,SINGRAULI_HYDRO,RIHAND3,TEHRI,UNCHAHAR4,SINGRAULI,RIHAND2,TANDA2,UNCHAHAR3,RIHAND1,SEWA2,URI2,UNCHAHAR2,RAPPB,BSIUL,CHAMERA1,URI,TANAKPUR,SALAL,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,RSTPSU1TO6,RSTPSU7,KKNPPU2,KKNP,NNTPP,MAPS,KGSU1AND2,KGSU3AND4,TALST2,SIMHST1,SIMHST2,KUDGI,TelanganaSTPP,VALLURNTECL,NLCIIST1,NLCIIST2,NLCEXP,NLCTS2EXP,NTPL,KHSTPP-I,KHSTPP-II,TALA,BRBCL,FSTPP I & II,SASAN
1,00:00-00:15,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,45.36,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,48.576,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,43.704,147.515625,16.17,14.287,12.51,345.375

2,00:15-00:30,686.779957,8.874,49.436556,0,0,9.67784,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,30.24,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,48.576,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,43.704,147.515625,16.17,14.287,12.51,345.375

3,00:30-00:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,15.12,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,29.136,147.515625,16.17,14.287,12.51,345.375

4,00:45-01:00,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,29.136,147.515625,16.17,14.287,12.51,345.375

5,01:00-01:15,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,24.402,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,30.957,147.515625,16.17,14.287,12.51,345.375

6,01:15-01:30,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,26.34008,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,0,0,13.248,13.3224,36.022,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,30.957,147.515625,16.17,14.287,12.51,345.375

7,01:30-01:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,12.1068,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,30.957,147.515625,16.17,14.287,12.51,345.375

8,01:45-02:00,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,30.957,147.515625,16.17,14.287,12.51,345.375

9,02:00-02:15,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,31.564,147.515625,16.17,14.287,12.51,344.25

10,02:15-02:30,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,85.988,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,31.564,147.515625,16.17,14.287,12.51,344.25

11,02:30-02:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,52.29,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

12,02:45-03:00,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,13.3224,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

13,03:00-03:15,686.779957,8.874,49.436556,0,0,0,27.3447,0,61.555,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

14,03:15-03:30,686.779957,8.874,49.436556,0,0,0,27.3447,0,46.7818,13.0634,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

15,03:30-03:45,686.779957,8.874,49.436556,0,0,0,27.3447,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,48.576,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

16,03:45-04:00,686.779957,8.874,49.436556,0,0,0,27.3447,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,48.576,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

17,04:00-04:15,686.779957,8.874,49.436556,0,0,0,18.2298,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

18,04:15-04:30,686.779957,8.874,49.436556,0,0,9.67784,18.2298,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,0,0,13.248,12.1695,40.089,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

19,04:30-04:45,686.779957,8.874,49.436556,0,0,9.67784,18.2298,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

20,04:45-05:00,686.779957,8.874,49.436556,0,0,9.67784,18.2298,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

21,05:00-05:15,686.779957,8.874,49.436556,0,0,9.67784,18.2298,0,46.7818,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

22,05:15-05:30,686.779957,8.874,49.436556,0,0,9.67784,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

23,05:30-05:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,0,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

24,05:45-06:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,61.555,9.331,0,50.8869,40.3704,462,19.985,0.82259,123.665625,15.12,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,6.5208,0,13.248,12.1695,40.67,0,83.296,0,0,0,65.16,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

25,06:00-06:15,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,75.76,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,3.3,0,13.248,12.1695,40.67,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

26,06:15-06:30,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,93.5636,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,10.089,42.392196,0,19.6614,13.983,13.248,12.1695,40.67,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

27,06:30-06:45,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,108.905,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,10.7616,42.392196,0,19.6614,13.983,17.664,12.1695,40.67,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

28,06:45-07:00,686.779957,8.874,49.436556,0,3.1825,9.67784,18.2298,0,108.905,18.662,0,50.8869,40.3704,462,19.985,0.82259,123.665625,31.122,0,103.5,57.96,0,26.39091,92,0,32.41932,42.392196,0,19.6614,13.983,48.576,12.1695,26.726,0,83.296,0,0,0,64.617,0,0,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,76.88,0,0,0,0,0,0,0,32.171,147.515625,16.17,14.287,12.51,344.25

