Block,Time,LT-59,L_NR_2012_02,L_NR_2023_04,L_NR_2012_01,LT-35,L_NR_2018_61,L_NR_2019_11,SH-07,L_NR_2012_04,L_NR_2012_07,L_NR_2020_02,LT-31,SH-06,LT-05,LT-36,L_NR_2022_09,L_NR_2023_10,L_NR_2021_12,L_NR_2021_14,L_NR_2019_05,L_NR_2021_13,L_NR_2021_16,L_NR_2019_06,L_NR_2021_15,L_NR_2019_19,L_NR_2021_17,L_NR_2022_10,L_NR_2019_07,L_NR_2020_07,L_NR_2020_06,L_NR_2022_08,L_NR_2023_07,L_NR_2020_05
12,02:45-03:00,10.390000,223.450000,30.620000,101.320000,0.000000,7.93,10.780000,30.950000,272.050000,56.100000,9.950000,0.000000,30.950000,116.090000,0.000000,80.61,0,0,0,0,0,0,0,0,0,0,80.61,0,37.83,37.84,31.89,0,113.51

13,03:00-03:15,10.390000,223.450000,30.620000,101.320000,0.000000,7.13,10.780000,30.950000,272.050000,56.100000,9.580000,0.000000,30.950000,116.090000,0.000000,80.12,0,0,0,0,0,0,0,0,0,0,80.12,0,38.11,38.11,30.89,0,114.32

14,03:15-03:30,10.390000,223.450000,30.620000,101.320000,0.000000,7.11,10.780000,30.950000,272.050000,56.100000,9.580000,0.000000,30.950000,116.090000,0.000000,80,0,0,0,0,0,0,0,0,0,0,80,0,38.21,38.23,30.44,0,114.68

15,03:30-03:45,10.390000,223.450000,29.660000,101.320000,0.000000,7,10.780000,30.950000,272.050000,56.100000,9.580000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.3,38.31,35,0,114.92

16,03:45-04:00,10.390000,223.450000,29.660000,101.320000,0.000000,7.13,10.780000,30.950000,272.050000,56.100000,9.580000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.55,38.56,35,0,115.68

17,04:00-04:15,10.390000,223.450000,29.660000,101.320000,0.000000,7.01,10.780000,30.950000,272.050000,56.100000,9.390000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.71,38.71,35,0,116.12

18,04:15-04:30,10.390000,223.450000,29.660000,101.320000,0.000000,6.72,10.780000,30.950000,272.050000,56.100000,9.390000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.51,38.5,35,0,115.51

19,04:30-04:45,10.310000,161.210000,29.660000,101.320000,0.000000,5.36,10.780000,30.950000,272.050000,56.100000,9.390000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.46,38.48,35,0,115.43

20,04:45-05:00,10.310000,161.210000,28.690000,101.320000,0.000000,5.35,10.780000,30.950000,272.050000,56.100000,9.390000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.58,38.58,35,0,115.74

21,05:00-05:15,10.310000,161.210000,28.690000,101.320000,0.000000,5.39,10.780000,30.950000,272.050000,56.100000,9.210000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,37.86,37.86,33.06,0,113.57

22,05:15-05:30,10.310000,161.210000,28.690000,101.320000,0.000000,5.37,10.780000,30.950000,272.050000,56.100000,9.210000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.12,38.14,32.88,0,114.41

23,05:30-05:45,10.310000,145.100000,28.690000,101.320000,0.000000,5.33,10.780000,30.950000,272.050000,56.100000,9.210000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0,0,0,0,0,0,0,0,81.67,0,38.39,38.39,32.9,0,115.18

24,05:45-06:00,10.310000,145.100000,28.690000,101.320000,0.000000,5.28,10.780000,30.950000,272.050000,56.100000,9.210000,0.000000,30.950000,116.090000,0.000000,81.67,0,0,0.18,0,0,0.67,0,0,0,0.33,81.67,0,38.92,38.91,32.92,0,116.74

25,06:00-06:15,0.000000,145.100000,28.690000,101.320000,0.000000,5.27,0.000000,30.950000,272.050000,56.100000,9.110000,0.000000,30.950000,116.090000,0.000000,81.67,0.03,0,1.66,4.32,0,1.33,4.05,0,0.77025,0.67,81.67,1.88,39.15,39.17,32.98,0.06,117.5

26,06:15-06:30,0.000000,145.100000,28.690000,101.320000,0.060000,5.26,0.000000,30.950000,272.050000,56.100000,9.110000,0.060000,30.950000,116.090000,0.060000,81.67,0.86,0.78,3.79,8.64,0.16,3.33,8.8,0.28,2.262,1.67,81.67,6.66,39.12,39.11,33.17,2,117.35

27,06:30-06:45,10.310000,145.100000,28.690000,101.320000,0.210000,5.22,10.780000,30.950000,272.050000,56.100000,9.110000,0.210000,30.950000,116.090000,0.210000,81.67,2.73,2.53,6.53,15.55,0.51,4,14.96,0.8,3.75375,2,81.67,10.45,35.84,35.83,33.17,6.37,107.5

28,06:45-07:00,10.310000,145.100000,28.690000,101.320000,0.470000,5.28,10.780000,30.950000,272.050000,56.100000,9.110000,0.470000,30.950000,116.090000,0.490000,81.67,5.45,6.72,7.23,24.19,1.34,6,28.16,1.96,5.577,3,81.67,20.45,35.84,35.83,33,12.7,107.5

29,07:00-07:15,10.310000,145.100000,28.690000,101.320000,0.840000,5.34,10.780000,30.950000,272.050000,56.100000,9.020000,0.840000,30.950000,116.090000,0.860000,81.67,9.16,12.71,10.33,29.98,2.54,8.67,29.98,3.76,8.0145,4.33,81.67,29.99,35.84,35.83,33.11,21.39,107.5

30,07:15-07:30,10.310000,145.100000,28.690000,101.320000,1.310000,5.34,10.780000,30.950000,272.050000,56.100000,9.020000,1.310000,30.950000,116.090000,1.350000,81.67,13.72,23.28,14.43,29.98,4.65,9.33,29.98,6.25,10.65675,4.67,81.67,29.99,35.84,35.83,33.29,32,107.5

31,07:30-07:45,10.310000,145.100000,28.690000,101.320000,1.890000,5.35,10.780000,30.950000,272.050000,56.100000,9.020000,1.890000,30.950000,116.090000,1.940000,81.67,18.9,30.78,16.1,30.67,6.15,14,30.67,9.34,13.338,7,81.67,30.66,35.84,35.83,33.34,44.11,107.5

32,07:45:08:00,10.310000,145.100000,28.690000,101.320000,2.570000,5.28,10.780000,30.950000,272.050000,56.100000,9.020000,2.570000,30.950000,116.090000,2.640000,81.67,21,44.75,21.6,30.83,8.95,17.33,30.83,12.79,16.05825,8.67,81.67,30.84,35.84,35.83,33.5,49,107.5

33,08:00-08:15,10.310000,223.450000,28.690000,101.320000,3.700000,5.4,10.780000,30.950000,272.050000,56.100000,9.020000,3.700000,30.950000,116.090000,3.780000,80,24,69.97,27.43,32.33,13.99,18,32.33,14.6,18.4275,9,80,32.34,35.87,35.86,33.96,56,107.59

34,08:15-08:30,10.310000,223.450000,28.690000,101.320000,4.810000,5.23,10.780000,30.950000,272.050000,56.100000,9.020000,4.810000,30.950000,116.090000,4.930000,80,27,89.9,33.37,32.33,17.98,18,32.33,18.6,20.28975,9,80,32.34,36.29,36.29,34.65,63,108.87

35,08:30-08:45,10.310000,223.450000,30.620000,101.320000,5.940000,5.38,10.780000,30.950000,272.050000,56.100000,9.020000,5.940000,30.950000,116.090000,6.090000,80,31.5,108.78,39.13,32.5,21.75,29.33,32.5,22,22.1325,14.67,80,32.5,36.79,36.79,35.8,73.5,110.37

36,08:45:09:00,10.310000,223.450000,30.620000,101.320000,7.060000,5.27,10.780000,30.950000,272.050000,56.100000,9.020000,7.060000,30.950000,116.090000,7.230000,80,42,126.94,43.33,32.5,25.39,34.67,32.5,24.5,23.91675,17.33,80,32.5,38.36,38.37,37.61,98,115.1

37,09:00:09:15,10.310000,223.450000,27.600000,101.320000,7.890000,5.29,10.780000,30.950000,272.050000,56.100000,8.930000,7.890000,30.950000,116.090000,8.090000,80,46.5,144.53,48.87,32.73,28.9,40,32.73,27.12,25.779,20,80,32.74,38.49,38.48,40,108.5,115.45

38,09:15-09:30,10.310000,223.450000,27.600000,101.320000,9.040000,6,10.780000,30.950000,272.050000,56.100000,8.930000,9.040000,30.950000,116.090000,9.270000,80,51,162.02,54.2,32.73,32.4,46,32.73,29.54,27.7485,23,80,32.74,40,40,40,119,120

39,09:30-09:45,10.310000,174.110000,28.560000,73.100000,11.320000,6,10.780000,30.950000,272.050000,56.100000,8.930000,11.320000,30.950000,116.090000,11.590000,80,55.5,178.13,59.2,32.9,35.62,48.67,32.9,30.12,29.66925,24.33,80,32.9,40,40,40,129.5,120

40,09:45-10:00,10.310000,174.110000,28.560000,73.100000,11.950000,6,10.780000,30.950000,272.050000,56.100000,8.930000,11.950000,30.950000,116.090000,12.240000,80,63,192.54,63.57,32.9,38.51,59.34,32.9,32.07,31.30725,29.66,80,32.9,40,40,40,147,120

41,10:00-10:15,10.310000,174.110000,29.530000,73.100000,12.540000,6,10.780000,30.950000,272.050000,56.100000,8.930000,12.540000,30.950000,116.090000,12.850000,80,67.5,206.37,75.68,32.9,41.27,63.34,32.9,33.94,32.4285,31.66,80,32.9,40,40,40,157.5,120

42,10:15-10:30,10.310000,174.110000,29.530000,73.100000,13.170000,6,10.780000,30.950000,272.050000,56.100000,8.930000,13.170000,30.950000,116.090000,13.490000,80,70.5,218.48,79.91,32.9,43.7,68,32.9,35.64,33.2085,34,80,32.9,40,40,40,164.5,120

43,10:30-10:45,10.310000,145.100000,29.530000,73.100000,13.690000,6,10.780000,30.950000,272.050000,55.630000,8.930000,13.690000,30.950000,116.090000,14.040000,80,73.5,228.33,82.51,32.9,45.66,69.34,32.9,37.13,33.86175,34.66,80,32.9,40,40,40,171.5,120

44,10:45-11:00,10.310000,145.100000,29.530000,73.100000,14.040000,6,10.780000,30.950000,272.050000,55.630000,8.930000,14.040000,30.950000,116.090000,14.390000,80,75,229.17,85.63,32.9,45.83,72,32.9,43.54,34.42725,36,80,32.9,40,40,40,175,120

45,11:00-11:15,10.310000,145.100000,29.530000,73.100000,14.190000,6,10.780000,30.950000,272.050000,55.630000,8.840000,14.190000,30.950000,116.090000,14.540000,80,75,229.17,88.4,32.9,45.83,72,32.9,44.83,34.75875,36,80,32.9,40,40,40,175,120

46,11:15-11:30,10.310000,145.100000,29.530000,73.100000,14.310000,6,10.780000,30.950000,272.050000,55.630000,8.840000,14.310000,30.950000,116.090000,14.670000,80,75,229.17,89.44,32.9,45.83,72,32.9,45.5,34.71975,36,80,32.9,40,40,40,175,120

47,11:30-11:45,10.390000,145.100000,29.530000,73.100000,14.370000,6,10.780000,30.950000,272.050000,46.860000,8.840000,14.370000,30.950000,116.090000,14.730000,80,75,229.17,90.51,32.9,45.83,72,32.9,45.5,34.44675,36,80,32.9,40,40,40,175,120

48,11:45-12:00,10.390000,145.100000,29.530000,73.100000,14.410000,6,10.780000,30.950000,272.050000,47.330000,8.840000,14.410000,30.950000,116.090000,14.770000,80,75,229.17,90.69,32.9,45.83,72,32.9,45.5,34.32,36,80,32.9,40,40,40,175,120

49,12:00-12:15,10.390000,145.100000,29.530000,101.320000,14.450000,6,10.780000,30.950000,272.050000,47.330000,8.840000,14.450000,30.950000,116.090000,14.800000,80,75,229.17,91.03,32.9,45.83,72,32.9,45.5,42.1785,36,80,32.9,40,40,40,175,120

50,12:15-12:30,10.390000,145.100000,29.530000,101.320000,14.330000,6,10.780000,30.950000,272.050000,47.330000,8.840000,14.330000,30.950000,116.090000,14.700000,80,75,229.17,91.14,32.9,45.83,72,32.9,45.5,41.95425,36,80,32.9,40,40,40,175,120

51,12:30-12:45,10.390000,145.100000,29.530000,101.320000,14.300000,7.28,10.780000,30.950000,272.050000,47.330000,8.840000,14.300000,30.950000,116.090000,14.660000,80,75,229.17,90.83,32.9,45.83,72,32.9,45.5,41.68125,36,80,32.9,40,40,40,175,120

52,12:45-13:00,10.390000,145.100000,29.530000,101.320000,14.330000,7.41,10.780000,30.950000,272.050000,47.330000,8.840000,14.330000,30.950000,116.090000,14.700000,80,75,229.17,91.17,32.9,45.83,72,32.9,45.5,41.27175,36,80,32.9,40,40,40,175,120

53,13:00-13:15,0.000000,145.100000,29.530000,101.320000,14.170000,7.45,10.780000,30.950000,272.050000,47.330000,8.930000,14.170000,30.950000,116.090000,14.530000,80,75,229.63,90.79,32.9,45.93,72,32.9,45.5,41.496,36,80,32.9,40,40,40,175,120

54,13:15-13:30,0.000000,145.100000,29.530000,101.320000,14.350000,9.32,10.780000,30.950000,272.050000,47.330000,8.930000,14.350000,30.950000,116.090000,14.720000,80,75,229.63,94.97,32.9,45.93,72,32.9,45.5,42.276,36,80,32.9,40,40,40,175,120

55,13:30-13:45,0.000000,145.100000,29.530000,101.320000,14.330000,11.55,0.000000,30.950000,272.050000,47.330000,8.930000,14.330000,30.950000,116.090000,14.690000,80,78,229.63,94.49,32.9,45.93,77.34,32.9,43,52.416,38.66,80,32.9,40,40,40,182,120

56,13:45-14:00,0.000000,145.100000,29.530000,101.320000,14.050000,13.31,0.000000,30.950000,272.050000,47.330000,8.930000,14.050000,30.950000,116.090000,14.400000,80,78,229.63,93.15,32.9,45.93,79.34,32.9,42,50.154,39.66,80,32.9,40,40,40,182,120

57,14:00-14:15,0.000000,145.100000,29.530000,101.320000,13.760000,14.94,0.000000,30.950000,272.050000,47.330000,9.110000,13.760000,30.950000,116.090000,14.110000,80,76.5,229.63,92.46,32.9,45.93,78,32.9,40,48.165,39,80,32.9,40,40,40,178.5,120

58,14:15-14:30,0.000000,145.100000,29.530000,101.320000,13.520000,15.8,0.000000,30.950000,272.050000,47.330000,9.110000,13.520000,30.950000,116.090000,13.860000,80,75,229.63,90.78,32.9,45.93,76,32.9,39.7,45.9615,38,80,32.9,40,40,40,175,120

59,14:30-14:45,0.000000,145.100000,29.530000,101.320000,13.150000,16.14,0.000000,30.950000,272.050000,47.330000,9.110000,13.150000,30.950000,116.090000,13.480000,80,72,229.63,88.45,32.9,45.93,74,32.9,39,42.9195,37,80,32.9,40,40,40,168,120

60,14:45-15:00,0.000000,145.100000,29.530000,101.320000,12.580000,16.74,0.000000,30.950000,272.050000,47.330000,9.110000,12.580000,30.950000,116.090000,12.890000,80,69,228.2,84.96,32.9,45.64,68.67,32.9,39.84,39.49725,34.33,80,32.9,40,40,40,161,120

61,15:00-15:15,0.000000,145.100000,29.530000,101.320000,12.170000,18.14,0.000000,30.950000,272.050000,47.330000,9.310000,12.170000,30.950000,116.090000,12.470000,80,66,217.86,81.17,32.9,43.57,64.67,32.9,38.51,36.22125,32.33,80,32.9,40,40,34.33,154,120

62,15:15-15:30,0.000000,145.100000,29.530000,101.320000,11.780000,32.88,0.000000,30.950000,272.050000,47.330000,9.310000,11.780000,30.950000,116.090000,12.070000,80,57,224.49,77.06,32.9,44.9,61.34,32.9,37.09,32.2725,30.66,80,32.9,40,40,34.33,133,120

63,15:30-15:45,0.000000,145.100000,30.500000,101.320000,12.280000,32,0.000000,37.730000,272.050000,47.330000,9.310000,12.280000,37.730000,116.090000,12.600000,80,52.5,211.17,72.69,32.9,42.23,55.34,32.9,34.81,28.14825,27.66,80,32.9,40,40,34.33,122.5,120

64,15:45-16:00,0.000000,145.100000,30.500000,101.320000,11.340000,30.94,0.000000,37.730000,272.050000,47.330000,9.310000,11.340000,37.730000,116.090000,11.610000,80,48,196.84,67.99,32.9,39.37,52.67,32.9,32.27,23.97525,26.33,80,32.9,40,40,34.33,112,120

65,16:00-16:15,0.000000,145.100000,30.500000,101.320000,10.520000,30,0.000000,37.730000,272.050000,47.330000,9.580000,10.520000,37.730000,116.090000,10.790000,80,43.5,181.57,62.35,32.9,36.31,48,32.9,29.32,20.05575,24,80,32.9,40,40,38.54,101.5,120

66,16:15-16:30,0.000000,145.100000,30.500000,101.320000,9.580000,28.94,0.000000,37.730000,272.050000,47.330000,9.580000,9.580000,37.730000,116.090000,9.820000,80,39,164.83,57.11,32.9,32.96,44,32.9,27.18,16.653,22,80,32.9,40,40,40,91,120

67,16:30-16:45,0.000000,145.100000,30.500000,101.320000,8.510000,28.16,0.000000,37.730000,272.050000,56.100000,9.580000,8.510000,37.730000,116.090000,8.720000,80,34.5,149.12,51.32,32.9,29.82,36.67,32.9,23.75,13.75725,18.33,80,32.9,40,40,34.33,80.5,120

68,16:45-17:00,0.000000,145.100000,30.500000,101.320000,7.610000,27.91,0.000000,37.730000,272.050000,56.100000,9.580000,7.610000,37.730000,116.090000,7.800000,80,27,129.95,44.85,33,25.99,32.67,33,21.18,10.998,16.33,80,26.62,40,40,34.33,63,120

69,17:00-17:15,0.000000,145.100000,30.500000,101.320000,6.790000,23.32,0.000000,37.730000,272.050000,56.100000,9.860000,6.790000,37.730000,116.090000,6.960000,80,24,110.95,38.44,31.1,22.19,31.33,33,18.5,8.4825,15.67,80,12.24,36.66,36.67,34.33,56,110

70,17:15-17:30,0.000000,145.100000,30.500000,101.320000,5.450000,22.53,0.000000,37.730000,272.050000,56.100000,9.860000,5.450000,37.730000,116.090000,5.590000,80,24,92.88,32.5,21.6,18.58,36.67,30.1,15,6.3375,18.33,80,4.44,36.66,36.67,34.33,56,110

71,17:30-17:45,0.000000,145.100000,28.560000,101.320000,4.880000,21.13,0.000000,37.730000,272.050000,56.100000,9.020000,4.880000,37.730000,116.090000,5.000000,80,21,72.39,26.5,12.96,14.48,35.34,18.62,13.5,4.35825,17.66,80,1.11,36.66,36.67,34.33,49,110

72,17:45-18:00,0.000000,145.100000,28.560000,101.320000,3.930000,19.87,0.000000,37.730000,272.050000,56.100000,9.020000,3.930000,37.730000,116.090000,4.020000,80,18,54.08,20.93,8.64,10.82,32.67,9.72,11,2.64225,16.33,80,0.05,36.66,36.67,34.33,42,110

73,18:00-18:15,0.000000,174.110000,28.560000,101.320000,2.960000,18.93,0.000000,37.730000,272.050000,74.120000,9.020000,2.960000,37.730000,116.090000,3.040000,80,13.5,39.23,15.76,0,7.84,28.67,0,8.33,1.482,14.33,80,0,36.66,36.67,33.33,31.5,110

74,18:15-18:30,0.000000,174.110000,28.560000,101.320000,1.780000,16.45,0.000000,37.730000,272.050000,74.120000,9.020000,1.780000,37.730000,116.090000,1.810000,80,9,27.68,11.43,0,5.54,20.67,0,5.69,0.663,10.33,80,0,36.66,36.67,33.33,21,110

75,18:30-18:45,0.000000,174.110000,28.560000,101.320000,0.640000,10.07,0.000000,37.730000,272.050000,74.120000,9.020000,0.640000,37.730000,116.090000,0.660000,78.33,6,19.82,6.99,0,3.96,12,0,3.58,0.234,6,78.33,0,36.66,36.67,33.33,14,110

76,18:45-19:00,0.000000,174.110000,28.560000,101.320000,0.340000,9.07,0.000000,37.730000,272.050000,74.120000,9.020000,0.340000,37.730000,116.090000,0.350000,78.33,3,11.28,0.36,0,2.25,9.33,0,2,0,4.67,78.33,0,36.66,36.67,33.33,7,110

77,19:00-19:15,0.000000,174.110000,28.560000,101.320000,0.070000,8.13,0.000000,37.730000,272.050000,74.120000,9.310000,0.070000,37.730000,116.090000,0.070000,78.33,1.5,4.09,0.04,0,0.82,6.67,0,0.87,0,3.33,78.33,0,36.66,36.67,33.33,3.5,110

78,19:15-19:30,0.000000,174.110000,28.560000,101.320000,0.000000,8,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,78.33,0,0.68,0,0,0.14,3.33,0,0.19,0,1.67,78.33,0,36.66,36.67,33.33,0,110

79,19:30-19:45,0.000000,174.110000,28.560000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,78.33,0,0,0,0,0,0.67,0,0,0,0.33,78.33,0,36.66,36.67,35,0,110

80,19:45-20:00,0.000000,174.110000,28.560000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,78.33,0,0,0,0,0,0,0,0,0,0,78.33,0,36.66,36.67,36.21,0,110

81,20:00-20:15,0.000000,174.110000,28.560000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,29.42,0,110

82,20:15-20:30,0.000000,174.110000,26.630000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,29.42,0,110

83,20:30-20:45,0.000000,174.110000,26.630000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,29.9,0,110

84,20:45-21:00,0.000000,174.110000,26.630000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,29.69,0,110

85,21:00-21:15,0.000000,174.110000,26.630000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.950000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,29.87,0,110

86,21:15-21:30,0.000000,174.110000,26.630000,101.320000,0.000000,7.4,0.000000,37.730000,272.050000,74.120000,9.950000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,34.16,34.17,30.49,0,102.5

87,21:30-21:45,0.000000,174.110000,26.630000,101.320000,0.000000,7.73,0.000000,37.730000,272.050000,74.120000,9.950000,0.000000,37.730000,116.090000,0.000000,71.67,0,0,0,0,0,0,0,0,0,0,71.67,0,34.16,34.17,27.27,0,102.5

88,21:45-22:00,0.000000,174.110000,26.630000,101.320000,0.000000,8.12,0.000000,37.730000,272.050000,74.120000,9.950000,0.000000,37.730000,116.090000,0.000000,71.67,0,0,0,0,0,0,0,0,0,0,71.67,0,34.16,34.17,27.42,0,102.5

89,22:00-22:15,0.000000,174.110000,26.630000,101.320000,0.000000,8.28,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,71.67,0,0,0,0,0,0,0,0,0,0,71.67,0,34.16,34.17,28.08,0,102.5

90,22:15-22:30,0.000000,174.110000,26.630000,101.320000,0.000000,18.2,0.000000,37.730000,272.050000,74.120000,9.670000,0.000000,37.730000,116.090000,0.000000,71.67,0,0,0,0,0,0,0,0,0,0,71.67,0,34.16,34.17,28.23,0,102.5

91,22:30-22:45,0.000000,174.110000,26.630000,101.320000,0.000000,18.25,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,71.67,0,0,0,0,0,0,0,0,0,0,71.67,0,34.16,34.17,28.65,0,102.5

92,22:45-23:00,0.000000,174.110000,26.630000,101.320000,0.000000,18.54,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,32.93,0,110

93,23:00-23:15,0.000000,174.110000,25.660000,101.320000,0.000000,18.3,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,33.17,0,110

94,23:15-23:30,0.000000,174.110000,25.660000,101.320000,0.000000,18.09,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,33.36,0,110

95,23:30-23:45,0.000000,174.110000,25.660000,101.320000,0.000000,24.06,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,33.64,0,110

96,23:45-24:00,0.000000,174.110000,25.660000,101.320000,0.000000,24.65,0.000000,37.730000,272.050000,74.120000,9.310000,0.000000,37.730000,116.090000,0.000000,76.67,0,0,0,0,0,0,0,0,0,0,76.67,0,36.66,36.67,33.75,0,110

