Block,Time Block,CHAMERA3,CHAMERA2,DADRT2,DHAULIGNGA,FSTPP I & II,DULHASTI,BSIUL,BRBCL,CHAMERA1,KHSTPP-I,KHSTPP-II,KKNP,KISHANGANGA,TALA,SINGRAULI_HYDRO,SASAN,SINGRAULI,SIMHST1,SIMHST2,TALST2,SALAL,SEWA2,AURY_GF,DADRI_CRF,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,KGSU3AND4,KGSU1AND2,RAMPUR,RIHAND3,NLCTS2EXP,RAPPC,NNTPP,RIHAND2,NTPL,PARBATI3,PARBATI2,RIHAND1,RAPPB,RSTPSU1TO6,RAPPD,RSTPSU7,NLCIIST2,TelanganaSTPP,TEHRIPSP,KUDGI,MAPS,KOTESHWR,NLCEXP,NLCIIST1,NJPC,NAPP,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,ANTA_GF,URI2,UNCHAHAR3,ANTA_CRF,ANTA_RF,AURY_CRF,UNCHAHAR2,URI,ANTA_LF,TEHRI,TANDA2,TANAKPUR,JHAJJAR,KKNPPU2,KOLDAM,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,32.63,45.3,200.41,40.82,13.36,53.24,12.54,20.09,40.52,44.06,93.77,0,6.78,14.98,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,17.86,3.1,0,0,32.98,22.39,0,0,0,35.58,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

54,13:15-13:30,32.63,45.3,219.64,40.82,13.36,53.24,12.54,18.61,40.52,44.06,93.77,0,6.78,14.98,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,17.86,3.1,0,0,32.98,22.39,0,0,0,35.58,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

55,13:30-13:45,32.63,45.3,248.48,40.82,13.36,53.24,12.54,19.7,40.52,44.06,93.77,0,6.78,14.98,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

56,13:45-14:00,32.63,45.3,296.55,40.82,13.36,53.24,12.54,20.92,40.52,44.06,93.77,0,6.78,14.98,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

57,14:00-14:15,32.63,45.3,360.97,40.82,13.36,53.24,12.54,22.72,40.52,44.06,93.77,0,6.78,15.07,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

58,14:15-14:30,32.63,45.3,423.46,40.82,13.36,53.24,12.54,21.5,40.52,44.06,93.77,0,6.78,15.07,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,68.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

59,14:30-14:45,32.63,45.3,506.14,40.82,13.36,53.24,12.54,18.73,40.52,44.06,93.77,0,6.78,16.31,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,61.45,12.17,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

60,14:45-15:00,32.63,45.3,525.37,40.82,13.36,53.24,12.54,19.23,40.52,44.06,93.77,0,6.78,16.31,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,12.17,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

61,15:00-15:15,32.63,45.3,585.5,40.82,13.36,53.24,12.54,19.25,40.52,44.06,93.77,0,6.78,17.55,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

62,15:15-15:30,32.63,45.3,585.5,40.82,13.36,53.24,12.54,19.55,40.52,44.06,93.77,0,6.78,17.55,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,409.62,0,8.29,0,0,0,0,0

63,15:30-15:45,32.63,45.3,585.5,40.82,13.36,53.24,12.54,24.03,40.52,44.06,93.77,0,6.78,18.8,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

64,15:45-16:00,32.63,45.3,585.5,40.82,13.36,53.24,12.54,23.02,40.52,44.06,93.77,0,6.78,18.8,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

65,16:00-16:15,32.63,45.3,520.61,40.82,13.36,53.24,12.54,20.1,40.52,44.06,93.77,0,6.78,20.1,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

66,16:15-16:30,32.63,45.3,520.61,40.82,13.36,53.24,12.54,18.94,40.52,44.06,93.77,0,6.78,20.06,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

67,16:30-16:45,32.63,45.3,450.11,40.82,13.36,53.24,12.54,17.58,40.52,44.06,93.77,0,6.78,14.82,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

68,16:45-17:00,32.63,45.3,356.96,40.82,13.36,53.24,12.54,16.61,40.52,44.06,93.77,0,6.78,14.76,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,54.31,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,452.05,0,8.29,0,0,0,0,0

69,17:00-17:15,32.63,45.3,355.67,40.82,13.36,53.24,12.54,22.17,40.52,44.06,93.77,0,6.78,14.38,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,448.83,0,8.29,0,0,0,0,0

70,17:15-17:30,32.63,45.3,326.83,40.82,13.36,53.24,12.54,20.19,40.52,44.06,93.77,0,6.78,14.07,0.69,264.98,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,58.61,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,448.83,0,8.29,0,0,0,0,0

71,17:30-17:45,32.63,45.3,317.21,40.82,13.36,53.24,6.27,21.35,40.52,42.9,93.77,0,6.78,13.74,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,0,5.34,11.45,400.76,0,8.29,0,0,0,0,0

72,17:45-18:00,32.63,45.3,336.44,40.82,13.36,53.24,6.27,24.03,40.52,42.9,93.77,0,6.78,13.48,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,3.1,0,0,32.98,26.62,0,0,0,43.26,46.7,0,14.46,5.34,11.45,400.76,0,8.29,0,0,0,0,0

73,18:00-18:15,32.63,45.3,396.18,40.82,13.36,53.24,6.27,21.69,40.52,42.9,93.77,0,6.78,11.08,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,2.65,0,0,32.98,26.62,0,0,0,43.26,46.7,0,28.91,5.34,11.45,343.08,0,8.29,0,0,0,0,0

74,18:15-18:30,32.63,45.3,471.04,40.82,13.36,53.24,6.27,20.78,40.52,42.9,93.77,0,6.78,10.83,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,20.81,2.22,0,0,32.98,26.62,0,0,0,43.26,46.7,0,43.37,5.34,11.45,282.51,0,8.29,0,0,0,0,0

75,18:30-18:45,32.63,45.3,471.04,40.82,13.36,53.24,12.54,19.42,40.52,42.9,93.77,0,6.78,10.4,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,0,0,0,9.75,0,0,169,23.67,19.38,1.78,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,282.51,0,8.29,0,0,0,0,0

76,18:45-19:00,32.63,45.3,471.04,40.82,13.36,53.24,12.54,17.48,40.52,42.9,93.77,0,6.78,10.32,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,42.88,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,19.51,0,0,169,23.67,19.38,1.7,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,282.11,0,8.29,0,0,0,0,0

77,19:00-19:15,32.63,45.3,471.04,40.82,13.36,53.24,12.54,19.96,40.52,42.9,93.77,0,6.78,10.32,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,14.3,10.14,45.21,0,0,23.84,0,0,0,79.97,0,0,29.26,0,0,169,23.67,19.38,1.7,0,0,32.98,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,343.08,0,8.29,0,0,0,0,0

78,19:15-19:30,34.31,47.68,471.04,42.86,13.36,55.44,19.67,19.12,40.64,42.9,93.77,0,6.9,10.37,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,79.97,0,0,42.92,0,0,170.59,23.67,19.38,1.7,0,0,32.98,26.62,0,0,0,43.26,46.7,0,58.41,5.34,11.45,400.76,0,8.29,0,0,0,0,0

79,19:30-19:45,34.31,47.68,522.89,42.86,13.36,55.44,19.67,22.98,40.64,42.9,93.77,0,6.9,10.04,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,1.7,0,0,32.98,26.62,0,0,0,43.26,36.08,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

80,19:45-20:00,34.31,47.68,522.89,42.86,13.36,55.44,19.67,21.05,40.64,42.9,93.77,0,6.9,10.17,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,1.7,0,0,32.98,26.62,0,0,0,43.26,36.08,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

81,20:00-20:15,34.31,47.68,526.89,42.86,13.36,55.44,19.67,24.03,40.64,42.9,93.77,0,6.9,10.23,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,1.94,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

82,20:15-20:30,34.31,47.68,526.89,42.86,13.36,55.44,19.67,22.54,40.64,42.9,93.77,0,6.9,10.34,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2.17,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

83,20:30-20:45,34.31,47.68,526.89,42.86,13.36,55.44,19.67,23.4,40.64,42.9,93.77,0,6.9,10.37,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2.19,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

84,20:45-21:00,34.31,47.68,526.89,42.86,13.36,55.44,19.67,21.54,40.64,42.9,93.77,0,6.9,10.49,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2.19,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,448.83,0,8.29,0,0,0,0,0

85,21:00-21:15,34.31,47.68,526.89,42.86,13.36,55.44,19.67,22.35,40.64,42.9,93.77,0,6.9,10.65,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,62.89,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,472.86,0,8.29,0,0,0,0,0

86,21:15-21:30,32.63,45.3,526.89,40.82,13.36,53.24,18.8,22.53,40.52,42.9,93.77,0,6.78,10.74,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,28.58,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,39,0,0,169,23.67,19.38,2,0,0,32.98,26.62,0,0,0,43.26,42.46,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

87,21:30-21:45,32.63,45.3,526.89,40.82,14.78,53.24,18.8,18.84,40.52,42.9,93.77,0,6.78,10.87,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,28.58,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,39,0,0,169,23.67,19.38,2,0,0,32.98,26.62,0,0,0,43.26,42.46,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

88,21:45-22:00,34.31,47.68,526.89,42.86,15.37,55.44,19.67,18.68,40.64,42.9,93.77,0,6.9,11.03,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,55.74,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2,0,0,32.98,26.62,0,0,0,43.26,42.46,0,58.41,5.34,11.45,472.86,0,8.29,0,0,0,0,0

89,22:00-22:15,34.31,47.68,526.89,42.86,15.37,55.44,19.67,17.5,40.64,42.9,93.77,0,6.9,11.17,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,55.74,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,58.41,5.34,11.45,472.86,0,8.29,0,0,0,0,0

90,22:15-22:30,34.31,47.68,526.89,42.86,15.37,55.44,19.67,19.36,40.64,42.9,93.77,0,6.9,11.31,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,55.74,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,58.41,5.34,11.45,472.86,0,8.29,0,0,0,0,0

91,22:30-22:45,34.31,47.68,526.89,42.86,15.37,55.44,19.67,19.49,40.64,42.9,93.77,0,6.9,11.44,0.69,259.58,109.36,0,0,0,62.56,12.49,0,0,0,0,0,0,0,0,0,5.61,125.79,0,62.89,0,120.43,0,55.74,13.53,45.21,0,0,23.84,0,0,0,159.95,0,0,42.92,0,0,170.59,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,58.41,5.34,11.45,472.86,0,8.29,0,0,0,0,0

92,22:45-23:00,32.63,45.3,526.89,40.82,15.37,53.24,18.8,20.22,40.52,42.9,93.77,0,6.78,11.54,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,47.17,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,29.47,0,0,169,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

93,23:00-23:15,32.63,45.3,526.89,40.82,15.37,53.24,18.8,18.61,40.52,42.9,93.77,0,6.78,11.58,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,47.17,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,29.26,0,0,169,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

94,23:15-23:30,32.63,45.3,526.89,40.82,15.37,53.24,18.8,17.97,40.52,42.9,93.77,0,6.78,11.64,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,29.26,0,0,169,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

95,23:30-23:45,32.63,45.3,526.89,40.82,15.37,53.24,18.8,16.16,40.52,42.9,93.77,0,6.78,11.74,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,29.26,0,0,169,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

96,23:45-24:00,32.63,45.3,526.89,40.82,15.37,53.24,18.8,15.04,40.52,42.9,93.77,0,6.78,11.87,0.69,259.58,109.36,0,0,0,62.56,11.75,0,0,0,0,0,0,0,0,0,5.48,125.79,0,62.89,0,120.43,0,50.02,10.14,45.21,0,0,23.84,0,0,0,159.95,0,0,29.26,0,0,169,23.67,19.38,2,0,0,35.54,26.62,0,0,0,43.26,46.7,0,57.82,5.34,11.45,472.86,0,8.29,0,0,0,0,0

