Block,Time,SH-07,LT-31,LT-59,LT-36,L_NR_2012_02,L_NR_2012_07,L_NR_2012_04,SH-06,L_NR_2023_04,L_NR_2012_01,L_NR_2020_02,LT-05,L_NR_2019_11,LT-35,L_NR_2019_07,L_NR_2019_05,L_NR_2021_15,L_NR_2021_17,L_NR_2023_10,L_NR_2021_14,L_NR_2020_07,L_NR_2019_19,L_NR_2023_07,L_NR_2022_10,L_NR_2020_06,L_NR_2022_08,L_NR_2021_12,L_NR_2021_13,L_NR_2018_61,L_NR_2020_05,L_NR_2022_09,L_NR_2019_06,L_NR_2021_16
1,00:00-00:15,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,35.32,0,0,22.93,102.5,76.67,0,0

2,00:15-00:30,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,35.2,0,0,14.31,102.5,76.67,0,0

3,00:30-00:45,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,34.33,0,0,14.6,102.5,76.67,0,0

4,00:45-01:00,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,34.33,0,0,14.74,102.5,76.67,0,0

5,01:00-01:15,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,34.33,0,0,15.13,102.5,76.67,0,0

6,01:15-01:30,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,34.16,0,0,76.67,34.17,34.33,0,0,15.49,102.5,76.67,0,0

7,01:30-01:45,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,34.33,0,0,16.43,106,76.67,0,0

8,01:45-02:00,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,34.33,0,0,16.96,106,76.67,0,0

9,02:00-02:15,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,30.65,0,0,23.13,106,76.67,0,0

10,02:15-02:30,9.450000,0.000000,6.690000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,30.57,0,0,22.14,106,76.67,0,0

11,02:30-02:45,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,30.5,0,0,21.07,106,76.67,0,0

12,02:45-03:00,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.040000,58.000000,6.380000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,30.62,0,0,20.38,106,76.67,0,0

13,03:00-03:15,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,30.9,0,0,19.72,106,76.67,0,0

14,03:15-03:30,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.34,0,0,76.67,35.33,31.18,0,0,19.05,106,76.67,0,0

15,03:30-03:45,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,33.34,0,0,76.67,33.33,31.42,0,0,24.12,100,76.67,0,0

16,03:45-04:00,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,33.34,0,0,76.67,33.33,31.9,0,0,23.68,100,76.67,0,0

17,04:00-04:15,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,33.34,0,0,76.67,33.33,32.21,0,0,22.67,100,76.67,0,0

18,04:15-04:30,30.930000,0.000000,6.530000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,33.34,0,0,76.67,33.33,32.49,0,0,22.34,100,76.67,0,0

19,04:30-04:45,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,33.34,0,0,76.67,33.33,33.1,0,0,21.3,100,76.67,0,0

20,04:45-05:00,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,29.670000,101.260000,5.950000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.84,0,0,80,35.83,31.8,0,0,20.56,107.5,80,0,0

21,05:00-05:15,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,30.680000,101.260000,5.860000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.84,0,0,80,35.83,31.83,0,0,19.06,107.5,80,0,0

22,05:15-05:30,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,30.680000,101.260000,5.860000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.84,0,0,80,35.83,31.42,0,0,18.81,107.5,80,0,0

23,05:30-05:45,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,30.680000,101.260000,5.860000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.84,0,0,80,35.83,31.51,0,0,19.19,107.5,80,0,0

24,05:45-06:00,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.860000,58.000000,6.230000,0.000000,0,0,0,0,0,0,35.84,0,0,80,35.83,31.58,0,0,19.14,107.5,80,0,0

25,06:00-06:15,30.930000,0.000000,6.380000,0.000000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.860000,58.000000,5.920000,0.000000,1.24,3.55,0,0,0,0,35.84,0.672336,0,80,35.83,31.34,0,0,18.8,107.5,80,3.45,1

26,06:15-06:30,30.930000,0.010000,6.380000,0.010000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.860000,58.000000,5.920000,0.010000,2.57,8.75,0,1,0.58,0,35.84,4.18992,1,80,35.83,32.43,0,0,18.09,107.5,80,8.99,3

27,06:30-06:45,30.930000,0.180000,6.380000,0.180000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.860000,58.000000,5.920000,0.180000,6.84,15.49,1,2,1.78,0.33,35.84,8.652672,3,80,35.83,32.44,2.4,0.48,17.67,107.5,80,15.48,4

28,06:45-07:00,30.930000,0.580000,6.380000,0.600000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.860000,58.000000,5.920000,0.580000,12.83,25.38,2,4,3.92,1.67,35.84,12.86208,8,80,35.83,32.4,8.1,1.62,16.64,107.5,80,25.38,8

29,07:00-07:15,30.930000,1.200000,5.440000,1.230000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,1.200000,18.8,31.69,4,5,6.44,3.33,35.84,16.896096,16,80,35.83,32.52,16.51,3.3,15.35,107.5,80,31.69,11

30,07:15-07:30,30.930000,1.960000,5.440000,2.010000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,1.960000,25.65,30.15,7,8,10.32,6.67,35.84,21.271152,25,80,35.83,32.5,27.65,5.53,14.25,107.5,80,30.15,15

31,07:30-07:45,30.930000,2.890000,6.060000,2.970000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,2.890000,30.16,30.17,9,10,21,10,35.84,25.743648,49,80,35.83,32.8,42.22,8.44,13.94,107.5,80,30.17,20

32,07:45:08:00,30.930000,3.930000,6.060000,4.030000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,3.930000,30.66,30.67,13,12,24,18.03,35.84,29.933568,56,80,35.83,32.96,58.68,11.73,14.08,107.5,80,30.67,23

33,08:00-08:15,30.930000,5.050000,6.060000,5.180000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,5.050000,31.84,31.83,16.7,15,28,25.07,35.84,34.367088,67,80,35.83,31.06,76.88,15.37,14.33,107.5,80,31.83,31

34,08:15-08:30,30.930000,6.180000,6.060000,6.330000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,58.000000,5.920000,6.180000,32.16,32.17,22.24,17,34,32.49,35.84,39.346272,81,80,35.83,31,95.85,19.17,14.53,107.5,80,32.17,34

35,08:30-08:45,30.930000,7.290000,6.060000,7.470000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,33.170000,5.690000,7.290000,32.16,32.17,24,19,39,39.88,35.84,44.812656,91,80,35.83,31,114.74,22.95,14.73,107.5,80,32.17,38

36,08:45:09:00,30.930000,8.380000,6.060000,8.590000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,33.170000,5.690000,8.380000,32.16,32.17,27,23,45,47.08,35.84,50.542128,105,80,35.83,31,133.47,26.69,15.19,107.5,80,32.17,46

37,09:00:09:15,30.930000,9.400000,6.060000,9.630000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,33.170000,5.690000,9.400000,32.34,32.33,31,25,51,53.86,35.84,44.364432,119,80,35.83,31,151.41,30.28,15.63,107.5,80,32.33,51

38,09:15-09:30,30.930000,10.360000,6.060000,10.620000,191.760000,0.000000,271.880000,30.930000,29.720000,101.260000,5.760000,33.170000,5.690000,10.360000,32.34,32.33,31,28,57,60.35,35.84,49.236432,133,80,35.83,31,167.83,33.57,26.08,107.5,80,32.33,56

39,09:30-09:45,30.930000,11.220000,6.060000,11.500000,191.760000,0.000000,271.880000,30.930000,29.630000,101.260000,5.760000,33.170000,5.690000,11.220000,32.34,32.33,34,31,63,66.49,34.16,51.721152,147,80,34.17,26.35,182.93,36.59,26.88,102.5,80,32.33,62

40,09:45-10:00,30.930000,11.990000,6.060000,12.290000,191.760000,0.000000,271.880000,30.930000,29.630000,101.260000,5.760000,33.170000,5.690000,11.990000,32.34,32.33,35,33,67,71.9,34.16,53.533536,158,80,34.17,26.35,197.27,39.45,28.29,102.5,80,32.33,65

41,10:00-10:15,30.930000,12.640000,5.670000,12.960000,191.760000,0.000000,271.880000,30.930000,29.630000,101.260000,5.950000,33.170000,5.540000,12.640000,32.34,32.33,37,35,72,76.89,34.16,56.310576,168,80,34.17,26.35,210.48,42.1,29.27,102.5,80,32.33,69

42,10:15-10:30,30.930000,13.170000,5.670000,13.490000,191.760000,0.000000,271.880000,30.930000,29.630000,101.260000,5.950000,33.170000,5.540000,13.170000,32.34,32.33,38.8,37,75,81.25,34.16,60.675888,175,80,34.17,26.35,222.23,44.44,30.68,102.5,80,32.33,73

43,10:30-10:45,30.930000,13.630000,5.670000,13.960000,156.310000,0.000000,271.880000,30.930000,29.630000,72.260000,5.950000,33.170000,5.540000,13.630000,32.34,32.33,39,38,78,85.16,34.16,50.142624,182,80,34.17,26.35,233.33,46.67,31.74,102.5,80,32.33,75

44,10:45-11:00,30.930000,14.000000,5.670000,14.340000,156.310000,0.000000,271.880000,30.930000,29.540000,46.400000,5.950000,33.170000,5.540000,14.000000,32.66,32.67,40,39,81,88.57,34.16,52.208352,189,78.33,34.17,29.87,233.33,46.67,37.19,102.5,78.33,32.67,79

45,11:00-11:15,30.930000,14.300000,5.670000,14.650000,156.310000,0.000000,271.880000,30.930000,29.540000,46.400000,5.860000,33.170000,5.540000,14.300000,32.66,32.67,41.5,39,81,89.45,34.16,53.93304,189,78.33,34.17,29.96,233.33,46.67,37.76,102.5,78.33,32.67,78

46,11:15-11:30,30.930000,14.500000,5.670000,14.860000,156.310000,0.000000,271.880000,30.930000,29.540000,46.400000,5.860000,58.000000,5.540000,14.500000,32.66,32.67,42.5,39,81,90.15,34.16,55.228992,189,78.33,34.17,30.01,233.33,46.67,38.63,102.5,78.33,32.67,77

47,11:30-11:45,30.930000,15.770000,5.670000,16.170000,156.310000,0.000000,271.880000,30.930000,29.540000,46.400000,5.860000,58.000000,5.540000,15.770000,32.66,32.67,43.5,39,81,92.33,34.16,56.36904,189,78.33,34.17,29.97,233.33,46.67,39.42,102.5,78.33,32.67,77

48,11:45-12:00,30.930000,15.860000,5.670000,16.250000,156.310000,0.000000,271.880000,30.930000,29.540000,46.400000,5.860000,58.000000,5.540000,15.860000,32.66,32.67,44,39,81,92.32,34.16,57.372672,189,78.33,34.17,30.01,233.33,46.67,40.19,102.5,78.33,32.67,77

49,12:00-12:15,30.930000,15.870000,5.750000,16.260000,156.310000,0.000000,271.880000,30.930000,27.610000,46.400000,5.860000,58.000000,5.620000,15.870000,32.66,32.67,44,39,81,92.33,34.16,60.393312,189,78.33,34.17,30.11,233.33,46.67,0,102.5,78.33,32.67,79

50,12:15-12:30,30.930000,15.810000,5.750000,16.210000,156.310000,0.000000,271.880000,30.930000,27.610000,46.400000,5.860000,58.000000,5.620000,15.810000,32.66,32.67,44,39,81,92.35,34.16,56.973168,189,71.83,34.17,29.3,233.33,46.67,0,102.5,71.83,32.67,79

51,12:30-12:45,30.930000,15.810000,6.060000,16.220000,174.670000,0.000000,271.880000,30.930000,27.610000,46.400000,5.860000,58.000000,5.620000,15.810000,32.66,32.67,44,39,81,92.38,34.16,52.588368,189,71.87,34.17,29.57,233.33,46.67,0,102.5,71.87,32.67,79

52,12:45-13:00,30.930000,15.810000,6.060000,16.200000,174.670000,0.000000,271.880000,30.930000,27.610000,46.400000,5.860000,58.000000,5.620000,15.810000,32.66,32.67,44,39,81,92.32,34.16,49.100016,189,72.5,34.17,29.77,233.33,46.67,0,102.5,72.5,32.67,79

53,13:00-13:15,30.930000,15.770000,6.060000,16.160000,174.670000,0.000000,271.880000,30.930000,27.610000,46.400000,5.760000,58.000000,5.770000,15.770000,32.66,32.67,44,39,81,92.32,34.16,47.579952,189,72.67,34.17,29.67,233.33,46.67,0,102.5,72.67,32.67,79

54,13:15-13:30,30.930000,15.750000,6.060000,16.140000,174.670000,0.000000,271.880000,30.930000,27.610000,46.400000,5.760000,58.000000,5.770000,15.750000,32.66,32.67,44,40,81,92.31,34.16,47.901504,189,73.17,34.17,29.84,233.33,46.67,0,102.5,73.17,32.67,80

55,13:30-13:45,30.930000,15.700000,6.060000,16.100000,174.670000,0.000000,271.880000,30.930000,25.680000,46.400000,5.760000,58.000000,5.770000,15.700000,32.66,32.67,44,41,81,92.13,27.54,45.007536,189,73.53,27.53,29.85,233.33,46.67,0,82.61,73.53,32.67,81

56,13:45-14:00,30.930000,15.270000,6.060000,15.650000,174.670000,0.000000,271.880000,30.930000,25.680000,46.400000,5.760000,58.000000,5.770000,15.270000,32.66,32.67,43,41,81,90.99,27.59,43.321824,189,66.1,27.57,24.64,233.33,46.67,0,82.72,66.1,32.67,83

57,14:00-14:15,30.930000,14.930000,6.230000,15.300000,191.760000,0.000000,271.880000,30.930000,25.680000,75.400000,5.760000,58.000000,5.920000,14.930000,32.66,32.67,42,41,81,88.92,27.03,41.499696,189,66.26,27.02,24.76,229.17,45.83,0,81.07,66.26,32.67,81

58,14:15-14:30,30.930000,14.540000,6.230000,14.910000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.760000,58.000000,5.920000,14.540000,32.66,32.67,41,40,79,87.98,27.09,40.057584,186,66.76,27.09,24.66,229.17,45.83,0,81.28,66.76,32.67,79

