Block,Time,SH-07,LT-31,LT-59,LT-36,L_NR_2012_02,L_NR_2012_07,L_NR_2012_04,SH-06,L_NR_2023_04,L_NR_2012_01,L_NR_2020_02,LT-05,L_NR_2019_11,LT-35,L_NR_2019_07,L_NR_2019_05,L_NR_2021_15,L_NR_2021_17,L_NR_2023_10,L_NR_2021_14,L_NR_2020_07,L_NR_2019_19,L_NR_2023_07,L_NR_2022_10,L_NR_2020_06,L_NR_2022_08,L_NR_2021_12,L_NR_2021_13,L_NR_2018_61,L_NR_2020_05,L_NR_2022_09,L_NR_2019_06,L_NR_2021_16
59,14:30-14:45,30.930000,13.090000,6.230000,13.420000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.760000,58.000000,5.920000,13.090000,32.66,32.67,40,37,78,84.6,27.14,37.475424,182,66.97,27.14,24.85,229.17,45.83,0,81.42,66.97,32.67,74

60,14:45-15:00,30.930000,12.710000,6.230000,13.030000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.760000,58.000000,5.920000,12.710000,32.66,32.67,39,35,73,80.69,27.21,33.81168,171,66.97,27.21,24.97,229.17,45.83,0,81.62,66.97,32.67,69

61,15:00-15:15,30.930000,12.220000,6.230000,12.530000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.860000,58.000000,6.150000,12.220000,32.66,32.67,38,33,69,76.38,27.48,54.556656,161,67.89,27.48,25.3,224.32,44.86,0,82.44,67.89,32.67,66

62,15:15-15:30,30.930000,11.700000,6.230000,11.990000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.860000,58.000000,6.150000,11.700000,32.66,32.67,37,32,64,71.6,30.01,48.310752,151,70,30,25.52,212.03,42.41,0,90.01,70,32.67,63

63,15:30-15:45,30.930000,10.930000,6.460000,11.200000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.860000,58.000000,6.150000,10.930000,32.66,32.67,35,31,60,66.36,30.83,44.120832,140,70,30.84,25.83,197.8,39.56,0,92.51,70,32.67,61

64,15:45-16:00,30.930000,10.170000,6.460000,10.420000,191.760000,0.000000,271.880000,30.930000,25.680000,101.260000,5.860000,58.000000,6.150000,10.170000,32.66,32.67,32,28,55,60.44,31.34,40.788384,130,70,31.34,26.07,183,36.6,0,94.03,70,32.67,56

65,16:00-16:15,30.930000,9.160000,6.460000,9.390000,240.100000,0.000000,271.880000,30.930000,26.640000,101.260000,5.950000,58.000000,6.380000,9.160000,32.66,32.67,30,25,49,54.38,32.33,36.871296,116,70,32.34,25.67,167.67,33.53,0,97.01,70,32.67,51

66,16:15-16:30,30.930000,8.090000,6.460000,8.300000,243.000000,0.000000,271.880000,30.930000,26.640000,101.260000,5.950000,58.000000,6.380000,8.090000,32.66,32.67,27,23,43,48,32.67,32.125968,102,70,32.67,25.67,151.28,30.25,0,98.01,70,32.67,46

67,16:30-16:45,30.930000,7.060000,6.460000,7.230000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,5.950000,58.000000,6.380000,7.060000,32.66,32.67,24,21,37,41.47,33.01,27.078576,88,70,33,25.67,133.68,26.73,6,99.01,70,32.67,41

68,16:45-17:00,30.930000,5.960000,6.460000,6.100000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,5.950000,58.000000,6.380000,5.960000,21.38,33,21,20,32,34.59,33.26,22.342992,74,70,33.25,25.67,115.74,23.15,6,99.76,70,33,41

69,17:00-17:15,30.930000,4.860000,6.610000,4.990000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.140000,58.000000,6.770000,4.860000,17.1,30.48,18,20,27,27.53,33.55,14.849856,63,70.31,33.54,25.67,97.17,19.43,9.71,100.62,70.31,33,39

70,17:15-17:30,30.930000,3.730000,6.610000,3.830000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.140000,58.000000,6.770000,3.730000,12.83,20.15,17,18.33,21,20.65,33.8,10.13376,49,71.19,33.81,25.67,78.03,15.61,11.91,101.43,71.19,30.88,36.67

71,17:30-17:45,30.930000,2.800000,6.610000,2.870000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.140000,58.000000,6.770000,2.800000,7.47,14.3,12,17,16,13.82,34.05,6.518736,39,72.97,34.04,25.67,58.77,11.75,14.11,102.12,72.97,15,34

72,17:45-18:00,30.930000,1.910000,6.610000,1.960000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.140000,58.000000,6.770000,1.910000,2.31,5.88,9,13.67,12,7.72,34.33,3.585792,28,74.02,34.34,25.67,41.29,8.26,19.11,103.01,74.02,7,27.33

73,18:00-18:15,30.930000,1.160000,6.610000,1.180000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.230000,58.000000,6.920000,1.160000,0,0,7,12,7,1.01,34.75,1.110816,18,75.82,34.76,25.67,26.63,5.33,23.11,104.26,75.82,0,24

74,18:15-18:30,30.930000,0.570000,6.610000,0.590000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.230000,58.000000,6.920000,0.570000,0,0,4,8.67,4,0.33,35.89,0.7308,11,76.79,35.9,25.67,15.44,3.09,27.11,107.68,76.79,0,17.33

75,18:30-18:45,30.930000,0.140000,6.610000,0.140000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.230000,58.000000,6.920000,0.140000,0,0,3,6.33,1,0,36.72,0,4,77.8,36.7,26,7.35,1.47,27.84,110.11,77.8,0,12.67

76,18:45-19:00,30.930000,0.000000,6.610000,0.000000,261.590000,0.000000,271.880000,30.930000,26.640000,101.260000,6.230000,58.000000,6.920000,0.000000,0,0,1,5.67,0,0,37.6,0,1,77.92,37.6,26.43,1.9,0.38,27.51,112.81,77.92,0,11.33

77,19:00-19:15,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,4.33,0,0,37.81,0,0,78.54,37.82,26.79,0.75,0.15,28.19,113.45,78.54,0,8.67

78,19:15-19:30,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,1.33,0,0,38.35,0,0,79.59,38.36,26.9,0,0,28.35,115.08,79.59,0,2.67

79,19:30-19:45,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0.33,0,0,38.69,0,0,78.29,38.68,27.2,0,0,26.89,116.04,78.29,0,0.67

80,19:45-20:00,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0,0,0,38.33,0,0,78.92,38.33,27.51,0,0,24.69,114.99,78.92,0,0

81,20:00-20:15,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0,0,0,39.41,0,0,78.49,39.41,29.21,0,0,23.69,118.22,78.49,0,0

82,20:15-20:30,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0,0,0,38.69,0,0,77.55,38.68,30.03,0,0,22.03,116.04,77.55,0,0

83,20:30-20:45,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0,0,0,38.33,0,0,77.97,38.33,30.57,0,0,21.12,114.99,77.97,0,0

84,20:45-21:00,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.320000,58.000000,6.920000,0.000000,0,0,0,0,0,0,38.69,0,0,77.57,38.68,31.14,0,0,20.88,116.04,77.57,0,0

85,21:00-21:15,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.230000,58.000000,6.770000,0.000000,0,0,0,0,0,0,38.33,0,0,77.02,38.33,31.78,0,0,18.18,114.99,77.02,0,0

86,21:15-21:30,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.230000,58.000000,6.770000,0.000000,0,0,0,0,0,0,38.69,0,0,76.79,38.68,32.32,0,0,16.74,116.04,76.79,0,0

87,21:30-21:45,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.230000,58.000000,6.770000,0.000000,0,0,0,0,0,0,38.33,0,0,75.96,38.33,32.94,0,0,16.53,114.99,75.96,0,0

88,21:45-22:00,30.930000,0.000000,6.840000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.230000,58.000000,6.770000,0.000000,0,0,0,0,0,0,38.69,0,0,75.3,38.68,33.47,0,0,16.61,116.04,75.3,0,0

89,22:00-22:15,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.540000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.33,0,0,74.96,38.33,33.5,0,0,16.68,114.99,74.96,0,0

90,22:15-22:30,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.69,0,0,74.86,38.68,34.06,0,0,15.96,116.04,74.86,0,0

91,22:30-22:45,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.33,0,0,73.89,38.33,33.98,0,0,13.54,114.99,73.89,0,0

92,22:45-23:00,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.69,0,0,74.26,38.68,34.46,0,0,11.94,116.04,74.26,0,0

93,23:00-23:15,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.33,0,0,73.01,38.33,34.18,0,0,10.13,114.99,73.01,0,0

94,23:15-23:30,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.69,0,0,71.79,38.68,34.43,0,0,9.41,116.04,71.79,0,0

95,23:30-23:45,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,38.33,0,0,71.92,38.33,34.63,0,0,9.71,114.99,71.92,0,0

96,23:45-24:00,30.930000,0.000000,6.530000,0.000000,261.590000,0.000000,271.880000,30.930000,29.670000,101.260000,6.140000,58.000000,6.610000,0.000000,0,0,0,0,0,0,39.41,0,0,71.64,39.41,33.51,0,0,10.53,118.22,71.64,0,0

