Block,Time,CHAMERA2,DADRT2,CHAMERA3,DHAULIGNGA,URI2,UNCHAHAR2,UNCHAHAR1,UNCHAHAR4,UNCHAHAR3,SEWA2,NJPC,RIHAND1,KISHANGANGA,RAPPC,NAPP,JHAJJAR,KOTESHWR,SINGRAULI_HYDRO,DULHASTI,RIHAND3,TEHRI,KOLDAM,PARBATI3,SINGRAULI,RAMPUR,RIHAND2,TANDA2,CHAMERA1,BSIUL,URI,TANAKPUR,SALAL,RAPPB,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,RSTPSU7,KGSU3AND4,TALST2,VALLURNTECL,SIMHST2,NNTPP,NTPL,RSTPSU1TO6,SIMHST1,KGSU1AND2,NLCTS2EXP,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
14,03:15-03:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,25.869661,0,3.34799,112.379427,0.834938,119.5917,1.44175,14.04936,13.1076,46.368,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.704,418.77

15,03:30-03:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,20.749624,0,3.34799,118.495314,0.834938,119.5917,1.44175,14.04936,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,44.918,418.77

16,03:45-04:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,17.246441,0,3.34799,120.024286,0.834938,119.5917,1.44175,14.04936,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,44.918,418.77

17,04:00-04:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,8.62322,0,16.070349,120.024286,0.834938,119.5917,1.44175,14.04936,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.704,418.77

18,04:15-04:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,8.62322,0,16.070349,120.024286,0.834938,119.5917,1.44175,14.04936,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.704,418.77

19,04:30-04:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.34799,120.024286,0.834938,119.5917,1.44175,14.04936,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.704,418.77

20,04:45-05:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,73.419873,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,3.34799,120.024286,0.834938,119.5917,1.44175,28.09872,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,17.584,20.73185,0,147.515625,43.704,418.77

21,05:00-05:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,0,10.713565,120.024286,1.113252,119.5917,1.44175,28.09872,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.1335,20.73185,0,147.515625,43.704,418.77

22,05:15-05:30,41.864567,688.249014,20.381949,19.143301,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,0.60728,52.362552,120.024286,1.113252,119.5917,1.44175,28.09872,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,18.683,20.73185,0,147.515625,43.704,418.77

23,05:30-05:45,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.21456,52.362552,120.024286,1.113252,119.5917,1.44175,28.09872,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,19.2325,20.73185,0,147.515625,43.704,418.77

24,05:45-06:00,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.21456,52.362552,120.024286,1.113252,119.5917,1.44175,28.09872,13.1076,45.264,3.843,83.083,0,0,86.178824,0,0,0,41.305771,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,19.782,20.73185,0,147.515625,43.704,418.77

25,06:00-06:15,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.21456,52.362552,120.024286,1.113252,119.5917,1.44175,23.7,13.1076,46.368,3.843,83.083,0,0,86.178824,0,0,0,40.189399,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.704,418.77

26,06:15-06:30,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,20.755001,0.814833,14.680103,16.588865,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.21456,52.362552,120.024286,1.113252,119.5917,1.44175,23.7,13.1076,46.368,3.843,83.083,0,0,86.178824,0,0,0,40.189399,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,43.704,418.77

27,06:30-06:45,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,122.366456,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,52.362552,120.024286,1.391564,119.5917,1.44175,42.14808,13.1076,45.264,3.2025,83.083,0,0,86.178824,0,0,0,40.189399,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

28,06:45-07:00,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,122.366456,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,10.713565,120.024286,1.391564,119.5917,1.44175,42.14808,13.1076,45.264,3.2025,83.083,0,0,86.178824,0,0,0,40.189399,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

29,07:00-07:15,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,42.14808,13.1076,45.264,3.2025,83.083,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

30,07:15-07:30,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,42.14808,13.1076,45.264,3.2025,83.083,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

31,07:30-07:45,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,42.14808,13.1076,45.264,11.529,83.083,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

32,07:45:08:00,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,16.588865,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,1.00939,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,42.14808,13.1076,45.264,11.529,83.083,0,0,83.849666,0,0,0,39.073028,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

33,08:00-08:15,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,11.08163,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,42.14808,13.1076,45.264,11.529,83.083,0,0,83.849666,0,0,0,37.956655,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

34,08:15-08:30,41.864567,688.249014,20.381949,28.714951,33.873497,43.050737,22.034892,0.814833,14.680103,5.540815,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,3.34799,120.024286,1.645676,119.5917,1.44175,28.09872,13.1076,45.264,11.529,83.083,0,0,83.849666,0,0,0,37.956655,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

35,08:30-08:45,41.864567,688.249014,20.381949,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,16.070349,120.024286,1.645676,119.5917,1.44175,28.09872,13.1076,45.264,3.2025,83.083,0,0,83.849666,0,0,0,37.956655,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

36,08:45:09:00,41.864567,688.249014,20.381949,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,146.839746,93.324175,1.456306,54.915375,40.872774,657.89409,8.443451,0,51.987209,125.295291,0,1.82184,16.070349,120.024286,1.645676,119.5917,1.44175,28.09872,13.1076,45.264,3.2025,83.083,0,0,83.849666,0,0,0,37.956655,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.311,418.77

37,09:00:09:15,41.864567,688.249014,20.381949,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,122.366456,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,1.21456,16.070349,120.024286,1.391564,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,83.083,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

38,09:15-09:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,122.366456,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,1.21456,16.070349,120.024286,1.391564,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,83.083,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

39,09:30-09:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,122.366456,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,1.073474,16.070349,120.024286,1.391564,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

40,09:45-10:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0.60728,16.070349,120.024286,1.113252,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,69.113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

41,10:00-10:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,97.893164,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,16.070349,120.024286,1.113252,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

42,10:15-10:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,16.070349,120.024286,0.899474,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

43,10:30-10:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,16.070349,120.024286,0.899474,119.5917,1.44175,28.09872,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

44,10:45-11:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,16.070349,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,45.264,3.2025,82.502,0,0,83.849666,0,0,0,36.840283,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

45,11:00-11:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,0,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,46.368,3.2025,83.083,0,0,83.849666,0,0,0,35.723911,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

46,11:15-11:30,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,0,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,46.368,3.2025,83.083,0,0,83.849666,0,0,0,35.723911,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

47,11:30-11:45,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,0,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,46.368,3.2025,83.083,0,0,83.849666,0,0,0,35.723911,0,0,0,67.961315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

48,11:45-12:00,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,14.680103,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,0,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,46.368,3.2025,83.083,0,0,83.849666,0,0,0,35.723911,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

49,12:00-12:15,41.864567,688.249014,30.573593,19.143301,33.873497,43.050737,22.034892,0.814833,18.874418,0,79.26572,93.324175,1.456306,54.915375,40.872774,657.89409,6.384072,0,51.987209,125.295291,0,0,0,120.024286,0.899474,119.5917,1.44175,28.045,6.5538,46.368,3.2025,83.083,0,0,83.849666,0,0,0,35.723911,0,0,0,66.809429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.62,0,0,0,0,20.0018,20.73185,0,147.515625,44.918,418.77

