Block,Time,CHAMERA1,DHAULIGNGA,PARBATI3,SALAL,SASAN,SEWA2,TALA,KGSU1AND2,KKNP,KOLDAM,NLCIIST1,NNTPP,RIHAND1,RSTPSU7,ANTA_RF,DADRI_RF,BRBCL,DULHASTI,KISHANGANGA,MAPS,RAPPC,TANAKPUR,TANDA2,UNCHAHAR4,ANTA_LF,CHAMERA2,JHAJJAR,KGSU3AND4,KOTESHWR,NLCEXP,NLCIIST2,NTPL,UNCHAHAR2,VALLURNTECL,AURY_CRF,FSTPP I & II,KHSTPP-I,KKNPPU2,RAMPUR,RIHAND3,RSTPSU1TO6,TALST2,UNCHAHAR1,UNCHAHAR3,ANTA_CRF,AURY_LF,DADRI_CRF,DADRI_GF,CHAMERA3,NAPP,RAPPB,SIMHST2,TEHRI,DADRI_LF,KHSTPP-II,KUDGI,NLCTS2EXP,RIHAND2,SINGRAULI_HYDRO,URI,URI2,ANTA_GF,AURY_GF,BSIUL,DADRT2,NJPC,SIMHST1,SINGRAULI,TelanganaSTPP,AURY_RF
57,14:00-14:15,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

58,14:15-14:30,28.1,40.4,17.56,77.85,412.88,0,12.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

59,14:30-14:45,28.1,40.4,17.56,77.85,412.88,0,9.74,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

60,14:45-15:00,28.1,40.4,17.56,77.85,412.88,0,9.74,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,4.86,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,46.37,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.86

61,15:00-15:15,28.1,40.4,17.56,77.85,412.88,0,9.74,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,0,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

62,15:15-15:30,28.1,40.4,17.56,77.85,412.88,5.63,9.74,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

63,15:30-15:45,28.1,40.4,17.56,77.85,412.88,5.79,9.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,17,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

64,15:45-16:00,28.1,40.4,17.56,77.85,412.88,5.79,9.58,0,0,5.35,0,0,90.54,0,46.370000000000005,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,39.75,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

65,16:00-16:15,28.1,40.4,17.56,77.85,412.88,5.79,8.56,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

66,16:15-16:30,28.1,40.4,17.56,77.85,412.88,5.79,8.56,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,1.44,0,60.23,11.53,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

67,16:30-16:45,28.1,40.4,17.56,62.75,416.25,5.79,9.38,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,1.44,0,60.23,12.94,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

68,16:45-17:00,28.1,40.4,17.56,62.75,416.25,5.79,9.31,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,1.44,0,60.23,12.94,0.19,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

69,17:00-17:15,28.1,40.4,17.56,62.75,416.25,5.79,4.85,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,2.88,0,60.23,12.94,0.19,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

70,17:15-17:30,28.1,40.4,17.56,79.01,416.25,5.79,4.96,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,2.88,0,60.23,12.94,0.19,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

71,17:30-17:45,28.1,40.4,3.51,79.01,416.25,5.79,5.08,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,2.88,0,60.23,11.27,0.19,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,34.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

72,17:45-18:00,28.1,40.4,3.51,79.01,416.25,5.79,5.27,0,0,5.35,0,0,90.54,0,45.19,72.75999999999999,20.01,53.79,2.88,0,60.23,11.27,2.89,1.62,0,44.22,413.81,0,9.66,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,51.01,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,61.5

73,18:00-18:15,42.15,40.4,11.24,79.01,416.25,11.58,8.7,0,0,5.35,0,0,90.54,0,45.53,72.75999999999999,20.01,53.79,2.88,0,60.23,11.27,2.89,1.62,0,31.33,413.81,0,19.32,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,51.01,0,98.87,0,0,121.71,0,37.53,32.51,0,0,1.1,686.07,167.1,0,89.59,0,61.5

74,18:15-18:30,42.15,40.4,36.54,79.01,416.25,11.58,8.8,0,0,5.35,0,0,90.54,0,45.53,72.75,20.01,53.79,2.88,0,60.23,11.27,2.89,1.62,0,31.33,413.81,0,28.98,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,21.37,44.86,0,0,53.16,0,98.87,0,0,121.71,0,37.53,32.51,0,0,1.1,686.07,167.1,0,89.59,0,60.879999999999995

75,18:30-18:45,42.15,40.4,36.54,79.01,416.25,17.37,8.25,0,0,5.35,0,0,90.54,0,45.77,72.75,20.01,53.79,2.88,0,60.23,11.27,2.89,1.62,0,31.33,413.81,0,38.64,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,53.16,0,98.87,0,0,121.71,0,40.85,32.51,0,0,6.52,686.07,167.1,0,89.59,0,60.89

76,18:45-19:00,42.15,41.42,36.54,79.01,416.25,17.37,8.08,0,0,5.35,0,0,90.54,0,46.13,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,40.85,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

77,19:00-19:15,42.15,41.42,36.54,79.01,416.25,17.37,8.47,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,41.4,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

78,19:15-19:30,42.15,41.42,36.54,79.01,416.25,17.37,8.76,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,41.4,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

79,19:30-19:45,42.15,41.42,36.54,79.01,416.25,17.37,8.96,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,41.4,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

80,19:45-20:00,42.15,41.42,21.08,79.01,416.25,17.37,9.45,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,41.4,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

81,20:00-20:15,42.15,41.42,7.03,79.01,416.25,17.37,8.82,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,39.75,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

82,20:15-20:30,42.15,41.42,17.99,79.01,416.25,17.37,9.29,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,39.75,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

83,20:30-20:45,42.15,41.42,17.99,79.01,416.25,17.37,9.55,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,40.85,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

84,20:45-21:00,42.15,40.4,17.99,79.01,416.25,17.37,9.79,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,53.79,4.32,0,60.23,11.27,2.89,0,0,44.22,413.81,0,38.64,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,70.87,0,98.87,0,0,121.71,0,40.85,32.51,0,0,3.3,686.07,167.1,0,89.59,0,60.89

85,21:00-21:15,42.15,40.4,17.99,79.01,416.25,17.37,10.05,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,53.79,4.32,0,60.23,11.27,2.89,0,0,44.22,413.81,0,38.64,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,70.87,0,98.87,0,0,121.71,0,40.85,32.51,0,0,3.3,686.07,167.1,0,89.59,0,60.89

86,21:15-21:30,42.15,40.4,17.99,79.01,416.25,17.37,10.23,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,53.79,4.32,0,60.23,11.27,2.89,0,0,44.22,413.81,0,38.64,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,70.87,0,98.87,0,0,121.71,0,37.53,32.51,0,0,3.3,686.07,167.1,0,89.59,0,60.89

87,21:30-21:45,42.15,40.4,17.56,79.01,416.25,17.37,8.7,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,53.79,4.32,0,60.23,11.27,2.89,0,0,44.22,413.81,0,38.64,0,0,0,43.71,0,0,20.8,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,70.87,0,98.87,0,0,121.71,0,33.12,32.51,0,0,3.3,686.07,167.1,0,89.59,0,60.89

88,21:45-22:00,42.15,41.42,17.56,79.01,416.25,17.37,9.11,0,0,5.35,0,0,90.54,0,46.37,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,20.8,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,33.12,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

89,22:00-22:15,42.15,41.42,17.56,79.01,416.25,17.37,9.17,0,0,5.35,0,0,90.54,0,46.96,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,19.74,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,37.53,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

90,22:15-22:30,42.15,41.42,17.56,79.01,416.25,17.37,9.23,0,0,5.35,0,0,90.54,0,46.96,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,19.74,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,37.53,32.51,0,0,20.21,686.07,168.66,0,89.59,0,60.89

91,22:30-22:45,42.15,41.42,17.56,79.01,416.25,17.37,9.2,0,0,5.35,0,0,90.54,0,46.96,72.75,20.01,54.53,4.32,0,60.23,11.27,2.89,0,0,45.65,413.81,0,42.51,0,0,0,43.71,0,0,19.74,44.31,0,3.62,127.6,0,0,9.9,27.05,0,0,0,0,33.74,44.86,0,0,70.87,0,98.87,0,0,121.71,0,30.91,31.03,0,0,20.21,686.07,168.66,0,89.59,0,60.89

92,22:45-23:00,42.15,40.4,17.56,79.01,416.25,17.37,9.29,0,0,5.35,0,0,90.54,0,46.96,72.75,20.01,53.79,2.88,0,60.23,11.27,2.89,0,0,44.22,413.81,0,38.64,0,0,0,43.71,0,0,19.74,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,70.87,0,98.87,0,0,121.71,0,30.91,31.03,0,0,13.04,686.07,167.1,0,89.59,0,60.89

93,23:00-23:15,42.15,40.4,17.56,79.01,416.25,17.37,9.35,0,0,5.35,0,0,90.54,0,48.13,72.75,20.01,53.79,2.88,0,60.23,11.27,2.89,0,0,44.22,413.81,0,28.98,0,0,0,43.71,0,0,19.74,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,51.01,0,98.87,0,0,121.71,0,19.87,28.07,0,0,13.04,686.07,167.1,0,89.59,0,60.89

94,23:15-23:30,42.15,40.4,17.56,79.01,416.25,17.37,9.5,0,0,5.35,0,0,90.54,0,48.13,72.75,20.01,53.79,2.88,0,60.23,11.27,2.89,0,0,44.22,413.81,0,28.98,0,0,0,43.71,0,0,19.74,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,51.01,0,98.87,0,0,121.71,0,19.87,28.07,0,0,13.04,686.07,167.1,0,89.59,0,60.89

95,23:30-23:45,42.15,40.4,17.56,79.01,416.25,17.37,9.43,0,0,5.35,0,0,90.54,0,48.13,72.75,20.01,53.79,1.44,0,60.23,11.27,2.89,0,0,44.22,413.81,0,28.98,0,0,0,43.71,0,0,19.74,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,51.01,0,98.87,0,0,121.71,0,19.87,23.65,0,0,13.04,686.07,167.1,0,89.59,0,60.89

96,23:45-24:00,42.15,40.4,17.56,79.01,416.25,17.37,9.41,0,0,5.35,0,0,90.54,0,48.13,72.75,20.01,53.79,1.44,0,60.23,11.27,2.89,0,0,44.22,413.81,0,28.98,0,0,0,43.71,0,0,19.74,44.31,0,3.54,127.6,0,0,9.9,27.05,0,0,0,0,32.08,44.86,0,0,51.01,0,98.87,0,0,121.71,0,19.87,23.65,0,0,13.04,686.07,167.1,0,89.59,0,60.89

