Block,Time,FSTPP I & II,TALA,KHSTPP-I,BRBCL,KHSTPP-II,SASAN,CHAMERA1,URI2,RIHAND2,TEHRI,AURY_GF,DADRT2,RIHAND1,KISHANGANGA,SEWA2,NJPC,AURY_CRF,NAPP,CHAMERA3,UNCHAHAR4,DADRI_GF,ANTA_LF,UNCHAHAR2,RAPPC,DADRI_CRF,URI,PARBATI3,UNCHAHAR3,CHAMERA2,TANAKPUR,JHAJJAR,UNCHAHAR1,KOLDAM,RIHAND3,TANDA2,SALAL,SINGRAULI,DADRI_LF,KOTESHWR,AURY_RF,RAPPB,RAMPUR,SINGRAULI_HYDRO,ANTA_CRF,DADRI_RF,DULHASTI,BSIUL,DHAULIGNGA,AURY_LF,ANTA_RF,ANTA_GF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,20.065760,0.000000,42.745857,12.348160,140.779829,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,12.085185,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,18.398602,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,6.290616,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

7,01:30-01:45,20.065760,0.000000,42.745857,11.962280,140.779829,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,12.085185,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,6.290616,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

8,01:45-02:00,20.065760,0.000000,42.745857,13.254978,140.779829,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,12.085185,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,6.290616,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

9,02:00-02:15,20.065760,0.000000,42.745857,13.013803,140.779829,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,12.085185,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,6.290616,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

10,02:15-02:30,20.065760,0.000000,42.745857,13.515447,140.779829,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,12.085185,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,6.290616,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

11,02:30-02:45,20.065760,0.000000,42.745857,15.251907,94.317031,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,5.966103,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

12,02:45-03:00,20.065760,0.000000,42.745857,13.959209,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,5.660150,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,407.527868,21.828074,5.648613,125.970622,5.168948,78.468698,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

13,03:00-03:15,20.065760,0.000000,42.745857,15.898256,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,321.178729,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

14,03:15-03:30,20.065760,0.000000,42.745857,16.727898,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,4.943123,274.873129,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

15,03:30-03:45,20.065760,0.000000,42.745857,19.294000,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,6.178904,274.873129,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

16,03:45-04:00,20.065760,0.000000,42.745857,19.294000,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,6.178904,274.873129,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

17,04:00-04:15,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,17.662658,26.654661,46.787784,7.167528,274.873129,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

18,04:15-04:30,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,663.819717,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,17.662658,26.654661,46.787784,7.167528,274.873129,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

19,04:30-04:45,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,601.063029,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,17.662658,26.654661,46.787784,7.167528,264.175956,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

20,04:45-05:00,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,546.303629,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,17.662658,26.654661,46.787784,7.167528,264.175956,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

21,05:00-05:15,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,498.217000,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,17.662658,26.654661,46.787784,7.167528,315.051857,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

22,05:15-05:30,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,449.982000,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,22.078322,26.654661,46.787784,7.167528,320.128556,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

23,05:30-05:45,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,442.116029,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,26.493986,26.654661,46.787784,7.167528,320.128556,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

24,05:45-06:00,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,442.264400,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,76.538183,26.654661,46.787784,7.167528,320.128556,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

25,06:00-06:15,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,442.264400,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,76.538183,26.654661,46.787784,7.167528,320.128556,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

26,06:15-06:30,20.065760,0.000000,42.745857,14.471802,94.317031,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,442.264400,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.682573,65.266898,0.000000,35.145950,76.538183,26.654661,46.787784,7.167528,320.128556,21.828074,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,41.999311,0.000000,0.000000,0.000000,0,0,0,0,0

27,06:30-06:45,19.879380,0.000000,42.355443,14.471802,93.466310,401.556375,13.553418,36.552984,119.989386,0.000000,0.000000,442.264400,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.318881,65.266898,0.000000,35.145950,76.538183,26.420239,46.787784,7.167528,320.128556,21.633108,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

28,06:45-07:00,19.879380,0.000000,42.355443,14.471802,93.466310,401.556375,12.914005,36.552984,119.989386,0.000000,0.000000,442.264400,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.318881,65.266898,0.000000,35.145950,76.538183,26.420239,46.787784,7.167528,320.128556,21.633108,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

29,07:00-07:15,19.879380,0.000000,42.355443,14.471802,93.466310,401.556375,0.000000,36.552984,119.989386,0.000000,0.000000,389.104891,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.318881,65.266898,0.000000,35.145950,76.538183,26.420239,46.787784,6.178904,240.901758,21.633108,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

30,07:15-07:30,19.879380,0.000000,42.355443,14.471802,93.466310,401.556375,0.000000,36.552984,119.989386,0.000000,0.000000,367.591796,93.527665,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.980923,0.000000,0.000000,42.318881,65.266898,0.000000,35.145950,7.359441,26.420239,46.787784,6.178904,118.924130,21.633108,5.648613,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

31,07:30-07:45,16.455149,0.000000,34.193116,14.471802,86.654949,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.621300,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,2.271388,0.000000,0.000000,33.178927,65.266898,0.000000,35.145950,4.121286,22.824542,46.787784,3.707342,115.764000,18.807407,5.648613,92.543285,5.168948,72.863791,124.110199,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

32,07:45:08:00,16.381957,0.000000,34.193116,14.471802,86.654949,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.621300,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,28.741307,65.266898,0.000000,35.145950,4.121286,18.283766,46.787784,3.707342,115.764000,14.553657,5.648613,92.543285,5.168948,72.863791,124.110199,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

33,08:00-08:15,14.259617,0.000000,34.193116,14.471802,86.654949,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.621300,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,28.741307,65.266898,0.000000,35.145950,16.190769,18.283766,46.787784,3.707342,115.764000,14.553657,5.648613,92.543285,5.168948,72.863791,124.110199,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

34,08:15-08:30,14.259617,0.000000,34.193116,14.471802,86.654949,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.621300,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,28.741307,65.266898,0.000000,35.145950,16.190769,18.283766,46.787784,3.707342,115.764000,14.553657,4.473702,92.543285,5.168948,72.863791,124.110199,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

35,08:30-08:45,14.259617,0.000000,34.193116,14.471802,86.654949,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,28.548367,65.266898,0.000000,35.145950,18.840167,18.148708,46.787784,3.707342,115.764000,14.457187,3.660301,121.874757,5.168948,72.863791,137.175166,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

36,08:45:09:00,13.788650,0.000000,28.685065,14.471802,81.954159,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,35.145950,18.840167,14.914262,46.787784,3.707342,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,20.999656,0.000000,0.000000,0.000000,0,0,0,0,0

37,09:00:09:15,13.788650,0.000000,28.685065,14.471802,81.684622,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,18.840167,14.914262,46.787784,4.943123,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

38,09:15-09:30,13.788650,0.000000,28.685065,14.471802,81.684622,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,18.840167,14.914262,46.787784,4.943123,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

39,09:30-09:45,13.788650,0.000000,28.685065,14.471802,81.684622,401.556375,0.000000,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,18.840167,14.914262,46.787784,4.943123,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

40,09:45-10:00,13.788650,0.000000,28.685065,14.471802,81.684622,401.556375,12.193808,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,35.145950,18.840167,14.914262,46.787784,4.943123,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

41,10:00-10:15,13.788650,0.000000,34.583530,14.471802,87.253546,401.556375,12.193808,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,18.840167,14.914262,46.787784,6.178904,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

42,10:15-10:30,13.788650,0.000000,34.583530,14.471802,87.253546,401.556375,24.387616,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,18.840167,14.914262,46.787784,6.178904,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

43,10:30-10:45,13.788650,0.000000,34.583530,14.471802,87.253546,401.556375,25.454574,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,17.662658,14.914262,46.787784,7.414684,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

44,10:45-11:00,13.788650,0.000000,34.583530,14.471802,87.253546,401.556375,27.106835,36.552984,96.991806,0.000000,0.000000,365.717770,64.480355,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,17.662658,14.914262,46.787784,7.414684,115.764000,12.010515,3.615112,125.970622,5.168948,72.863791,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

45,11:00-11:15,13.788650,0.000000,34.583530,14.471802,76.352436,401.556375,27.106835,36.552984,96.991806,0.000000,0.000000,365.621300,64.866235,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,17.662658,14.682734,46.787784,8.032575,115.764000,12.010515,3.615112,92.736225,5.168948,45.960237,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

46,11:15-11:30,13.788650,0.000000,34.583530,14.471802,76.352436,401.556375,27.106835,36.552984,96.991806,0.000000,0.000000,365.621300,64.866235,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,23.828090,65.266898,0.000000,42.601152,17.662658,14.682734,46.787784,8.032575,115.764000,12.010515,3.615112,92.736225,5.168948,45.960237,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

47,11:30-11:45,13.788650,0.000000,34.583530,14.471802,76.352436,401.556375,27.106835,36.552984,119.989386,0.000000,0.000000,364.801305,93.533398,8.046226,0.000000,173.609779,0.000000,45.985202,33.601710,1.649637,0.000000,0.000000,27.908192,65.266898,0.000000,42.601152,17.662658,17.524258,46.787784,11.739917,115.764000,14.212057,3.615112,121.921909,2.848769,45.960237,137.508179,0.000000,0.000000,0.000000,0.000000,6.507399,1.086435,0.000000,0.000000,57.086511,12.581232,31.499484,0.000000,0.000000,0.000000,0,0,0,0,0

