Block,Time Block,VALLURNTECL,KGSU1AND2,KOTESHWR,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,JHAJJAR,KHSTPP-I,PARBATI3,NLCTS2EXP,PARBATI2,RAMPUR,NNTPP,NTPL,NLCIIST2,UNCHAHAR1,TEHRI,TelanganaSTPP,UNCHAHAR2,TEHRIPSP,URI,UNCHAHAR3,UNCHAHAR4,URI2,BRBCL,CHAMERA1,BSIUL,DADRT2,FSTPP I & II,DHAULIGNGA,DULHASTI,RIHAND2,SASAN,TANDA2,RIHAND1,SINGRAULI_HYDRO,SIMHST1,RSTPSU1TO6,SIMHST2,TALST2,RSTPSU7,SEWA2,SINGRAULI,TANAKPUR,SALAL,RIHAND3,TALA,CHAMERA3,CHAMERA2,DADRI_LF,DADRI_RF,AURY_GF,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,NLCEXP,NJPC,NLCIIST1,NAPP,RAPPD,RAPPC,RAPPB,KUDGI,MAPS,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
53,13:00-13:15,0,0,41.35,0,62.93,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,40.49,24.12,2.45,31.6,23.17,40.69,0,143.31,18.17,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

54,13:15-13:30,0,0,41.35,0,68,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,40.49,24.12,2.45,31.6,20.27,40.69,0,143.31,18.17,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

55,13:30-13:45,0,0,41.35,0,68,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,38.37,24.12,2.45,31.6,22.2,40.69,0,143.31,17.93,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

56,13:45-14:00,0,0,41.35,0,73.06,0,0,8.33,0,243.34,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,38.37,24.12,2.45,31.6,23.17,40.69,0,143.31,17.42,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

57,14:00-14:15,0,0,41.35,0,73.06,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,42.63,24.12,2.45,31.6,22.2,40.69,0,178.06,18.17,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

58,14:15-14:30,0,0,41.35,0,78.06,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,42.63,24.12,2.45,31.6,21.24,40.69,0,229.89,18.17,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,25.55,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

59,14:30-14:45,0,0,41.35,0,78.06,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,19.19,73.55,0,39.06,0,42.63,24.12,2.45,31.6,24.12,40.69,0,278.15,18.17,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,78.52,126.3,25.55,10.91,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

60,14:45-15:00,0,0,41.35,0,83.13,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,18.42,73.55,0,37.69,0,42.63,22.99,2.45,31.6,21.24,40.69,0,326.42,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,78.52,126.3,25.55,21.83,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

61,15:00-15:15,0,0,41.35,0,83.13,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,18.42,73.55,0,37.69,0,45.29,22.99,2.45,31.6,20.27,40.69,0,374.68,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,23.02,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

62,15:15-15:30,0,0,41.35,0,88.2,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,18.42,73.55,0,37.69,0,45.29,22.99,2.45,31.6,22.2,40.69,0,374.68,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,23.02,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,43.52,0,88.2,0,0,8.33,0,249.11,43.95,32.3,0,37.37,5.48,0,0,0,18.42,73.55,0,37.69,0,45.29,22.99,2.45,31.6,24.12,40.69,0,374.68,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,56.08,126.3,23.02,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,43.52,0,94.16,0,0,8.33,0.51,249.11,43.95,32.3,0,37.37,5.48,0,0,0,18.42,73.55,0,37.69,0,45.29,22.99,2.45,31.6,24.12,40.69,0,374.68,17.32,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,50.47,126.3,22.96,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,43.52,0,94.16,0,0,8.33,2.25,249.11,43.95,32.3,0,37.37,5.48,0,0,0,16.87,73.55,0,34.38,74.28,45.29,21.01,1.94,31.6,21.24,40.69,0,374.68,19.49,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,50.47,126.3,22.96,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,43.52,0,94.16,0,0,8.33,2.25,249.11,43.95,32.3,0,37.37,5.48,0,0,0,16.87,73.55,0,34.08,148.55,45.29,20.63,1.94,31.6,16.14,40.69,0,374.68,20.08,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,22.96,21.83,30.32,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,43.52,0,94.16,0,0,8.33,4.49,249.11,43.95,32.3,0,37.37,5.48,0,0,0,15.91,76.67,0,32.79,148.55,46.88,19.61,1.94,31.6,12.7,40.69,0,374.68,20.08,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.96,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,43.52,0,94.16,0,0,8.33,4.49,249.11,43.95,32.3,0,37.37,5.48,0,0,0,15.91,76.67,0,32.79,148.55,46.88,19.61,1.94,31.6,16.32,40.69,0,374.68,20.08,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.86,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,43.52,0,94.16,0,0,8.33,6.73,249.11,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,23.17,40.69,6.29,374.68,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.74,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,43.52,0,94.16,0,0,8.33,6.73,249.11,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,23.17,40.69,12.59,409.43,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.68,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,43.52,0,94.16,0,0,8.33,6.73,272.28,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,22.2,40.69,18.88,478.93,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.63,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,43.52,0,94.16,0,0,8.33,6.73,330.2,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,24.12,40.69,18.88,548.44,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,79.08,126.3,22.46,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,43.52,0,94.16,0,0,8.33,6.73,388.12,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,24.12,40.69,18.88,586.62,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,77.96,126.3,22.03,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,43.52,0,94.16,0,0,8.33,6.73,388.12,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.94,31.6,18.74,40.69,18.88,586.62,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,77.96,126.3,21.89,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,43.52,0,94.16,0,0,8.33,6.73,388.12,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.94,31.6,18.54,40.69,18.88,620.41,19.6,40.99,36.99,120.92,404.24,5.36,45.65,0,0,0,0,0,0,17.7,94.09,3.72,77.96,126.3,21.69,21.83,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,43.52,0,94.16,0,0,8.33,6.93,439.28,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.94,31.6,16.12,40.88,19.75,658.2,19.6,43.26,37.12,120.92,404.24,5.36,45.65,0,0,0,0,0,0,18.81,94.09,3.72,77.96,126.3,21.32,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,43.52,0,94.16,0,0,8.33,6.93,301.73,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,16.3,40.88,19.75,635.01,19.6,43.26,37.12,120.92,404.24,5.36,45.65,0,0,0,0,0,0,18.81,94.09,3.72,77.96,126.3,21.18,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,43.52,0,94.16,0,0,8.33,6.93,408.56,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.94,31.6,19.78,40.88,19.75,634.14,19.6,43.26,37.12,120.92,404.24,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,77.96,126.3,21.24,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,43.52,0,94.16,0,0,8.33,6.93,439.28,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.81,31.6,24.12,40.88,19.75,658.22,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,77.96,126.3,21.46,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,43.52,0,94.16,0,0,8.33,6.93,439.28,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.81,31.6,24.12,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,77.96,126.3,21.5,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,43.52,0,94.16,0,0,8.33,6.93,457.13,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.81,31.6,24.12,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,77.4,126.3,21.78,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,148.55,46.88,26.43,1.81,31.6,24.12,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,77.4,126.3,21.84,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,24.12,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,76.84,126.3,21.91,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,43.52,0,94.16,0,0,8.33,6.73,458.37,43.95,32.3,0,38.05,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,24.12,40.69,18.88,662.27,18.11,40.99,36.99,120.92,400.72,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,22.12,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,43.52,0,94.16,0,0,8.33,6.73,458.37,43.95,32.3,0,38.05,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,23.17,40.69,18.88,662.27,18.11,40.99,36.99,120.92,400.72,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,22.48,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,43.52,0,94.16,0,0,8.33,6.73,458.37,43.95,32.3,0,38.05,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,24.12,40.69,18.88,662.27,18.11,40.99,36.99,120.92,400.72,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,76.84,126.3,22.63,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,21.67,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,76.84,126.3,22.76,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,22.2,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,76.84,126.3,22.92,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,21.24,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,74.59,126.3,23.2,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,43.52,0,94.16,0,0,8.33,6.93,458.37,43.95,37.32,0,40.35,5.65,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,21.24,40.88,19.75,662.27,18.11,43.26,37.12,120.92,400.72,5.36,45.65,0,0,0,0,0,0,18.81,94.09,11.5,74.59,126.3,23.33,34.45,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,171.29,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,43.52,0,94.16,0,0,8.33,6.73,458.37,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,22.2,40.69,18.88,662.27,18.11,40.99,36.99,120.92,400.72,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.48,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,43.52,0,94.16,0,0,8.33,6.73,458.37,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,22.2,40.69,18.88,662.27,18.11,40.99,36.99,120.92,400.72,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.53,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,43.52,0,94.16,0,0,8.33,6.73,440.24,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,42.63,26.43,1.81,31.6,24.12,40.69,18.88,662.27,18.11,40.99,36.99,120.92,329.05,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.53,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,43.52,0,94.16,0,0,8.33,6.73,440.24,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,42.63,26.43,1.81,31.6,21.24,40.69,18.88,662.27,18.11,40.99,36.99,120.92,329.05,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.56,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,43.52,0,94.16,0,0,8.33,6.73,440.24,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,17.09,40.69,18.88,662.27,18.11,40.99,36.99,120.92,329.05,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.56,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,43.52,0,94.16,0,0,8.33,6.73,440.24,43.95,32.3,0,37.37,5.48,0,0,0,20.9,76.67,0,42.39,185.89,46.88,26.43,1.81,31.6,16.09,40.69,18.88,662.27,18.11,40.99,36.99,120.92,329.05,5.36,45.65,0,0,0,0,0,0,17.7,94.09,11.5,74.59,126.3,23.56,32.77,45.48,0,0,0,0,0,0,0,0,0,0,0,0,0,169.7,0,23.51,38.58,63.16,0,0,0,0,0,0,0,0

