Block,Time Block,KOLDAM,KISHANGANGA,KOTESHWR,KHSTPP-II,KKNP,KKNPPU2,KUDGI,DHAULIGNGA,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,BSIUL,BRBCL,DADRI_RF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,KHSTPP-I,URI,AURY_CRF,VALLURNTECL,UNCHAHAR4,ANTA_LF,ANTA_CRF,URI2,ANTA_GF,ANTA_RF,CHAMERA3,CHAMERA2,DADRT2,CHAMERA1,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,UNCHAHAR1,RIHAND3,RSTPSU7,SALAL,RIHAND2,RIHAND1,SEWA2,RSTPSU1TO6,RAPPC,SASAN,SIMHST1,RAPPB,TALST2,TANAKPUR,TALA,TEHRI,SINGRAULI_HYDRO,SIMHST2,TANDA2,SINGRAULI,NLCIIST2,NNTPP,MAPS,NAPP,NLCIIST1,NJPC,NLCEXP,NLCTS2EXP,NTPL,PARBATI3,RAMPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,14.43,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,8.51,142.07,0,0,0,0,17.38,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,25.38,0,0,0,0,0,4.13,0,0,0,0,364.04,0,17.82,0,28.03,6.37,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,14.91,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,8.51,142.07,0,0,0,0,19.45,0,345.07,0,0,0,19.16,0,0,0,0,0,0,0,32.28,25.38,0,0,0,0,0,4.13,0,0,0,0,364.04,0,19.83,0,28.03,8.29,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,14.91,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,8.51,142.07,0,0,0,0,19.45,0,421.71,0,0,0,19.16,0,0,0,0,0,0,0,32.28,2.12,0,0,0,0,0,4.13,0,0,0,0,419.06,0,22.38,0,28.03,8.3,119.1,0,40.07,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,29.81,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,8.51,142.07,0,0,0,0,19.45,0,513.89,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,498.5,0,25.28,0,40.61,9.84,119.1,0,8.9,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,44.72,0,0,0,120.67,0,0,0,42.35,0,18.14,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,8.51,142.07,0,0,0,0,19.45,0,569.13,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,0,584.36,0,25.28,0,40.61,9.84,119.1,0,2.23,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,44.72,0,0,0,120.67,0,0,0,42.35,0,36.29,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,8.51,142.07,0,0,0,0,19.45,15.79,598.08,0,0,0,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,0,3.19,612.35,0,25.28,0,40.61,9.84,119.1,0,2.23,113.76,88.14,0,0,24.79,398.77,0,0,0,0.49,0,44.72,0,0,0,120.67,0,0,0,42.35,0,67.22,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,8.51,142.07,0,0,0,7.59,19.45,15.79,598.08,0,0,1.05,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,9.26,7.66,653.63,11.53,25.28,0,40.61,9.84,119.1,0,2.23,113.76,88.14,5.05,0,24.79,398.77,0,0,0,0.49,0,44.72,0,0,0,120.67,0,0,0,42.35,0,72.58,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,18.89,142.07,0,0,0,15.31,19.45,31.57,598.08,0,0,12.49,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,18.57,25.23,654.11,26,25.28,0,40.61,9.84,119.1,0,2.23,113.76,88.14,10.09,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,95.98,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,18.89,142.07,0,0,0,15.31,19.45,31.57,598.08,0,0,12.49,19.16,0,0,0,0,0,0,0,32.28,1.06,0,0,0,0,0,4.13,0,0,18.57,25.23,654.11,26,25.28,0,40.61,9.84,119.1,0,2.23,113.76,88.14,15.15,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,95.98,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,18.89,142.07,0,0,0,25.44,19.45,31.57,598.08,0,0,12.49,19.16,55.74,40.16,0,0,0,0,0,32.28,25.38,0,0,0,0,0,18.04,0,13.12,18.57,25.23,654.11,26,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,15.15,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,18.89,142.07,0,0,0,25.44,19.45,31.57,598.08,0,0,12.49,19.16,55.74,40.16,0,0,0,0,0,32.28,25.38,0,0,0,0,0,18.04,0,13.17,18.57,25.23,654.11,26,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,15.15,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,18.89,142.07,0,0,0,15.31,19.45,31.57,598.08,0,0,12.49,19.16,55.74,40.16,0,0,0,0,0,32.28,1.06,0,0,0,0,0,18.04,0,13.17,18.57,25.23,654.11,11.53,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,15.15,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,89.63,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,8.51,142.07,0,0,0,15.31,19.45,15.79,598.08,0,0,2.11,19.16,55.74,40.16,0,0,0,0,0,32.28,1.06,0,0,0,0,0,18.04,0,13.17,9.26,25.23,654.11,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,8.05,0,24.79,398.77,0,0,0,0.49,0,59.63,0,0,0,120.67,0,0,0,42.35,0,67.22,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,8.51,142.07,0,0,0,10.13,19.45,15.79,626.82,0,0,0,19.16,55.74,40.16,0,0,0,0,0,32.28,1.59,0,0,0,0,0,18.04,0,13.24,9.26,3.19,654.11,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,44.72,0,0,0,120.67,0,0,0,42.35,0,44.82,0,0,0,3.66,0,0,0,0,0,0

78,19:15-19:30,0,0,8.51,142.07,0,0,0,7.59,19.45,15.79,626.82,0,0,0,19.16,55.74,40.16,0,0,0,0,0,32.28,1.59,0,0,0,0,0,18.04,0,13.24,9.26,0,654.11,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,44.72,0,0,0,120.67,0,0,0,42.35,0,44.82,0,0,0,15.85,0,0,0,0,0,0

79,19:30-19:45,0,0,8.51,142.07,0,0,0,0,19.45,15.79,626.82,0,0,0,19.16,55.74,40.16,0,0,0,0,0,32.28,1.59,0,0,0,0,0,4.13,0,41.79,9.26,0,654.11,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,29.81,0,0,0,120.67,0,0,0,42.35,0,44.82,0,0,0,15.85,0,0,0,0,0,0

80,19:45-20:00,0,0,8.51,142.07,0,0,0,0,19.45,15.79,626.82,0,0,0,19.16,55.74,40.16,0,0,0,0,0,32.28,4.22,0,0,0,0,0,4.13,0,41.79,0,0,654.11,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,28.61,0,0,0,120.67,0,0,0,42.35,0,22.41,0,0,0,15.85,0,0,0,0,0,0

81,20:00-20:15,0,0,8.51,142.07,0,0,0,0,19.45,15.79,626.82,0,0,0,19.16,55.74,40.16,0,0,0,0,0,32.28,25.38,0,0,0,0,0,4.13,0,41.79,0,0,636.09,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,28.61,0,0,0,120.67,0,0,0,42.35,0,19.23,0,0,0,15.85,0,0,0,0,0,0

82,20:15-20:30,0,0,8.51,142.07,0,0,0,0,19.45,15.79,626.82,0,0,0,19.16,8.88,7.84,0,0,0,0,0,32.28,25.38,0,0,0,0,0,4.13,0,14.07,0,0,631.3,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,14.91,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,15.85,0,0,0,0,0,0

83,20:30-20:45,0,0,8.51,142.07,0,0,0,0,19.93,15.79,626.82,0,0,0,19.16,0,0,0,0,0,0,0,32.28,4.22,0,0,0,0,0,4.13,0,0,0,0,636.09,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,15.85,0,0,0,0,0,0

84,20:45-21:00,0,0,8.51,142.07,0,0,0,0,19.93,15.79,626.82,0,0,0,19.16,0,0,0,0,0,0,0,32.28,4.22,0,0,0,0,0,4.13,0,0,0,0,574.19,0,25.28,0,40.61,9.84,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,3.41,0,0,0,0,0,0

85,21:00-21:15,0,0,8.51,142.07,0,0,0,0,19.8,15.79,597.75,0,0,0,19.16,0,0,0,0,0,0,0,32.28,4.22,0,0,0,0,0,4.13,0,0,0,0,501.4,0,22.74,0,36.04,8.78,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,8.51,142.07,0,0,0,0,19.8,15.79,514.87,0,0,0,19.16,0,0,0,0,0,0,0,32.28,4.22,0,0,0,0,0,4.13,0,0,0,0,390.84,0,22.7,0,36.04,8.3,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,8.51,142.07,0,0,0,0,17.62,15.79,422.67,0,0,0,19.16,0,0,0,0,0,0,0,31.93,4.22,0,0,0,0,0,4.13,0,0,0,0,353.8,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,8.51,142.07,0,0,0,0,17.62,15.79,422.67,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,311.49,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,8.51,142.07,0,0,0,0,17.62,15.79,383.39,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,8.51,142.07,0,0,0,0,17.62,15.79,383.39,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,1.1,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,8.51,126.45,0,0,0,0,17.62,15.79,383.39,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,8.51,123.23,0,0,0,0,17.62,15.79,421.71,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,8.51,123.23,0,0,0,0,17.62,15.79,383.39,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,8.51,123.23,0,0,0,0,17.62,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,8.51,123.23,0,0,0,0,17.62,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,8.51,123.23,0,0,0,0,17.62,15.79,345.07,0,0,0,19.16,0,0,0,0,0,0,0,28.86,1.59,0,0,0,0,0,4.13,0,0,0,0,282.61,0,17.7,0,28.01,6.36,119.1,0,1.34,113.76,88.14,0,0,24.79,398.77,0,0,0,0.86,0,0,0,0,0,120.67,0,0,0,42.35,0,0,0,0,0,0,0,0,0,0,0,0

