Block,Time Block,KGSU3AND4,KGSU1AND2,BRBCL,DADRT2,DHAULIGNGA,BSIUL,CHAMERA3,DULHASTI,FSTPP I & II,CHAMERA2,CHAMERA1,TALA,TEHRI,SEWA2,SINGRAULI,UNCHAHAR1,TANDA2,TALST2,UNCHAHAR3,TANAKPUR,TelanganaSTPP,SIMHST1,SINGRAULI_HYDRO,UNCHAHAR2,SIMHST2,KHSTPP-I,KKNPPU2,KOTESHWR,KOLDAM,KISHANGANGA,KHSTPP-II,KKNP,SALAL,SASAN,AURY_CRF,URI,AURY_RF,DADRI_LF,ANTA_CRF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,JHAJJAR,PARBATI3,RIHAND3,RAPPB,NLCEXP,RIHAND2,NLCIIST1,NLCIIST2,RIHAND1,NLCTS2EXP,RAMPUR,RSTPSU1TO6,NNTPP,RAPPC,NTPL,RSTPSU7,NAPP,KUDGI,MAPS,NJPC,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,19.21,361.36,0,0,0,0,10.99,0,0,0,14.95,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,22.55,0,8.53,0,0,98.3,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,19.21,361.36,0,0,0,0,10.99,0,0,0,14.95,0,121.01,5.97,0,0,14.07,0.86,0,0,0,22.46,0,22.55,0,8.53,0,0,98.3,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,19.21,361.36,0,0,0,0,17.32,0,0,0,14.95,0,115.28,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,137.69,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,19.21,377.07,0,0,0,0,17.32,0,0,0,29.9,0,115.28,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,348.9,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,19.21,417.41,0,0,0,0,19.36,0,0,0,43.03,0,115.28,7.92,0,0,19.25,0.86,0,0,0,30.52,0,32.37,0,8.53,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.3,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,18.2,0,0,0,0,0

68,16:45-17:00,0,0,19.21,476.64,0,0,0,0,17.32,0,0,0,43.03,0,115.28,8.82,0,0,22.76,0.86,0,0,0,36.14,0,32.37,0,8.53,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,421.82,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,36.39,0,0,0,0,0

69,17:00-17:15,0,0,19.21,522.12,0,1.06,0,15.83,17.32,3.2,0,0,43.03,0,115.28,9.28,0,0,22.76,0.86,0,0,0,36.14,0,32.37,0,8.53,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,526.46,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,67.41,0,0,0,0,0

70,17:15-17:30,0,0,19.21,619.12,17.55,6.26,9.29,15.83,19.29,12.56,11.57,0,43.03,0,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,598.75,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

71,17:30-17:45,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,26.07,0,59.79,7.59,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,18.95,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,599.02,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

72,17:45-18:00,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,26.07,0,59.79,7.59,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,18.95,0,0,142.47,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,599.02,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

73,18:00-18:15,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,26.07,0,59.79,7.59,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,18.95,0,0,94.98,0,1.34,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,599.77,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,112.36,0,0,0,0,0

74,18:15-18:30,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,26.07,0,59.79,7.59,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,18.95,0,0,94.98,0,8.92,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,599.77,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

75,18:30-18:45,0,0,19.21,656.29,26.33,12.53,18.62,31.66,19.36,25.3,11.57,0,59.79,7.59,115.28,8.22,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,18.95,0,0,94.98,0,40.19,394.48,0,0.63,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,599.77,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,89.88,0,0,0,0,0

76,18:45-19:00,0,0,19.21,656.29,17.55,6.26,9.29,15.83,19.36,12.65,0,0,59.79,0,115.28,8.22,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,40.19,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,628.59,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,67.41,0,0,0,0,0

77,19:00-19:15,0,0,19.21,656.29,0,1.06,9.29,15.83,19.36,12.65,0,0,44.85,0,115.28,8.22,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,40.19,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,628.59,3.67,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,44.95,0,0,0,0,0

78,19:15-19:30,0,0,19.21,656.29,0,0,9.29,15.83,19.36,12.65,0,0,43.63,0,115.28,8.22,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,40.19,394.48,0,3.18,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,628.59,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,20.83,0,0,0,0,0

79,19:30-19:45,0,0,19.21,656.29,0,0,9.29,15.83,18.29,12.65,0,0,29.9,0,115.28,9.06,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,40.19,394.48,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,628.59,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,18.2,0,0,0,0,0

80,19:45-20:00,0,0,19.21,656.29,0,0,9.29,15.83,18.29,0,0,0,29.9,0,115.28,9.84,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,40.19,394.48,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,628.59,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,19.21,652.24,0,0,9.29,15.83,18.29,0,0,0,14.95,0,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,8.92,394.48,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,543.79,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,19.21,623.78,0,0,0,15.83,18.29,0,0,0,14.95,0,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,504.17,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,19.21,540.3,0,0,0,15.83,18.29,0,0,0,0,0,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,25.45,0,0,0,0,0,0,0,0,10.34,0,0,0,0,0,475.34,15.9,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,19.21,457.43,0,0,0,15.83,18.29,0,0,0,0,0,115.28,9.87,0,0,25.35,0.86,0,0,0,40.72,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,6.37,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,408.1,3.42,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,19.21,457.43,0,0,0,15.83,18.29,0,0,0,0,0,115.28,8.5,0,0,21.85,0.86,0,0,0,35.91,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,6.37,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,19.21,409.39,0,0,0,15.83,18.29,0,0,0,0,0,115.28,8.5,0,0,21.85,0.86,0,0,0,35.1,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,14.84,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,19.21,361.36,0,0,0,15.83,18.29,0,0,0,0,0,115.28,8.5,0,0,21.85,0.24,0,0,0,35.1,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,14.84,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,19.21,361.36,0,0,0,15.83,18.29,0,0,0,0,0,115.28,8.5,0,0,21.85,0.24,0,0,0,35.1,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,14.84,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,19.21,361.36,0,0,0,15.83,16.6,0,0,0,0,0,118.18,7.92,0,0,19.71,0.24,0,0,0,31.68,0,32.37,0,8.53,0,0,94.98,0,1.34,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,19.21,361.36,0,0,0,15.83,16.04,0,0,0,0,0,118.18,7.92,0,0,19.25,0.24,0,0,0,30.52,0,27.89,0,8.53,0,0,89.88,0,1.34,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,19.21,361.36,0,0,0,15.83,16.04,0,0,0,0,0,118.18,7.92,0,0,19.25,0.24,0,0,0,30.52,0,27.89,0,8.53,0,0,89.88,0,1.34,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,19.21,361.36,0,0,0,15.83,16.04,0,0,0,0,0,118.18,7.92,0,0,19.25,0.24,0,0,0,30.52,0,27.89,0,8.53,0,0,89.88,0,1.34,394.48,0,3.18,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,19.21,361.36,0,0,0,15.83,14.28,0,0,0,0,0,118.18,7.92,0,0,19.25,0,0,0,0,30.52,0,24.48,0,8.53,0,0,89.88,0,1.34,394.48,0,2.65,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.94,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,19.21,361.36,0,0,0,15.83,14.16,0,0,0,0,0,118.18,7.92,0,0,19.1,0,0,0,0,30.29,0,24.48,0,8.53,0,0,89.88,0,1.34,394.48,0,2.65,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.57,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,19.21,361.36,0,0,0,15.83,14.16,0,0,0,0,0,120.99,5.76,0,0,14.09,0,0,0,0,22.39,0,24.48,0,8.53,0,0,89.88,0,1.34,394.48,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,347.57,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,19.21,361.36,0,0,0,15.83,14.16,0,0,0,0,0,121.01,5.76,0,0,14.09,0,0,0,0,22.39,0,24.48,0,8.53,0,0,89.88,0,1.34,394.48,0,1.07,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,345.73,0,119.43,0,0,114.08,0,0,88.38,0,0,0,0,51.21,0,0,41.67,0,0,0,0,0,0,0,0

