Column1,Time,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/20/4168,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/02/1250,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/20/9046,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/3925,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/5531,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/8058,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,GNARE/SR/2025/01/13/4532,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3733,GNA/WR/2025/01/01/9606,GNA/NR/2025/01/01/3945,GNA/WR/2024/11/01/4200,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/20/4698,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/20/9333
64,15:45-16:00,70.06,149.4,0,59.4,48.04,18.17,0,0,1.07,48.04,104.72,19.21,5.76,0,11.35,48.04,23.06,28.82,11.64,11.35,62.68,26.9,6.67,31.15,13.33,18,82.02,6.67,13.34,31.15,6.67,19.99,75.75,65,184.15,144,70,13.41,61,32,33,36.83,1.37,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

65,16:00-16:15,70.06,149.4,0,59.4,48.04,18.68,0,0,1.07,48.04,104.72,19.21,5.76,0,9.85,48.04,23.06,28.82,10.09,9.85,62.68,26.9,6.67,32.67,13.33,9.99,70.16,6.67,13.34,32.67,6.67,19.99,67.14,58,166.61,130,62,13.41,55,29,29,33.32,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

66,16:15-16:30,70.06,149.4,0,59.4,48.04,18.68,0,0,1.07,48.04,104.72,19.21,5.76,0,8.33,48.04,23.06,28.82,8.54,8.33,62.68,26.9,6.67,32.82,14.67,4.99,57.64,6.67,14.66,32.82,6.67,19.99,58.67,50,148.21,116,55,13.21,49,25,25,29.64,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

67,16:30-16:45,70.06,149.4,0,59.4,48.04,19.18,0,0,1.07,48.04,104.72,19.21,5.76,0,6.78,48.04,23.06,28.82,6.95,6.78,62.68,26.9,6.67,33,14.67,1,44.85,6.67,14.66,33,6.67,19.99,49.41,43,127.11,98,47,16.01,42,21,21,25.42,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

68,16:45-17:00,70.06,149.4,0,59.4,48.04,20.69,0,0,1.07,48.04,104.72,19.21,5.76,0,5.15,48.04,23.06,28.82,5.28,5.15,62.68,26.9,6.67,33,15,0,32.27,6.67,15,27.11,6.67,19.99,40.24,33,104.42,81,40,16.41,34,16,17,20.88,1.29,23.06,20.17,0,19.21,0,0,0,0,0.61,1.48,0,0

69,17:00-17:15,65.92,192.14,0,64,48.04,22.71,0,0,1.07,48.04,225.36,19.21,8.65,0,3.94,48.04,31.7,28.82,4.04,3.94,62.68,26.9,6.67,22.41,15,0,21.29,6.67,15,15.9,6.67,19.99,30.91,23,79.8,63,30,26.01,27,10,12,15.96,1.29,31.7,20.17,0,31.7,0,0,0,0,0,1.43,0,0

70,17:15-17:30,65.92,230.57,0,64,48.04,23.21,0,0,1.07,48.04,225.36,19.21,8.65,0,2.92,48.04,31.7,28.82,3,2.92,62.68,26.9,6.67,11.7,15,0,13.12,6.67,15,8.56,6.67,19.99,22.12,15,54.96,46,21,24.01,19,5,7,10.99,1.29,31.7,20.17,0,31.7,0,0,0,0,0,1.43,0,0

71,17:30-17:45,70.06,271.64,0,64,48.04,24.22,0,0,1.07,48.04,225.36,19.21,8.65,0,1.89,48.04,31.7,28.82,1.94,1.89,62.68,26.9,6.67,4.79,14,0,7.17,6.67,14,4.07,6.67,19.99,14.08,7,32.2,25,13,30.81,10,3,3,6.44,1.29,31.7,20.17,0,31.7,0,0,0,0,0.61,1.43,0,0

72,17:45-18:00,70.06,271.64,0,64,48.04,24.73,0,0,1.07,48.04,225.36,19.21,8.65,0,0.91,48.04,31.7,28.82,0.94,0.91,62.68,26.9,6.67,1.34,14,0,2.11,6.67,14,1.85,6.67,19.99,7.61,2,15.54,11,9,29.41,4,2,1,3.11,1.29,31.7,20.17,0,31.7,0,0,0,0,0.61,1.43,0,0

73,18:00-18:15,70.06,271.64,5.76,76.17,48.04,25.23,90.31,0,1.07,48.04,225.36,19.21,8.65,0,0.49,48.04,36.51,28.82,0.5,0.49,62.68,26.9,6.67,0,14,0,0,6.67,14,0,6.67,19.99,3.01,1,5.72,4,5,31.01,1,1,0,1.14,1.29,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.43,96.07,30.74

74,18:15-18:30,94.18,271.64,5.76,86.66,48.04,25.74,90.31,0,1.07,48.04,260.83,19.21,8.65,0,0.19,48.04,36.51,28.82,0.2,0.19,100.09,26.9,6.67,0,14,0,0,6.67,14,0,6.67,19.99,0.68,0,1.28,0,2,30.01,0,1,0,0.26,1.29,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.43,96.07,30.74

75,18:30-18:45,70.06,271.64,5.76,86.66,48.04,25.74,90.31,0,1.07,48.04,260.83,19.21,8.65,0,0.03,48.04,36.51,28.82,0.03,0.03,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,29.21,0,0,0,0,1.29,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.43,96.07,30.74

76,18:45-19:00,70.06,271.64,5.76,86.66,48.04,25.74,90.31,0,1.07,48.04,260.83,19.21,8.65,0,0,48.04,36.51,28.82,0,0,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,28.01,0,0,0,0,1.29,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.43,96.07,30.74

77,19:00-19:15,70.06,271.64,5.76,64,48.04,25.74,90.31,0,0.99,48.04,260.83,19.21,8.65,0,0,48.04,36.51,28.82,0,0,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,27.61,0,0,0,0,1.37,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.38,96.07,30.74

78,19:15-19:30,70.06,271.64,5.76,64,48.04,25.74,90.31,0,0.99,48.04,260.83,19.21,8.65,0,0,48.04,36.51,28.82,0,0,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,27.21,0,0,0,0,1.37,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.38,96.07,30.74

79,19:30-19:45,70.06,271.64,5.76,76.17,48.04,25.74,90.31,0,0.99,48.04,212.8,19.21,8.65,0,0,48.04,36.51,28.82,0,0,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,24.01,0,0,0,0,1.37,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.38,96.07,30.74

80,19:45-20:00,70.06,271.64,5.76,76.17,48.04,25.23,90.31,0,0.99,48.04,169.7,19.21,8.65,0,0,48.04,36.51,28.82,0,0,100.09,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,23.61,0,0,0,0,1.37,36.51,20.17,30,36.51,50,50,9.61,7.69,0.61,1.38,96.07,30.74

81,20:00-20:15,70.06,271.64,0,59.4,48.04,25.23,0,0,0.99,48.04,121.66,19.21,8.65,0,0,48.04,34.59,28.82,0,0,96.16,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,24.01,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0,1.38,0,0

82,20:15-20:30,70.06,271.64,0,59.4,48.04,25.23,0,0,0.99,48.04,110.48,19.21,8.65,0,0,48.04,34.59,28.82,0,0,96.16,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,23.81,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0,1.38,0,0

83,20:30-20:45,70.06,271.64,0,59.4,48.04,25.23,0,0,0.99,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,67.34,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,23.01,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.38,0,0

84,20:45-21:00,70.06,230.57,0,59.4,48.04,25.23,0,0,0.99,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7.5,14,0,7.5,22.5,0,0,0,0,0,22.41,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.38,0,0

85,21:00-21:15,70.06,192.14,0,59.4,48.04,25.23,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,62.68,26.9,6.67,0,15,0,0,7.5,15,0,7.5,22.5,0,0,0,0,0,29.01,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.34,0,0

86,21:15-21:30,70.06,211.35,0,59.4,48.04,25.23,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,62.68,26.9,6.67,0,15.67,0,0,7.5,15.66,0,7.5,22.5,0,0,0,0,0,28.61,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.34,0,0

87,21:30-21:45,70.06,211.35,0,59.4,48.04,25.23,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,28.21,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.34,0,0

88,21:45-22:00,70.06,192.14,0,59.4,48.04,25.23,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,34.59,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,28.21,0,0,0,0,1.29,34.59,20.17,30,34.59,50,50,0,0,0.61,1.34,0,0

89,22:00-22:15,70.06,149.4,0,59.4,48.04,25.23,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,31.7,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,28.41,0,0,0,0,1.29,31.7,20.17,30,31.7,50,0,0,0,0.61,1.34,0,0

90,22:15-22:30,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,31.7,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,28.41,0,0,0,0,1.29,31.7,20.17,30,31.7,50,0,0,0,0.61,1.34,0,0

91,22:30-22:45,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,31.7,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,28.01,0,0,0,0,1.29,31.7,20.17,30,31.7,50,0,0,0,0.61,1.34,0,0

92,22:45-23:00,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,31.7,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,27.21,0,0,0,0,1.29,31.7,20.17,30,31.7,50,0,0,0,0.61,1.34,0,0

93,23:00-23:15,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,25.94,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,26.01,0,0,0,0,1.29,25.94,20.17,30,25.94,50,0,0,0,0,1.34,0,0

94,23:15-23:30,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,25.94,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,24.81,0,0,0,0,1.29,25.94,20.17,30,25.94,50,0,0,0,0,1.34,0,0

95,23:30-23:45,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,25.94,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,24.21,0,0,0,0,1.29,25.94,20.17,30,25.94,50,0,0,0,0.61,1.34,0,0

96,23:45-24:00,70.06,149.4,0,59.4,48.04,24.73,0,0,0.95,48.04,135.46,19.21,8.65,0,0,48.04,25.94,28.82,0,0,62.68,26.9,6.67,0,14,0,0,7,14,0,7,21,0,0,0,0,0,23.61,0,0,0,0,1.29,25.94,20.17,30,25.94,50,0,0,0,0.61,1.34,0,0

