Block,Time,CHAMERA2,KKNP,NAPP,NLCEXP,SASAN,SINGRAULI,UNCHAHAR3,CHAMERA1,DHAULIGNGA,KHSTPP-I,KOLDAM,MAPS,NNTPP,PARBATI3,RAPPB,RAPPC,TALA,TANAKPUR,UNCHAHAR1,ANTA_CRF,FSTPP I & II,JHAJJAR,KGSU1AND2,KISHANGANGA,RIHAND1,TALST2,VALLURNTECL,ANTA_GF,AURY_CRF,KOTESHWR,KUDGI,NTPL,RSTPSU7,SEWA2,SIMHST1,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,URI,ANTA_LF,ANTA_RF,DADRI_GF,BSIUL,DULHASTI,NLCIIST1,NLCIIST2,UNCHAHAR4,AURY_GF,DADRI_LF,CHAMERA3,KKNPPU2,RAMPUR,RIHAND2,RSTPSU1TO6,URI2,DADRI_RF,BRBCL,KHSTPP-II,NJPC,NLCTS2EXP,TEHRI,DADRT2,KGSU3AND4,RIHAND3,SALAL,TANDA2,AURY_LF,AURY_RF,DADRI_CRF
64,15:45-16:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,15,148.3,0,0,15.56,683.14,0,61.34,1.4,0,0,0,64.12

65,16:00-16:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,17.14,148.3,0,0,31.12,683.14,0,70.57,1.4,0,0,0,64.12

66,16:15-16:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,17.58,148.3,0,0,46.68,683.14,0,79.81,1.4,0,0,0,64.12

67,16:30-16:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,18.25,148.3,0,0,46.68,683.14,0,89.04,1.4,0,0,0,64.12

68,16:45-17:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.74,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.11,0,0,0,0,0,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,18.25,148.3,23.39,0,62.24,682.84,0,98.27,1.4,0,0,0,64.12

69,17:00-17:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,42.94,18.2,654.3,0,0,92,0,0,0,70.59,8.88,0,0,0,0,0,0,0,0,42.39,1.66,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,19.34,148.3,46.79,0,62.24,682.84,0,98.27,1.4,0,0,0,64.12

70,17:15-17:30,3.33,0,43.68,0,418.77,125.96,26.39,12.16,0,45.22,0,0,0,0,0,53.68,0,1.15,20.56,43.16,18.2,654.3,0,0,92,0,0,0,70.59,17.75,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,32.95,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,19.34,148.3,70.17,0,62.24,682.84,0,98.27,1.4,0,0,0,64.12

71,17:30-17:45,8,0,43.68,0,418.77,125.96,26.39,14.05,8.06,45.22,0,0,0,0,0,53.68,0,1.15,20.56,43.36,18.2,654.3,0,0,92,0,0,0,70.59,26.63,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,6.37,0,0,118.75,0,4.44,5.48,20,148.3,93.56,0,62.24,682.84,0,98.27,1.4,0,0,0,64.12

72,17:45-18:00,39.51,0,43.68,0,418.77,125.96,26.39,28.05,15.98,45.22,0,0,0,0,0,53.68,0,1.15,20.56,43.47,18.2,654.3,0,0,92,0,0,0,70.59,39.83,0,0,0,10.53,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,116.96,0,62.24,682.84,0,98.27,1.4,0,0,0,64.12

73,18:00-18:15,39.51,0,43.68,0,418.77,125.96,26.39,28.05,32.1,45.22,0,0,0,0,0,53.68,0,0.51,20.56,43.68,18.2,654.3,0,0,92,0,0,0,71.13,39.83,0,0,0,10.53,0,0,0,0,42.39,26.49,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,116.96,0,62.24,682.84,0,112.12,9.29,0,0,0,64.12

74,18:15-18:30,39.51,0,43.68,0,418.77,125.96,26.39,28.05,33.43,45.22,0,0,0,0,0,53.68,0,0.51,20.56,43.68,18.2,654.3,0,0,92,0,0,0,71.13,39.83,0,0,0,10.53,0,0,0,0,42.39,6.63,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,116.96,0,62.24,682.84,0,124.32,41.83,0,0,0,64.12

75,18:30-18:45,39.51,0,43.68,0,418.77,125.96,26.39,28.05,33.43,45.22,0,0,0,0,0,53.68,0,0.51,20.56,43.89,18.2,654.3,0,0,92,0,0,0,71.13,39.83,0,0,0,10.53,0,0,0,0,42.39,4.41,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,116.96,0,62.24,682.84,0,124.32,41.83,0,0,0,64.12

76,18:45-19:00,39.51,0,43.68,0,418.77,125.96,26.39,28.05,33.43,45.22,0,0,0,0,0,53.68,0,0.51,20.56,43.89,18.2,654.3,0,0,92,0,0,0,71.13,39.83,0,0,0,10.53,0,0,0,0,42.39,4.41,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,116.96,0,62.24,682.84,0,124.32,41.83,0,0,0,64.12

77,19:00-19:15,39.51,0,43.68,0,418.77,125.96,26.39,24.49,15.98,45.22,0,0,0,0,0,53.68,0,0.51,20.56,44.1,18.2,654.3,0,0,92,0,0,0,71.13,39.83,0,0,0,10.53,0,0,0,0,42.39,4.41,0,0,0,0,32.95,0,0,0,0,23.57,29.07,0,0,118.75,0,4.44,5.48,20,148.3,94.7,0,62.24,683.14,0,124.32,41.83,0,0,0,64.12

78,19:15-19:30,3.33,0,43.68,0,418.77,125.96,26.39,12.01,15.98,45.22,0,0,0,0,0,53.68,0,0.51,20.56,44.1,18.2,654.3,0,0,92,0,0,0,71.13,26.63,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,32.95,0,0,0,0,23.57,1.91,0,0,118.75,0,4.44,5.48,20,148.3,93.56,0,62.24,683.14,0,124.32,41.83,0,0,0,64.12

79,19:30-19:45,0,0,43.68,0,418.77,125.96,26.39,12.01,7.92,45.22,0,0,0,0,0,53.68,0,0.51,20.56,44.1,18.2,654.3,0,0,92,0,0,0,71.13,26.63,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,70.17,0,62.24,683.14,0,124.32,41.83,0,0,0,64.12

80,19:45-20:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0.51,20.56,44.1,18.2,654.3,0,0,92,0,0,0,71.13,26.63,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,46.79,0,62.24,683.14,0,124.32,9.29,0,0,0,64.12

81,20:00-20:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.1,18.2,654.3,0,0,92,0,0,0,71.13,17.75,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,19.51,0,62.24,683.14,0,124.32,1.4,0,0,0,64.12

82,20:15-20:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.31,18.2,654.3,0,0,92,0,0,0,71.13,17.75,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,0,0,62.24,683.14,0,124.32,1.4,0,0,0,64.12

83,20:30-20:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.31,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,26.49,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,0,0,46.68,683.14,0,124.32,1.4,0,0,0,64.12

84,20:45-21:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.31,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,22.08,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,0,0,46.68,683.14,0,124.32,1.4,0,0,0,64.12

85,21:00-21:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.41,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,12.15,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,0,0,46.68,683.14,0,124.32,1.4,0,0,0,64.12

86,21:15-21:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.41,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,11.04,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,10.76,5.48,20,148.3,0,0,31.12,683.14,0,124.32,1.4,0,0,0,64.12

87,21:30-21:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.41,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,11.04,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,31.12,683.14,0,124.32,1.4,0,0,0,64.12

88,21:45-22:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.41,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,11.04,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,31.12,683.14,0,124.32,1.4,0,0,0,64.12

89,22:00-22:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.63,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,8.39,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,16.19,683.14,0,124.32,1.4,0,0,0,64.12

90,22:15-22:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,8.28,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,15.56,683.14,0,124.32,1.4,0,0,0,64.12

91,22:30-22:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,15.56,683.14,0,124.32,1.4,0,0,0,64.12

92,22:45-23:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,4.41,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,0,683.14,0,124.32,1.4,0,0,0,64.12

93,23:00-23:15,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,44.83,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,0,683.14,0,124.32,1.4,0,0,0,64.12

94,23:15-23:30,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,0,683.14,0,124.32,1.4,0,0,0,64.12

95,23:30-23:45,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0.25,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,0,683.14,0,124.32,1.4,0,0,0,64.12

96,23:45-24:00,0,0,43.68,0,418.77,125.96,26.39,0,0,45.22,0,0,0,0,0,53.68,0,0.25,20.56,45.05,18.2,654.3,0,0,92,0,0,0,71.13,8.88,0,0,0,0,0,0,0,0,42.39,1.33,0,0,0,0,16.48,0,0,0,0,23.57,0,0,0,118.75,0,4.44,5.48,20,148.3,0,0,0,683.14,0,124.32,1.4,0,0,0,64.12

