Block,Time,BRBCL,BSIUL,CHAMERA3,DADRT2,KKNPPU2,NJPC,PARBATI3,RAMPUR,SALAL,UNCHAHAR2,ANTA_CRF,CHAMERA1,DHAULIGNGA,FSTPP I & II,KHSTPP-I,NLCEXP,TelanganaSTPP,ANTA_LF,ANTA_RF,DADRI_CRF,DADRI_LF,CHAMERA2,JHAJJAR,NLCIIST1,RAPPD,RIHAND3,TEHRI,DADRI_GF,KGSU3AND4,PARBATI2,RAPPB,RSTPSU1TO6,SASAN,SINGRAULI_HYDRO,TANDA2,UNCHAHAR1,AURY_RF,DADRI_RF,KUDGI,NLCIIST2,NNTPP,RAPPC,ANTA_GF,AURY_CRF,KGSU1AND2,KHSTPP-II,KISHANGANGA,KKNP,KOTESHWR,NAPP,RIHAND1,RIHAND2,SIMHST1,TEHRIPSP,UNCHAHAR4,URI,URI2,MAPS,NTPL,RSTPSU7,SEWA2,SINGRAULI,TALA,TALST2,UNCHAHAR3,AURY_LF,DULHASTI,KOLDAM,NLCTS2EXP,SIMHST2,TANAKPUR,VALLURNTECL,AURY_GF
56,13:45-14:00,24.99,0,33.94,689.38,0,175.79,22.3,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,47.41,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.43,0,27.69,0,55.38,8.62,0,0,11.91,0,0

57,14:00-14:15,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,10.14,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.43,0,27.69,0,55.38,8.62,0,0,3.85,0,0

58,14:15-14:30,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.43,0,27.69,0,55.38,8.62,0,0,3.85,0,0

59,14:30-14:45,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.87,0,27.69,0,55.38,8.62,0,0,3.85,0,0

60,14:45-15:00,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.87,0,27.69,0,55.38,8.62,0,0,8.96,0,0

61,15:00-15:15,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,24.84,0,27.69,0,55.38,8.62,0,0,11.91,0,0

62,15:15-15:30,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,0,0,0,0,0,0,348.98,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,25.87,0,27.69,0,55.38,8.62,0,0,11.91,0,0

63,15:30-15:45,24.99,0,33.94,549.38,0,175.79,31.22,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,12.64,0,0,0,0,0,344.25,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,24.84,0,27.69,0,55.38,8.62,0,0,11.91,0,0

64,15:45-16:00,24.99,0,33.94,549.38,0,175.79,31.22,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,46.78,0,0,47.12,667.25,0,24.61,130.84,25.29,0,0,0,0,0,344.25,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,24.84,0,27.69,0,55.38,8.62,0,0,11.91,0,0

65,16:00-16:15,24.99,0,33.94,549.38,0,175.79,22.3,5.7,52.28,45,0,42.15,42.46,20.8,33.69,0,0,0,46.15,0,0,47.12,667.25,0,24.61,130.84,37.93,0,0,0,0,0,344.25,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,20.87,0,27.69,0,55.38,8.62,0,0,11.91,0,0

66,16:15-16:30,24.99,0,33.94,549.38,0,175.79,22.3,5.7,52.28,45,0,42.15,42.46,20.8,33.69,0,0,0,46.15,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,0.68,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,34.78,24.94,0,0,0,0,149.08,20.87,0,27.69,0,55.38,8.62,0,0,11.91,0,0

67,16:30-16:45,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,33.12,24.16,0,0,0,0,149.08,23.61,0,27.69,0,55.38,8.62,0,0,11.91,0,0

68,16:45-17:00,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,33.12,24.16,0,0,0,0,149.08,23.52,0,27.69,0,55.38,8.62,0,0,11.91,0,0

69,17:00-17:15,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,52.36,24.16,0,0,0,0,149.08,23.52,0,27.69,0,55.38,8.62,0,0,11.91,0,0

70,17:15-17:30,24.99,0,33.94,549.38,0,175.79,22.3,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,52.36,24.16,0,0,0,0,149.08,23.52,0,27.69,0,55.38,8.62,0,0,11.91,0,0

71,17:30-17:45,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,52.36,24.16,0,0,0,0,149.08,28.37,0,27.69,0,55.38,8.62,0,0,11.91,0,0

72,17:45-18:00,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,79.22,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,52.36,24.16,0,0,0,0,149.08,28.22,0,27.69,0,55.38,8.62,0,0,11.91,0,0

73,18:00-18:15,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,27.02,0,27.69,0,55.38,8.62,0,0,3.85,0,0

74,18:15-18:30,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,20.29,24.62,98.32,125.27,0,0,3.22,37.53,24.94,0,0,0,0,149.08,27.02,0,27.69,0,55.38,8.62,0,0,3.85,0,0

75,18:30-18:45,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,37.53,24.94,0,0,0,0,149.08,22.2,0,27.69,0,55.38,8.62,0,0,3.85,0,0

76,18:45-19:00,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.18,45,0,42.15,42.46,20.8,33.69,0,0,0,45.51,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,65.42,0,0,0,148.3,7.05,0,40.57,24.62,98.32,125.27,0,70.71,3.22,37.53,24.94,0,0,0,6.12,149.08,21.85,0,27.69,0,55.38,8.62,0,0,8.96,0,0

77,19:00-19:15,24.99,0,33.94,549.38,0,175.79,11.89,5.7,81.34,45,0,42.15,42.46,20.8,33.69,0,0,0,45.77,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,32.8,0,0,0,148.3,7.05,0,40.57,24.62,98.32,125.27,0,70.71,3.22,39.75,24.94,0,0,0,12.22,149.08,22.13,0,27.69,0,55.38,8.62,0,0,11.91,0,0

78,19:15-19:30,24.99,0,35.69,549.38,0,177.44,57.98,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,45.77,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,39.75,24.94,0,0,0,18.34,149.08,22.05,0,27.69,0,57.67,8.62,0,0,11.91,0,0

79,19:30-19:45,24.99,0,35.69,549.38,0,177.44,57.98,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.15,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,37.53,24.94,0,0,0,19.49,149.08,22.05,0,27.69,0,57.67,8.62,0,0,11.91,0,0

80,19:45-20:00,24.99,0,35.69,549.38,0,177.44,57.98,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.15,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,76.41,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,37.53,24.94,0,0,0,19.49,149.08,22.2,0,27.69,0,57.67,8.62,0,0,11.91,0,0

81,20:00-20:15,24.99,0,35.69,549.38,0,177.44,57.98,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.15,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,149.08,22.34,0,27.69,0,57.67,8.62,0,0,11.91,0,0

82,20:15-20:30,24.99,0,35.69,549.38,0,177.44,57.98,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.15,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,149.08,22.49,0,27.69,0,57.67,8.62,0,0,11.91,0,0

83,20:30-20:45,24.99,0,35.69,549.38,0,177.44,38.65,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.150000000000006,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,149.08,22.7,0,27.69,0,57.67,8.62,0,0,11.91,0,0

84,20:45-21:00,24.99,0,35.69,549.38,0,177.44,38.65,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.150000000000006,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.34,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,149.08,22.84,0,27.69,0,57.67,8.62,0,0,11.91,0,0

85,21:00-21:15,24.99,0,35.69,549.38,0,177.44,38.65,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,46.769999999999996,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,149.08,23.19,0,27.69,0,57.67,8.62,0,0,11.91,0,0

86,21:15-21:30,24.99,0,33.94,549.38,0,175.79,37.91,5.7,81.34,45,0,42.15,42.46,20.8,33.69,0,0,0,46.769999999999996,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,40.57,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,18.34,136.84,23.31,0,27.69,0,55.38,8.62,0,0,11.91,0,0

87,21:30-21:45,24.99,0,33.94,549.38,0,175.79,37.91,5.7,81.34,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.11,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,40.57,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,18.34,136.84,23.61,0,27.69,0,55.38,8.62,0,0,11.91,0,0

88,21:45-22:00,24.99,0,35.69,549.38,0,177.44,38.65,5.84,81.34,45,0,42.27,44.58,20.8,33.69,0,0,0,32.87,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.11,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,30.91,23.38,0,0,0,19.49,136.84,23.61,0,27.69,0,57.67,8.62,0,0,11.91,0,0

89,22:00-22:15,24.99,0,35.69,549.38,0,177.44,57.98,5.84,80.76,45,0,42.27,44.58,20.8,33.69,0,0,0,32.87,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,34.78,26.5,0,0,0,19.49,136.84,24.2,0,27.69,0,57.67,8.62,0,0,11.91,0,0

90,22:15-22:30,24.99,0,35.69,549.38,0,177.44,57.98,5.84,80.76,45,0,42.27,44.58,20.8,33.69,0,0,0,32.87,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,34.78,26.5,0,0,0,19.49,136.84,24.4,0,27.69,0,57.67,8.62,0,0,11.91,0,0

91,22:30-22:45,24.99,0,35.69,549.38,0,177.44,57.98,5.84,80.76,45,0,42.27,44.58,20.8,33.69,0,0,0,32.87,0,0,49.59,667.25,0,24.61,130.84,51.81,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.18,0,44.64,24.62,98.32,125.27,0,70.71,3.22,35.33,31.17,0,0,0,19.49,149.08,24.4,0,27.69,0,57.67,8.62,0,0,11.91,0,0

92,22:45-23:00,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,35.33,31.17,0,0,0,18.34,149.08,24.4,0,27.69,0,55.38,8.62,0,0,11.91,0,0

93,23:00-23:15,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,35.33,31.17,0,0,0,18.34,149.08,24.4,0,27.69,0,55.38,8.62,0,0,11.91,0,0

94,23:15-23:30,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,35.33,31.17,0,0,0,18.34,149.08,24.4,0,27.69,0,55.38,8.62,0,0,11.91,0,0

95,23:30-23:45,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,44.16,31.17,0,0,0,18.34,149.08,24.4,0,27.69,0,55.38,8.62,0,0,11.91,0,0

96,23:45-24:00,24.99,0,33.94,549.38,0,175.79,32.71,5.7,80.76,45,0,42.15,42.46,20.8,33.69,0,0,0,32.87,0,0,47.12,667.25,0,24.61,130.84,50.58,0,0,0,0,0,344.25,1.13,5.73,21.65,75.32,79.04,0,0,0,32.8,0,0,0,148.3,7.05,0,30.43,24.62,98.32,125.27,0,70.71,3.22,44.16,31.17,0,0,0,18.34,149.08,24.4,0,27.69,0,55.38,8.62,0,0,11.91,0,0

