Block,Time Block,KGSU1AND2,FSTPP I & II,DULHASTI,JHAJJAR,DHAULIGNGA,CHAMERA2,DADRT2,CHAMERA1,CHAMERA3,BRBCL,BSIUL,KHSTPP-I,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,RSTPSU1TO6,RSTPSU7,RIHAND3,SASAN,TALST2,TANAKPUR,SIMHST1,SINGRAULI_HYDRO,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,URI2,UNCHAHAR3,ANTA_LF,TelanganaSTPP,ANTA_GF,UNCHAHAR2,URI,TEHRI,ANTA_CRF,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,NTPL,RAMPUR,PARBATI3,NLCIIST2,NLCTS2EXP,NNTPP,RAPPB,RIHAND2,RIHAND1,RAPPC,KUDGI,MAPS,KOTESHWR,KKNP,KKNPPU2,KOLDAM,NJPC,NLCIIST1,NAPP,NLCEXP,KGSU3AND4,KHSTPP-II,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,12.54,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.24,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,76.02,63.24,24.97,0,0,8.52,0,0,0,0,0,20,0,0,78.31,0,0,0,0,0,0

63,15:30-15:45,0,12.54,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.49,0,0.72,0,0,25.66,0,103.68,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,76.02,55.42,24.97,0,0,8.52,0,0,0,0,0,20,0,0,78.31,0,0,0,0,0,0

64,15:45-16:00,0,12.54,15.82,229.5,0,0,225.74,0,0,19.2,6.26,24.5,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.49,0,0.72,0,0,25.66,10.11,103.68,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,76.02,55.42,24.97,0,0,8.52,0,0,0,0,0,20,0,0,78.31,0,0,0,0,0,0

65,16:00-16:15,0,12.54,15.82,229.5,0,0,295.34,0,0,19.2,6.26,29.03,0,0,0,0,0,0,0,0,0,0,0,98.77,399.6,0,0.49,0,0.72,0,0,12.83,10.11,134.1,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,114.01,61.66,24.97,0,0,8.52,0,0,0,0,0,20,0,0,94.74,0,0,0,0,0,0

66,16:15-16:30,0,14.96,15.82,229.5,0,0,302.54,13.43,0,19.2,12.52,29.03,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,0.49,0,0.72,0,0,12.83,10.11,134.1,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,114.01,61.66,24.97,0,0,8.52,0,0,0,0,0,20,0,0,96.78,0,0,0,0,0,0

67,16:30-16:45,0,14.96,15.82,229.5,0,0,350.54,26.97,0,19.2,12.52,37.67,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,0.49,0,0.72,0,0,12.83,15.18,134.1,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,122.71,0,0,0,0,0,0

68,16:45-17:00,0,14.96,15.82,229.5,7.6,3.21,369.74,26.97,0,19.2,12.52,37.67,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,0.49,0,0.72,0,0,12.83,15.18,134.1,0,30.62,13.94,0,0,0,22.38,34.97,33.38,0,5.7,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,20.01,0,20,0,0,122.71,0,0,0,0,0,0

69,17:00-17:15,0,17.47,15.82,229.5,7.6,12.64,369.74,40.46,0,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,99.32,399.6,0,0.49,0,0.72,0,0,12.83,15.18,134.1,0,30.62,20.46,0,0,0,32.9,38.16,44.52,0,7.63,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,41.82,0,20,0,0,142.37,0,0,0,0,0,0

70,17:15-17:30,0,17.47,31.64,229.5,15.72,12.64,369.74,40.46,9.29,19.2,12.52,43.71,0,0,0,0,0,0,0,0,0,0,0,89.91,399.6,0,0.49,0,0.72,0,0,12.83,15.18,134.1,0,30.62,20.46,0,0,0,32.9,38.16,44.52,0,7.63,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,25.56,0,0,0,63.64,0,20,0,0,142.37,0,0,0,0,0,0

71,17:30-17:45,0,17.47,47.45,229.5,26.31,37.93,369.74,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,100.43,399.6,0,0.74,0,0.72,0,0,12.83,15.18,134.1,0,31.9,20.46,0,0,0,32.9,38.16,44.52,0,7.63,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,81.82,0,20,0,0,142.37,0,0,0,0,0,0

72,17:45-18:00,0,17.47,47.45,265.39,26.31,37.93,373.79,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,100.43,399.6,0,0.74,0,0.72,0,0,12.83,15.18,134.1,0,31.9,25.34,0,0,0,40.69,38.16,44.52,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,109.09,0,20,0,0,142.37,0,0,0,0,0,0

73,18:00-18:15,0,17.47,47.45,321.73,26.31,37.93,373.79,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,12.83,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,131.83,0,20,0,0,142.37,0,0,0,0,0,0

74,18:15-18:30,0,17.47,47.45,340.85,26.31,37.93,431.68,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,12.83,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,131.83,0,20,0,0,142.37,0,0,0,0,0,0

75,18:30-18:45,0,16.68,47.45,396.09,26.31,37.93,546.74,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,26.77,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,131.83,0,20,0,0,142.37,0,0,0,0,0,0

76,18:45-19:00,0,16.68,47.45,396.09,26.31,37.93,585.58,40.46,27.9,19.2,18.78,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,68.04,15.18,134.1,0,31.9,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,37.49,0,0,0,131.83,0,20,0,0,142.37,0,0,0,0,0,0

77,19:00-19:15,0,16.68,31.64,396.08,15.22,37.93,585.58,26.97,18.58,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,68.04,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,44.52,0,9.32,0,0,0,0,3.67,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,112.27,0,20,0,0,142.37,0,0,0,0,0,0

78,19:15-19:30,0,16.68,31.64,396.08,7.6,25.29,585.58,26.97,9.29,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,68.04,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,90.73,0,20,0,0,142.37,0,0,0,0,0,0

79,19:30-19:45,0,16.68,15.82,394.53,7.6,25.29,655.81,26.97,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,39.05,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,67.36,0,20,0,0,142.37,0,0,0,0,0,0

80,19:45-20:00,0,16.68,15.82,394.53,0,25.29,655.81,24.27,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,107.64,399.6,0,1.1,0,0.72,0,0,25.66,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,44.91,0,20,0,0,142.37,0,0,0,0,0,0

81,20:00-20:15,0,16.68,15.82,393,0,25.29,598.58,13.43,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,112.86,388.8,0,1.1,0,0.72,0,0,25.66,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,20.01,0,20,0,0,142.37,0,0,0,0,0,0

82,20:15-20:30,0,16.68,15.82,393,0,12.64,598.58,12.13,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,118.55,388.8,0,1.1,0,0.72,0,0,25.66,15.18,134.1,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

83,20:30-20:45,0,16.68,15.82,393,0,0,598.58,12.13,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,1.1,0,0.72,0,0,25.66,15.18,128.16,0,30.62,25.34,0,0,0,40.69,34.97,33.38,0,9.32,0,0,0,0,15.88,0,0,0,0,114.01,88.32,24.97,0,0,17.04,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

84,20:45-21:00,0,16.68,15.82,393,0,0,598.58,12.13,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,1.1,0,0.72,0,0,25.66,15.18,128.16,0,30.62,25.34,0,0,0,40.69,34.97,22.26,0,9.32,0,0,0,0,3.43,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

85,21:00-21:15,0,16.05,15.82,338.26,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,1.1,0,0.74,0,0,25.66,15.18,128.16,0,30.62,21.84,0,0,0,35.08,34.97,22.26,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

86,21:15-21:30,0,16.05,15.82,281.83,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,1.1,0,0.74,0,0,38.49,15.18,128.16,0,30.62,21.84,0,0,0,35.08,34.97,22.26,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

87,21:30-21:45,0,16.05,15.82,281.83,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,38.49,15.18,128.16,0,30.62,21.84,0,0,0,35.08,34.97,22.26,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

88,21:45-22:00,0,16.09,15.82,338.26,0,0,581.54,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,38.49,15.18,128.16,0,30.62,21.84,0,0,0,35.08,12.72,22.26,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

89,22:00-22:15,0,16.09,15.82,389.95,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,38.49,15.18,128.16,0,30.62,21.84,0,0,0,35.08,4.23,22.26,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

90,22:15-22:30,0,16.15,15.82,375.87,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,38.49,10.11,128.16,0,30.62,21.84,0,0,0,35.08,4.23,10.94,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

91,22:30-22:45,0,16.2,15.82,347.66,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,128.16,0,30.62,21.84,0,0,0,35.08,12.72,10.94,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

92,22:45-23:00,0,16.2,15.82,319.45,0,0,585.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,128.16,0,30.62,21.84,0,0,0,35.08,34.97,10.94,0,8.04,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

93,23:00-23:15,0,14.41,15.82,263.13,0,0,536.62,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,133.22,0,30.62,18.08,0,0,0,28.47,34.97,10.94,0,6.64,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

94,23:15-23:30,0,14.41,15.82,229.82,0,0,532.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,134.1,0,30.62,18.08,0,0,0,28.47,34.97,0,0,6.59,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

95,23:30-23:45,0,14.41,15.82,229.5,0,0,532.58,0,0,19.2,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,128.16,0,30.62,17.24,0,0,0,27.5,34.97,0,0,6.59,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

96,23:45-24:00,0,14.41,15.82,229.5,0,0,572.3,0,0,18.67,6.26,43.71,0,0,0,0,0,0,0,0,0,0,0,119.36,388.8,0,0.49,0,0.74,0,0,25.66,10.11,128.16,0,30.62,17.24,0,0,0,27.5,34.97,0,0,6.59,0,0,0,0,0,0,0,0,0,114.01,88.32,24.97,0,0,8.52,0,0,0,0,0,20,0,0,142.37,0,0,0,0,0,0

