Block,Time,CHAMERA1,DHAULIGNGA,KGSU3AND4,KISHANGANGA,KOLDAM,SINGRAULI,ANTA_LF,DADRI_RF,KHSTPP-II,KKNP,NLCTS2EXP,RIHAND2,SIMHST2,TALST2,TEHRI,UNCHAHAR2,ANTA_GF,DADRI_LF,DADRT2,KGSU1AND2,MAPS,NNTPP,RSTPSU7,TALA,UNCHAHAR3,UNCHAHAR4,AURY_CRF,AURY_GF,CHAMERA3,KKNPPU2,KUDGI,NLCEXP,NLCIIST1,RSTPSU1TO6,URI,ANTA_CRF,ANTA_RF,CHAMERA2,KHSTPP-I,PARBATI2,PARBATI3,RIHAND1,SIMHST1,TANAKPUR,AURY_LF,DADRI_GF,JHAJJAR,RAPPB,SALAL,SASAN,TANDA2,UNCHAHAR1,AURY_RF,BSIUL,NAPP,NJPC,NTPL,RAPPC,RIHAND3,URI2,VALLURNTECL,BRBCL,DULHASTI,FSTPP I & II,KOTESHWR,NLCIIST2,RAMPUR,RAPPD,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,DADRI_CRF
57,14:00-14:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,4.29,97.23,0,0,0,0,608.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

58,14:15-14:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,4.29,97.23,0,0,0,0,608.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

59,14:30-14:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,413.24,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,26.88,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,1.07,22.02,0,0.95,0,0

60,14:45-15:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,425.13,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,55.33,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,2.19,22.02,0,0.95,0,0

61,15:00-15:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,475.13,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,83.22,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,3.31,22.02,0,0.95,0,0

62,15:15-15:30,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,0,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,487.01,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,110.67,0,68.56,130.79,38.1,0,20,59.5,20.8,0,0,4.4,22.02,0,0.95,0,0

63,15:30-15:45,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.48,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,487.01,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,5.42,22.02,0,0.95,0,0

64,15:45-16:00,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.48,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.83,97.23,0,0,0,0,510.89,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,5.42,22.02,0,0.95,0,0

65,16:00-16:15,0,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.48,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.07,97.23,0,3.07,0,0,510.89,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,5.42,22.02,0,0.95,0,0

66,16:15-16:30,12.64,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,11.48,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.07,97.23,0,3.07,0,0,510.89,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,20.85,0,5.42,22.02,0,0.95,0,0

67,16:30-16:45,12.64,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,22.95,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.07,97.23,0,3.07,0,0,522.77,0,79.38,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,6.3,0.95,0,0

68,16:45-17:00,12.64,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,33.22,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,16.27,45.53,0,3.07,97.23,0,3.07,0,0,534.65,0,79.38,418.77,5.7,21.94,80.77,6.52,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,6.3,0.95,0,0

69,17:00-17:15,12.64,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,33.22,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.24,32.53,45.53,7.52,3.07,97.23,0,3.07,0,0,534.65,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,6.3,0.95,0,0

70,17:15-17:30,12.64,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,33.22,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.89,32.53,45.53,15.02,3.07,97.23,0,3.07,0,0,546.54,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,12.61,0.95,0,0

71,17:30-17:45,14.05,0,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,33.22,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.89,32.53,45.53,22.54,3.07,97.23,0,3.07,0,0,535.29,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,12.61,0.95,0,0

72,17:45-18:00,25.28,10.95,0,8.63,0,143.68,0,98.41,148.3,0,0,124.58,0,0,33.39,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,48.57,0,47.89,32.53,45.53,22.54,3.07,97.23,0,3.07,0,0,559.05,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

73,18:00-18:15,26.07,21.88,0,8.63,1.93,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,45,0,0,548.92,0,0,0,0,0,27.68,3.2,0,0,11.67,0,0,0,0,0,49.68,0,47.89,32.53,45.53,30.06,3.07,97.23,0,3.07,0,0,559.05,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

74,18:15-18:30,28.1,21.88,0,8.63,4.79,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,45,0,0,548.92,0,0,0,0,0,27.68,2.3,0,0,11.67,0,0,0,0,0,49.68,0,47.89,48.81,45.53,37.57,7.67,97.23,0,3.07,0,0,582.82,0,79.38,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

75,18:30-18:45,42.15,43.78,0,8.63,7.19,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,548.92,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,49.68,0,47.89,48.81,45.53,37.57,13.81,97.23,0,4.35,0,0,582.82,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

76,18:45-19:00,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,548.92,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,47.89,50.39,45.53,44.33,59.84,97.23,0,4.35,0,0,606.58,0,66.82,418.77,5.7,21.94,80.77,20.21,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

77,19:00-19:15,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,172.96,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,4.35,0,0,606.58,0,66.82,418.77,5.7,21.94,80.77,20.21,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

78,19:15-19:30,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,4.35,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,20.21,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

79,19:30-19:45,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,4.35,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

80,19:45-20:00,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,4.35,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

81,20:00-20:15,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

82,20:15-20:30,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,49.68,0,48.55,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

83,20:30-20:45,42.15,21.88,0,8.63,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,19.95,0,0,0,0,0,49.68,0,48.55,32.53,45.53,30.06,13.81,97.23,0,1.54,0,0,635.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

84,20:45-21:00,42.15,21.88,0,8.63,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,19.95,0,0,0,0,0,49.68,0,48.55,32.53,45.53,30.06,9.2,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

85,21:00-21:15,42.15,21.88,0,8.63,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,19.95,0,0,0,0,0,48.57,0,49.2,32.53,45.53,30.06,13.81,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,13.04,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,31.28,0,5.42,22.02,18.9,0.95,0,0

86,21:15-21:30,43.05,32.83,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,48.57,0,49.2,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

87,21:30-21:45,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,48.57,0,49.2,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

88,21:45-22:00,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,48.57,0,49.2,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

89,22:00-22:15,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,48.57,0,49.2,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

90,22:15-22:30,43.05,43.78,0,8.68,9.59,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,36.84,0,0,0,0,0,48.57,0,49.2,50.39,45.53,44.33,59.84,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,20.46,25.77,138.33,0,68.56,130.79,40.16,0,20,60.23,20.8,34.76,0,5.42,22.02,20.09,0.95,0,0

91,22:30-22:45,42.15,43.78,0,8.63,6.9,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,35.03,0,0,0,0,0,48.57,0,49.2,48.81,45.53,30.06,23.02,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,19.56,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,21.08,0,5.42,22.02,18.9,0.95,0,0

92,22:45-23:00,42.15,43.78,0,8.63,4.24,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,49.2,48.81,45.53,22.54,23.02,97.23,0,1.54,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,19.56,25.77,138.33,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,5.42,22.02,18.9,0.95,0,0

93,23:00-23:15,42.15,43.78,0,8.63,1.93,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,49.86,48.81,45.53,22.54,18.41,97.23,0,0,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,95.21,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.78,22.02,18.9,0.95,0,0

94,23:15-23:30,42.15,43.78,0,8.63,1.93,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,49.86,48.81,45.53,22.54,18.41,97.23,0,0,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,95.21,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.78,22.02,18.9,0.95,0,0

95,23:30-23:45,42.15,21.88,0,8.63,1.93,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,49.86,48.81,45.53,22.54,18.41,97.23,0,0,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,95.21,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.78,22.02,18.9,0.95,0,0

96,23:45-24:00,42.15,10.95,0,8.63,1.93,143.68,0,98.41,148.3,0,0,124.58,0,0,34.43,44.5,0,0,106.5,0,0,0,0,0,27.68,2.3,0,0,23.33,0,0,0,0,0,48.57,0,49.86,48.81,45.53,22.54,18.41,97.23,0,0,0,0,670.67,0,66.82,418.77,5.7,21.94,80.77,6.52,25.77,95.21,0,68.56,130.79,38.1,0,20,59.5,20.8,10.43,0,3.78,22.02,18.9,0.95,0,0

