Block,Time,BRBCL,DADRT2,MAPS,RAMPUR,RIHAND2,UNCHAHAR1,UNCHAHAR3,ANTA_RF,BSIUL,CHAMERA3,FSTPP I & II,NLCTS2EXP,RSTPSU1TO6,SALAL,SEWA2,SINGRAULI_HYDRO,TelanganaSTPP,ANTA_LF,AURY_LF,DADRI_CRF,CHAMERA1,JHAJJAR,KGSU1AND2,NAPP,NJPC,RAPPB,RIHAND1,SIMHST1,TALA,TANDA2,TEHRI,AURY_CRF,CHAMERA2,NLCIIST2,PARBATI3,TANAKPUR,UNCHAHAR2,VALLURNTECL,ANTA_GF,AURY_RF,KKNP,SASAN,TALST2,ANTA_CRF,KHSTPP-I,KHSTPP-II,RAPPC,UNCHAHAR4,URI2,DADRI_GF,DHAULIGNGA,DULHASTI,KISHANGANGA,KOLDAM,KOTESHWR,KUDGI,NLCEXP,NLCIIST1,NTPL,SINGRAULI,AURY_GF,DADRI_RF,KGSU3AND4,KKNPPU2,NNTPP,RIHAND3,RSTPSU7,SIMHST2,URI,DADRI_LF
13,03:00-03:15,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

14,03:15-03:30,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

15,03:30-03:45,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

16,03:45-04:00,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

17,04:00-04:15,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

18,04:15-04:30,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

19,04:30-04:45,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

20,04:45-05:00,15,341.57,0,0,118.76,20.84,0,42.74,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

21,05:00-05:15,15,341.57,0,0,118.76,20.84,0,42.74,0,9.68,20.8,0,0,27.89,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,0,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

22,05:15-05:30,15,341.57,0,0,118.76,20.84,0,42.74,1.1,9.68,20.8,0,0,79.38,0,0,0,0,0,0,0,472.31,0,41.76,39.78,0,92,0,0,0,14.93,0,1.87,0,2.55,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

23,05:30-05:45,15,341.57,0,0,118.76,20.84,0,42.74,2.2,9.68,20.8,0,0,79.38,0,0,0,0,0,0,0,472.31,0,41.76,70.17,0,92,0,0,0,14.93,0,4,0,5.09,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,18.23,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

24,05:45-06:00,15,341.57,0,0,118.76,20.84,0,42.74,3.3,19.36,20.8,0,0,79.38,0,0,0,0,0,0,11.85,472.31,0,41.76,88.93,0,92,0,0,0,14.93,0,13.17,0,33.1,9.61,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,27.48,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

25,06:00-06:15,15,341.57,0,0,118.76,20.84,0,41.68,19.56,30.56,20.8,0,0,79.38,0,0,0,0,0,0,14.05,472.31,0,41.76,116.95,0,92,0,0,0,31.13,0,40.79,0,33.1,13.06,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,37.65,49.43,0,0,9.86,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

26,06:15-06:30,15,341.57,0,0,118.76,20.84,0,41.68,19.56,30.56,20.8,0,0,26.73,0,0,0,0,0,0,14.05,472.31,0,41.76,116.95,0,92,0,0,0,31.13,0,40.79,0,33.1,13.06,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,37.65,49.43,0,0,9.86,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

27,06:30-06:45,15,341.57,0,0,118.76,20.84,0,41.68,19.56,30.56,20.8,0,0,25.57,0,0,0,0,0,0,14.05,472.31,0,41.76,116.95,0,92,0,0,0,31.13,0,40.79,0,33.1,11.53,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,37.65,49.43,0,0,9.86,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

28,06:45-07:00,15,341.57,0,0,118.76,20.84,0,41.68,19.56,30.56,20.8,0,0,25.57,0,0,0,0,0,0,14.05,472.31,0,41.76,116.95,0,92,0,0,0,30.68,0,40.79,0,33.1,11.53,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,37.65,49.43,0,0,9.86,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,3.86,21.92

29,07:00-07:15,15,341.57,0,0,118.76,20.84,0,41.68,6.52,19.36,20.8,0,0,25.57,0,0,0,0,0,0,11.85,472.31,0,41.76,116.95,0,92,0,0,0,14.93,0,26.34,0,33.1,8.96,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,27.48,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,6.63,21.92

30,07:15-07:30,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,88.73,0,92,0,0,0,0,0,12,0,5.09,8.96,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,18.23,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,40.85,21.92

31,07:30-07:45,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,88.73,0,92,0,0,0,0,0,12,0,2.55,8.96,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,40.85,21.92

32,07:45-08:00,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,70.17,0,92,0,0,0,0,0,12,0,0,8.96,42.4,0,0,69.5,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,49.43,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,6.07,21.92

33,08:00-08:15,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,70.17,0,92,0,0,0,0,0,12,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

34,08:15-08:30,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,46.78,0,92,0,0,0,0,0,12,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

35,08:30-08:45,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,46.78,0,92,0,0,0,0,0,12,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

36,08:45-09:00,15,341.57,0,0,118.76,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,12,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

37,09:00-09:15,15,341.57,0,0,56.7,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,12,0,0,13.06,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,38.64,21.92

38,09:15-09:30,15,341.57,0,0,56.7,20.84,0,41.68,6.52,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,12,0,0,13.06,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,38.64,21.92

39,09:30-09:45,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,9.61,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,6.63,21.92

40,09:45-10:00,15,341.57,0,0,56.7,20.84,0,41.68,0,9.68,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,9.61,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

41,10:00-10:15,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,9.61,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

42,10:15-10:30,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,10.25,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

43,10:30-10:45,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,13.06,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

44,10:45-11:00,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,13.06,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,26.9,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,4.41,21.92

45,11:00-11:15,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,13.06,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,5.52,21.92

46,11:15-11:30,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,5.52,21.92

47,11:30-11:45,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,5.52,21.92

48,11:45-12:00,15,341.57,0,0,56.7,20.84,0,41.48,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,69.29,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,66.85,0,0,0,59.36,0,0,5.52,21.92

49,12:00-12:15,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

50,12:15-12:30,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,337.5,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

51,12:30-12:45,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

52,12:45-13:00,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

53,13:00-13:15,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,13.06,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

54,13:15-13:30,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,25.57,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.57,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,5.52,21.92

55,13:30-13:45,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,3.31,21.92

56,13:45-14:00,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,3.31,21.92

57,14:00-14:15,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

58,14:15-14:30,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

59,14:30-14:45,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

60,14:45-15:00,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

61,15:00-15:15,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

62,15:15-15:30,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

63,15:30-15:45,15,341.57,0,0,56.7,20.84,0,41.16,0,0,20.8,0,0,12.78,0,0,0,0,0,0,0,472.31,0,41.76,23.39,0,92,0,0.14,0,0,0,2,0,0,8.96,42.4,0,0,68.96,0,329.06,0,0,45.53,148.3,51.78,0,4.71,0,9.11,32.96,0,0,8.87,0,0,0,0,139.68,0,65.76,0,0,0,59.36,0,0,2.21,21.92

