Block,Time,LT-35,L_NR_2012_07,LT-59,LT-36,L_NR_2012_02,L_NR_2020_02,L_NR_2019_11,L_NR_2012_04,SH-07,LT-05,L_NR_2023_04,SH-06,LT-31,L_NR_2012_01,L_NR_2022_10,L_NR_2020_07,L_NR_2021_14,L_NR_2022_08,L_NR_2019_05,L_NR_2019_06,L_NR_2023_07,L_NR_2023_10,L_NR_2020_05,L_NR_2021_12,L_NR_2022_09,L_NR_2021_13,L_NR_2021_16,L_NR_2020_06,L_NR_2021_15,L_NR_2019_07,L_NR_2018_61,L_NR_2021_17,L_NR_2019_19
28,06:45-07:00,0.610000,0.000000,6.790000,0.620000,232.850000,6.060000,6.790000,272.870000,31.050000,58.210000,31.820000,31.050000,0.610000,101.630000,28.43,9.71,1.5,8.08,25.45,15.3,6.73,2.89,29.12,7.06,28.43,1.41,6.67,9.71,2,12.19,10.57,3.33,16.08074

29,07:00-07:15,1.250000,0.000000,6.790000,1.280000,232.850000,5.970000,6.640000,272.870000,31.050000,58.210000,30.850000,31.050000,1.250000,101.630000,27.71,9.21,3,7.75,31.71,29.78,13.48,5.78,27.62,15.93,27.71,3.19,9.33,9.21,4,17.87,10.61,4.67,21.78838

30,07:15-07:30,2.020000,0.000000,6.790000,2.080000,232.850000,5.970000,6.640000,272.870000,31.050000,58.210000,30.850000,31.050000,2.020000,101.630000,27.11,8.85,5.99,7.55,30.79,30.79,21.66,9.28,26.52,27.1,27.11,5.42,12,8.84,7,24.37,10.62,6,28.01224

31,07:30-07:45,3.010000,0.000000,6.790000,3.080000,224.690000,5.970000,6.640000,272.870000,31.050000,58.210000,30.850000,31.050000,3.010000,101.630000,27.08,8.55,8.99,7.38,30.17,30.16,31.08,13.32,25.62,42.52,27.08,8.5,16,8.54,9,30.17,10.66,8,34.83024

32,07:45:08:00,4.090000,0.000000,6.790000,4.180000,184.730000,5.970000,6.640000,272.870000,31.050000,58.210000,30.850000,31.050000,4.090000,101.630000,26.33,8.48,16.21,7.33,30.67,30.66,41.62,17.84,25.42,58.91,26.33,11.78,26,8.47,13,30.67,10.78,13,41.85278

33,08:00-08:15,5.240000,0.000000,6.790000,5.380000,184.730000,5.970000,6.640000,272.870000,31.050000,58.210000,29.880000,31.050000,5.240000,101.630000,25.13,8.15,22.54,6.71,31.83,31.84,51.46,22.05,24.45,76.15,25.13,15.23,31.33,8.15,13.2,31.83,8.39,15.67,49.02142

34,08:15-08:30,6.420000,0.000000,6.790000,6.580000,184.730000,5.970000,6.640000,272.870000,31.050000,58.210000,29.880000,31.050000,6.420000,101.630000,24.61,8.05,29.21,6.83,32.17,32.16,59.79,25.62,24.16,75.3,24.61,15.06,32.67,8.05,16,32.17,8.7,16.33,56.12188

35,08:30-08:45,7.570000,0.000000,6.790000,7.760000,184.730000,5.970000,6.640000,272.870000,31.050000,58.210000,29.880000,31.050000,7.570000,101.630000,24.47,8.13,35.86,6.84,32.17,32.16,67.73,29.03,24.38,91.97,24.47,18.39,38,8.13,19,32.17,8.85,19,63.0665

36,08:45:09:00,6.410000,0.000000,6.790000,6.570000,184.730000,5.970000,6.640000,272.870000,31.050000,58.210000,29.880000,31.050000,6.410000,101.630000,24.12,8.02,42.33,6.74,32.17,32.16,75.28,32.26,24.03,108.63,24.12,21.73,41.34,8.01,21.92,32.17,9.24,20.66,69.8845

37,09:00:09:15,7.360000,0.000000,6.640000,7.540000,184.730000,5.970000,6.170000,272.870000,31.050000,58.210000,30.810000,31.050000,7.360000,101.630000,23.77,7.26,48.42,6.89,32.33,32.34,81.47,34.92,21.83,124.62,23.77,24.92,50,7.28,24.29,32.33,9.8,25,59.23868

38,09:15-09:30,8.510000,0.000000,6.640000,8.720000,184.730000,5.970000,6.170000,272.870000,31.050000,58.210000,30.810000,31.050000,8.510000,101.630000,17.5,7.26,40,6.91,32.33,32.34,86.1,36.9,21.83,139.81,17.5,27.96,54,7.28,18,32.33,10.93,27,64.771

39,09:30-09:45,9.460000,0.000000,6.640000,9.700000,232.850000,5.970000,6.170000,272.870000,31.050000,58.210000,30.810000,26.200000,9.460000,101.630000,17.21,7.26,45,6.67,32.33,32.34,122.5,52.5,21.83,153.28,17.21,30.66,57.34,7.28,20,32.33,11.27,28.66,69.92346

40,09:45-10:00,10.420000,0.000000,6.640000,10.680000,232.850000,5.970000,6.170000,272.870000,31.050000,58.210000,30.810000,26.200000,10.420000,101.630000,16.44,7.26,50,6.72,32.33,32.34,136.5,58.5,21.83,165.5,16.44,33.1,62.67,7.28,22,32.33,11.73,31.33,74.50126

41,10:00-10:15,11.350000,0.000000,6.640000,11.630000,185.880000,5.880000,6.170000,272.870000,31.050000,58.210000,31.780000,26.200000,11.350000,101.630000,15.78,7.26,55,6.83,32.33,32.34,149.8,64.2,21.83,176.55,15.78,35.31,68.67,7.28,28,32.33,12.19,34.33,78.44596

42,10:15-10:30,11.900000,0.000000,6.640000,12.200000,185.880000,5.880000,6.170000,272.870000,31.050000,58.210000,31.780000,26.200000,11.900000,101.630000,15.67,7.26,60,6.7,32.33,32.34,158.2,67.8,21.83,185.62,15.67,37.12,70,7.28,31,32.33,12.79,35,82.79

43,10:30-10:45,12.390000,0.000000,6.640000,12.700000,185.880000,5.600000,6.170000,272.870000,26.200000,58.210000,31.780000,26.200000,12.390000,101.630000,12.5,7.34,65,6.94,32.33,32.34,164.5,70.5,22,186.67,12.5,37.33,87,7.33,20,32.33,13.15,43,97.38052

44,10:45-11:00,8.950000,0.000000,6.640000,9.170000,185.880000,5.600000,6.170000,272.870000,26.200000,58.210000,31.780000,26.200000,8.950000,101.630000,12.48,7.34,70,6.94,32.67,32.66,154.1,66.05,22,175.3,12.48,35.06,88,7.33,22,32.67,13.35,44,101.81222

45,11:00-11:15,9.270000,0.000000,6.250000,9.500000,185.880000,5.600000,6.020000,272.870000,31.050000,58.210000,27.750000,26.200000,9.270000,101.630000,12.67,7.34,75,6.94,32.67,32.66,162.76,69.75,22,179.47,12.67,35.89,87,7.33,24,32.67,16.73,43,105.21148

46,11:15-11:30,9.660000,0.000000,6.250000,9.890000,185.880000,5.600000,6.020000,272.870000,31.050000,58.210000,27.750000,26.200000,9.660000,101.630000,12.85,7.34,80,6.94,32.67,32.66,165.23,70.81,22,183.63,12.85,36.73,85,7.33,26,32.67,16.94,42,106.78936

47,11:30-11:45,10.040000,0.000000,6.250000,10.290000,185.880000,5.600000,6.020000,272.870000,31.050000,58.210000,27.750000,26.200000,10.040000,101.630000,13.5,7.34,81.67,6.94,32.67,32.66,167.01,71.57,22,183.63,13.5,36.73,81,7.33,28,32.67,17.33,41,106.77962

48,11:45-12:00,10.290000,0.000000,6.250000,10.550000,185.880000,5.600000,6.020000,272.870000,31.050000,58.210000,27.750000,26.200000,10.290000,101.630000,14.04,7.34,83,6.94,32.67,32.66,168.48,72.21,22,208.54,14.04,41.71,79,7.33,32,32.67,17.66,40,106.93546

49,12:00-12:15,10.230000,0.000000,6.250000,10.490000,184.140000,5.600000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,10.230000,101.630000,14.18,7.34,83,6.94,32.67,32.66,185.5,79.5,22,208.54,14.18,41.71,79,7.33,34,32.67,18.19,39,120.18186

50,12:15-12:30,10.610000,0.000000,6.250000,10.880000,184.140000,5.600000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,10.610000,101.630000,14.28,7.34,83.03,6.94,32.67,32.66,185.5,79.5,22,204.38,14.28,40.87,81,7.33,36,32.67,14.07,40,119.56824

51,12:30-12:45,10.670000,0.000000,6.250000,10.930000,193.630000,5.600000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,10.670000,101.630000,14.53,8,83.05,6.94,32.67,32.66,185.5,79.5,24,204.38,14.53,40.87,83,8,36,32.67,14.47,42,117.16246

52,12:45-13:00,10.700000,0.000000,6.250000,10.960000,193.630000,5.600000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,10.700000,101.630000,14.87,8,82.99,6.94,32.67,32.66,185.5,79.5,24,204.38,14.87,40.87,84,8,36,32.67,14.64,42,114.14306

53,13:00-13:15,14.360000,0.000000,6.400000,14.720000,193.630000,5.500000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,14.360000,101.630000,15.77,8,83,6.94,32.67,32.66,185.5,79.5,24,204.38,15.77,40.87,83,8,44,32.67,15.34,42,111.41586

54,13:15-13:30,14.240000,0.000000,6.400000,14.590000,193.630000,5.500000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,14.240000,101.630000,16.59,8,82.99,7.25,32.67,32.66,185.5,79.5,24,200.21,16.59,40.04,83,8,44,32.67,16.19,42,108.20166

55,13:30-13:45,14.160000,0.000000,6.400000,14.520000,193.630000,5.500000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,14.160000,101.630000,17.8,8,82.83,8.12,32.67,32.66,185.5,79.5,24,200.21,17.8,40.04,84,8,44,32.67,17.19,42,77.66676

56,13:45-14:00,13.830000,0.000000,6.400000,14.180000,193.630000,5.500000,6.330000,272.870000,31.050000,58.210000,25.810000,26.200000,13.830000,101.630000,19.65,8,81.8,8.86,32.67,32.66,182,78,24,210,19.65,42,83,8,44,32.67,18.41,41,76.66354

57,14:00-14:15,13.520000,0.000000,6.400000,13.860000,254.010000,5.500000,6.560000,272.870000,31.050000,58.210000,25.810000,26.200000,13.520000,101.630000,20.11,8.4,79.94,7.59,32.67,32.66,142.66,61.14,25.17,210,20.11,42,83,8.39,43,32.67,19.8,42,72.86494

58,14:15-14:30,10.640000,0.000000,6.400000,10.900000,254.010000,5.500000,6.560000,272.870000,31.050000,58.210000,25.810000,26.200000,10.640000,101.630000,20.77,8.74,77.89,8.54,32.67,32.66,138.35,59.3,26.17,210,20.77,42,80,8.72,37.32,32.67,21.13,40,68.82284

59,14:30-14:45,10.740000,0.000000,6.640000,11.010000,254.010000,5.500000,6.560000,272.870000,31.050000,58.210000,25.810000,26.200000,10.740000,101.630000,21.42,9.06,76.06,10.58,32.67,32.66,132.99,56.99,27.17,210,21.42,42,79,9.06,36.12,32.67,23.94,39,65.49176

60,14:45-15:00,10.420000,0.000000,6.640000,10.680000,254.010000,5.500000,6.560000,272.870000,31.050000,58.210000,25.810000,26.200000,10.420000,101.630000,21.87,9.24,72.54,11.75,32.67,32.66,127.19,54.51,27.67,209.11,21.87,41.82,78,9.22,34.57,32.67,27.27,39,61.7029

61,15:00-15:15,10.280000,0.000000,6.640000,10.530000,254.010000,5.600000,8.100000,272.870000,0.000000,58.210000,26.780000,31.050000,10.280000,101.630000,22.32,9.4,68.67,12.09,32.67,32.66,154,66,28.17,198.79,22.32,39.76,75,9.39,32.94,32.67,30.63,38,61.2159

62,15:15-15:30,9.560000,0.000000,6.640000,9.800000,254.010000,5.600000,8.100000,272.870000,0.000000,58.210000,26.780000,31.050000,9.560000,101.630000,26.01,8.34,64.37,12.58,32.67,32.66,136.5,58.5,25,187.76,26.01,37.55,69,8.33,31.06,32.67,31.08,34,56.4433

63,15:30-15:45,8.900000,0.000000,8.200000,9.130000,254.010000,5.600000,8.100000,272.870000,0.000000,58.210000,26.780000,31.050000,8.900000,101.630000,26.17,8.34,59.66,11.57,32.67,32.66,115.5,49.5,25,174.83,26.17,34.96,29.33,8.33,29.19,32.67,31.74,14.67,50.43372

64,15:45-16:00,8.060000,0.000000,8.200000,8.260000,254.010000,5.600000,8.100000,272.870000,0.000000,58.210000,26.780000,31.050000,8.060000,101.630000,26.5,8.75,54.33,11.61,32.67,32.66,115.5,49.5,26.3,160.76,26.5,32.15,29.33,8.77,26.88,32.67,32.07,14.67,44.29752

65,16:00-16:15,7.300000,0.000000,8.590000,7.480000,254.010000,5.780000,8.640000,272.870000,0.000000,58.210000,26.780000,31.050000,7.300000,101.630000,26.7,9.08,48.89,11.67,32.67,32.66,80.5,34.5,27.25,146.07,26.7,29.21,24,9.08,24.21,32.67,32.67,12,38.96974

66,16:15-16:30,6.100000,0.000000,8.590000,6.260000,254.010000,5.780000,8.640000,272.870000,0.000000,58.210000,26.780000,31.050000,6.100000,101.630000,26.5,9.31,43.15,11.75,32.67,32.66,63,27,27.91,130.46,26.5,26.09,18.67,9.3,22,32.67,33.8,9.33,33.42768

67,16:30-16:45,5.260000,0.000000,9.210000,5.400000,254.010000,5.780000,8.640000,272.870000,0.000000,58.210000,26.780000,31.050000,5.260000,101.630000,26.18,11.34,37.28,11.82,32.67,32.66,59.5,25.5,34.03,114.43,26.18,22.88,14.67,11.35,20,32.67,34.74,7.33,34.99582

68,16:45-17:00,4.370000,0.000000,9.210000,4.490000,254.010000,5.780000,8.640000,272.870000,0.000000,58.210000,26.780000,31.050000,4.370000,101.630000,25.48,11.44,31.09,12.05,33,33,46.94,20.12,34.29,97.07,25.48,19.41,4,11.43,16,20.31,34.08,2,26.72656

69,17:00-17:15,3.470000,0.000000,9.670000,3.550000,254.010000,5.970000,9.260000,272.870000,0.000000,58.210000,26.780000,31.050000,3.470000,101.630000,31.36,11.46,24.75,12.26,30.48,22.31,37.77,16.18,34.4,79.87,31.36,15.97,6.67,11.47,14,16.25,34.08,3.33,19.15858

70,17:15-17:30,2.740000,0.000000,9.670000,2.810000,254.010000,5.970000,9.260000,272.870000,0.000000,58.210000,26.780000,31.050000,2.740000,101.630000,31.47,11.44,18.57,12.45,20.15,10.4,29.08,12.46,34.29,61.28,31.47,12.25,8.67,11.43,11,12.19,34.48,3.33,12.73992

71,17:30-17:45,2.100000,0.000000,9.670000,2.160000,254.010000,5.970000,9.260000,272.870000,0.000000,58.210000,26.780000,31.050000,2.100000,101.630000,31.58,11.41,12.42,12.64,14.3,0.36,20.8,8.91,34.25,43.54,31.58,8.71,7.33,11.42,8,7.1,35.09,3.67,8.11342

72,17:45-18:00,1.450000,0.000000,9.670000,1.490000,254.010000,5.970000,9.260000,272.870000,0.000000,58.210000,26.780000,31.050000,1.450000,101.630000,31.57,11.38,6.94,12.86,5.88,0,13.22,5.66,34.15,29.56,31.57,5.91,10,11.38,5.21,2.19,36.01,5,3.82782

73,18:00-18:15,0.890000,0.000000,9.990000,0.910000,254.010000,6.350000,9.570000,272.870000,0.000000,58.210000,28.720000,31.050000,0.890000,101.630000,31.78,11.32,0.91,12.84,0,0,6.95,2.98,33.94,18.63,31.78,3.72,11.33,11.31,3.14,0,36.01,5.67,0.91556

74,18:15-18:30,0.470000,0.000000,9.990000,0.490000,254.010000,6.350000,9.570000,272.870000,0.000000,58.210000,28.720000,31.050000,0.470000,101.630000,31.58,11.21,0.3,12.94,0,0,2.63,1.13,33.6,10.09,31.58,2.02,12,11.2,1.67,0,36.01,6,0.3409

75,18:30-18:45,0.060000,0.000000,9.990000,0.060000,254.010000,6.350000,9.570000,272.870000,0.000000,58.210000,28.720000,31.050000,0.060000,101.630000,30.87,11.11,0,12.77,0,0,0.51,0.22,33.31,4.22,30.87,0.84,12,11.1,0.56,0,36.01,6,0

76,18:45-19:00,0.010000,0.000000,9.990000,0.010000,254.010000,6.350000,9.570000,272.870000,0.000000,58.210000,28.720000,31.050000,0.010000,101.630000,30.45,11.01,0,12.95,0,0,0,0,33.03,0.44,30.45,0.09,11.33,11.01,0,0,36.01,5.67,0

77,19:00-19:15,0.000000,0.000000,9.990000,0.000000,254.010000,6.710000,9.260000,272.870000,31.050000,58.210000,28.720000,31.050000,0.000000,101.630000,29.38,10.91,0,12.97,0,0,0,0,32.72,0,29.38,0,9.33,10.91,0,0,36.01,4.67,0

78,19:15-19:30,0.000000,0.000000,9.990000,0.000000,254.010000,6.710000,9.260000,272.870000,31.050000,58.210000,28.720000,31.050000,0.000000,101.630000,28.74,10.85,0,12.69,0,0,0,0,32.54,0,28.74,0,6.67,10.85,0,0,36.01,3.33,0

79,19:30-19:45,0.000000,0.000000,9.990000,0.000000,254.010000,6.710000,9.260000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.13,10.72,0,12.33,0,0,0,0,32.14,0,28.13,0,3.33,10.71,0,0,36.01,1.67,0

80,19:45-20:00,0.000000,0.000000,9.990000,0.000000,254.010000,6.710000,9.260000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,27.87,10.54,0,11.98,0,0,0,0,31.61,0,27.87,0,1.33,10.54,0,0,36.01,0.67,0

81,20:00-20:15,0.000000,0.000000,9.670000,0.000000,254.010000,6.910000,8.720000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,27.9,10.54,0,11.91,0,0,0,0,31.61,0,27.9,0,0.67,10.54,0,0,35.24,0.33,0

82,20:15-20:30,0.000000,0.000000,9.670000,0.000000,254.010000,6.910000,8.720000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,27.72,10.53,0,11.49,0,0,0,0,31.58,0,27.72,0,0,10.53,0,0,35.66,0,0

83,20:30-20:45,0.000000,0.000000,9.670000,0.000000,254.010000,6.910000,8.720000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.03,10.55,0,11.39,0,0,0,0,31.65,0,28.03,0,0,10.55,0,0,35.43,0,0

84,20:45-21:00,0.000000,0.000000,9.670000,0.000000,254.010000,6.910000,8.720000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.41,10.61,0,11.06,0,0,0,0,31.78,0,28.41,0,0,10.59,0,0,35.06,0,0

85,21:00-21:15,0.000000,0.000000,9.360000,0.000000,254.010000,6.810000,8.330000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.55,10.69,0,10.5,0,0,0,0,32.05,0,28.55,0,0,10.68,0,0,32.78,0,0

86,21:15-21:30,0.000000,0.000000,9.360000,0.000000,254.010000,6.810000,8.330000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.18,10.66,0,10.17,0,0,0,0,32,0,28.18,0,0,10.67,0,0,29.79,0,0

87,21:30-21:45,0.000000,0.000000,9.360000,0.000000,254.010000,6.810000,8.330000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,28.13,10.7,0,10.1,0,0,0,0,32.12,0,28.13,0,0,10.71,0,0,27.39,0,0

88,21:45-22:00,0.000000,0.000000,9.360000,0.000000,254.010000,6.810000,8.330000,272.870000,31.050000,58.210000,27.750000,31.050000,0.000000,101.630000,27.83,10.9,0,9.97,0,0,0,0,32.71,0,27.83,0,0,10.9,0,0,24.1,0,0

89,22:00-22:15,0.000000,0.000000,9.210000,0.000000,254.010000,6.710000,8.020000,272.870000,31.050000,58.210000,29.840000,31.050000,0.000000,101.630000,28.25,11.06,0,9.39,0,0,0,0,33.21,0,28.25,0,0,11.07,0,0,21.59,0,0

90,22:15-22:30,0.000000,0.000000,9.210000,0.000000,254.010000,6.710000,8.020000,272.870000,31.050000,58.210000,29.840000,31.050000,0.000000,101.630000,29,11.31,0,9.5,0,0,0,0,33.9,0,29,0,0,11.3,0,0,20.09,0,0

91,22:30-22:45,0.000000,0.000000,9.210000,0.000000,254.010000,6.710000,8.020000,272.870000,31.050000,58.210000,29.840000,31.050000,0.000000,101.630000,30.31,11.74,0,9.94,0,0,0,0,35.17,0,30.31,0,0,11.72,0,0,17.55,0,0

92,22:45-23:00,0.000000,0.000000,9.210000,0.000000,254.010000,6.710000,8.020000,272.870000,31.050000,58.210000,29.840000,31.050000,0.000000,101.630000,32.14,12.19,0,10.09,0,0,0,0,36.55,0,32.14,0,0,12.18,0,0,15.73,0,0

93,23:00-23:15,0.000000,0.000000,8.590000,0.000000,254.010000,6.530000,7.710000,272.870000,31.050000,58.210000,29.880000,31.050000,0.000000,101.630000,32.95,12.65,0,10.2,0,0,0,0,37.95,0,32.95,0,0,12.65,0,0,13.81,0,0

