Block,Time Block,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,AURY_CRF,AURY_RF,DADRI_LF,SINGRAULI,TEHRI,TANDA2,TALST2,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,TALA,UNCHAHAR4,URI,URI2,VALLURNTECL,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,NLCTS2EXP,NNTPP,RAPPB,NTPL,PARBATI3,RAMPUR,SALAL,SIMHST1,RIHAND2,SEWA2,RIHAND1,SASAN,RSTPSU1TO6,RAPPC,RSTPSU7,RIHAND3,CHAMERA2,CHAMERA3,BSIUL,CHAMERA1,BRBCL,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NAPP,DHAULIGNGA,DADRT2,MAPS,KUDGI,FSTPP I & II,DULHASTI,JHAJJAR,KGSU1AND2,KGSU3AND4,KOTESHWR,KHSTPP-I,KHSTPP-II,KKNP,KKNPPU2,KOLDAM,KISHANGANGA,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,14.87,0,0,0,1.22,0,0,0,0,2.11,4.12,0,17.53,31.65,22.65,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,310.81,0,0,13.92,0,406.23,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,14.87,0,0,0,1.22,0,0,0,0,2.11,4.12,0,19.65,39.01,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,387.28,0,0,13.92,0,532.33,0,0,8.49,28.63,122.16,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,14.87,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,17.67,0,0,0,0,42.37,0,497.88,0,0,15.88,0,625.45,0,0,8.49,31.82,141.76,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,17.69,0,0,0,0,42.37,0,591.16,0,0,15.94,0,625.45,0,0,8.49,31.82,141.76,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,43.48,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,22.36,42.37,0,653.01,0,0,15.94,15.75,625.45,0,0,8.49,31.82,141.76,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,43.48,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,44.73,42.37,0,653.01,0,0,15.94,15.75,625.45,0,0,8.49,31.82,141.76,0,0,0,0,0,0,0,0,0

69,17:00-17:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,43.48,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,0,87.94,400.3,0,51.55,0,118.84,3.82,0,1.05,0,19.12,0,0,0,67.08,42.37,0,653.01,0,0,15.94,15.75,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

70,17:15-17:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,43.66,0,0,0,1.22,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,2.23,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,7.65,9.24,6.23,11.48,19.12,0,0,0,87.99,42.37,0,653.01,0,0,15.94,15.75,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

71,17:30-17:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,12.22,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,25.18,18.53,12.46,22.95,19.12,0,0,0,108.63,42.37,8.74,653.01,0,0,15.94,31.5,625.45,0,0,18.85,32.2,141.76,0,0,0,0,0,0,0,0,0

72,17:45-18:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,53.31,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,25.18,18.53,12.46,27.19,19.12,0,0,0,108.63,42.37,16.8,653.01,0,0,15.94,31.5,625.45,0,0,18.85,32.2,141.76,0,0,0,0,0,0,0,0,0

73,18:00-18:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,1.06,4.12,0,19.65,40.52,25.23,0,0,0,0,0,0,53.31,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,25.18,18.53,12.46,27.19,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,15.94,31.5,625.45,0,0,18.85,32.2,141.76,0,0,0,0,0,0,0,0,0

74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,1.06,18,0,19.65,40.52,25.23,0,0,0,0,0,0,39.99,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,25.18,18.53,12.46,27.19,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,15.94,31.5,625.45,0,0,18.85,32.2,141.76,0,0,0,0,0,0,0,0,0

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,25.32,18,0,19.65,40.52,25.23,0,0,0,0,0,0,39.99,0,113.51,7.55,87.94,400.3,0,51.55,0,118.84,25.18,18.53,12.46,27.19,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,15.94,31.5,625.45,0,0,18.85,32.2,141.76,0,0,0,0,0,0,0,0,0

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,59.5,0,0,0,1.71,0,0,0,0,25.32,18,0,19.65,40.52,25.23,0,0,0,0,0,0,39.99,0,113.51,0,87.94,400.3,0,51.55,0,118.84,25.18,9.24,6.23,27.11,19.12,0,0,0,108.63,42.37,26.2,653.01,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,1.71,0,0,0,0,25.32,18,0,19.65,40.52,25.23,0,0,0,0,3.65,0,39.99,0,113.51,0,87.94,400.3,0,51.55,0,118.84,25.18,9.24,1.05,26.89,19.12,0,0,0,89.34,42.37,26.2,653.01,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,44.62,0,0,0,1.71,0,0,0,0,25.32,18,0,19.65,40.52,25.23,0,0,0,0,15.82,0,8.88,0,113.51,0,87.94,400.3,0,51.55,0,118.84,12.49,9.24,0,11.48,19.12,0,0,0,44.73,42.37,15.65,653.01,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,0.98,0,0,0,0,25.32,18,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,9.24,0,0,19.12,0,0,0,22.36,42.37,7.57,653.01,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,0.98,0,0,0,0,25.32,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,9.24,0,0,19.12,0,0,0,0,42.37,0,653.01,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,29.75,0,0,0,0.98,0,0,0,0,2.11,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,9.24,0,0,19.12,0,0,0,0,42.37,0,596.02,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,14.87,0,0,0,0.98,0,0,0,0,2.11,4.12,0,19.65,40.52,25.23,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,548.23,0,0,15.94,31.5,625.45,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,2.11,4.12,0,19.27,39.74,24.74,0,0,0,0,15.82,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,578.82,0,0,15.63,31.5,625.04,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,25.32,4.12,0,19.27,39.74,24.74,0,0,0,0,3.4,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,547.27,0,0,15.63,31.5,625.04,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,25.32,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,481.92,0,0,15.63,31.5,625.04,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,25.32,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,472.36,0,0,15.63,31.5,549.03,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,4.22,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,434.12,0,0,15.63,15.75,549.03,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.98,0,0,0,0,4.22,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,339.49,0,0,15.63,15.75,549.03,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.49,0,0,0,0,10.55,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,320.37,0,0,15.63,15.75,434,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.49,0,0,0,0,10.55,4.12,0,19.27,39.74,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,400.3,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,272.57,0,0,15.63,15.75,434,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0.49,0,0,0,0,4.22,4.12,0,19.27,33.24,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,379.07,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,272.57,0,0,15.63,15.75,434,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0,0,0,0,0,4.22,4.12,0,19.27,33.24,24.74,0,0,0,0,0,0,1.34,0,113.51,0,87.94,357.56,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,253.46,0,0,15.63,15.75,371.92,0,0,8.49,32.2,141.76,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0,0,0,0,0,1.06,6.82,0,16.56,27.64,21.25,0,0,0,0,0,0,1.34,0,113.51,0,87.94,338.21,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,253.46,0,0,13.61,15.75,371.92,0,0,8.49,27.58,121.21,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0,0,0,0,0,1.06,6.82,0,16.56,27.64,21.25,0,0,0,0,0,0,1.34,0,113.51,0,87.94,318.85,0,51.55,0,118.84,0,0,0,0,19.12,0,0,0,0,42.37,0,243.9,0,0,13.61,15.75,371.92,0,0,8.49,27.58,121.21,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0,0,0,0,0,1.06,6.82,0,13.09,27.64,15.44,0,0,0,0,0,0,1.34,0,113.51,0,87.94,311.86,0,51.55,0,118.84,0,0,0,0,18.68,0,0,0,0,42.37,0,215.22,0,0,11.98,15.75,342.92,0,0,8.49,27.58,121.21,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,0,0,120.41,0,0,0,0,0,0,0,0,0,1.06,6.82,0,13.09,27.64,15.44,0,0,0,0,0,0,1.34,0,113.51,0,87.94,311.86,0,51.55,0,118.84,0,0,0,0,18,0,0,0,0,42.37,0,215.22,0,0,10.74,15.75,342.92,0,0,8.49,18.3,93.27,0,0,0,0,0,0,0,0,0

