Block,Time Block,SALAL,SASAN,KUDGI,NAPP,MAPS,NJPC,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KKNP,FSTPP I & II,KGSU3AND4,KHSTPP-II,KISHANGANGA,KHSTPP-I,JHAJJAR,BSIUL,CHAMERA3,CHAMERA2,DHAULIGNGA,BRBCL,DADRT2,CHAMERA1,DULHASTI,KOTESHWR,KKNPPU2,KOLDAM,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,SIMHST2,SEWA2,UNCHAHAR2,TALA,SINGRAULI,TEHRI,UNCHAHAR1,TANDA2,SIMHST1,UNCHAHAR3,TALST2,ANTA_GF,AURY_CRF,URI,AURY_RF,ANTA_CRF,DADRI_LF,VALLURNTECL,ANTA_RF,UNCHAHAR4,AURY_LF,DADRI_GF,URI2,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,NTPL,RAPPB,RIHAND2,RSTPSU7,PARBATI3,RIHAND1,RIHAND3,RAMPUR,RAPPC,RSTPSU1TO6,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,10.25,0,94.72,0,29.02,228.91,0,0,0,0,19.2,303.44,0,15.82,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,21.16,12,0,0,16.57,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,48.57,119.33,0,24.72,0,0,0,0,0,0

63,15:30-15:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,37.66,228.91,0,0,0,0,19.2,303.44,0,15.82,8.51,0,0,0.76,1.72,0,0,0,22.37,0,105.1,21.16,12,0,0,16.57,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

64,15:45-16:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,122.68,0,37.66,228.91,0,0,0,0,19.2,303.44,0,15.82,8.51,0,0,0.76,1.72,0,0,10.11,22.37,0,105.1,21.64,12,0,0,16.57,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

65,16:00-16:15,2.24,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,138.99,0,43.7,228.91,0,0,3.84,0,19.2,361.03,0,15.82,8.51,0,0,0.76,1.72,0,0,10.11,22.37,0,112.3,32.65,12,0,0,16.57,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

66,16:15-16:30,2.24,391.42,0,19.38,0,0,0,0,0,0,0,0,0,13.99,0,142.34,0,43.7,228.91,0,0,12.64,0,19.2,361.03,0,15.82,8.51,0,0,0.76,1.72,0,0,10.11,27.61,0,113.74,32.65,14.31,0,0,20.01,0,0,0,32.85,0,0,0,0,0,0,0,0,27.76,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

67,16:30-16:45,2.24,391.42,0,19.38,0,22.45,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,228.91,0,0,12.64,0,19.2,361.03,0,15.82,8.51,0,0,0.76,1.97,0,0,10.11,27.61,0,113.74,32.65,15.88,0,0,20.01,0,0,0,33.38,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

68,16:45-17:00,2.24,391.42,0,19.38,0,22.45,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,228.91,0,0,12.64,0,19.2,361.03,12.67,15.82,8.51,0,0,0.76,1.97,0,0,10.11,27.61,0,115.18,32.65,15.88,0,0,20.01,0,0,0,33.38,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

69,17:00-17:15,2.24,391.42,0,19.38,0,44.9,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,228.91,6.26,0,12.64,8.77,19.2,361.03,23.58,15.82,8.51,0,0,0.66,3.94,0,0,10.11,27.61,0,115.18,42.93,15.88,0,0,20.01,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

70,17:15-17:30,2.24,391.42,0,19.38,0,44.9,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,228.91,6.26,18.57,25.28,8.87,19.2,361.03,40.46,31.64,17.04,0,0,0.66,3.94,0,0,10.11,27.61,0,116.62,42.93,15.88,0,0,20.01,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

71,17:30-17:45,2.24,391.42,0,19.38,0,67.35,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,231.57,18.77,27.89,37.92,26.31,19.2,428.21,40.46,47.44,37.48,0,0,0.66,3.94,0,0,10.11,27.61,0,116.62,42.93,15.88,0,0,17.31,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

72,17:45-18:00,2.24,391.42,0,19.38,0,89.8,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,285.32,18.77,27.89,37.92,26.31,19.2,488.61,40.46,47.44,37.48,0,0,0.66,3.94,0,0,10.11,27.61,0,118.06,42.93,15.88,0,0,17.31,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

73,18:00-18:15,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,342.91,18.77,27.89,37.92,26.31,19.2,577.6,40.46,47.44,37.48,0,0,0.66,1.72,0,0,10.11,27.61,0,118.06,42.93,16.22,0,0,19.4,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

74,18:15-18:30,2.24,391.42,0,19.38,0,134.71,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.51,18.77,27.89,37.92,26.31,19.2,655.68,40.46,47.44,37.48,0,0,0.66,1.72,0,0,10.11,31.48,0,118.06,42.93,18.11,0,0,23.92,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

75,18:30-18:45,2.24,391.42,0,19.38,0,134.71,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,18.77,27.89,37.92,26.31,19.2,655.68,39.62,47.44,37.48,0,0,0.66,1.72,0,0,10.11,38.47,0,118.06,42.93,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

76,18:45-19:00,2.24,391.42,0,19.38,0,134.71,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,18.77,27.89,37.92,26.31,19.2,655.68,39.62,47.44,37.48,0,0,0.66,1.72,0,0,10.11,40.69,0,118.06,42.93,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

77,19:00-19:15,2.24,391.42,0,19.38,0,112.25,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,9.29,37.92,15.97,19.2,655.68,22.75,31.64,17.04,0,0,0.66,1.72,0,0,10.11,40.69,0,118.06,42.93,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,3.67,88.3,119.33,0,24.72,0,0,0,0,0,0

78,19:15-19:30,13.39,391.42,0,19.38,0,89.8,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,0,37.92,0,19.2,655.68,12.67,31.64,17.04,0,0,0.66,1.72,0,0,10.11,40.69,0,118.06,32.65,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

79,19:30-19:45,68.03,391.42,0,19.38,0,44.9,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,0,3.84,0,19.2,655.68,12.67,15.82,17.04,0,0,0.66,1.72,0,0,8.44,40.69,0,118.06,32.65,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

80,19:45-20:00,68.03,391.42,0,19.38,0,22.45,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,0,0,0,19.2,655.68,0,15.82,17.04,0,0,0.66,1.72,0,0,7.68,40.69,0,118.06,32.65,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

81,20:00-20:15,68.03,391.42,0,19.38,0,21.91,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,0,0,0,19.2,655.68,0,15.82,8.51,0,0,0.66,1.72,0,0,0,40.69,0,118.06,32.65,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

82,20:15-20:30,68.03,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,417.18,6.26,0,0,0,19.2,655.68,0,15.82,8.51,0,0,0.66,1.72,0,0,0,40.69,0,118.06,32.65,20.01,0,0,25.34,0,0,0,31.79,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

83,20:30-20:45,14.5,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.23,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,584.5,0,15.82,8.51,0,0,0.66,1.72,0,0,0,35.63,0,118.06,32.65,20.01,0,0,22.74,0,0,0,38.15,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,15.88,88.3,119.33,0,24.72,0,0,0,0,0,0

84,20:45-21:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.23,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,584.5,0,15.82,8.51,0,0,0.66,1.72,0,0,0,35.63,0,118.06,21.64,20.01,0,0,22.74,0,0,0,38.15,0,0,0,0,0,0,0,0,31.89,0,0,0,0,0,0,113.99,0,3.43,88.3,119.33,0,24.72,0,0,0,0,0,0

85,21:00-21:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.23,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,583.21,0,15.82,8.51,0,0,0.68,1.1,0,0,0,35.63,0,118.06,21.64,20.01,0,0,22.74,0,0,0,38.15,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

86,21:15-21:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.23,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,583.21,0,15.82,8.51,0,0,0.68,1.1,0,0,0,35.63,0,118.06,21.64,20.01,0,0,22.74,0,0,0,38.15,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

87,21:30-21:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,589.94,0,15.82,8.51,0,0,0.68,1.1,0,0,0,40.69,0,118.06,21.64,20.01,0,0,25.21,0,0,0,33.38,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

88,21:45-22:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,598.58,0,15.82,8.51,0,0,0.68,1.1,0,0,0,40.69,0,118.06,21.64,20.01,0,0,25.34,0,0,0,33.38,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

89,22:00-22:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,602.42,0,15.82,8.51,0,0,0.68,0.74,0,0,0,40.69,0,118.06,21.64,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

90,22:15-22:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,600.5,0,15.82,8.51,0,0,0.68,0.74,0,0,0,40.69,0,118.06,21.64,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

91,22:30-22:45,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,599.54,0,15.82,8.51,0,0,0.68,0.74,0,0,0,40.69,0,118.06,10.53,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

92,22:45-23:00,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,414.52,6.26,0,0,0,19.2,605.3,0,15.82,8.51,0,0,0.68,0.74,0,0,0,40.69,0,118.06,10.53,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

93,23:00-23:15,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,580.65,0,15.82,8.51,0,0,0.68,0.86,0,0,0,40.69,0,118.06,10.53,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

94,23:15-23:30,12.82,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,397.59,6.26,0,0,0,19.2,580.65,0,15.82,8.51,0,0,0.68,0.86,0,0,0,40.69,0,118.06,10.53,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

95,23:30-23:45,2.24,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,344.83,6.26,0,0,0,19.2,580.65,0,15.82,8.51,0,0,0.68,0.86,0,0,0,40.69,0,118.06,10.53,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

96,23:45-24:00,2.24,391.42,0,19.38,0,0,0,0,0,0,0,0,0,17.47,0,142.34,0,43.7,287.24,6.26,0,0,0,19.2,580.65,0,15.82,8.51,0,0,0.68,0.86,0,0,0,40.69,0,118.06,0,20.01,0,0,25.34,0,0,0,32.32,0,0,0,0,0,0,0,0,27.11,0,0,0,0,0,0,113.99,0,0,88.3,119.33,0,24.72,0,0,0,0,0,0

