Block,Time,SEWA2,SINGRAULI,TANAKPUR,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI2,UNCHAHAR3,TEHRI,SINGRAULI_HYDRO,URI,SALAL,RAPPB,RAPPC,RIHAND2,RIHAND3,BSIUL,CHAMERA1,CHAMERA3,DADRT2,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NJPC,CHAMERA2,NAPP,RIHAND1,KISHANGANGA,PARBATI3,RAMPUR,DHAULIGNGA,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,NNTPP,NTPL,RSTPSU1TO6,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,KUDGI,MAPS,NLCEXP,NLCIIST1,NLCIIST2,NLCTS2EXP,RSTPSU7,VALLURNTECL,SIMHST1,SIMHST2,TALST2,BRBCL,FSTPP I & II,TALA,KHSTPP-II,KHSTPP-I,SASAN
1,00:00-00:15,15.804048,139.3125,12.6819,0,19.985,42.392196,0,32.41932,26.39091,66.528,0.97563,46.92,85.988,0,50.8869,118.125,92.337,6.5538,42.66,29.062808,686.772522,49.436556,653.1525,0,36.482,152.9405,39.51012,39.516,92,0,3.5644,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,41.648,21.92,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

2,00:15-00:30,15.804048,139.3125,12.6819,0,19.985,42.392196,0,32.41932,26.39091,66.528,0.97563,46.92,85.988,0,50.8869,118.125,92.337,6.5538,42.66,29.062808,686.772522,49.436556,653.1525,0,36.482,152.9405,39.51012,39.516,92,0,3.5644,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,41.648,21.92,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

3,00:30-00:45,15.804048,139.3125,12.6819,0,19.985,42.392196,0,31.6122,26.39091,66.528,0.97563,46.92,85.988,0,50.8869,118.125,92.337,6.5538,42.66,29.062808,686.772522,49.436556,653.1525,0,36.482,152.9405,39.51012,39.516,92,0,3.5644,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,41.648,21.92,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

4,00:45-01:00,15.804048,139.3125,12.6819,0,19.985,42.392196,0,31.6122,26.39091,66.528,0.97563,46.92,85.988,0,50.8869,118.125,92.337,6.5538,42.66,29.062808,686.772522,49.436556,653.1525,0,36.482,152.9405,39.51012,39.516,92,0,3.5644,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,41.648,21.92,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

5,01:00-01:15,15.804048,139.3125,12.6819,0,19.985,42.392196,0,31.6122,26.39091,66.528,0.97563,46.92,85.988,0,50.8869,118.125,92.337,6.5538,42.66,29.062808,686.772522,49.436556,653.1525,0,36.482,152.9405,39.51012,39.516,92,0,3.5644,0,36.5917,0,42,0,0,0,65.16,0,2.172,0,41.648,21.92,0,0,0,0,0,0,0,0,140.63,0,0,0,0,0,0,0,0,0,0,15.00135,14.253199,26.46,147.515625,32.171,345.375

