Time,Block,NR/2023/15402/F,NR/2023/12053/A,NR/2023/12052/A,WR/2023/18544/C,NR/2023/15057/F,NR/2023/14745/A,NR/2023/12591/A,NR/2023/16565/C,NR/2023/13635/A,NR/2023/12592/A,NR/2023/14895/A,ER/2023/10334/C,NR/2023/12422/A,NR/2023/16531/D,NR/2023/16563/C,NR/2023/16562/C,NR/2023/14746/A,NR/2023/15309/F,NR/2023/16554/D,NR/2023/16564/C,NR/2023/12347/A,NR/2023/12431/A,NR/2023/16574/C,NR/2023/14898/A,NR/2023/12168/A,NR/2023/12167/A,NR/2023/13862/A,NR/2023/16190/F,NR/2023/16552/D,NR/2023/14737/A,NR/2023/12148/A,NR/2023/16561/C,Total
,,SJVNL,KEIPL,KEIPL,HPXL,ITCLH,APPCPL,NVVNL,HPXL,NVVNL,NVVNL,MANIKARAN,HPXL,APPCPL,IEXL,IEXL,TPDDL,APPCPL,IEXL,KEIPL,IEXL,STATKRAFT,TPTCL,HPXL,MANIKARAN,APPCPL,APPCPL,MANIKARAN,NVVNL,NVVNL,NVVNL,GMRETL,GBHHPL,Total

,,UTTAR PRADESH,MEGHALAYA,MEGHALAYA,DELHI,ANDHRA PRADESH,GOA,NA,NA,NA,NA,HIMACHAL PRADESH,DELHI,HIMACHAL PRADESH,TAMIL NADU,TAMIL NADU,HIMACHAL PRADESH,HIMACHAL PRADESH,JAMMU AND KASHMIR,ODISHA,NA,TAMIL NADU,NA,NA,HIMACHAL PRADESH,UTTARAKHAND,MEGHALAYA,TAMIL NADU,NA,NA,NA,MEGHALAYA,HIMACHAL PRADESH,
,,BCMLB001,Meghalaya_Ben,Meghalaya_Ben,BYPL,ITCWIND,GOA_Beneficiary,JPNIGRIE_JNSTPP,HIRIYUR_OSTROKANNADA,KAMENG,JPNIGRIE_JNSTPP,HP,BYPL,HP,OPGPGPLU4TN,OPGPGPLU4TN,CHANJUII,HP,SAPU1234,MAITHAN_ISPAT,SCLTPS,TANGEDCO,JPL-2,Teesta_III,HP,UTTARAKHAND,Meghalaya_Ben,TANGEDCO,KAMENG,SOLAPUR_SOLAR,SKS Raigarh,Meghalaya_Ben,GBHHPL,
,,DELHI,DELHI,DELHI,BALCO_WR,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,ODISHA,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,DELHI,
,,NDMC,BYPL,BYPL,BALCO_LOAD,ITCLH,BRPL,BRPL,BRPL,BRPL,BRPL,BRPL,VLSEZ,BYPL,BRPL,BRPL,TPDDL,BRPL,MES (Delhi),BYPL,BRPL,BYPL,BRPL,BRPL,BRPL,BYPL,BYPL,BRPL,TPDDL,MES (Delhi),NDMC,BYPL,DIAPL,
,,North-North,North East-East-North,North East-East-North,North-West,South-West-North,West-North,West-North,South-East-North,North East-East-North,West-North,North-North,North-East,North-North,South-East-North,South-East-North,North-North,North-North,North-North,East-North,North-North,South-West-North,West-North,East-North,North-North,North-North,North East-East-North,South-East-North,North East-East-North,West-North,West-North,North East-East-North,North-North,
1,00:00-00:15,0.000000,36.500000,63.120000,0.000000,0.870000,24.180000,50.060000,48.91,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1475

2,00:15-00:30,0.000000,36.500000,63.120000,0.000000,0.870000,24.180000,50.060000,48.91,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1475

3,00:30-00:45,0.000000,36.500000,63.120000,0.000000,0.870000,24.180000,50.060000,48.91,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1475

4,00:45-01:00,0.000000,36.500000,63.120000,0.000000,0.870000,24.180000,50.060000,47.93,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1474.02

5,01:00-01:15,0.000000,36.500000,63.120000,0.000000,0.680000,24.180000,50.060000,46.95,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1472.85

6,01:15-01:30,0.000000,36.500000,63.120000,0.000000,0.680000,24.180000,50.060000,45.98,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1471.88

7,01:30-01:45,0.000000,36.500000,63.120000,0.000000,0.680000,24.180000,50.060000,45,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1470.9

8,01:45-02:00,0.000000,36.500000,63.120000,0.000000,0.680000,24.180000,50.060000,44.02,23.850000,100.120000,95.760000,0.000000,38.010000,72.550000,72.550000,13.020000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1469.92

9,02:00-02:15,0.000000,36.500000,63.120000,50.000000,0.580000,24.180000,50.060000,34.24,23.850000,100.120000,95.760000,40.000000,38.010000,72.550000,72.550000,12.930000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1549.95

10,02:15-02:30,0.000000,36.500000,63.120000,50.000000,0.580000,24.180000,50.060000,33.26,23.850000,100.120000,95.760000,40.000000,38.010000,72.550000,72.550000,12.930000,88.700000,4.840000,0.000000,0.000000,98.660000,125.110000,72.550000,77.380000,46.430000,24.180000,23.150000,184.340000,0,62.870000,22.250000,5.040000,1548.97

