Block,Time Block,DHAULIGNGA,DULHASTI,FSTPP I & II,BRBCL,CHAMERA1,BSIUL,CHAMERA2,DADRT2,CHAMERA3,KGSU1AND2,JHAJJAR,KGSU3AND4,KHSTPP-I,KKNP,KISHANGANGA,KHSTPP-II,KOLDAM,KOTESHWR,KKNPPU2,KUDGI,MAPS,NJPC,NAPP,NLCTS2EXP,NLCEXP,NLCIIST1,NLCIIST2,NNTPP,PARBATI3,NTPL,RAPPB,RAPPC,RIHAND1,RAMPUR,RIHAND2,RIHAND3,RSTPSU7,SASAN,RSTPSU1TO6,SALAL,SIMHST2,SIMHST1,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TALST2,TANAKPUR,TALA,TANDA2,TelanganaSTPP,TEHRI,UNCHAHAR1,UNCHAHAR3,UNCHAHAR2,VALLURNTECL,URI,URI2,UNCHAHAR4,AURY_CRF,ANTA_LF,ANTA_CRF,ANTA_RF,ANTA_GF,AURY_RF,DADRI_LF,AURY_LF,DADRI_GF,AURY_GF,DADRI_CRF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
62,15:15-15:30,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,28.11,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

63,15:30-15:45,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

64,15:45-16:00,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,1.07,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

65,16:00-16:15,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

66,16:15-16:30,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,78.44,0,8.53,0,0,0,22.49,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

67,16:30-16:45,0,0,11.09,19.23,0,0,0,360.73,0,0,229.88,0,18.41,0,0,94.9,0,8.53,0,0,0,40.97,42.11,0,0,0,0,0,0,0,0,51.25,60.9,0,91.93,119.56,0,346.18,0,1.35,0,0,0,90.94,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

68,16:45-17:00,0,0,12.95,19.23,0,0,0,360.73,0,0,229.88,0,21.53,0,0,94.9,0,8.53,0,0,0,44.71,42.11,0,0,0,0,0,0,0,0,51.25,80.58,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

69,17:00-17:15,7.62,15.85,12.95,19.23,0,0,0,360.73,0,0,229.88,0,32.4,0,0,131.78,0,17.07,0,0,0,67.48,42.11,0,0,0,0,0,0,0,0,51.25,84.43,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

70,17:15-17:30,16.89,31.69,15.92,19.23,12.73,2.12,3.6,360.73,9.31,0,229.88,0,32.4,0,0,142.61,0,25.6,0,0,0,89.97,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,43.98,5.98,14.26,22.49,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,26.36,31.69,18.12,19.23,23.16,12.54,25.33,428.05,18.64,0,251.63,0,30.36,0,0,142.61,0,37.55,0,0,0,112.46,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,7.6,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,26.36,31.69,18.3,19.23,23.16,12.54,25.33,495.36,18.64,0,297.79,0,30.36,0,0,142.61,0,37.55,0,0,0,112.46,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,346.18,0,1.35,0,0,7.6,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,26.36,31.69,18.3,19.23,23.16,12.54,37.99,615.19,18.64,0,352.64,0,30.36,0,0,142.61,0,37.55,0,0,0,112.46,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,326.7,0,1.35,0,0,7.6,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,26.36,31.69,18.3,19.23,12.73,12.54,37.99,656.57,18.64,0,413.95,0,30.36,0,0,142.61,0,37.55,0,0,0,112.46,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,307.23,0,1.35,0,0,7.6,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,0.63,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,17.13,31.69,18.3,19.23,0,12.54,37.99,656.57,18.64,0,417.96,0,30.36,0,0,142.61,0,37.55,0,0,0,112.46,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,296.41,0,1.35,0,0,7.6,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,8.76,31.69,18.3,19.23,0,12.54,37.99,656.57,18.64,0,417.96,0,30.36,0,0,142.61,0,37.55,0,0,0,89.97,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,285.6,0,1.35,0,0,0,100.15,0.35,0,0,0,0,0,58.4,9.89,25.39,40.76,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,0,15.85,18.3,19.23,0,2.12,2.56,656.57,9.31,0,417.96,0,30.91,0,0,142.61,0,37.55,0,0,0,67.48,42.11,0,0,0,0,0,3.67,0,0,51.25,88.47,0,114.2,119.56,0,274.78,0,4.47,0,0,0,100.15,0.35,0,0,0,0,0,58.4,8.52,25.39,40.76,0,25.47,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,0,0,18.3,19.23,0,0,0,656.57,9.31,0,417.96,0,30.93,0,0,142.61,0,37.55,0,0,0,39.06,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,263.96,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,58.4,8.52,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,0,0,18.3,19.23,0,0,0,656.91,9.31,0,417.96,0,30.93,0,0,142.61,0,37.55,0,0,0,18.21,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,253.14,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,0,0,18.3,19.23,0,0,0,656.91,9.31,0,417.96,0,30.93,0,0,142.61,0,37.55,0,0,0,0,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,240.16,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,0,0,18.3,19.23,0,0,0,597.19,9.31,0,417.96,0,30.93,0,0,142.61,0,37.55,0,0,0,0,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,0,0,18.3,19.23,0,0,0,475.52,0,0,384.33,0,30.93,0,0,142.61,0,37.55,0,0,0,0,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,25.39,40.76,0,25.47,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,0,0,15.92,19.23,0,0,0,360.73,0,0,326.64,0,30.93,0,0,142.61,0,18.96,0,0,0,0,42.11,0,0,0,0,0,15.9,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,26.82,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,21.88,35.14,0,3.18,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,30.93,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,3.43,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,4.47,0,0,0,100.15,0.35,0,0,0,0,0,43.98,8.52,21.88,35.14,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,30.93,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,43.98,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,30.93,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0.35,0,1.97,0,0,0,43.98,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,30.93,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,14.72,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,30.93,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,14.72,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,26.5,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,14.72,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,0,0,15.92,19.23,0,0,0,360.73,0,0,232.01,0,26.5,0,0,142.61,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,8.52,21.88,35.14,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,0,0,14.06,19.23,0,0,0,360.73,0,0,232.01,0,26.5,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,7.92,19.27,30.55,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,0,0,14.06,19.23,0,0,0,360.73,0,0,232.01,0,23.42,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,7.92,19.27,30.55,0,7.43,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,0,0,12.95,19.23,0,0,0,360.73,0,0,230.98,0,27.51,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,5.98,14.26,22.49,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,0,0,12.95,19.23,0,0,0,360.73,0,0,230.98,0,27.51,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,5.98,14.26,22.49,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,0,0,11.09,19.23,0,0,0,360.73,0,0,230.98,0,27.51,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,5.98,14.26,22.49,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,0,0,11.09,19.23,0,0,0,360.73,0,0,230.98,0,27.51,0,0,122.91,0,8.53,0,0,0,0,42.11,0,0,0,0,0,0,0,0,51.25,88.47,0,114.2,119.56,0,227.18,0,1.35,0,0,0,100.15,0,0,1.97,0,0,0,0,5.98,14.26,22.49,0,3.18,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

