Column1,Time,GNA/NR/2025/04/01/8964,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,NR/26072023/31072042/L_NR_2023_07,GNARE/SR/2025/01/13/4532,NR/22102023/11042047/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,GNARE/NR/2024/12/20/3668,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/WR/2025/04/01/4420,NR/30092023/26122029/SH-06,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/04/01/8510,NR/01102023/06022042/L_NR_2012_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,GNA/SR/2025/04/01/2597,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/04/01/6490,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/04/01/8456,GNA/NR/2025/04/01/1831,GNA/NR/2025/04/01/7960,GNA/NR/2025/04/01/9334,GNA/NR/2025/04/01/5285,GNA/NR/2025/04/01/7459,GNA/NR/2025/04/01/1333,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,GNA/NR/2025/04/01/4565,GNA/NR/2025/04/01/6216
69,17:00-17:15,0,39.67,28,35,16,19.19,76.67,76.66,67,9.2,32,35,48.9,36,16,105,16,32.34,35.11,33,95.97,26.25,50,26.95,3.38,26.95,46.2,4.03,110.69,5.21,5.21,5.21,0,231,9.62,6.63,100.27,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

70,17:15-17:30,0,39,21,34.67,12,15.33,76.67,76.66,49,8.6,23,34.67,41.2,29,12,103.99,7,20.27,26.3,28.89,76.62,26.75,50,26.95,3.38,26.95,46.2,4.03,110.69,4.35,4.35,4.35,0,231,9.62,6.63,100.27,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

71,17:30-17:45,0,38.33,15,35,7,11.57,76.67,76.66,35,8.2,17,35,32.72,20,8,105,1,13.6,18.01,17.78,57.83,27.26,50,26.95,3.38,26.95,46.2,4.03,110.69,3.27,3.27,3.27,0,231,9.62,6.63,94.12,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

72,17:45-18:00,0,38.33,9,35,5,8.02,76.67,76.66,21,7.6,10,35,23.65,13,5,105,0,6.5,10.98,8.69,40.1,27.26,50,26.95,3.38,26.95,56.7,4.03,145.03,2.29,2.29,2.29,0,272.15,9.62,6.63,94.12,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.26,2.95,70.19,48.12,9.62

73,18:00-18:15,0,38.33,4,35,5,5.4,83.33,83.34,11,11.21,5,35,16.41,8,3,105,0,0,6,0,27,27.25,50,29.5,3.53,26.41,68.9,3.88,200.56,1.49,1.49,1.49,0,272.15,9.62,6.81,94.12,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.41,3.11,66.04,48.12,9.62

74,18:15-18:30,0,38,3,35,3,3.32,83.33,83.34,6,11.01,3,35,10.4,5,1,105,0,0,2.05,0,16.61,28.26,50,29.5,3.53,26.41,68.9,2.41,200.56,0.96,0.96,0.96,0,272.15,9.62,6.81,94.12,3.25,1.92,25.99,2.89,2.89,9.62,2.89,3.41,3.11,66.04,48.12,9.62

75,18:30-18:45,0,36.67,0,35,1,1.87,82.67,82.66,1,10.2,1,35,5.77,2,1,105,0,0,0,0,9.37,27.76,50,29.5,3.38,26.41,68.9,2.41,200.56,0,0,0,0,272.15,9.62,6.81,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.8,3.11,66.04,48.12,9.62

76,18:45-19:00,0,36,0,34.83,1,0.59,81.67,81.66,0,9.8,0,34.83,2.81,1,0,104.51,0,0,0,0,2.93,28.26,50,29.5,3.38,26.41,86.82,2.41,260.45,0,0,0,0,272.15,9.62,6.81,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.8,3.11,74.53,48.12,9.62

77,19:00-19:15,0,35,0,34.5,0,0,80,80,0,9,0,34.5,0,0,0,103.5,0,0,0,0,0.01,28.77,50,29.5,3.38,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.91,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,3.11,83.02,48.12,9.62

78,19:15-19:30,0,33.33,0,34,0,0,78.33,78.34,0,8.4,0,34,0,0,0,102,0,0,0,0,0,28.77,50,29.5,3.38,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.91,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,3.11,115.09,48.12,9.62

79,19:30-19:45,0,32.67,0,33,0,0,76.67,76.66,0,7.6,0,33,0,0,0,99,0,0,0,0,0,28.77,50,29.5,3.38,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.91,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,3.11,115.09,48.12,9.62

80,19:45-20:00,0,31.67,0,32.67,0,0,75,75,0,7,0,32.67,0,0,0,97.99,0,0,0,0,0,28.77,50,29.5,3.38,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,6.91,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,3.11,115.09,48.12,9.62

81,20:00-20:15,0,31,0,27,0,0,63.33,63.33,0,7,0,27,0,0,0,81,0,0,0,0,0,29.78,50,29.5,3.22,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.09,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.95,115.09,48.12,9.62

82,20:15-20:30,0,29.33,0,26.33,0,0,64,64,0,7,0,26.33,0,0,0,79.01,0,0,0,0,0,29.78,50,29.5,3.22,26.41,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.09,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.95,115.09,48.12,9.62

83,20:30-20:45,0,26.67,0,25.5,0,0,60,60,0,7,0,25.5,0,0,0,76.5,0,0,0,0,0,29.78,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.09,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.95,115.09,48.12,9.62

84,20:45-21:00,0,26,0,24.5,0,0,61.67,61.66,0,7,0,24.5,0,0,0,73.5,0,0,0,0,0,29.78,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.09,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.7,2.95,115.09,48.12,9.62

85,21:00-21:15,0,25.67,0,23.67,0,0,61.67,61.66,0,7,0,23.67,0,0,0,70.99,0,0,0,0,0,29.27,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

86,21:15-21:30,0,24,0,22.83,0,0,61.67,61.66,0,7,0,22.83,0,0,0,68.51,0,0,0,0,0,29.27,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

87,21:30-21:45,0,18.33,0,23.17,0,0,61.67,61.66,0,7,0,23.17,0,0,0,69.49,0,0,0,0,0,28.77,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

88,21:45-22:00,0,18.33,0,23.5,0,0,62.33,62.34,0,7,0,23.5,0,0,0,70.5,0,0,0,0,0,28.77,50,26.94,3.22,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

89,22:00-22:15,0,18.33,0,23.83,0,0,62.33,62.34,0,7,0,23.83,0,0,0,71.51,0,0,0,0,0,29.78,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

90,22:15-22:30,0,17.67,0,25.17,0,0,62.33,62.34,0,7,0,25.17,0,0,0,75.49,0,0,0,0,0,29.27,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

91,22:30-22:45,0,17.67,0,26.17,0,0,63,63,0,7,0,26.17,0,0,0,78.49,0,0,0,0,0,28.77,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

92,22:45-23:00,0,18,0,26.83,0,0,63,63,0,7,0,26.83,0,0,0,80.51,0,0,0,0,0,28.77,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

93,23:00-23:15,0,18.33,0,27.5,0,0,64.67,64.66,0,7,0,27.5,0,0,0,82.5,0,0,0,0,0,29.27,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

94,23:15-23:30,0,18.67,0,28,0,0,66.33,66.34,0,7,0,28,0,0,0,84,0,0,0,0,0,29.27,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

95,23:30-23:45,0,19.33,0,28.67,0,0,67,67,0,7,0,28.67,0,0,0,85.99,0,0,0,0,0,28.77,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

96,23:45-24:00,0,20,0,29.33,0,0,68.33,68.34,0,7,0,29.33,0,0,0,88.01,0,0,0,0,0,28.77,50,26.94,3.07,26.93,86.82,7.68,260.45,0,0,0,0,272.15,9.62,7.28,94.12,6.74,1.92,25.99,2.89,2.89,9.62,2.89,2.57,2.95,115.09,48.12,9.62

