Block,Time Block,BRBCL,BSIUL,CHAMERA1,CHAMERA3,CHAMERA2,DHAULIGNGA,DADRT2,KGSU1AND2,DULHASTI,KGSU3AND4,KHSTPP-II,KKNP,KKNPPU2,KISHANGANGA,JHAJJAR,KOLDAM,KHSTPP-I,FSTPP I & II,KUDGI,KOTESHWR,NLCEXP,MAPS,NJPC,NLCIIST1,NLCIIST2,NAPP,RSTPSU7,NNTPP,SALAL,NTPL,RIHAND3,PARBATI3,RAPPB,RIHAND2,SIMHST1,SASAN,RIHAND1,RAMPUR,RSTPSU1TO6,SEWA2,NLCTS2EXP,RAPPC,SIMHST2,TALST2,SINGRAULI,TANAKPUR,TALA,TANDA2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR3,ANTA_LF,ANTA_GF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,DADRI_CRF,AURY_GF,AURY_RF,AURY_CRF,DADRI_LF,DADRI_RF,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
55,13:30-13:45,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

56,13:45-14:00,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,17.04,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

57,14:00-14:15,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,32.43,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

58,14:15-14:30,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,32.43,11.77,0,0,23.45,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

59,14:30-14:45,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,32.43,11.77,0,0,25.58,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

60,14:45-15:00,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,98.56,0,0,2.77,110.69,5.15,31.68,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,44.59,32.43,11.77,0,0,25.58,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

61,15:00-15:15,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,44.59,32.43,11.99,0,0,25.58,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

62,15:15-15:30,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,10.29,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,32.43,11.99,0,0,25.58,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

63,15:30-15:45,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,3.79,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,32.43,11.99,0,0,26.29,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

64,15:45-16:00,19.22996433,6.27,40.54,30.85,42.53,38.85,363.66,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,3.79,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,11.33,10.46,0,0.43,0,23.23,37.16,33.8,11.99,0,0,26.29,14.87,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

65,16:00-16:15,19.22996433,6.27,40.54,30.85,42.53,38.85,418.04,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,3.79,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,2.46,10.46,0,0.43,0,27.81,37.16,51.12,14.91,0,0,26.29,17.66,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

66,16:15-16:30,19.22996433,6.27,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,3.79,0,117.05,0,391.5987,32.15,3.4,0,16.7,0,58.21,0,0,89.9,2.46,10.46,0,0.43,0,30.56,44.59,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

67,16:30-16:45,19.22996433,6.27,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,36.11,3.4,0,16.7,0,58.21,0,0,89.9,3.7,8.91,0,0.43,0,30.56,44.59,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

68,16:45-17:00,19.22996433,6.27,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,39.42,3.4,0,16.7,0,58.21,0,0,89.9,11.33,8.91,0,0.43,0,30.56,37.16,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0

69,17:00-17:15,19.22996433,12.54,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,39.57,3.4,0,16.7,0,58.21,0,0,89.9,11.33,8.91,0,0.43,0,30.56,37.16,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0

70,17:15-17:30,19.22996433,12.54,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,73.75,0,122.71,16.89,0,117.05,0,391.5987,39.57,3.4,0,16.7,0,58.21,0,0,89.9,11.33,7.91,0,0.43,0,30.56,37.16,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

71,17:30-17:45,19.22996433,12.54,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,18.58,0,0,160.7,0,0,43.37,0,0,72.63,0,122.71,3.79,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,11.33,7.91,0,0.43,0,30.56,25.48,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

72,17:45-18:00,19.22996433,12.54,40.54,30.85,42.53,38.85,429.05,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,27.87,0,0,160.7,0,0,43.37,0,0,72.63,0,122.71,3.79,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,11.33,7.91,0,0.43,0,30.56,25.48,68.16,14.91,0,0,26.29,19.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

73,18:00-18:15,19.22996433,12.54,40.54,30.85,42.53,38.85,425.7,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,27.87,0,0,160.7,0,0,43.37,0,0,72.63,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.37,7.75,0,0.43,0,30.34,21.23,68.16,14.8,0,0,26.29,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

74,18:15-18:30,19.22996433,12.54,40.54,30.85,42.53,38.85,444.37,0,35.39,0,113.58,0,0,2.77,110.69,5.15,36.74,11.86,0,27.87,0,0,160.7,0,0,43.37,0,0,72.63,0,122.71,35.14,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.37,7.75,0,0.43,0,30.34,21.23,68.16,14.8,0,0,26.29,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

75,18:30-18:45,19.22996433,12.54,40.54,30.85,42.53,38.85,502.63,0,35.39,0,129.13,0,0,2.77,202.11,5.15,42.61,11.86,0,37.16,0,0,160.7,0,0,43.37,0,0,72.63,0,122.71,51.35,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.61,7.46,0,0.43,0,30.34,21.23,68.16,14.8,0,0,26.29,19.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

76,18:45-19:00,19.22996433,19.44,40.54,32.45,43.9,39.83,557.14,0,35.39,0,129.13,0,0,2.77,298.61,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,51.35,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,7.46,0,0.43,0,35.058,21.23,68.16,16.93,0,0,25.58,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

77,19:00-19:15,19.22996433,19.44,40.54,32.45,43.9,39.83,585.62,0,35.39,0,129.13,0,0,2.77,359,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,51.35,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,7.46,0,0.43,0,35.058,21.23,68.16,17.26,0,0,25.58,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

78,19:15-19:30,19.22996433,19.44,40.54,32.45,43.9,39.83,585.62,0,35.39,0,129.13,0,0,2.77,359,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,51.35,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,7.46,0,0.43,0,35.058,21.23,68.16,17.26,0,0,25.58,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

79,19:30-19:45,19.22996433,19.44,40.54,32.45,43.9,39.83,585.62,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,35.14,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,7.75,0,0.43,0,39.554,33.98,68.16,19.41,0,0,23.45,24.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

80,19:45-20:00,19.22996433,19.44,40.54,32.45,43.9,39.83,585.62,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,6.76,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,7.75,0,0.43,0,39.554,33.98,68.16,19.41,0,0,23.45,24.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,19.22996433,19.44,40.54,32.45,43.9,39.83,642.98,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,6.76,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,8.03,0,0.43,0,39.554,36.09,68.16,19.41,0,0,23.45,24.79,0,0,0,20.47,0,0,0,0,37.48,0,0,41.51,0,0,0,0,0

82,20:15-20:30,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,72.63,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,8.31,0,0.43,0,39.554,36.09,68.16,19.41,0,0,23.45,24.79,0,0,0,27.87,0,0,0,0,37.48,0,0,5.93,0,0,0,0,0

83,20:30-20:45,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,8.6,0,0.43,0,39.554,36.09,68.16,19.41,0,0,23.45,24.79,0,0,0,27.87,0,0,0,0,37.48,0,0,0,0,0,0,0,0

84,20:45-21:00,19.22996433,6.27,40.54,30.85,42.53,38.85,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.61,8.88,0,0.43,0,39.554,36.09,68.16,19.41,0,0,23.45,24.79,0,0,0,27.87,0,0,0,0,37.48,0,0,0,0,0,0,0,0

85,21:00-21:15,19.22996433,19.44,40.54,30.85,42.53,38.85,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.61,9.17,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

86,21:15-21:30,19.22996433,19.44,40.54,30.85,42.53,38.85,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.61,9.17,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

87,21:30-21:45,19.22996433,19.44,40.54,30.85,42.53,38.85,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.61,9.17,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

88,21:45-22:00,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,9.39,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

89,22:00-22:15,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,70.41,0,122.71,32.44,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,10.09,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

90,22:15-22:30,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,70.41,0,122.71,32.44,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,10.09,0,0.43,0,39.554,37.16,68.16,19.41,0,0,23.45,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

91,22:30-22:45,19.22996433,19.44,40.54,32.45,43.9,39.83,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,40.88,0,0,162.2,0,0,43.37,0,0,70.41,0,122.71,32.44,0,117.05,0,392.4021,39.57,3.48,0,16.7,0,58.21,0,0,89.9,10.22,10.09,0,0.43,0,34.81,37.16,68.16,19.41,0,0,25.58,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

92,22:45-23:00,19.22996433,12.54,40.54,30.85,42.53,38.85,656.96,0,35.39,0,129.13,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,32.44,0,117.05,0,392.4021,39.57,3.4,0,16.7,0,58.21,0,0,89.9,9.37,10.38,0,0.43,0,34.81,37.16,68.16,19.41,0,0,25.58,24.79,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

93,23:00-23:15,19.22996433,18.81,40.54,30.85,42.53,38.85,656.96,0,35.39,0,131.14,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,40.56,3.4,0,16.7,0,58.21,0,0,89.9,9.37,10.38,0,0.43,0,33.77,32.92,68.16,17.07,0,0,19.89,24.82,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

94,23:15-23:30,19.22996433,18.81,40.54,30.85,42.53,38.85,656.96,0,35.39,0,131.15,0,0,2.77,388.21,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,40.56,3.4,0,16.7,0,58.21,0,0,89.9,9.37,10.38,0,0.43,0,33.77,32.92,68.16,14.27,0,0,19.89,24.82,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

95,23:30-23:45,19.22996433,18.81,40.54,30.85,42.53,38.85,587.23,0,35.39,0,131.15,0,0,2.77,360.75,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,40.56,3.4,0,16.7,0,58.21,0,0,89.9,9.37,10.38,0,0.43,0,33.77,37.16,68.16,14,0,0,19.89,24.82,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

96,23:45-24:00,19.22996433,18.81,40.54,30.85,42.53,38.85,528.29,0,35.39,0,131.15,0,0,2.77,360.75,5.15,42.61,13.75,0,37.16,0,0,160.7,0,0,43.37,0,0,70.41,0,122.71,20.27,0,117.05,0,392.4021,40.56,3.4,0,16.7,0,58.21,0,0,89.9,9.37,10.38,0,0.43,0,33.77,37.16,68.16,14,0,0,19.89,24.82,0,0,0,28.43,0,0,0,0,37.48,0,0,0,0,0,0,0,0

