Block,Time,NR/16022024/29022024/HP-38,NR/01022024/29022024/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/01022024/29022024/79,NR/20122023/29022024/IEX_LDC_231218_00501,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05714,NR/19022024/29022024/NVVN/OA/16907,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/20122023/29022024/IEX_LDC_231218_00502,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01022024/29022024/HPX-GTAMLDCRA-141223-05420,NR/16022024/29022024/HP-45,NR/16022024/29022024/HP-40,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01102023/22052037/LT-59,NR/01012024/31032024/ ChanjuII,NR/01102023/05012040/L_NR_2020_02,NR/01022024/29022024/HPX-GTAMLDCRA-141223-05406,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/16022024/29022024/HP-36,NR/19022024/19022024/DD20240219NR22875,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05718,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01022024/29022024/HPX-GTAMLDCRA-090124-05713,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,SR/14022024/29022024/SJVN140224NR1518,WR/01102023/01102023/L_NR_2020_06,NR/01022024/29022024/SJVN010224NR1468,NR/01022024/29022024/SJVN010224NR1469,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10
50,12:15-12:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,51.670000,11.560000,0.000000,6.740000,0.000000,39.110000,47.210000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,164.760000,0.000000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,16.430000,18.310000,82,32.5,7.01,46.33,0,117.5,231.67,39.17,32.5,0,91,0,39.16,0,0,36.66,193,48,91.97,45,83.33,155.297222,32.5,83.33

51,12:30-12:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,51.670000,11.560000,0.000000,6.740000,0.000000,39.110000,49.290000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,164.760000,0.000000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,16.430000,18.310000,80,32.5,7.01,46.33,0,117.5,231.67,39.17,32.5,0,89,0,39.16,0,0,36.66,186,48.5,91.98,44,83.33,155.462836,32.5,83.33

52,12:45-13:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,164.760000,0.000000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,16.430000,18.310000,80,32.5,7.21,46.33,0,117.5,231.67,39.17,32.5,0,89,0,39.16,0,0,36.66,186,48.5,91.99,44,83.33,154.80038,32.5,83.33

53,13:00-13:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,116.580000,0.000000,0.000000,6.740000,0.990000,25.930000,53.960000,0.000000,16.430000,18.310000,77,32.5,7.21,46.33,0,117.5,231.67,39.17,32.5,0,85,0,39.16,0,0,36.66,179,46.5,91.98,43,83.33,153.494952,32.5,83.33

54,13:15-13:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,212.930000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,0.990000,25.930000,53.960000,0.000000,16.430000,18.310000,78,32.5,7.61,46.33,0,117.5,231.67,39.17,32.5,0,87,0,39.16,0,0,36.66,182,46.5,91.98,43,83.33,151.858296,32.5,83.33

55,13:30-13:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,16.840000,16.430000,0.660000,1.660000,1.390000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,0.990000,25.930000,53.960000,0.000000,16.430000,18.310000,76,32.5,7.41,46.33,0,117.5,231.67,39.17,32.5,0,87,0,39.16,0,0,36.66,179,47.3,91.98,43,83.33,149.78325,32.5,83.33

56,13:45-14:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,16.560000,16.160000,0.660000,1.660000,1.390000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,0.990000,25.930000,53.960000,0.000000,16.160000,18.310000,76,32.5,7.21,46.33,0,117.5,231.67,39.17,32.5,0,87,0,39.16,0,0,36.66,179,47.3,91.98,43,83.33,146.587874,32.5,83.33

57,14:00-14:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,14.930000,14.560000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,14.560000,18.310000,78,32.5,7.21,46.33,0,117.5,231.67,39.17,32.5,0,87,0,39.16,0,0,36.66,182,46,91.96,43,83.33,142.759268,32.5,83.33

58,14:15-14:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,14.930000,14.560000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,14.560000,18.310000,79,32.5,7.74,46.33,0,117.5,231.67,39.17,32.5,0,88,0,39.16,0,0,36.66,186,45,91.98,44,83.33,138.005172,32.5,83.33

59,14:30-14:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,14.270000,13.910000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,13.910000,18.310000,79,32.5,9.08,46.33,0,117.5,231.67,39.17,32.5,0,88,0,39.16,0,0,36.66,186,44,91.27,44,83.33,132.617846,32.5,83.33

60,14:45-15:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,13.480000,13.150000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,13.150000,18.310000,76,32.5,9.74,46.33,0,117.5,231.67,39.17,32.5,0,85,0,39.16,0,0,36.66,179,42,87.99,43,83.33,125.905608,32.5,83.33

61,15:00-15:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,12.340000,12.040000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,12.040000,18.310000,73,32.5,11.74,45,0,117.5,225,39.17,32.5,0,81,0,39.16,0,0,36.66,172,40,77.99,41,83.33,117.810006,32.5,83.33

62,15:15-15:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,11.200000,10.930000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,10.930000,18.310000,69,32.5,12.73,43.33,0,117.5,216.67,39.17,32.5,0,75,0,39.16,0,0,36.66,161,38.22,73.44,37,83.33,109.06169,32.5,83.33

63,15:30-15:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,8.860000,8.640000,0.660000,1.660000,1.440000,4.820000,25.930000,111.770000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,8.640000,18.310000,61,32.5,14.54,38.43,0,117.5,192.17,39.17,32.5,0,67,0,39.16,0,0,36.66,144,33.67,63.67,33,83.33,99.144334,32.5,83.33

64,15:45-16:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,33.720000,11.560000,0.000000,6.740000,0.000000,39.110000,35.130000,8.050000,7.850000,0.660000,1.660000,1.440000,4.820000,25.930000,159.940000,0.000000,0.000000,6.740000,1.030000,25.930000,53.960000,0.000000,7.850000,18.310000,55,32.5,14.83,35.3,0,117.5,176.5,39.17,32.5,0,60,0,39.16,0,0,36.66,130,31,59.04,30,83.33,88.45736,32.5,83.33

65,16:00-16:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,51.670000,11.560000,21.200000,6.740000,0.000000,39.110000,35.130000,7.120000,6.950000,0.660000,1.660000,1.440000,4.820000,25.930000,164.760000,0.000000,0.000000,6.740000,1.070000,25.930000,53.960000,0.000000,6.950000,18.310000,48,32.5,14.27,31.4,0,97.82,156.98,32.61,32.5,0,53,0,32.61,0,0,36.66,112,27.88,53.34,27,83.33,77.30277,32.5,83.33

66,16:15-16:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,51.670000,11.560000,21.200000,6.740000,0.000000,39.110000,35.130000,6.520000,6.370000,0.660000,1.660000,1.440000,4.820000,25.930000,193.660000,0.000000,0.000000,6.740000,1.070000,25.930000,53.960000,0.000000,6.370000,18.310000,40,32.5,14.42,27.74,0,95.82,138.68,31.94,32.5,0,47,0,31.95,0,0,36.64,95,24.48,47.07,23,83.33,65.690306,32.5,83.33

67,16:30-16:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,51.670000,11.560000,22.160000,6.740000,0.000000,39.110000,35.130000,5.560000,5.420000,0.660000,1.660000,1.440000,4.820000,25.930000,224.720000,0.000000,0.000000,6.740000,1.070000,25.930000,53.960000,0.000000,5.420000,18.310000,34,33,14.6,23.95,0,106,119.75,35.33,33,0,37,0,35.34,0,0,31.48,81,20.86,34.35,19,83.33,53.883002,30,83.33

68,16:45-17:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,22.160000,6.740000,0.000000,39.110000,57.790000,4.580000,4.470000,0.660000,1.660000,1.440000,4.820000,25.930000,224.720000,0.000000,0.000000,6.740000,1.070000,25.930000,53.960000,0.000000,4.470000,18.310000,28,33,14.83,20.08,0,103.5,100.39,34.5,33,0,30,0,34.5,0,0,31.18,67,16.04,28.55,15,83.33,41.724986,17,83.33

69,17:00-17:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,23.120000,6.740000,0.000000,39.110000,57.790000,3.700000,3.600000,0.660000,1.660000,1.440000,4.820000,25.570000,224.720000,0.000000,0.000000,6.740000,1.070000,25.570000,53.960000,0.000000,3.600000,18.310000,21,25.61,16.57,16.37,0,101,81.83,33.67,20.15,0,23,0,33.66,0,0,33.08,49,11,22.25,11,83.33,29.674132,7,83.33

70,17:15-17:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,23.120000,6.740000,0.000000,39.110000,57.790000,2.230000,2.190000,0.660000,1.660000,1.440000,4.820000,25.570000,224.720000,0.000000,0.000000,6.740000,1.070000,25.570000,53.960000,0.000000,2.190000,18.310000,18,16.9,17.51,12.62,0,97.5,63.11,32.5,10.48,0,15,0,32.5,0,0,31.75,42,8,15.7,7,83.33,18.879996,1,83.33

71,17:30-17:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,23.120000,6.740000,0.000000,39.110000,57.790000,1.560000,1.520000,0.660000,1.660000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,53.960000,0.000000,1.520000,18.310000,12,9.43,18.23,8.8,0,112.82,43.99,37.61,4.56,0,9,0,37.61,0,0,32.34,28,5,10.99,5,83.33,11.680658,0,83.33

72,17:45-18:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,24.090000,6.740000,0.000000,39.110000,57.790000,0.990000,0.970000,0.660000,1.660000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,53.960000,0.000000,0.970000,18.310000,7,4.9,18.84,4.88,0,110.45,24.4,36.82,1.22,0,3,0,36.81,0,0,30.62,18,3,7.81,2,83.33,5.328874,0,83.33

73,18:00-18:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,75.390000,11.560000,25.050000,6.740000,0.000000,0.000000,57.790000,0.560000,0.540000,0.660000,1.740000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,53.960000,0.000000,0.540000,18.310000,3,0,20.29,2.74,0,106.51,13.73,35.51,0,0,1,0,35.5,0,0,28.93,7,1,2.93,0,83.33,1.344396,0,83.33

74,18:15-18:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,25.050000,6.740000,0.000000,0.000000,57.790000,0.250000,0.240000,0.660000,1.740000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,82.860000,0.000000,0.240000,18.310000,1,0,21,1.22,0,102.64,6.1,34.21,0,0,0,0,34.22,0,0,27.46,1,0,0,0,83.33,0,0,83.33

75,18:30-18:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,25.050000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.660000,1.740000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,20.98,0.3,0,98.72,1.53,32.91,0,0,0,0,32.9,0,0,25.67,1,0,0,0,80.73,0,0,80.73

76,18:45-19:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,25.050000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.660000,1.740000,1.440000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.070000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,20.69,0,0,94.69,0,31.56,0,0,0,0,31.57,0,0,24.18,0,0,0,0,76.01,0,0,76.01

77,19:00-19:15,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.030000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,14.43,0,0,88.36,0,29.45,0,0,0,0,29.47,0,0,23.53,0,0,0,0,65.22,0,0,65.22

78,19:15-19:30,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.030000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,14.38,0,0,79.82,0,26.61,0,0,0,0,26.61,0,0,22.55,0,0,0,0,61.88,0,0,61.88

79,19:30-19:45,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.030000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,14.42,0,0,66.16,0,22.05,0,0,0,0,22.06,0,0,20.3,0,0,0,0,58.55,0,0,58.55

80,19:45-20:00,0.000000,96.350000,96.350000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,1.030000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,14.47,0,0,64.32,0,21.44,0,0,0,0,21.45,0,0,18.41,0,0,0,0,56.32,0,0,56.32

81,20:00-20:15,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.570000,258.130000,0.000000,0.000000,6.740000,0.990000,25.570000,99.840000,0.000000,0.000000,18.310000,0,0,15.15,0,0,62.83,0,20.94,0,0,0,0,20.94,0,0,17.42,0,0,0,0,52.95,0,0,52.95

82,20:15-20:30,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.770000,258.130000,0.000000,0.000000,6.740000,0.990000,25.770000,99.840000,0.000000,0.000000,18.310000,0,0,15.6,0,0,60.66,0,20.22,0,0,0,0,20.22,0,0,16.6,0,0,0,0,49.74,0,0,49.74

83,20:30-20:45,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.870000,258.130000,0.000000,0.000000,6.740000,0.990000,25.870000,99.840000,0.000000,0.000000,18.310000,0,0,17.85,0,0,50.1,0,16.7,0,0,0,0,16.71,0,0,16.51,0,0,0,0,47.76,0,0,47.76

84,20:45-21:00,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,85.910000,11.560000,24.090000,6.740000,0.000000,0.000000,57.790000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,258.130000,0.000000,0.000000,6.740000,0.990000,25.930000,99.840000,0.000000,0.000000,18.310000,0,0,17.82,0,0,49.83,0,16.61,0,0,0,0,16.6,0,0,16.07,0,0,0,0,44.64,0,0,44.64

85,21:00-21:15,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,67.960000,11.560000,24.090000,6.740000,0.000000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,258.130000,0.000000,0.000000,6.740000,0.950000,25.930000,99.840000,0.000000,0.000000,18.310000,0,0,17.58,0,0,48.33,0,16.11,0,0,0,0,16.1,0,0,16.19,0,0,0,0,44.36,0,0,44.36

86,21:15-21:30,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,201.370000,57.020000,11.560000,24.090000,6.740000,0.000000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,258.130000,0.000000,0.000000,6.740000,0.950000,25.930000,99.840000,0.000000,0.000000,18.310000,0,0,17.34,0,0,47.83,0,15.94,0,0,0,0,15.94,0,0,16.38,0,0,0,0,43.97,0,0,43.97

87,21:30-21:45,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,214.860000,57.020000,11.560000,24.090000,6.740000,0.000000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,258.130000,0.000000,0.000000,6.740000,0.950000,25.930000,99.840000,0.000000,0.000000,18.310000,0,0,19.74,0,0,45.83,0,15.27,0,0,0,0,15.28,0,0,10.23,0,0,0,0,39,0,0,39

88,21:45-22:00,0.000000,96.350000,0.000000,8.190000,5.780000,48.180000,225.460000,57.020000,11.560000,24.090000,6.740000,0.000000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,258.130000,0.000000,0.000000,6.740000,0.950000,25.930000,99.840000,0.000000,0.000000,18.310000,0,0,19.39,0,0,45.33,0,15.11,0,0,0,0,15.1,0,0,10.78,0,0,0,0,38.81,0,0,38.81

89,22:00-22:15,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,225.460000,57.020000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,205.140000,38.170000,0.000000,6.740000,0.950000,25.930000,70.930000,0.000000,0.000000,18.310000,0,0,18.5,0,0,34.83,0,11.61,0,0,0,0,11.6,0,0,11.46,0,0,0,0,35.9,0,0,35.9

90,22:15-22:30,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,225.460000,57.020000,11.560000,24.090000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,17.86,0,0,33.83,0,11.28,0,0,0,0,11.26,0,0,11.91,0,0,0,0,36.33,0,0,36.33

91,22:30-22:45,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,192.700000,57.020000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,17.53,0,0,32.83,0,10.94,0,0,0,0,10.94,0,0,12.01,0,0,0,0,36.32,0,0,36.32

92,22:45-23:00,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,173.430000,57.020000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,17.13,0,0,33.83,0,11.28,0,0,0,0,11.26,0,0,12.36,0,0,0,0,36.25,0,0,36.25

93,23:00-23:15,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,149.030000,57.020000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,16.53,0,0,34.78,0,11.59,0,0,0,0,11.6,0,0,12.62,0,0,0,0,44.64,0,0,44.64

94,23:15-23:30,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,149.030000,57.020000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,15.73,0,0,35.33,0,11.78,0,0,0,0,11.76,0,0,12.49,0,0,0,0,44.98,0,0,44.98

95,23:30-23:45,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,149.030000,33.300000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,14.73,0,0,35.99,0,12,0,0,0,0,11.98,0,0,12.67,0,0,0,0,46.37,0,0,46.37

96,23:45-24:00,128.130000,96.350000,0.000000,8.190000,5.780000,48.180000,149.030000,33.300000,11.560000,25.050000,6.740000,16.320000,0.000000,33.050000,0.000000,0.000000,0.850000,1.740000,1.390000,4.820000,25.930000,171.720000,38.170000,0.000000,6.740000,0.950000,25.930000,53.960000,0.000000,0.000000,18.310000,0,0,13.93,0,0,38.01,0,12.67,0,0,0,0,12.66,0,0,13.1,0,0,0,0,47.11,0,0,47.11

