Block,Time,PARBATI3,RSTPSU1TO6,SEWA2,TANAKPUR,TelanganaSTPP,URI,ANTA_GF,DHAULIGNGA,KGSU1AND2,KKNP,KOTESHWR,NLCIIST2,NNTPP,SALAL,SINGRAULI,TEHRI,UNCHAHAR3,CHAMERA3,DADRT2,KHSTPP-II,NAPP,NLCIIST1,NLCTS2EXP,SASAN,SIMHST1,ANTA_CRF,ANTA_RF,DULHASTI,KISHANGANGA,KOLDAM,RAPPC,RIHAND1,RSTPSU7,TALA,TALST2,UNCHAHAR2,AURY_GF,FSTPP I & II,JHAJJAR,KHSTPP-I,KKNPPU2,NTPL,RAPPB,RIHAND3,SIMHST2,TANDA2,URI2,ANTA_LF,AURY_CRF,AURY_LF,DADRI_GF,DADRI_LF,MAPS,RAMPUR,UNCHAHAR4,BRBCL,KUDGI,NLCEXP,UNCHAHAR1,VALLURNTECL,BSIUL,CHAMERA1,CHAMERA2,KGSU3AND4,NJPC,RIHAND2,SINGRAULI_HYDRO,AURY_RF,DADRI_CRF,DADRI_RF
65,16:00-16:15,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

66,16:15-16:30,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

67,16:30-16:45,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

68,16:45-17:00,0,0,0,0.51,0,1.66,0,0,0,0,8.87,0,0,1.4,125.97,62.24,26.39,0,682.79,98.87,43.46,0,0,393.75,0,28.77,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,23.39,118.76,0,0,36.72,6.58

69,17:00-17:15,0,0,0,1.15,0,26.49,0,0,0,0,8.87,0,0,1.4,125.97,62.24,26.39,0,682.79,98.87,43.46,0,0,405,0,28.77,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,46.78,118.76,0,0,36.72,6.58

70,17:15-17:30,0,0,0,1.15,0,26.49,0,8.06,0,0,8.87,0,0,1.4,125.97,62.24,26.39,0,682.79,98.87,43.46,0,0,405,0,29.09,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,13.06,0,70.17,118.76,0,0,36.72,6.58

71,17:30-17:45,0,0,0,1.15,0,6.63,0,15.98,0,0,26.62,0,0,1.4,125.97,62.24,26.39,6.36,682.79,98.87,43.46,0,0,405,0,29.09,0,16.48,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,11.85,26.34,0,93.56,118.76,0,0,36.72,6.58

72,17:45-18:00,0,0,5.27,1.15,0,3.31,0,15.98,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.09,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,116.95,118.76,0,0,36.72,6.58

73,18:00-18:15,0,0,5.27,1.15,0,3.31,0,33.43,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.09,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,6.58

74,18:15-18:30,0,0,5.27,1.15,0,3.31,0,33.43,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.09,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,6.58

75,18:30-18:45,0,0,5.27,1.79,0,3.31,0,33.43,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,6.58

76,18:45-19:00,0,0,5.27,1.79,0,3.31,0,33.43,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,28.05,26.34,0,140.34,118.76,0,0,36.72,6.58

77,19:00-19:15,3.82,0,5.27,1.79,0,3.31,0,15.98,0,0,39.83,0,0,1.4,125.97,62.24,26.39,29.06,682.79,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,27.65,26.34,0,116.95,118.76,0,0,36.72,6.58

78,19:15-19:30,16.55,0,0,1.79,0,3.31,0,15.98,0,0,19.72,0,0,9.29,125.97,62.24,26.39,1.91,682.79,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,53.93,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,11.85,26.34,0,95.83,118.76,0,0,36.72,6.58

79,19:30-19:45,16.55,0,0,1.79,0,8.28,0,7.93,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,682.79,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,3.79,26.34,0,70.17,118.76,0,0,36.72,6.58

80,19:45-20:00,16.55,0,0,1.79,0,8.28,0,0,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,13.17,0,46.78,118.76,0,0,36.72,6.58

81,20:00-20:15,16.55,0,0,1.79,0,8.28,0,0,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,3.33,0,17.8,118.76,0,0,36.72,6.58

82,20:15-20:30,16.55,0,0,1.79,0,8.28,0,0,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

83,20:30-20:45,16.55,0,0,1.79,0,8.28,0,0,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

84,20:45-21:00,3.56,0,0,1.79,0,8.28,0,0,0,0,8.87,0,0,41.83,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.71,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,6.58

85,21:00-21:15,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,9.29,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

86,21:15-21:30,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,62.24,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

87,21:30-21:45,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

88,21:45-22:00,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,17.72,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

89,22:00-22:15,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

90,22:15-22:30,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,46.69,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

91,22:30-22:45,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,405,0,29.93,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

92,22:45-23:00,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,405,0,30.13,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

93,23:00-23:15,0,0,0,1.15,0,8.28,0,0,0,0,8.87,0,0,1.4,125.97,31.13,26.39,0,683.14,98.87,43.46,0,0,405,0,30.13,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

94,23:15-23:30,0,0,0,1.15,0,4.97,0,0,0,0,8.87,0,0,1.4,125.97,15.56,26.39,0,683.14,98.87,43.46,0,0,405,0,30.13,0,32.96,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

95,23:30-23:45,0,0,0,0.25,0,2.21,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,30.13,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

96,23:45-24:00,0,0,0,0.25,0,3.31,0,0,0,0,8.87,0,0,1.4,125.97,0,26.39,0,683.14,98.87,43.46,0,0,405,0,30.13,0,16.48,0,0,54.06,92,0,0,0,42.4,0,18.2,654.31,45.22,0,0,0,124.32,0,0,4.44,0,70.59,0,0,24.11,0,0,0,20,0,0,20.56,0,0,0,0,0,0,118.76,0,0,36.72,7.12

