Block,Time,CHAMERA2,KHSTPP-I,KUDGI,RSTPSU7,SIMHST1,SIMHST2,TALA,TALST2,TANAKPUR,TANDA2,UNCHAHAR2,AURY_RF,DADRT2,FSTPP I & II,KKNP,NLCIIST1,RAPPC,RIHAND3,RSTPSU1TO6,UNCHAHAR4,BSIUL,KOTESHWR,RIHAND1,SASAN,URI,AURY_LF,DHAULIGNGA,DULHASTI,JHAJJAR,NLCEXP,NLCIIST2,NTPL,PARBATI3,RAPPB,DADRI_LF,CHAMERA3,KGSU1AND2,KGSU3AND4,KKNPPU2,KOLDAM,NLCTS2EXP,SALAL,TEHRI,ANTA_CRF,KISHANGANGA,NJPC,SEWA2,TelanganaSTPP,UNCHAHAR3,AURY_CRF,AURY_GF,BRBCL,CHAMERA1,MAPS,NNTPP,RIHAND2,SINGRAULI,ANTA_RF,DADRI_GF,DADRI_RF,KHSTPP-II,NAPP,RAMPUR,SINGRAULI_HYDRO,UNCHAHAR1,URI2,VALLURNTECL,ANTA_GF,ANTA_LF,DADRI_CRF
65,16:00-16:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,15.44,40.95,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

66,16:15-16:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,15.44,40.95,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

67,16:30-16:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,30.87,40.95,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

68,16:45-17:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,74,348.98,3.98,0,0,3.85,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,30.87,40.95,0,46.78,0,0,26.39,70.59,0,20,0,0,0,118.76,139.68,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

69,17:00-17:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.66,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.98,0,9.13,3.85,438.51,0,0,0,0,0,22.47,0,0,0,0,0,0,12.78,46.31,41.16,0,70.17,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

70,17:15-17:30,4,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.66,20.8,0,0,52.66,124.32,0,0,1.1,8.87,78,348.98,3.98,0,18.27,3.85,438.51,0,0,0,0,0,22.47,1.27,0,0,0,0,0,12.78,46.31,41.16,0,93.56,0,0,26.39,70.59,0,20,12.29,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

71,17:30-17:45,8,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.66,20.8,0,0,52.66,124.32,0,0,2.2,8.87,78,348.98,3.98,0,27.4,32.96,438.51,0,0,0,0,0,22.47,9.68,0,0,0,0,0,2.33,62.24,41.16,0,116.95,5.27,0,26.39,70.59,0,20,28.1,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

72,17:45-18:00,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.66,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,3.98,0,36.55,49.43,438.51,0,0,0,0,0,22.47,29.06,0,0,0,0,0,2.33,62.24,41.58,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

73,18:00-18:15,26.34,45.22,0,0,0,0,0,0,10.25,0,21.19,0,597.66,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,35.33,0,36.55,49.43,438.51,0,0,0,0,0,22.47,29.06,0,0,0,0,0,13.95,62.24,41.58,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

74,18:15-18:30,26.34,45.22,0,0,0,0,0,0,10.25,0,21.19,0,597.64,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,35.33,0,36.55,49.43,438.51,0,0,0,0,0,22.47,29.06,0,0,0,0,0,69.72,62.24,41.58,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

75,18:30-18:45,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.64,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,3.98,0,36.55,49.43,438.51,0,0,0,0,0,22.47,29.06,0,0,0,0,0,69.72,62.24,41.58,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

76,18:45-19:00,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,597.64,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,1.66,0,36.55,49.43,438.51,0,0,0,2.55,0,22.47,29.06,0,0,0,0,0,69.72,62.24,41.58,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

77,19:00-19:15,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,1.66,0,36.55,49.43,654.31,0,0,0,6.36,0,22.47,29.06,0,0,0,0,0,69.72,62.24,41.79,0,140.34,10.54,0,26.39,70.59,0,20,42.15,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

78,19:15-19:30,26.34,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,13.04,19.72,78,348.98,1.66,0,36.55,49.43,654.31,0,0,0,33.1,0,22.47,29.06,0,0,0,0,0,13.95,62.24,41.79,0,140.34,10.54,0,26.39,70.59,0,20,28.09,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

79,19:30-19:45,4,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,78,348.98,1.66,0,27.4,32.96,654.31,0,0,0,33.1,0,22.47,1.91,0,0,0,0,0,2.33,62.24,41.79,0,116.95,5.27,0,26.39,70.59,0,20,12.41,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

80,19:45-20:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,78,348.98,1.66,0,18.27,14.12,654.31,0,0,0,33.1,0,22.47,0,0,0,0,0,0,2.33,62.24,41.79,0,93.56,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

81,20:00-20:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,78,348.98,1.66,0,9.13,14.12,654.31,0,0,0,33.1,0,22.47,0,0,0,0,0,0,2.33,61.55,42.21,0,70.17,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

82,20:15-20:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,6.52,8.87,78,348.98,2.76,0,9.13,14.12,654.31,0,0,0,33.1,0,22.47,0,0,0,0,0,0,2.33,46.31,42.21,0,46.78,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

83,20:30-20:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,1.1,8.87,78,348.98,35.33,0,9.13,14.12,654.31,0,0,0,33.1,0,22.47,0,0,0,0,0,0,2.33,46.31,42.21,0,46.78,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

84,20:45-21:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,35.33,0,9.13,14.12,654.31,0,0,0,5.09,0,22.47,0,0,0,0,0,0,2.33,46.31,42.21,0,46.78,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

85,21:00-21:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,2.55,0,22.47,0,0,0,0,0,0,2.33,30.87,42.63,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

86,21:15-21:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,30.87,42.63,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

87,21:30-21:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,30.87,42.63,0,23.39,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

88,21:45-22:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.63,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

89,22:00-22:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.63,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

90,22:15-22:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,15.44,42.63,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

91,22:30-22:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.63,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

92,22:45-23:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,9.13,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.63,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

93,23:00-23:15,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

94,23:15-23:30,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,3.31,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

95,23:30-23:45,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,4.41,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

96,23:45-24:00,0,45.22,0,0,0,0,0,0,3.85,0,21.19,0,683.14,20.8,0,0,52.66,124.32,0,0,0,8.87,78,348.98,4.41,0,0,14.12,654.31,0,0,0,0,0,22.47,0,0,0,0,0,0,2.33,0,42.84,0,0,0,0,26.39,70.59,0,20,0,0,0,118.76,133.5,0,0,0,98.87,42.82,0,0,20.56,4.57,0,0,0,66.85

