Block,Time,KGSU1AND2,RAMPUR,RAPPB,RAPPC,SALAL,SASAN,ANTA_CRF,BSIUL,JHAJJAR,KHSTPP-II,KOLDAM,KUDGI,NLCEXP,SEWA2,PARBATI3,RIHAND2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,AURY_RF,FSTPP I & II,KHSTPP-I,TANAKPUR,URI,AURY_LF,CHAMERA1,NAPP,NLCIIST1,NLCTS2EXP,SINGRAULI,UNCHAHAR3,ANTA_LF,AURY_GF,DADRI_LF,CHAMERA3,KGSU3AND4,KKNP,KKNPPU2,KOTESHWR,RIHAND1,SINGRAULI_HYDRO,TALA,TelanganaSTPP,VALLURNTECL,DADRI_CRF,DADRI_GF,DULHASTI,KISHANGANGA,MAPS,NLCIIST2,NNTPP,NTPL,RSTPSU7,SIMHST1,SIMHST2,TALST2,URI2,ANTA_GF,DADRI_RF,BRBCL,CHAMERA2,DADRT2,DHAULIGNGA,NJPC,RIHAND3,RSTPSU1TO6,TANDA2,TEHRI,ANTA_RF,AURY_CRF
17,04:00-04:15,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

18,04:15-04:30,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

19,04:30-04:45,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

20,04:45-05:00,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

21,05:00-05:15,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

22,05:15-05:30,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,9.14,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.52,0

23,05:30-05:45,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,11.42,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.64,44.73,0

24,05:45-06:00,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,11.42,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,20.84,62.16,0,0,40.64,44.73,0

25,06:00-06:15,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,11.42,42.39,0,70.81,20.8,45.53,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,8.06,41.67,62.16,0,0,40.64,44.73,0

26,06:15-06:30,0,0,0,26.14,1.4,411.75,0,0,434.65,148.3,0,0,0,0,0,118.76,13.14,42.39,0,70.81,20.8,45.53,0,0.55,0,14.05,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,17.75,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,682.78,8.19,58.05,62.16,0,0,52.1,44.73,0

27,06:30-06:45,0,0,0,26.14,1.4,411.75,0,2.2,434.65,148.3,0,0,0,0,0,118.76,13.14,42.39,0,70.81,20.8,45.22,0,0.55,0,28.05,43.79,0,0,139.69,26.4,0,0,0,9.68,0,0,0,26.62,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,5.33,682.84,8.19,83.33,62.16,0,0,54.18,44.73,0

28,06:45-07:00,0,0,0,26.14,1.4,411.75,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,13.14,42.39,0,70.81,20.8,45.22,0,0.55,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,54.18,44.73,0

29,07:00-07:15,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,7.9,0,118.76,14.85,42.39,0,70.59,20.8,45.22,0,0.55,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,54.18,44.73,0

30,07:15-07:30,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,8.19,0,118.76,14.85,42.39,0,70.59,20.8,45.22,0,3.31,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,54.18,44.73,0

31,07:30-07:45,0,0,0,26.14,1.4,413.44,0,13.04,434.65,148.3,0,0,0,8.19,0,118.76,14.85,42.39,0,70.59,20.8,45.22,0,26.49,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,54.18,30.03,0

32,07:45-08:00,0,0,0,26.14,1.4,413.44,0,6.52,434.65,148.3,0,0,0,8.19,0,118.76,16.55,42.39,0,70.59,20.8,45.22,0,26.49,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,54.18,30.03,0

33,08:00-08:15,0,0,0,26.14,1.4,413.44,0,6.52,434.65,148.3,0,0,0,8.19,0,118.76,16.55,42.39,0,70.59,20.8,45.22,0,26.49,0,42.15,43.79,0,0,139.69,26.4,0,0,0,19.38,0,0,0,39.05,92,0.63,0,0,0,0,0,32.96,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,39.51,682.84,18.27,113.64,62.16,0,0,53.68,29.93,0

34,08:15-08:30,0,0,0,26.14,1.4,413.44,0,1.1,434.65,148.3,0,0,0,0,0,118.76,16.55,42.39,0,70.59,20.8,45.22,0,3.31,0,28.05,43.79,0,0,139.69,26.4,0,0,0,1.91,0,0,0,26.62,92,0.63,0,0,0,0,0,16.48,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,2.66,682.84,18.27,113.64,62.16,0,0,53.68,29.82,0

35,08:30-08:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,18.27,42.39,0,70.59,20.8,45.22,0,1.11,0,14.05,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,682.84,18.27,83.43,62.16,0,0,53.68,29.82,0

36,08:45-09:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,18.27,42.39,0,70.59,20.8,45.22,0,1.11,0,14.05,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,682.84,9.14,62.51,62.16,0,0,53.68,29.82,0

37,09:00-09:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,18.27,42.39,0,70.59,20.8,45.22,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,682.84,9.14,41.67,62.16,0,0,53.68,29.71,0

38,09:15-09:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,1.11,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,682.84,0,18.94,62.16,0,0,53.68,29.51,0

39,09:30-09:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,1.11,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,682.84,0,0,62.16,0,0,46.62,29.29,0

40,09:45-10:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,3.31,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,682.84,0,0,62.16,0,0,40.26,29.29,0

41,10:00-10:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,26.49,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.19,0

42,10:15-10:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,26.49,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.76,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,29.08,0

43,10:30-10:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,26.49,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,28.88,0

44,10:45-11:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,28.77,0

45,11:00-11:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,28.66,0

46,11:15-11:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,28.56,0

47,11:30-11:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.56,0

48,11:45-12:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.46,0

49,12:00-12:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.46,0

50,12:15-12:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.14,0

51,12:30-12:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.14,0

52,12:45-13:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.14,0

53,13:00-13:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,28.14,0

54,13:15-13:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,26.83,27.93,0

55,13:30-13:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.93,0

56,13:45-14:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

57,14:00-14:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

58,14:15-14:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

59,14:30-14:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

60,14:45-15:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,133.5,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

61,15:00-15:15,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

62,15:15-15:30,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,45.22,0,0.55,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

63,15:30-15:45,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.66,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.82,0

64,15:45-16:00,0,0,0,26.14,1.4,413.44,0,0,434.65,148.3,0,0,0,0,0,118.76,19.98,42.39,0,70.59,20.8,33.38,0,1.66,0,0,43.79,0,0,139.69,26.4,0,0,0,0,0,0,0,26.62,92,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.42,20,0,683.14,0,0,62.16,0,0,40.26,27.72,0

